,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1970-01-01,0.027451277,-0.042197704,0.026732743,-0.010988176,-0.19932336,0.7329223,0.3527044
1970-02-01,0.03023541,-0.043859243,0.024128199,0.0062556863,-0.15482163,0.29154262,0.23285067
1970-03-01,0.005896449,-0.051403403,0.03800416,-0.019205928,-0.29043734,0.5843737,0.28152862
1970-04-01,0.009623647,-0.056747258,0.023634255,-0.04192829,-0.09119004,0.89476305,0.09229535
1970-05-01,-0.010628939,-0.007979453,0.021299183,-0.012065887,-0.08409488,1.4899902,0.0041002035
1970-06-01,-0.053963065,-0.021720648,0.026732743,0.008321345,-0.08117604,2.153205,-0.036494672
1970-07-01,-0.060833633,-0.0066772103,0.032435834,0.00800705,-0.07039863,1.6685808,-0.08764243
1970-08-01,-0.069275975,-0.018173099,0.022017658,0.018964052,-0.040087163,1.450563,-0.06370765
1970-09-01,-0.038874686,-0.028546333,0.025655031,0.00926441,-0.102012336,1.1680152,-0.017634213
1970-10-01,0.008905113,-0.064022005,0.022242188,0.0036511421,-0.13263816,0.85785043,0.08394283
1970-11-01,0.030819178,-0.073856354,0.030998826,-0.024055779,-0.116022944,0.68177456,0.084032655
1970-12-01,0.026508212,-0.053289473,0.029921055,0.010701358,-0.18643534,1.3941611,0.2835494
1971-01-01,0.028226674,-0.093043566,0.016764045,-0.033999145,-0.17477936,0.6795396,0.3183489
1971-02-01,0.032624602,-0.09346461,0.021816969,-0.006769538,-0.19466352,0.50619614,0.3150271
1971-03-01,0.033981383,-0.1096527,0.029536724,0.0062838793,-0.17080247,0.48008937,0.16250354
1971-04-01,0.037490368,-0.11367637,0.035057485,-0.053836584,-0.0772298,0.6669073,0.0008099079
1971-05-01,0.01461184,-0.04883045,0.029443145,-0.015284598,0.0013713241,1.5561289,-0.025998712
1971-06-01,-0.054117322,-0.04312253,0.034636438,0.02298659,-0.09683323,1.6941954,-0.08920705
