,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7
1970-01-01,0.3843769,-0.12579575,-0.21332093,-1.065939,-0.05624218,1.0116936,-0.24992828
1970-02-01,0.33745307,-0.058904648,-0.1730526,-1.2606236,0.19734688,1.2609562,-0.27788314
1970-03-01,0.4096695,-0.012313461,-0.05224838,-1.5604706,-0.089854434,2.0190606,-0.15541497
1970-04-01,0.15641327,-0.1158123,-0.13877487,-0.9444691,0.25724983,1.8343601,-0.17671356
1970-05-01,0.029618835,-0.3737274,-1.3810947,-0.5654171,0.91351926,1.3877506,0.35043222
1970-06-01,0.07354774,-0.2659027,-1.6087258,-0.44328117,0.9947208,0.55842817,0.8133484
1970-07-01,-0.19368629,-0.3554241,-1.277929,-0.6526089,0.3976887,0.29352418,0.6522762
1970-08-01,0.04259758,-0.41965333,-1.2043813,-0.062898256,0.7404667,0.19901124,0.59337157
1970-09-01,0.07155075,-0.3028427,-0.838308,-0.2988491,0.5038498,0.21065827,0.2129879
1970-10-01,0.21831283,-0.46591148,-0.7501175,-0.36041602,1.1291698,1.4669555,0.4116661
1970-11-01,0.16939202,-0.47156906,-0.3191494,-0.700531,1.2246819,0.9787468,-0.008319855
1970-12-01,0.42531052,-0.071883775,-0.16173783,-0.9983818,0.9401428,1.1800869,-0.42697448
1971-01-01,0.32335585,-0.14175376,-0.117910385,-1.2356102,-0.17702904,1.7412208,-0.43636665
1971-02-01,0.45073813,-0.21687698,-0.10778542,-0.997176,0.5075701,1.8460662,-0.22112274
1971-03-01,0.4138298,-0.38965988,-0.18846092,-0.86946714,0.45139122,1.8633773,-0.047686767
1971-04-01,0.26913643,-0.5049572,-0.66565514,-0.61992836,1.3218381,1.4920082,0.10549889
1971-05-01,-0.17474289,-0.28481445,-0.5604828,-0.76756096,0.32858124,1.4106792,0.14534684
1971-06-01,-0.06597748,-0.50365067,-1.3698517,-0.40827712,0.36255035,0.39325255,0.5817135
1971-07-01,0.023189927,-0.29526597,-0.83484536,-0.20446548,0.770174,0.18258171,0.3886799
1971-08-01,-0.11105156,-0.284161,-0.9008228,-0.10059967,0.9027828,0.33250085,0.47948074
1971-09-01,0.15057258,-0.32564163,-0.86260813,-0.4559639,0.8857983,0.5892254,0.54480517
1971-10-01,0.11268463,-0.10549889,-0.17898865,-0.54415166,1.039637,0.768541,0.11497116
1971-11-01,0.23190156,-0.24169998,-0.004899216,-0.4798073,0.59445155,1.0053421,-0.19989243
