,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7
1965-01-01,9.730082469845741e-05,-3.379687016564253e-05,-8.511989686997947e-05,6.20269849465085e-05,3.168668018295003e-05,-5.9884865542708806e-05,3.871531544461793e-06
1965-02-01,9.995160292385629e-05,-3.332221474794674e-05,-8.403040269375639e-05,6.187971445318752e-05,3.055495159823576e-05,-5.9629756033100614e-05,3.8116778274030344e-06
1965-03-01,0.00010222153596933586,-3.354296212527738e-05,-8.398876106542903e-05,6.174720633667881e-05,3.0470797370013548e-05,-5.9374859667390575e-05,3.152576776115156e-06
1965-04-01,9.887337741761088e-05,-3.2451363274832726e-05,-8.61803191858626e-05,6.439092453359433e-05,3.0624747405321535e-05,-5.820780914536021e-05,2.175056695296935e-06
1965-05-01,9.963749040185508e-05,-3.163301452841323e-05,-8.722750036130576e-05,6.461203497252107e-05,3.312944122016551e-05,-5.641612735051121e-05,-1.8300233243264762e-07
1965-06-01,0.00010111266520753916,-3.094459510827144e-05,-8.711006971266629e-05,6.658061145010762e-05,3.5456106942756145e-05,-5.676754883700702e-05,-3.3872644107796155e-06
1965-07-01,0.00010024563919244058,-3.0170116038995196e-05,-8.796358033026937e-05,6.826496807734556e-05,3.611285946839631e-05,-5.5508149845758764e-05,-4.265138346035527e-06
1965-08-01,0.00010034906558252663,-3.0525535414267755e-05,-8.86556429605028e-05,6.74363793183077e-05,3.6461134098366934e-05,-5.633856719248146e-05,-3.79529785143981e-06
1965-09-01,9.785416127501606e-05,-3.026911367926931e-05,-8.646257011798409e-05,6.639423869779852e-05,3.610846708003978e-05,-5.7729195490896145e-05,-3.296560387543358e-06
1965-10-01,9.449778897558442e-05,-3.199174040313459e-05,-8.609597319842909e-05,6.419267723806326e-05,3.4754918172790395e-05,-5.786674548347869e-05,-5.247635608850388e-07
1965-11-01,9.411377066970561e-05,-3.231126305214481e-05,-8.626922808065447e-05,6.32711762040289e-05,3.3762915271187785e-05,-5.912818532755175e-05,2.089984151017305e-06
