,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10
1965-01-01,0.046121955,-0.03078407,0.041078925,0.3778056,0.0291543,0.0068284273,-0.29155028,0.010348022,-0.14236093,0.024794161
1965-02-01,0.05205798,-0.07154852,0.022903025,0.77342,-0.003310144,0.037296653,-0.35894805,-0.029680908,-0.0029949546,0.045544088
1965-03-01,0.029416978,-0.09261364,0.022640407,0.29580396,0.0034664273,0.026895463,-0.33998424,-0.05300492,-0.06949979,0.028523922
1965-04-01,0.033409357,-0.039346695,0.018910646,1.5855038,0.045859277,-0.121138215,-0.21154481,-0.044494808,-0.021380961,0.020591676
1965-05-01,0.017807484,-0.08058393,0.030625165,2.3857155,-0.018439233,-0.23465866,-0.56970435,-0.0050436854,-0.019069552,-0.039924562
1965-06-01,0.026370108,-0.050378323,0.03414476,1.7150464,-0.05295235,-0.14440966,-0.17650634,0.022482812,0.006040454,0.015496135
1965-07-01,0.06477064,-0.033358157,0.029522002,1.8532567,-0.027474642,-0.53592664,-0.08998704,0.0060929656,0.0422346,-0.03981948
1965-08-01,0.019856215,-0.046806216,0.023848593,1.6763306,-0.01665312,-0.75261885,-0.13054132,0.034985304,0.034249842,-0.009929121
1965-09-01,0.059570014,-0.06650549,0.023848593,1.0820423,-0.032360017,-0.396298,-0.16069442,0.011661291,0.028629005,-0.04123783
1965-10-01,0.08037245,-0.04864478,0.01602143,1.5583451,0.016073942,-0.3719234,-0.17135829,-0.005463958,0.008509457,0.008351862
1965-11-01,0.03351438,-0.057154894,0.032568812,1.4667827,0.020906866,-0.09912753,-0.18517405,-0.018071473,-0.10417056,0.00556767
1965-12-01,0.009770215,-0.06204033,0.020171404,1.8349757,0.003624022,0.022010028,-0.41699535,-0.035669506,-0.005306363,0.00078731775
1966-01-01,0.0498181,-0.060513794,0.012979984,0.38418758,0.0061412454,0.024195552,-0.18283635,-0.020347536,-0.09329426,0.018861353
1966-02-01,0.028162062,-0.057641506,0.02725023,0.6614763,-0.032155752,0.012022555,-0.29357857,-0.059328437,-0.017885566,-0.032338142
1966-03-01,0.044985354,-0.08878064,0.026338398,0.80545485,-0.010408521,-0.06630397,-0.30857825,-0.029648244,-0.020803452,0.007417798
1966-04-01,0.014165401,-0.07391775,0.019043684,1.5265787,0.011931419,-0.14294362,-0.33429193,-0.015560389,-0.00511992,-0.0011078119
1966-05-01,0.057431936,-0.057869494,0.023420513,1.7239908,-0.031198323,-0.08485979,-0.43819547,-0.010089397,0.012934387,-0.026730359
1966-06-01,0.077355504,-0.025453806,0.030350447,2.124833,0.015077233,-0.56877005,-0.12420541,0.003952861,0.010426879,-0.046334803
1966-07-01,0.021414459,-0.08955574,0.02592802,2.127842,-0.013782322,-0.42232955,-0.06867474,0.007098675,0.03386098,-0.10569519
1966-08-01,0.03919524,-0.07824898,0.021277726,1.7625613,0.004044056,-0.41539955,-0.36524868,0.023922026,0.02118653,-0.03028649
1966-09-01,0.060532153,-0.023083031,0.035821438,1.0809199,-0.042961,-0.34473246,-0.2521813,0.0003055334,0.019636393,-0.061790347
1966-10-01,0.03614056,-0.08280814,0.021824777,1.2143668,-0.025317013,-0.20804852,-0.40217793,-0.029009938,0.027751744,0.015122831
1966-11-01,0.028116465,-0.07674444,0.019271672,1.0930017,-0.010636508,-0.12739682,-0.57123196,-0.046881914,-0.02385807,0.024697065
1966-12-01,0.0350464,-0.10432744,0.012341738,1.7653425,-0.0017917156,-0.06320369,-0.6394372,-0.045787692,-0.04656273,0.0065515637
1967-01-01,0.038205028,-0.083268166,0.02151686,0.7301105,0.015500724,0.00461936,-0.31167126,-0.037598014,-0.015259862,-0.0016059875
1967-02-01,0.036374032,-0.07777524,0.022772372,0.1345675,-0.00443089,0.02884084,-0.31836748,-0.07787979,-0.108535886,0.015134513
1967-03-01,0.05081272,-0.088395,0.014663696,0.5000334,0.009275317,-0.03806889,-0.30220246,-0.04256785,-0.024676442,0.021412194
1967-04-01,0.035066187,-0.09802067,0.026643634,0.7309998,-0.02708292,0.03265977,-0.31726885,-0.011440992,-0.02499032,0.022824705
1967-05-01,0.027428329,-0.04800856,0.04071611,2.727356,0.013355851,-0.2630192,-0.53677857,-0.00066435337,0.017645597,0.034490705
1967-06-01,0.055102468,-0.0587852,0.022720098,1.6245236,-0.003123045,-0.41556692,-0.3328061,0.0025792122,0.01890117,0.0022130013
1967-07-01,0.08063173,-0.08703482,0.025074184,1.6034935,-0.07217765,-0.5075873,-0.16095448,0.009589195,0.033287525,-0.031163335
1967-08-01,0.041134596,-0.11434269,0.021987677,2.1840746,-0.020020485,-0.32459283,-0.4448105,0.00880456,0.034543037,-0.012539625
1967-09-01,0.04364568,-0.058994412,0.029416263,1.2623535,-0.031843424,-0.54881084,-0.3320738,-0.017980218,0.027689934,0.00461936
1967-10-01,0.021464527,-0.078402996,0.028893113,1.6684675,-0.016881704,-0.20563066,-0.39689088,-0.023211598,0.020889103,0.0012190342
1967-11-01,0.044064224,-0.071759105,0.02816075,0.85838455,-0.0033323765,-0.12742126,-0.2560091,-0.0619241,-0.014056683,0.019319654
1967-12-01,0.016494691,-0.060093045,0.013722062,0.51305956,0.018116415,0.063577354,-0.2519809,-0.050885797,-0.1274736,0.0052472353
1968-01-01,0.0078418255,-0.035788566,0.023092031,0.20323023,-0.00082471967,0.0823074,-0.31910735,-0.052340627,-0.060932815,-0.01023522
