,vws_v850-200_cluster1,vws_v850-200_cluster2,vws_v850-200_cluster3,vws_v850-200_cluster4,vws_v850-200_cluster5,vws_v850-200_cluster6,vws_v850-200_cluster7,vws_v850-200_cluster8,vws_v850-200_cluster9,vws_v850-200_cluster10
1965-01-01,8.996539641527864,-5.898464548549169,-9.965715742443617,12.861831395529288,11.81598600176505,-12.251943202569768,-5.524944626927716,1.218659636436782,-0.42370980556283794,-6.863155839137274
1965-02-01,10.20066119138809,-11.595484671405119,-8.588559741947588,5.735033250883865,1.8896460520848397,-9.294318052142641,-13.000431153757871,1.9654017479517398,3.1909761803257632,-5.100821183676406
1965-03-01,6.77787755515325,-2.355687337117085,-8.077234664001981,6.717824367685692,2.764558107381399,-5.350614997819152,-6.421483357531195,0.934872877993017,2.214792309513933,6.233485983674551
1965-04-01,6.031533348422101,-17.37854520364517,-6.838457609698932,5.849873109015027,0.8496217773583176,-10.518678128506092,0.3240668229314965,4.704920471620589,1.7034125223662822,-13.921503255579951
1965-05-01,2.9225017881707123,-6.739176815790339,-6.663464910986638,3.8220672233691126,-2.3948895488298048,-7.1506624585675365,0.13133115309516674,1.806900008706819,0.5860145349617851,-0.35557323296421456
1965-06-01,1.353709969255595,-14.908210232620842,-7.126713705701691,-1.425839008534294,-5.673868890679573,-1.1115448851034457,6.50242270059965,3.6148047072808644,-1.395321949739248,-3.00168758224532
1965-07-01,0.046788416179496535,-18.023915631209043,-4.673979909540191,3.1152359623226618,-4.79018743994482,1.8875347771860802,14.493087764093202,5.023522300916528,-4.008579105038727,-5.079184082285929
1965-08-01,1.201678099660405,-6.849352198047135,-7.467176833361935,1.565941322299064,-4.111547621070374,2.2930223035127417,7.364360463979132,1.793501444014054,-5.494608025400224,0.32077626414759225
1965-09-01,1.79267468527198,-8.43343382861195,-10.146746293112392,5.434768570526991,-2.2555128150168575,-6.4589135857925575,4.689187703123498,4.463191089419863,-2.838015759503955,-4.294708862062729
1965-10-01,1.2418866557507018,-3.972474162162027,-9.731858626028872,9.540109624130004,-1.356808611924265,-14.845189310456616,-2.827289163892653,1.9752878554190811,-3.754679543873431,1.692564226502876
1965-11-01,0.05737098618919736,-5.5205702753502655,-3.368074517252834,5.370791717031467,3.0938833927182112,-9.912342057319584,4.246640951384982,4.228805176305556,-7.984856788319103,3.6374968603741946
1965-12-01,1.013852672435358,-1.8645790925269399,-3.328025359724955,2.3035499979790526,4.047108480207223,-19.28151390657955,3.8023971733116633,0.8399508451232994,1.1346323278186232,6.3792166014336855
1966-01-01,4.399627434187595,-2.9212868635481994,-7.969484090706311,9.141125406017911,9.479180368468137,-16.544104859840875,-5.206778020289262,2.1929854445420878,0.10843967171094043,1.1173738610883668
1966-02-01,1.9723140166743744,0.02507891105506877,-6.805487893707091,3.4641276647040558,4.9224273916016905,-13.938268639881178,-3.4804660542620875,3.4064780098208516,1.6994088057833776,1.5283804592972599
1966-03-01,2.200883153683413,-8.936724718598168,-7.0429267728094285,3.4300163430973347,4.903784780938533,-11.447424634747277,-9.437561572988772,3.5995475739244327,2.9609367522254724,-1.0529231422772514
1966-04-01,5.692340179167063,-13.754060681078426,-6.681929544652124,6.055476550255492,1.6697043913721534,-7.87015194635748,0.013995309333670861,4.918601219409711,-3.0822983271151134,-2.931622921549296
1966-05-01,1.4830010599098644,-10.066946539430495,-7.210505971873613,5.965431535351163,-0.9863165885536227,0.4076558196378986,5.49920660609063,-1.4928842446551496,-3.6825278747798964,2.983665990330586
1966-06-01,0.00171191218128827,-4.80455601182693,-11.583726358615658,4.890486482485818,-4.752727755897208,-7.886794947602509,0.1101389623846161,2.6831516215679523,-4.294934066019493,-0.6281728799799767
1966-07-01,-0.29018100099257993,-12.133653118610447,-4.2895094363043205,3.2159800603591506,-5.63973907575964,-2.484011215458622,5.840794145212181,3.8494065668363855,-4.37847330781742,0.29577364759741176
1966-08-01,-0.006749424484394765,-8.184616137198093,-8.698877178565592,7.703045522051094,-0.9123053454664416,-6.7996247004172226,-1.5402712087296988,1.7939476928469678,-0.83474110957107,-3.632790501861913
1966-09-01,1.710118867889162,-1.7166413430245362,-7.356737922641434,7.497912888918492,-1.3662884725372395,-4.692289783982593,-7.8980452914827035,1.4066704721050307,1.2376792621794706,-2.100327522094281
1966-10-01,6.227029665154518,-3.580419022690574,-8.003835171335814,7.781746633361516,-0.13124704907089885,-14.26772746550951,-3.289650222321528,-0.23704688447626138,-0.32958408552267365,3.662135969194522
1966-11-01,4.24673311545315,-2.5999698997227707,-8.53731792512421,9.049983123699263,4.377959026614293,-18.42117239783213,-7.563850345362881,-0.09433824370823769,2.5627861142114816,-3.074254821386427
1966-12-01,4.7379704184066975,-3.335691463150068,-7.945182164768869,7.385571097592361,7.518278128486918,-21.783037017938288,-4.920950077129877,4.446433540328842,-1.777238925639121,-7.3646174818994865
1967-01-01,11.791194370541477,-2.1011647311386654,-10.377763647257975,8.16429393785039,3.44962458223407,-12.381199014211244,-12.740068564606217,0.20978570144241454,4.279697070157603,3.194499437995638
1967-02-01,9.249762001349998,-5.4722361721409,-11.87138590066849,6.8870327746007804,6.639004146444078,-13.961611642113132,-16.85748443364773,1.1771443552859815,2.4208204954601715,9.548949639112447
1967-03-01,8.045931589432465,-0.4988804149844384,-7.810517070707013,4.644747385809677,2.0893538532198974,-8.976397479491464,-9.864786308533954,0.011697307139286245,7.288599730099226,-4.032933102842062
1967-04-01,8.214920050838762,-15.738057569661901,-7.953912381997599,6.686167060115826,-2.042095014054185,-12.26776757636901,-9.85214365407389,1.8342194541996637,3.6873097911227086,-2.549727516532223
1967-05-01,3.582515580009112,-14.110001022762765,-7.87072110784383,5.4116836985597345,-2.278004553592368,-11.751149042161599,0.15205530490618557,5.153287725770929,0.5440001979523998,-12.753176806381196
1967-06-01,2.591829651396596,-15.190473795627272,-11.710270766149804,3.817535858350168,-2.467123005376541,-7.8712020715712,3.108680655235767,6.537374280774113,5.037713015057075,-17.64171742307502
1967-07-01,-0.03695134506950602,-6.562333165981322,-6.127680837727922,4.222850365508385,-2.4355765010371413,-6.016758550049404,8.878985010747355,6.103818767828462,-0.21437831205039454,-11.583282262637976
1967-08-01,1.2769859584615646,-1.6408930849404841,-3.89136361350367,0.8851722128225568,-2.868182714631461,-3.305396452286814,9.828973229757,5.341074529554645,-0.9909404877964417,1.2781384617210465
1967-09-01,6.778986465607941,-9.646617702530797,-9.715885144707823,1.783235918450508,-6.12091606444617,-11.145498591014528,2.1153066608956133,3.7115146142767412,0.44453751141711845,-1.7925430064579637
1967-10-01,6.160700187326096,-5.268125097360941,-7.125023203268074,4.334275144774999,0.09957091343736627,-6.224753847148725,-4.725737876526984,4.281956488822019,-1.885311070621007,-0.5459753071713163
1967-11-01,6.726596018578795,-8.168395615282865,-7.308197610978899,5.949292928816205,4.431944597686103,-9.866405106679762,-4.9015052363217215,1.9295581210328603,0.7549479047233107,1.8139282265126635
1967-12-01,6.255739802145875,-8.268472881633281,-7.975648595229994,7.602626008336157,9.813689542963234,-16.86756122381196,-7.573491514026027,6.345589287103333,-1.5612150086621852,-5.153647830552198
1968-01-01,8.077137170361391,5.459787253603356,-7.681297059468515,10.21679476200927,9.671186024721344,-14.509693550470628,-11.571068197627822,1.4627589291664853,-1.951701261598786,9.529573958727646
1968-02-01,8.924215873752177,-1.276484415923617,-7.268201274795379,10.421533332018566,8.239092638752313,-18.57104384041575,-10.900888605017752,4.4217800765147075,-1.5366419783735146,3.384297427179621
1968-03-01,8.237463470006748,-3.7807421524173876,-7.619419371367175,7.696096374668619,4.5453595377267995,-17.83768753866178,-7.605429458255159,6.727298821253382,-3.051513777683718,0.22165742771397803
1968-04-01,5.1420657167451544,-3.578241488076764,-6.783084105577944,7.140159684200615,2.562415735549196,-8.598587354015168,0.5194799098676233,-0.8577212055991418,2.848184815295114,6.351742473578936
