,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1965-01-01,-2.5779114,2.6342468,-7.597473,-0.3944702,1.2426453,-1.3270264,-3.7000732,3.8771667,-10.514404,-5.7782593
1965-02-01,-1.9700623,2.6922302,-7.5664062,0.039764404,1.635437,-0.75909424,-3.25589,3.7380676,-10.029297,-5.7881165
1965-03-01,-2.585205,2.5995178,-8.316284,0.099731445,1.3406372,-0.8797302,-3.5891113,3.4697266,-10.611511,-6.1896973
1965-04-01,-3.2515259,2.4231873,-9.857788,-0.47879028,1.089447,-1.5680237,-4.4360657,3.1431885,-11.615631,-7.356964
1965-05-01,-4.846222,1.6732178,-11.10968,-1.6628418,0.26516724,-2.8363953,-6.098114,3.316803,-12.002319,-9.08139
1965-06-01,-5.67453,1.3558655,-11.288849,-2.3374634,-0.5142517,-3.5180054,-7.09256,3.3791504,-13.50473,-9.673706
1965-07-01,-6.3551636,1.2799377,-11.943054,-2.7771301,-1.0287476,-4.3363647,-7.6714478,3.4055176,-14.619476,-10.656738
1965-08-01,-6.787262,1.4535828,-12.3871155,-2.9307861,-0.8810425,-4.7529907,-8.385956,3.3192139,-14.641937,-11.13623
1965-09-01,-7.4217224,1.2003479,-12.107452,-3.2987976,-0.81344604,-5.3554993,-9.00592,3.3214417,-13.582886,-10.716858
1965-10-01,-6.526764,1.7809448,-12.296265,-2.7251587,-0.34613037,-4.5688477,-8.263153,3.7453613,-13.7916565,-10.366791
1965-11-01,-5.985382,2.0334167,-11.881622,-2.3494568,0.1697998,-4.3058777,-7.71579,4.0966187,-13.26474,-9.788971
1965-12-01,-5.1940002,2.5882874,-10.415649,-1.2876282,0.94021606,-3.314911,-6.4828186,4.168518,-11.931,-8.3559265
1966-01-01,-3.8684998,2.5506592,-8.9664,-0.6899414,1.0513916,-2.3228455,-4.9073486,4.22641,-9.911438,-6.598236
1966-02-01,-3.5829468,2.5527954,-7.40448,-0.58895874,1.1816101,-1.8723755,-5.094818,3.6793823,-9.434753,-5.2990723
1966-03-01,-3.8438416,2.8768616,-7.8983765,-0.21194458,1.3135681,-1.7928772,-5.3642883,3.5798645,-10.039093,-5.845886
1966-04-01,-3.9515991,2.587555,-9.587585,-0.85220337,0.8850708,-2.1149597,-5.444824,3.8528442,-12.05307,-7.1518555
1966-05-01,-4.6153564,1.954071,-10.708221,-1.6309509,0.07608032,-2.8155212,-6.206909,3.9021606,-12.712799,-8.887726
1966-06-01,-6.225769,1.76828,-11.656494,-2.3008423,-0.5907898,-4.105713,-7.9913025,3.7642822,-12.7074585,-9.866272
1966-07-01,-8.021301,1.3378906,-11.935638,-2.8250732,-0.89260864,-5.004608,-9.654205,3.6112366,-12.658264,-10.252808
1966-08-01,-7.3937073,0.99975586,-12.268219,-3.3351746,-1.0481873,-5.3911743,-9.271698,3.720398,-13.919281,-10.881409
1966-09-01,-7.9067383,0.9612732,-11.76709,-3.3277283,-0.9606018,-5.6147156,-9.647034,3.8206177,-13.932526,-10.776154
1966-10-01,-7.0626526,1.3701477,-11.555908,-3.3303833,-0.741333,-5.1054993,-8.176147,4.220398,-14.138916,-10.178192
1966-11-01,-6.5620728,1.9388123,-11.042694,-2.7001953,0.037109375,-4.570099,-7.782959,4.212158,-12.636261,-9.454681
1966-12-01,-4.915283,2.3238525,-9.701538,-1.4719849,0.625885,-2.8577576,-6.2133484,4.0112,-11.509918,-8.092346
1967-01-01,-3.3192444,2.6566162,-8.526825,-0.3894043,1.0344238,-1.4917297,-4.5532837,3.9181824,-9.766357,-7.089447
1967-02-01,-2.1868591,2.6831665,-7.8717346,0.7114258,1.09906,-0.46902466,-3.4449158,3.8841553,-9.401733,-6.3286743
1967-03-01,-2.3894958,2.619751,-7.928131,0.7191162,1.3401489,-0.51242065,-3.9350586,3.7736511,-10.328583,-6.0650635
1967-04-01,-3.3074036,2.0484314,-9.436981,-0.43917847,1.122406,-1.5074158,-4.6225586,3.542389,-11.138275,-7.154724
1967-05-01,-4.7822266,1.8497009,-11.044037,-1.45224,0.6522217,-3.0859375,-5.6712036,3.6336365,-12.0937805,-8.662109
1967-06-01,-6.2781982,1.5301514,-11.602478,-2.093811,-0.22573853,-4.014496,-7.516754,3.5184326,-11.820343,-9.427887
1967-07-01,-7.107361,1.2579346,-11.238159,-2.8438416,-0.9562378,-4.682373,-8.817169,3.4845886,-12.892395,-9.358551
