,zgu500_cluster1,zgu500_cluster2,zgu500_cluster3,zgu500_cluster4,zgu500_cluster5,zgu500_cluster6,zgu500_cluster7,zgu500_cluster8,zgu500_cluster9,zgu500_cluster10
1965-01-01,0.041387178,-0.023789596,-0.28221473,-0.11014862,-0.043994524,0.40670243,0.31089267,0.003910446,0.15968284,-0.5155476
1965-02-01,0.20432892,0.029003907,-0.21638641,-0.12383576,0.19422646,0.26917952,0.24832305,-0.16489677,-0.13524151,-0.18770866
1965-03-01,-0.17499924,-0.13133088,0.1244873,0.29003602,-0.18673114,0.22388153,0.2848219,-0.11373329,-0.008147049,-0.11536293
1965-04-01,-0.05214138,-0.13361207,-0.09874268,0.044646073,0.0026069642,-0.037802506,0.13458976,0.20530644,0.3053524,-0.6882652
1965-05-01,-0.18673095,-0.21312752,-0.060614012,-0.061265945,0.3356598,0.15968266,-0.014990616,0.019227028,0.42201862,-0.23398438
1965-06-01,-0.106889725,-0.13719673,0.11927299,0.024766922,-0.3454361,0.43342456,0.32229844,-0.10102387,-0.035521317,-0.105586246
1965-07-01,-0.06028843,-0.32523155,0.2284439,0.00032577515,-0.15805359,0.16489716,0.5041412,-0.04757881,0.34902114,-0.45916957
1965-08-01,-0.09874268,-0.1375225,-0.050837707,-0.04725342,-0.005540085,0.05214157,0.209869,-0.01759777,0.3519539,-0.46503526
1965-09-01,0.08049317,-0.010754013,0.21247558,-0.043016434,-0.44352704,0.13524151,0.31969148,0.2763489,-0.002281189,-0.5510685
1965-10-01,-0.13328628,0.07267227,-0.13165665,0.010754013,-0.1678299,0.19944057,-0.268202,0.40637627,0.16652623,-0.17728081
1965-11-01,-0.048556518,-0.068761446,0.03910599,-0.3688999,-0.15805359,0.24506417,0.06224365,-0.18868637,-0.036173057,0.13556728
1965-12-01,0.08831406,0.0013034821,0.19161911,-0.16815567,-0.14436626,0.2349617,0.20432873,-0.34054795,-0.15186158,0.3506504
1966-01-01,-0.017396163,-0.24321862,-0.22746353,-0.26488152,0.13063546,0.29671973,0.13884124,-0.19398384,0.23271522,-0.12669678
1966-02-01,0.2054718,-0.118162535,-0.026258087,-0.20054856,-0.18840408,-0.21400604,-0.081401065,-0.061379243,0.6620396,-0.08993492
1966-03-01,0.024289321,-0.21400604,-0.23468438,-0.047265243,0.029540634,0.0019695282,-0.0013130188,-0.025930023,0.23468438,-0.25503463
1966-04-01,0.20842591,0.020350266,-0.10011025,0.042998124,-0.22976093,0.2707897,0.10404892,0.35120583,0.20744133,-0.39912796
1966-05-01,-0.46542987,-0.15197067,-0.1473755,-0.006892395,0.07844696,0.5005506,0.19857903,-0.23632546,0.052516747,0.027899552
1966-06-01,-0.04431095,-0.030197144,0.12636872,0.017723847,0.19070168,0.34956512,-0.0804163,0.27604142,-0.0026258468,-0.16083279
1966-07-01,0.042998124,0.10733147,0.09682846,-0.08993454,-0.02494507,0.06794357,-0.06794357,-0.20580025,0.034464262,-0.07385178
1966-08-01,0.096171185,0.045952607,0.23993607,-0.0045951842,-0.056783676,-0.071554564,0.24518776,-0.18413696,0.5314043,-0.20415917
1966-09-01,-0.010503387,0.0022972107,0.040700532,-0.024288941,-0.15426788,0.0026260377,0.22746333,0.100766756,0.069913104,-0.323963
1966-10-01,-0.52812195,0.023632431,0.05153198,0.08730926,0.010503387,0.09584312,-0.021991348,-0.07713394,0.064661406,-0.1079876
1966-11-01,-0.18183938,-0.22221145,-0.14704704,-0.20350266,0.33906135,0.031181717,-0.41094398,-0.058096696,-0.020350266,-0.1079876
1966-12-01,-0.04431076,0.0006565094,-0.12538376,-0.17954178,0.22844811,-0.085011676,0.02067852,0.017396163,-0.3623661,-0.46280402
1967-01-01,-0.23641816,-0.26743966,-0.16359863,-0.05159378,0.35658607,0.4215683,0.07739105,-0.14074059,-0.10090198,-0.17731324
1967-02-01,-0.14008752,0.036899567,0.07314567,-0.020898819,-0.061716843,0.1348629,-0.02775631,-0.05420647,0.020898819,-0.20409012
1967-03-01,-0.0013061523,-0.44344673,0.10416756,-0.0013061523,0.0071838377,-0.02253151,0.018286515,-0.20017166,0.35985145,-0.061390303
1967-04-01,-0.21617241,-0.037226103,0.092738725,0.08098297,0.0120821,0.4976532,0.17829284,0.09306526,0.106453516,-0.15510826
1967-05-01,-0.13812828,-0.15380211,-0.063676074,0.19755936,0.381077,0.11690273,0.10580025,0.09861641,-0.02742958,-0.53292006
