,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10
1965-01-01,-4.596512863434941,2.005764113532172,-12.983716423831767,-2.5446138106101803,-0.34005005704605673,-4.63778018951416,-7.168303744893679,3.4924195225077463,-23.529141743977863,-9.478481722549654
1965-02-01,-4.056768819510219,1.9526489575703938,-12.493236029326026,-1.6936199231581255,-0.09392571276215117,-4.020335787818545,-6.6683151352573455,3.1438967339078285,-22.46409734090169,-9.170950634378784
1965-03-01,-4.354293087878859,1.6481336840876826,-13.671181806877478,-1.3205658798375406,0.07313494313889601,-4.520584174564906,-7.424309555913362,2.6638276594922057,-24.259365929497612,-10.180539144596583
1965-04-01,-5.661977630063713,1.263958348168267,-15.77785264200239,-2.1892554503827055,-0.37853796416380275,-6.710712342035203,-9.090997131777481,2.455008029937744,-27.495960659450954,-12.089905268709424
1965-05-01,-7.177375310874847,0.7324532667795817,-17.86043394857378,-3.6131303172466183,-1.4123603114931602,-8.700051988874163,-10.928764477582046,2.320489130522075,-30.39770338270399,-14.106960027990208
1965-06-01,-8.127714639686676,0.31387375460730654,-19.020220059067455,-4.5141186595948275,-1.9949571823510597,-10.310586747669038,-12.044766923071634,2.5907573843360843,-32.65314949883355,-15.188245370354451
1965-07-01,-8.814560648906662,0.2254901440055282,-19.842969125776147,-5.372207420916597,-2.444275720851628,-11.21129898797898,-12.821423167913734,2.8177168136252493,-33.79187477959527,-16.058884204273493
1965-08-01,-9.592169451426312,0.25521995844664397,-20.50719047660258,-6.437296709738487,-2.7613818176149385,-12.345309938703265,-13.544392921555211,2.988072535149137,-34.52487097846137,-16.70540554422728
1965-09-01,-10.091255371829114,-0.030095069496719924,-20.237548315702977,-6.944041803848645,-3.052041286558617,-12.847187859671456,-14.013095640800369,3.0194291494842758,-33.894617292616104,-16.67523719895054
1965-10-01,-9.848241920930795,0.30664800493805494,-20.311725673390857,-6.602923535118419,-2.838236891378568,-11.981782004946753,-13.858009392107038,3.0994183138797156,-33.980795542399086,-16.581665630071935
1965-11-01,-9.198322066341538,0.963144909452509,-19.1503225867428,-5.900857665322044,-2.183161898860781,-10.427436828613281,-12.961986702932439,3.545517311956649,-32.08860397338867,-15.562903713172592
1965-12-01,-7.458392683281956,1.6818163571534333,-16.69794481192062,-4.4536864461977625,-1.0727360257952232,-7.833090963817778,-10.790279549612126,3.5642451809761218,-28.4634526570638,-13.253809700549489
1966-01-01,-5.664149249892637,2.090449774706805,-14.27029851657241,-3.0367166542809856,-0.5078737719321814,-5.513017518179757,-8.608218313942494,3.755327633449009,-24.955196380615234,-10.971931000830423
1966-02-01,-4.9924494272255036,1.9866006462662307,-13.168811798095703,-2.5937104028118543,-0.31390761457911626,-4.213764099847703,-7.772708274948765,3.3401039309967726,-23.734662797715927,-9.910185236326406
1966-03-01,-5.318263065384095,1.853422853681776,-13.99559191803434,-2.4823101098872415,-0.1338513641376195,-4.667058899289086,-8.437986776862346,2.9117166547846973,-24.702665540907116,-10.81585749773912
1966-04-01,-6.57503633614046,1.4970870812733967,-16.15025534558652,-3.6208384293170015,-0.8149549482375618,-6.682743117922828,-10.069948518779917,2.939405208243463,-28.143333858913845,-12.685576962753082
1966-05-01,-7.720900156411781,0.6936618796101323,-17.878808548201373,-4.962220467811774,-1.9056964108324426,-9.023173650105793,-11.445512905926773,2.9476280499221685,-30.536844465467663,-14.253127407020248
1966-06-01,-9.079806775931853,0.5495307511753506,-19.39054460667852,-5.75849202053606,-2.4077790928637888,-11.183416275751023,-13.094824132784991,3.00109090661644,-32.726735009087456,-15.803894526521926
1966-07-01,-10.038551652287863,0.379410065986492,-20.064055030025653,-6.405891071666371,-2.812042668109804,-12.427764165969121,-14.023340252083793,3.242556403454085,-33.92047246297201,-16.551921737026163
1966-08-01,-9.918814969350057,-0.08377280500200059,-20.355449505706332,-7.0217231088433385,-3.3107539800208383,-12.169823873610722,-14.00188123676139,3.030734223530705,-34.36466428968642,-16.722672422167282
1966-09-01,-10.336528915956796,-0.0504603209318938,-20.41558792342001,-7.319173734050152,-3.264567983432079,-12.17148326692127,-14.418439462151326,3.0220233408131993,-34.266206953260635,-16.963261617741114
1966-10-01,-10.105611042804028,0.01598360361876311,-20.080747177351764,-7.500276092655403,-3.3071284219035952,-12.173296610514322,-13.923432793415769,3.178839127820237,-33.905701107449,-16.448426582443883
1966-11-01,-9.299396606812994,0.687473471517916,-18.799225252066083,-6.744877760075341,-2.6134135216239867,-10.837558110555012,-12.916667024854204,3.352135285399014,-31.650060017903645,-15.319825561953264
1966-12-01,-7.531474010053888,1.607519785563151,-16.47595362876778,-5.198673768477007,-1.528904569430614,-8.355104355585008,-10.734401622288663,3.562000998877045,-28.427702585856117,-13.132208165988116
1967-01-01,-5.314770664077208,2.112509939405653,-13.870190862399427,-2.9716110426532336,-0.34875587714234674,-5.308748199826195,-8.215932443108358,3.5358201292224396,-24.58195580376519,-10.595599026747154
1967-02-01,-4.2771916791617155,1.9546122904177063,-12.66307973149997,-1.6040444866684844,0.07133509699753889,-4.33634599049886,-6.921874973135935,3.2305608118387092,-22.634234958224827,-9.343824923877985
1967-03-01,-4.600885115474104,1.9164076557865848,-13.3462863181954,-1.5259755051825659,0.20776860357269528,-4.751037416003999,-7.4177862892688164,3.2722146887528267,-24.060132768419052,-9.837952466078209
1967-04-01,-6.010941999504365,1.1984289133990251,-15.293771829178084,-3.152024745941162,-0.874099064999678,-6.875806535993303,-9.138496157149195,2.909064920325028,-26.683758629692925,-11.696947124642387
1967-05-01,-7.639193247599774,0.7938266904265792,-17.33312464472073,-4.670698189538372,-1.675541288270725,-9.324813116164433,-11.260601500390282,2.980144221083562,-29.754954444037544,-13.788669210084727
1967-06-01,-8.94430114562253,0.685146826284903,-18.48513475104944,-5.648242737636093,-2.1666158841350884,-11.033333369663783,-12.574623000453895,3.1583501880330247,-31.227080027262367,-15.072478710765571
1967-07-01,-9.646905186664627,0.3694328541556994,-19.096529661719476,-6.679223391635359,-2.8115529713668224,-11.810509817940847,-13.402417679907572,3.2256246509408593,-32.483556535508896,-15.7043027206206
1967-08-01,-9.985637664794922,0.07944471306271023,-19.28609876490351,-7.3604118725485055,-3.196482020100271,-12.528919038318453,-13.84717108498157,3.3463936103017704,-33.08025148179796,-15.961402570697624
1967-09-01,-9.806618058537863,0.24855411714977688,-19.607600881092583,-7.2828237675438245,-2.95412540435791,-11.880035854521251,-13.782760458932797,3.470323766980852,-33.23429319593642,-16.161654029094
1967-10-01,-9.606441819524191,0.38480925339239613,-18.873164902872112,-7.025713565920995,-2.8978769234784942,-11.192118326822916,-13.40726933009188,3.1819125763455727,-31.717251671685112,-15.578999317867655
