,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9,zgv850_cluster10
1965-01-01,0.15203118,-0.10478823,-0.005739808,-1.0497955,0.4824379,0.030612279,-0.88481295,-0.021045923,0.21767104,-0.58531284
1965-02-01,0.22473541,-0.09860691,-0.052541293,-1.0336063,0.7079092,0.09478035,-1.448344,-0.11788674,0.13584204,0.16719016
1965-03-01,0.08079878,-0.124362424,-0.010449385,-0.26520842,0.5705954,0.08491969,-0.9070362,-0.05725088,0.0853612,-0.023547936
1965-04-01,0.09566338,-0.038706876,0.032378364,-0.31907424,0.13186833,0.22973938,-0.5733918,-0.024578143,0.087127306,-0.03399732
1965-05-01,0.086685754,-0.1857342,0.086832926,-0.037823845,0.4075261,0.35454333,-1.1138164,-0.054160215,0.06931917,0.3009718
1965-06-01,0.040031455,-0.19927423,0.119652845,0.016189193,0.3373238,0.1988327,-0.17484328,-0.04694865,0.03826537,0.29052243
1965-07-01,0.28051454,-0.24931356,-0.0010302067,-0.19809684,0.024725342,0.11185255,-0.56647456,0.0055926084,0.0052982806,-0.44211215
1965-08-01,0.050627995,-0.10890911,-0.11626782,-0.31907427,0.33011234,0.08403663,-0.75235593,-0.09639926,0.07903268,-0.28448826
1965-09-01,0.14849904,-0.2525514,-0.06078305,-0.25799686,0.18205483,-0.018102456,-1.4090483,0.03605776,0.10802607,-0.3948691
1965-10-01,0.24798898,-0.14202337,-0.08050444,-0.5255601,0.25652513,-0.17263564,-0.89025843,-0.21973148,0.06946635,-0.12259636
1965-11-01,-0.033408593,-0.07917988,-0.038118195,-0.7020222,0.38736326,-0.3364409,-0.4401989,0.07020221,0.03988428,0.026491404
1965-12-01,0.27948433,-0.10037301,-0.12141894,-0.70319957,0.46816197,0.1802887,-0.9891597,-0.115973495,0.10817323,-0.2840467
1966-01-01,0.19587894,-0.1252815,-0.121809505,-0.4723373,0.9005512,0.008101368,-0.81056845,-0.06886144,0.15363625,-0.6656123
1966-02-01,0.20340161,-0.11370814,0.0011573315,-0.91313726,0.27356502,-0.06799345,-0.6252502,0.017070675,0.11341884,-0.7739676
1966-03-01,0.34821317,-0.07363544,0.010126686,-0.25172034,0.60412884,-0.20021892,-0.9027212,-0.0928761,0.083762124,-0.49215668
1966-04-01,0.06915076,-0.07175479,0.054973412,-0.004773998,0.45599,0.12311153,-0.3580505,-0.1474156,0.116312146,-0.2563497
1966-05-01,0.22712699,-0.10893412,0.16043556,0.16463086,0.48087263,-0.09171877,-0.7038043,-0.04455738,-0.0026040077,0.07739677
1966-06-01,0.31754375,-0.02821002,0.09736085,-0.10763216,0.30003905,-0.3140718,-0.48043862,0.01692605,0.08954878,-0.51892006
1966-07-01,-0.040217377,-0.06538944,-0.086655475,-0.09027209,0.41678518,-0.12311153,-0.6614169,-0.07522674,0.13135752,-0.029367398
1966-08-01,0.27168435,-0.17417888,-0.09056149,-0.07464814,0.525864,-0.09331016,-1.1424344,-0.10141146,0.04296603,-0.04296608
1966-09-01,0.21294966,-0.19804892,-0.044412754,-0.2007976,0.37164918,0.0028933524,-0.9574054,0.03963871,-0.016636705,-0.45772594
1966-10-01,0.20123163,-0.1452455,-0.1008328,-0.55667806,0.35081714,-0.086944774,-1.4162885,-0.106619455,0.11443148,-0.2281396
1966-11-01,0.32246247,0.033852052,-0.17388959,-0.45005864,0.06886144,0.054684065,-0.83111113,0.07869873,0.13454016,-0.055407427
1966-12-01,0.11052551,-0.063219406,-0.1003988,-0.9467,0.5439474,-0.03689003,-0.7877111,-0.054684065,0.092008114,-0.19804892
1967-01-01,0.16569547,-0.022647822,-0.12406343,-0.9317247,0.29592046,0.16519588,-1.0847641,-0.02714405,0.12006678,-0.06328068
