,mgu250_cluster1,mgu250_cluster2,mgu250_cluster3,mgu250_cluster4,mgu250_cluster5,mgu250_cluster6,mgu250_cluster7,mgu250_cluster8,mgu250_cluster9,mgu250_cluster10
1965-01-01,-2.5050642,-2.5089746,3.2096238,1.983325,-0.5595417,0.17108878,-1.3397057,0.93267787,-0.2545147,-0.13393784
1965-02-01,-1.1031147,-2.6184714,1.5332806,0.10917091,-0.5135921,-0.47024918,-0.9258339,-1.4580014,-1.1653583,1.046085
1965-03-01,-2.0429618,-0.41322023,0.28319263,1.8031117,0.05051117,-0.33859292,-0.46666488,-0.6325394,-1.0340275,0.6237404
1965-04-01,-2.1117232,-1.6887268,1.3168938,1.481465,-0.6579582,1.7193588,-0.78016436,1.5867255,-1.3041846,-0.067783736
1965-05-01,-2.7908638,0.13002738,-1.2627976,1.9963604,0.2434349,1.2041382,-1.2790916,-0.08961792,-2.436303,-0.28612557
1965-06-01,-3.1415138,0.22583695,-1.9197781,2.1772256,0.17206612,1.703717,-1.5218747,0.6944569,-1.8992474,-0.5641037
1965-07-01,-3.2718673,-0.8577248,-0.6628464,4.2987256,0.3346817,3.6352272,-1.2947342,2.5741515,-1.0209923,-0.43994254
1965-08-01,-3.3601818,-0.30795974,-2.2078588,2.103902,-0.31578064,1.7076279,-1.2549763,1.7737824,-1.4472471,-0.8160118
1965-09-01,-3.4354606,-0.5878933,0.11894741,1.2908233,-0.23593979,3.640115,-1.3885883,-0.31219634,-2.7100449,-1.297015
1965-10-01,-3.5446315,-0.94343185,0.45982093,1.3784859,0.1375225,-0.15088387,-1.2751808,-0.45297736,-3.281318,-0.36987764
1965-11-01,-2.6207528,0.85022926,0.1580534,2.0654478,-0.3930153,1.8200576,-0.9867741,0.8290466,-1.3061397,-0.5223907
1965-12-01,-2.076202,-1.102137,-0.4634058,-0.48849908,-0.30437508,1.3458977,-0.9972027,-1.2390077,-0.007495308,0.23137704
1966-01-01,-1.1898334,-0.7546005,0.10306434,-1.7350231,-0.32790145,-0.7175108,0.12702522,-0.780859,-1.2252823,-0.28457564
1966-02-01,-1.2055886,-0.69486254,0.16575623,-0.6498951,-0.5366562,1.4465091,-0.8166359,1.4671876,-1.8522015,-0.13457413
1966-03-01,-2.3084412,-0.02002201,0.0009849549,1.05329,-0.21170846,-0.8507721,-0.5120388,-0.74770796,-1.6237533,0.15558091
1966-04-01,-2.7144613,-0.19923553,0.5455181,1.7373207,-0.09945373,2.9458632,-1.0132458,-1.109417,-0.9377527,0.4897194
