,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8,zgv250_cluster9,zgv250_cluster10,zgv250_cluster11
1965-01-01,0.040620137,0.3100966,-1.1411909,-0.63211423,-0.8778957,0.6593417,-0.24519262,0.20884061,-0.68495005,0.58560723,1.5207539
1965-02-01,0.16395238,-0.04532974,-0.17719805,1.5574002,-0.23650941,-0.9093912,-0.16012582,-0.45992023,0.19191551,0.24180767,-1.2225784
1965-03-01,-0.06696439,0.02634425,-0.15703526,-0.20192337,-0.5953207,-0.6783271,-0.087421656,0.22385235,0.7135018,0.22664872,0.889081
1965-04-01,0.044299506,-0.16925064,0.5914943,0.70172787,-0.3710268,0.69716555,-0.061518956,0.0061813355,0.07579474,0.28978652,1.1448704
1965-05-01,0.09551625,-0.0138343815,0.2000101,0.54807776,-0.19927423,-0.90747774,0.39236718,-0.19220987,0.08491969,0.2809561,0.1296606
1965-06-01,0.06004715,0.12995501,-0.45697674,0.31495336,-0.29228848,0.032378387,0.3003831,-0.2928772,-0.16100888,0.77605104,0.5214392
1965-07-01,-0.04120884,-0.006034279,-0.8503742,0.038559675,-0.2992057,-0.23165259,0.0877161,0.09021797,-0.4500595,0.059458446,0.8658274
1965-08-01,-0.048273183,-0.13024941,-0.04812603,-0.13996294,-0.12627569,-0.21090102,0.030759525,0.1367251,-0.37058526,0.33379173,-0.35262996
1965-09-01,-0.080062866,0.0862442,0.8246185,-0.3075947,0.14305358,-0.7271891,0.32187057,-0.3920728,0.28036746,0.014275933,0.18470398
1965-10-01,-0.011038112,-0.39928433,0.18337937,0.15482755,-0.33599934,-0.95692825,0.32304797,-0.39795965,-0.73440063,0.12671718,-0.6493337
1965-11-01,0.1713111,0.018691158,-0.44343662,-0.61724967,-0.43563643,-0.17425457,0.31215706,-0.062549114,-0.39810696,-0.22915065,0.733959
1965-12-01,0.08079879,-0.026197052,0.39486915,0.109792136,-0.48376244,0.057103682,-0.0011773587,0.27109537,-0.6271104,0.2322413,0.49524212
1966-01-01,0.18314826,0.18662024,-1.0385635,0.242751,-0.6345089,-0.5663708,-0.01736002,0.37714654,0.08680012,0.41041988,-0.51414585
1966-02-01,0.08853612,-0.048174046,-0.2985924,1.2523811,-0.3153738,-0.4407999,-0.09359946,-0.16361828,-0.45280725,0.2938184,-0.5932787
1966-03-01,0.007956696,-0.1793869,0.35255313,0.47826862,-0.40911788,-0.4157726,0.11240621,0.09041681,0.005063343,0.3226071,-0.17895302
1966-04-01,-0.004774046,-0.2780497,0.014900684,0.49591798,-0.117035486,-0.2802197,0.15030888,0.18430558,0.21005626,0.20426965,-1.1712229
1966-05-01,-0.18387155,0.11761413,0.37425327,-0.9202259,-0.27153975,-0.12947679,0.2243783,-0.15349141,0.0044846535,0.10690882,1.2532489
1966-06-01,0.0,-0.046004057,-0.45005864,-0.31551847,-0.17620425,-0.4285032,0.18228021,-0.22495694,-1.0067368,0.34922582,1.0520175
1966-07-01,-0.022857476,0.27327576,-0.57042146,-0.9634813,-0.040072728,-0.19862762,0.06683598,0.12180948,-0.36383715,0.47161403,1.3818579
1966-08-01,0.26647645,-0.11197214,0.57649744,-0.36846653,-0.24231699,0.19544497,0.2621363,-0.11515482,-0.104449466,0.09331007,0.27544576
1966-09-01,0.008824634,-0.07363548,-0.23898964,-0.4632233,-0.07450347,-0.46655065,0.22987565,-0.22944164,-0.18748827,0.2828238,0.7272403
1966-10-01,0.10647488,-0.0014466286,0.3458984,-0.5626094,-0.34951514,-0.27573508,0.13859086,-0.4111433,0.15421495,0.41707453,-0.4536752
1966-11-01,-0.18170157,0.08723412,-0.013888026,-1.1878597,-0.26329368,0.85642785,-0.058300734,-0.66836095,-0.8912926,0.13569745,0.7023576
1966-12-01,-0.24043635,0.09186344,0.34228182,0.23797698,-0.774691,-0.036456108,-0.0031826734,0.6447803,-0.49635202,0.22336563,-0.35848466
1967-01-01,-0.06078272,0.1948379,-0.05462122,1.1911756,-0.83913517,-0.59983426,-0.024146557,-0.7547053,0.23147401,0.16153227,-0.35870153
1967-02-01,0.20066638,0.01615324,-0.4204835,-0.5823487,-0.17918423,0.40566254,0.010990906,0.9200678,0.3413826,0.20383039,-0.22731085
1967-03-01,0.07227321,0.0073272227,-0.80016756,-0.29991713,-0.5885104,-0.3323901,0.26044998,-0.7367203,0.14054966,0.24163227,0.5930065
1967-04-01,-0.3385516,-0.025978398,-0.43813545,-0.6411331,-0.3045799,0.27510443,0.03896756,0.012989199,0.5821822,0.1606996,1.9450481
1967-05-01,0.37019196,-0.3253959,-0.47427207,-0.37535438,-0.25012523,-1.0697764,0.2048296,-0.19966717,-0.5813496,0.4586184,0.9189021
1967-06-01,0.082764484,-0.13438816,0.65428907,-0.5397175,-0.09708587,-0.2353042,0.09741893,-0.8987521,-0.38834363,0.5223986,1.220318
1967-07-01,0.039134122,-0.008492947,-0.15553728,-0.62614566,-0.07710252,-0.16569546,0.3147381,-0.37552086,-0.7270616,0.30091628,0.8336395
