,vws600-250_cluster1,vws600-250_cluster2,vws600-250_cluster3,vws600-250_cluster4,vws600-250_cluster5,vws600-250_cluster6,vws600-250_cluster7,vws600-250_cluster8,vws600-250_cluster9,vws600-250_cluster10,vws600-250_cluster11
1965-01-01,7.802426338195801,19.658859252929688,7.5575995445251465,13.526021957397461,39.53421401977539,17.445270538330078,3.3585665225982666,19.63700294494629,18.81431007385254,7.190056800842285,23.552692413330078
1965-02-01,4.2271928787231445,13.007516860961914,14.924739837646484,18.042200088500977,41.63148498535156,12.210137367248535,6.205300807952881,27.622909545898438,18.098369598388672,4.260064601898193,29.081974029541016
1965-03-01,5.596692085266113,20.75893783569336,12.790594100952148,15.682852745056152,40.17621994018555,15.26180362701416,7.629337787628174,21.32588005065918,16.099132537841797,18.290996551513672,26.470247268676758
1965-04-01,0.9717783331871033,13.357537269592285,8.382091522216797,13.412899017333984,23.577617645263672,8.7910737991333,6.726963520050049,24.79383659362793,21.48542022705078,16.756486892700195,32.416534423828125
1965-05-01,8.103601455688477,14.723651885986328,18.117765426635742,14.710273742675781,24.285451889038086,11.292669296264648,0.22955168783664703,18.330078125,28.594629287719727,19.84954071044922,19.01566505432129
1965-06-01,17.745622634887695,1.9261096715927124,18.125207901000977,11.506349563598633,17.358882904052734,2.5783517360687256,6.007206916809082,18.149568557739258,36.03620529174805,19.42713737487793,10.576931953430176
1965-07-01,19.281938552856445,2.1580288410186768,15.959311485290527,12.746264457702637,6.824325084686279,6.940305709838867,5.891824245452881,20.92461395263672,38.616004943847656,23.66914176940918,6.566481113433838
1965-08-01,8.241669654846191,0.29106128215789795,20.666515350341797,16.228355407714844,9.080381393432617,3.1537468433380127,5.337268352508545,17.564634323120117,32.21331787109375,16.41708755493164,5.364850044250488
1965-09-01,13.602005958557129,7.12316370010376,20.553478240966797,16.196441650390625,16.780141830444336,4.136269569396973,3.062196969985962,24.128625869750977,29.687070846557617,19.782054901123047,10.274155616760254
1965-10-01,5.000144004821777,11.966045379638672,23.526342391967773,12.98240852355957,27.770883560180664,7.967165470123291,3.385573148727417,19.262020111083984,24.257349014282227,20.14678955078125,17.115753173828125
1965-11-01,1.437150478363037,16.57870864868164,8.193703651428223,9.079296112060547,33.86623001098633,11.652837753295898,0.7463169097900391,24.199604034423828,20.15729522705078,19.005619049072266,20.431564331054688
1965-12-01,3.1682167053222656,19.248090744018555,9.52143669128418,17.765573501586914,45.967288970947266,11.399215698242188,1.6949244737625122,29.891250610351562,17.07632827758789,6.070611953735352,26.7069034576416
1966-01-01,5.118339538574219,25.693490982055664,15.521099090576172,16.914514541625977,47.44093322753906,21.627662658691406,3.9561574459075928,26.462779998779297,15.340797424316406,10.311148643493652,24.020814895629883
1966-02-01,3.9691007137298584,22.36801528930664,13.02880573272705,9.607706069946289,37.61910629272461,15.9588041305542,4.041044235229492,23.93821907043457,13.728626251220703,5.512211799621582,22.618549346923828
1966-03-01,4.98965311050415,15.001683235168457,15.001877784729004,16.14552879333496,32.82879638671875,11.196792602539062,3.5385286808013916,25.240522384643555,14.594338417053223,10.395912170410156,29.31962013244629
1966-04-01,1.5946016311645508,18.47818374633789,16.815418243408203,13.084020614624023,19.175201416015625,12.765347480773926,3.519131898880005,26.99949073791504,27.974571228027344,18.679401397705078,20.385461807250977
1966-05-01,10.149340629577637,15.519978523254395,20.526382446289062,14.87328815460205,23.01197624206543,10.08419418334961,4.242434501647949,23.95461082458496,32.8994255065918,29.19443130493164,22.41615867614746
1966-06-01,11.771580696105957,2.4377620220184326,22.689067840576172,13.782898902893066,24.465665817260742,0.6713054180145264,4.6930365562438965,13.633100509643555,32.982505798339844,15.605020523071289,10.531123161315918
1966-07-01,13.286222457885742,4.386131286621094,20.009695053100586,13.025444984436035,8.789748191833496,6.059371471405029,4.4214677810668945,14.567535400390625,32.05986022949219,23.502830505371094,5.370885372161865
1966-08-01,11.51919937133789,2.7868430614471436,29.63106346130371,14.13288688659668,13.358061790466309,3.4239089488983154,5.514750003814697,7.320563793182373,40.6701774597168,25.437196731567383,6.141386032104492
1966-09-01,10.896096229553223,5.246736526489258,24.57115936279297,15.857902526855469,11.15420913696289,4.410279750823975,2.62508487701416,20.181930541992188,32.08347702026367,16.5352840423584,11.501740455627441
