,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8,mgu850_cluster9,mgu850_cluster10,mgu850_cluster11
1965-01-01,-0.48882484,-0.026722336,0.48458824,-0.9756943,0.74431723,0.31154442,-0.085055545,-0.39236337,-0.6602394,-0.32066917,0.44548225
1965-02-01,-0.81470793,0.07560501,0.7987396,-1.042826,0.74757576,0.32783812,-0.10917091,-0.3829128,-0.82122576,-0.34022218,0.32392806
1965-03-01,-0.83556443,0.11373329,0.43961638,-1.1725277,0.84143066,0.31773606,-0.056703568,-0.58300513,-0.43016586,-0.5468319,0.4774189
1965-04-01,-0.2013958,0.106889725,0.33989602,-0.85153276,0.92485654,0.1472992,-0.17923585,-0.6432934,-0.5507431,1.0724815,0.47676697
1965-05-01,-0.28384417,-0.12644272,-0.079841234,-1.1445014,0.70130044,-0.09320259,-0.13784866,-0.81470793,-0.35651627,1.1027889,0.43603173
1965-06-01,0.928767,-0.42918855,-0.27341574,-1.1203865,0.89096487,-0.89129066,-0.014012909,-0.91279906,-0.053444672,0.887706,0.40246582
1965-07-01,0.8909645,-0.48361054,-0.13752289,-1.2272762,1.0366344,-1.0203403,-0.05311928,-0.75311625,-0.016945649,0.9802567,0.4480896
1965-08-01,0.51587313,-0.4171303,-0.3125221,-0.9388695,0.8368679,-1.0350052,0.050185777,-0.71922415,-0.17467347,0.98579675,0.52532387
1965-09-01,0.67718524,-0.23691711,-0.030307006,-0.9404987,0.9320259,-0.63807946,0.14632149,-0.7296524,-0.033239745,0.9294189,0.37802467
1965-10-01,-0.2229042,-0.026722336,0.37704659,-0.6980419,0.7166172,-0.020204544,0.07136841,-0.4568882,-0.25940245,1.2735516,0.4591694
1965-11-01,-0.77234346,-0.14958039,0.49078026,-0.84599304,0.7247642,0.40018463,0.042690657,-0.47057533,-0.55986786,0.77234304,0.55465317
1965-12-01,-0.9440834,-0.103630826,0.58528596,-0.5253235,0.9506016,0.46373177,-0.048556518,-0.2717865,-0.7573525,0.25940323,0.4992531
1966-01-01,-0.871122,-0.03347931,0.647926,-0.8707943,1.0500076,0.27965164,-0.14540596,-0.43949968,-0.81400985,-0.55044174,0.4198063
1966-02-01,-0.8120411,0.031510163,0.57177657,-0.5238552,1.0191536,0.34628257,-0.20120506,-0.26225585,-0.59344023,-0.8990219,0.44770545
1966-03-01,-1.0349087,-0.08698082,0.7050381,-1.2738602,0.9623699,0.002625656,-0.15393981,-0.5048176,-0.5087563,0.25273705,0.3751667
1966-04-01,-0.58162344,-0.097156145,0.41127205,-1.1494614,0.88819045,0.113895796,-0.18052635,-0.4962837,-0.49168855,1.0785633,0.38731155
1966-05-01,0.5960655,-0.19923553,0.23304328,-1.282066,0.7674019,-0.21105194,-0.22582206,-0.6039432,-0.32560426,0.980423,0.35612947
1966-06-01,1.140599,-0.35547295,-0.04267006,-0.63972014,0.6607269,-1.0109482,-0.07713394,-0.88917506,-0.030854035,0.96893466,0.5583191
1966-07-01,1.112043,-0.3997841,-0.22844811,-1.1993523,1.0352371,-1.0395043,0.13129196,-0.65219307,-0.15755005,1.1366603,0.45853728
1966-08-01,0.17527466,-0.3535038,-0.31247482,-1.03097,0.85208476,-1.031955,0.08074455,-0.7647759,-0.13326111,1.0785633,0.4555828
1966-09-01,0.67615354,-0.21302108,0.015755082,-0.9761559,0.7664169,-0.6128052,0.0032821656,-0.6571163,-0.11684952,0.97681236,0.49661216
1966-10-01,-0.33840483,-0.13949776,0.3223217,-1.2118248,0.6938782,0.07221069,0.0013130188,-0.4257145,-0.17264862,0.8172924,0.57735634
1966-11-01,-0.46477357,-0.07221069,0.49037552,-0.6308578,0.74475366,0.47724646,-0.04398308,-0.41849288,-0.479216,0.7828285,0.5405949
1966-12-01,-0.86521375,0.06433334,0.7365478,-0.98009455,0.9485844,0.43293494,-0.12341461,-0.24879837,-0.7286705,0.77593577,0.4562397
1967-01-01,-0.9936737,-0.035266876,0.6762726,-1.1236382,0.7954613,0.44018173,-0.14759788,-0.18645668,-0.80133975,-0.9303244,0.37258682
1967-02-01,-1.2650318,-0.07379913,0.68508947,-1.0726974,0.8865673,0.2550308,-0.13943443,-0.5045109,-0.5832077,-1.2761341,0.50418437
1967-03-01,-0.63904685,-0.16359863,0.5139805,-0.93195647,0.8846081,0.23870353,-0.11592331,-0.56034964,-0.57928926,-0.2870323,0.4898159
1967-04-01,-0.24425507,-0.1900486,0.5022251,-1.0789016,0.69749796,0.36311683,-0.1002491,-0.6772526,-0.56361467,1.0495129,0.46271285
1967-05-01,0.12016811,-0.19821206,0.11592331,-0.9979187,0.67366064,-0.18841591,-0.14008752,-0.5858204,-0.4636925,0.7637867,0.52998126
1967-06-01,1.3492801,-0.40981293,0.010776138,-0.8970165,1.1367,-0.89440423,-0.01893959,-0.7954613,-0.096003726,0.64623106,0.32066613
1967-07-01,1.0188175,-0.44507942,0.036899567,-1.3734443,0.9897553,-1.1389859,-0.0241642,-0.81146204,0.07183991,0.7148048,0.44377327
1967-08-01,0.83856505,-0.3281769,-0.12245369,-0.9639584,1.1484554,-1.2604603,0.1244133,-0.8650154,-0.038532257,1.0475537,0.26743928
1967-09-01,0.5796158,-0.1554348,0.053879548,-1.1386592,0.91889495,-0.8274628,0.07608452,-0.45487595,0.011102295,1.1948246,0.3569126
1967-10-01,0.8993023,-0.10090218,0.11984138,-0.5877792,0.9541618,0.09012604,0.0065307617,-0.2902977,-0.20506974,0.94665146,0.4943878
1967-11-01,-0.70990676,-0.0117553715,0.61259687,-1.0433083,0.8597908,0.31674767,-0.065308765,-0.3144619,-0.5564316,0.7246014,0.42091522
1967-12-01,-0.99595946,0.025144195,0.65439415,-0.92216074,0.78207284,0.31152305,-0.12245407,-0.13780174,-0.83856505,0.025143813,0.4636925
1968-01-01,-1.0575634,0.0032821656,0.6163044,-0.6965332,1.0240135,0.36431274,-0.16629295,-0.48903197,-0.9175278,-0.64949,0.5820244
1968-02-01,-0.8063015,-0.022974778,0.5860363,-1.0455291,0.98645175,0.3110695,-0.11669655,-0.36175957,-0.7519638,-1.383585,0.5459221
1968-03-01,-1.00505,-0.04923134,0.39312172,-1.2800171,0.93393785,0.23959312,-0.12362556,-0.2833542,-0.44636536,0.47517434,0.57254297
1968-04-01,-0.671006,0.025162507,0.36941797,-1.0736091,0.47955018,0.1404007,-0.2129715,-0.5211235,-0.45001143,0.5287819,0.41500282
1968-05-01,-0.00875206,-0.19182014,-0.017504502,-1.1797302,0.5626968,-0.03974991,-0.12143745,-0.49158517,-0.2983063,0.24761581,0.327845
1968-06-01,1.2260444,-0.3457138,-0.124354936,-0.9973919,0.9390434,-0.84021604,-0.05871315,-0.65495986,-0.16702195,0.80338365,0.45001143
1968-07-01,1.3686333,-0.3683239,-0.060171507,-1.2796516,1.0247428,-1.2202095,0.097733304,-0.7694691,-0.18087998,0.95326614,0.4656929
1968-08-01,0.9623829,-0.3179981,0.07220612,-0.9332088,0.94123155,-1.0458939,-0.0550663,-0.7315422,-0.057618715,1.0509999,0.37233582
1968-09-01,0.629068,-0.08934555,-0.086063765,-1.1684253,0.75086975,-0.7818676,0.006929016,-0.68960416,-0.22537002,1.340918,0.44964713
1968-10-01,-0.2782486,-0.20130196,0.41974336,-1.2358906,0.7523285,0.18999672,-0.08679314,-0.49741974,-0.32383347,1.0156257,0.4689743
1968-11-01,-0.50945395,-0.07147636,0.5557682,-1.487518,0.644384,0.37306443,-0.1203434,-0.44891778,-0.4186493,0.8664726,0.35191345
1968-12-01,-1.0703274,0.0010940551,0.7435768,-0.97259367,1.0426117,0.33842048,-0.19072609,-0.18744393,-0.7176849,0.6629833,0.4310482
1969-01-01,-0.7911709,-0.049427412,0.7722622,-1.1119515,1.0227169,0.15159988,-0.12970582,-0.28395882,-0.63094634,-0.37584764,0.33769876
1969-02-01,-0.82467496,0.054735184,0.8890301,-0.8077568,1.0399666,0.39707834,-0.16785431,-0.43025094,-0.60639876,-0.9696404,0.43356818
1969-03-01,-0.94277036,-0.036157988,0.6040764,-0.9560394,0.94442904,0.33769912,-0.16752243,-0.559293,-0.5055534,0.2179451,0.51749533
1969-04-01,-1.145456,-0.050754167,0.24713707,-1.2509453,0.7855312,0.38347703,-0.20003167,-0.6223213,-0.46839905,0.93281823,0.4053711
1969-05-01,0.49659652,-0.15027276,0.056725312,-0.835622,1.0529041,-0.20301743,-0.1588974,-0.6501862,-0.3045265,0.9762745,0.4740387
1969-06-01,0.933482,-0.38281402,-0.13799897,-0.89168435,1.0101112,-0.77358896,0.063360214,-0.6969601,-0.21495971,0.9739529,0.43190956
1969-07-01,1.0366491,-0.3768425,-0.08425865,-1.161047,0.92319834,-1.1534176,0.109801866,-0.6724121,-0.04710541,1.0781147,0.49560127
1969-08-01,0.38480416,-0.43423158,-0.03217735,-1.1481094,0.90860254,-1.0412934,0.1655323,-0.75832975,-0.08425827,1.1789604,0.40769348
1969-09-01,0.6034126,-0.25078622,-0.01890869,-1.16735,0.8495544,-0.5500046,0.1801281,-0.70193595,-0.0006629944,0.95305365,0.4007271
1969-10-01,-0.05042267,-0.18410912,0.35461694,-0.78785324,0.6966282,0.16221467,0.122075655,-0.5165001,-0.23818055,1.1384891,0.49825516
1969-11-01,-0.6276291,-0.010947037,0.6246433,-0.9251884,0.87642443,0.37053984,0.002653885,-0.5181591,-0.45380402,0.7238296,0.5320915
1969-12-01,-1.0157502,0.025542831,0.6634552,-1.1099609,0.889362,0.41864014,-0.07098961,-0.14662361,-0.68601304,0.5874901,0.2796463
1970-01-01,-0.9737549,-0.016307067,0.6469517,-1.0473022,0.94746435,0.22630005,-0.19235496,-0.32580528,-0.58238983,0.17704621,0.49053842
1970-02-01,-0.65593684,-0.027954483,0.67091256,-1.0958908,1.1065395,0.35941735,-0.08386383,-0.4173233,-0.71351016,-0.5670811,0.3317955
1970-03-01,-0.82233393,0.12978974,0.71583974,-0.98507005,1.1135285,0.25724983,-0.15608025,-0.34577292,-0.50251925,0.20566674,0.44228324
1970-04-01,-0.7727474,0.09584465,0.50984037,-1.1940644,0.93681526,0.24560165,-0.101502225,-0.47922325,-0.43596038,0.8210026,0.31182784
1970-05-01,0.19601555,-0.2881996,0.19235496,-1.1165237,0.80203325,-0.26723328,-0.14276847,-0.7148415,-0.37073287,0.88922536,0.2765518
1970-06-01,0.531472,-0.39868736,0.23029327,-1.3325065,0.95511895,-0.9977161,0.07554436,-0.7474548,-0.12446518,0.98274076,0.33545607
1970-07-01,1.3171985,-0.41299742,-0.3008457,-1.6603088,0.8848988,-1.2193569,0.028952789,-0.6046864,-0.045259856,1.0409794,0.38304597
1970-08-01,0.82932246,-0.28287506,0.103831865,-1.2436508,0.76609117,-1.3701127,0.18836136,-0.60734904,0.055908967,0.77574235,0.40634117
1970-09-01,0.47988892,-0.20034179,0.055576704,-0.69687045,0.8036968,-0.7920494,0.026290512,-0.69254416,-0.11315002,1.2596248,0.47722664
1970-10-01,0.044927217,0.006655884,0.40401155,-1.0376514,0.68455696,0.19035836,-0.003327942,-0.5424541,-0.2169815,0.8599396,0.4329651
1970-11-01,-1.2050469,-0.0,0.37805405,-0.965435,0.36906853,0.5787285,-0.093847655,-0.34976655,-0.5091751,0.5800598,0.48687744
1970-12-01,-1.5235306,-0.026956176,0.54378545,-1.0160202,1.0369861,0.39136583,-0.16539879,-0.42497787,-0.7967087,0.5650841,0.37672272
1971-01-01,-1.2202587,0.050626375,0.55329704,-1.2016414,1.0899365,0.32466203,-0.19270706,-0.28318137,-0.77344054,0.11268425,0.23614769
1971-02-01,-0.8208004,0.056178667,0.6868855,-0.959288,1.1108406,0.36940917,-0.08688126,-0.3233555,-0.7126892,-0.44616547,0.39945832
1971-03-01,-0.931852,-0.08655472,0.6463844,-1.0716465,1.0242863,0.4262417,-0.16918984,-0.6192749,-0.6819862,-0.070876695,0.3667961
1971-04-01,-0.9256462,-0.017964173,0.3697361,-1.1497085,0.72052765,0.4830734,-0.17506942,-0.5281475,-0.35797805,0.7107288,0.26195067
1971-05-01,0.36940917,-0.12313614,0.10190582,-1.5331624,0.57648736,-0.35471115,-0.15449218,-0.5915119,-0.27566832,0.71628153,0.3060444
1971-06-01,1.384223,-0.24398652,0.14730644,-1.2646797,0.74763715,-0.97496605,-0.12378959,-0.73293954,0.047686767,0.8550957,0.283181
1971-07-01,0.7371851,-0.36842918,-0.050626375,-0.960268,0.92989194,-1.1954358,0.108111955,-0.7058296,-0.16527024,0.8786125,0.3132305
1971-08-01,0.46837538,-0.22144929,-0.17539597,-1.1314179,0.75547636,-1.2215652,0.13685456,-0.66565514,-0.048339844,1.2542279,0.44028625
1971-09-01,-0.07512283,-0.21655044,-0.08590164,-0.82210696,0.7985905,-0.6617359,0.14795952,-0.54741824,-0.21165085,1.2101333,0.37888107
1971-10-01,-0.49907818,-0.16004448,0.15416527,-1.2751312,0.67643356,0.1851944,-0.05911827,-0.51148987,-0.31355667,0.9351181,0.43734628
1971-11-01,-1.2000084,-0.043767165,0.53108674,-0.714975,0.6401787,0.43734664,-0.06826401,-0.3870468,-0.5291275,0.8093689,0.40011176
1971-12-01,-1.8143837,-0.0042461394,0.57550776,-1.2414894,0.851503,0.215897,-0.13228187,-0.3148636,-0.84986955,0.2671768,0.36091727
1972-01-01,-0.59047544,-0.006599045,0.6292095,-0.99388087,1.0237205,0.29408988,-0.0507843,-0.39537162,-0.6679428,0.47312623,0.3276596
1972-02-01,-0.5554718,-0.024674987,0.7686508,-1.0351967,1.0931545,0.22264786,-0.026109695,-0.4863247,-0.67081225,-0.45447654,0.4877594
1972-03-01,-0.86735076,-0.03471718,0.66277885,-1.5473442,0.89173853,0.5471508,-0.14288482,-0.47628212,-0.4441475,-0.29437676,0.4223419
1972-04-01,-0.47312623,-0.16325569,0.24875717,-1.3192451,0.63064384,0.36725387,-0.057383347,-0.6857319,-0.5847374,0.9319069,0.24072342
1972-05-01,0.51960695,-0.19481659,0.14374542,-0.893747,0.63925135,0.061974335,0.046767425,-0.78127515,-0.36495894,1.0182686,0.37069702
1972-06-01,0.7517231,-0.27199745,-0.024101257,-1.1290188,0.85386544,-0.7637733,0.09726486,-0.58990175,-0.29150772,1.0303196,0.19194755
1972-07-01,1.0644624,-0.32765922,-0.3015499,-1.1023356,1.0710614,-1.2087818,0.008894729,-0.8116886,-0.22207336,0.8633335,0.3107315
