,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,-3.7833452e-06,1.3715027e-05,4.9537335e-05,-3.226989e-06,-1.5251506e-05,6.49134e-06,2.4801775e-06,-9.60716e-06,0.0001846427,5.782429e-06,-3.644309e-07
1965-02-01,-2.3655302e-06,1.623659e-05,5.6895624e-05,-1.2541503e-05,-2.0797146e-05,4.4184562e-06,5.773458e-06,-7.112525e-06,0.00020859306,9.874355e-06,2.2289169e-06
1965-03-01,-4.1692037e-06,9.614123e-06,5.8421123e-05,-5.847258e-06,-1.0199416e-05,-1.7599086e-07,-1.575856e-06,-9.3289855e-06,0.00015944506,4.46332e-06,1.0161508e-05
1965-04-01,-4.644804e-06,1.2395918e-05,6.192977e-05,5.441434e-06,-2.0438209e-05,7.541239e-06,7.12389e-07,-8.503419e-06,0.0001248611,1.4661637e-06,1.4109864e-05
1965-05-01,-6.5292406e-06,1.2360026e-05,4.972578e-05,-1.225435e-05,-1.4425947e-05,4.2210377e-06,1.1520897e-06,-2.1681117e-06,0.00011188538,-6.9689486e-06,1.4854668e-05
1965-06-01,-3.1551972e-06,1.2135686e-05,3.175181e-05,-8.826464e-06,-3.415429e-06,3.9069637e-06,-3.3705655e-06,7.12389e-07,4.741061e-05,-1.0549382e-05,1.4343175e-05
1965-07-01,-5.120397e-06,5.0914678e-06,1.6568607e-05,-4.384572e-06,-5.721624e-06,-4.1385647e-08,2.4353067e-06,-5.7664947e-06,2.197067e-05,-1.0477597e-05,1.6577578e-05
1965-08-01,-1.234861e-06,7.4425334e-06,4.5929977e-05,-4.4743065e-06,-6.170303e-06,4.7953436e-06,7.945047e-06,-5.748545e-06,2.7785514e-05,-1.0917298e-05,2.0992557e-05
1965-09-01,-1.1092343e-06,1.1794691e-05,2.821624e-05,-7.785537e-06,-7.749644e-06,-9.297655e-07,1.5110345e-06,-4.1827298e-07,6.337451e-05,-9.993026e-06,1.815692e-05
1965-10-01,-8.099611e-06,8.295021e-06,6.559995e-05,-1.4443889e-05,-1.2864555e-05,-7.040733e-06,-3.4244076e-06,-6.9420275e-06,8.02896e-05,-8.108582e-06,1.1534459e-05
1965-11-01,-1.0037889e-05,8.609095e-06,5.1323066e-05,-1.6534723e-05,-1.7710256e-05,2.3814646e-06,-3.2808312e-06,-8.655967e-06,0.00013378078,-9.477153e-07,4.5261404e-06
1965-12-01,-5.8921214e-06,7.4156123e-06,5.4042044e-05,-5.3088443e-06,-1.8553765e-05,2.1122614e-06,7.5725984e-07,-9.661002e-06,0.00019114852,1.2911187e-07,1.5469268e-06
1966-01-01,-6.48724e-06,5.765549e-06,5.271557e-05,-8.165483e-06,-1.5082118e-05,2.066903e-06,-3.1470518e-06,-1.4519988e-05,0.00018441679,3.0933988e-06,-7.603354e-06
1966-02-01,-8.988311e-06,8.356234e-06,5.139579e-05,-8.703169e-06,-7.644088e-06,-5.645161e-07,-7.030103e-07,-1.65241e-05,0.00018581803,6.4091473e-06,4.9019873e-06
1966-03-01,-6.7968176e-06,9.798216e-06,5.1811276e-05,-1.1880424e-05,-1.94651e-05,6.7187248e-06,1.7084421e-06,-1.2654371e-05,0.00015191104,9.179061e-06,6.018101e-06
1966-04-01,-8.60541e-06,1.0979504e-05,6.478099e-05,-1.9820582e-06,-7.163424e-06,7.028306e-06,-1.8924438e-06,-1.438964e-05,0.00014836718,-5.069698e-06,1.1834916e-05
1966-05-01,-9.555624e-07,1.8971517e-05,2.772933e-05,-1.7721679e-05,-1.0943542e-05,5.1300995e-06,2.7919668e-06,-6.047314e-06,0.00011575553,-3.5299527e-06,1.6291218e-05
1966-06-01,-1.0288823e-06,9.81451e-06,3.9525898e-05,-1.2548462e-05,-4.3364853e-06,7.826689e-06,2.7349379e-06,-5.4851844e-06,4.9831604e-05,-8.483206e-06,1.1525339e-05
1966-07-01,-4.6053283e-06,-4.083933e-06,4.148928e-05,-1.2727691e-05,2.743087e-06,-5.069698e-06,1.3988647e-06,1.6595623e-06,3.4287506e-05,-1.4813271e-05,9.390878e-06
1966-08-01,-2.2590502e-06,1.040108e-05,4.484576e-05,-7.1226896e-06,-2.4953079e-06,5.6840836e-06,7.11792e-06,-3.016703e-06,1.9484765e-05,-1.08131935e-05,1.656821e-05
1966-09-01,-3.8476755e-06,1.2522214e-06,5.1281735e-05,-4.95564e-06,-9.3060335e-06,-7.6003926e-07,9.915238e-07,-4.686797e-06,5.458119e-05,-6.2998624e-06,2.0535703e-05
1966-10-01,-5.477039e-06,9.496787e-06,5.6267578e-05,-7.8070225e-06,-8.418032e-06,-3.497189e-08,-3.0492884e-06,-1.0614713e-06,0.00011398767,-9.745963e-06,1.2918441e-05
1966-11-01,-5.118578e-06,1.0034473e-05,4.9269474e-05,-1.0055541e-05,-1.8381572e-05,7.471208e-07,1.1055781e-06,4.356152e-06,0.0001996513,-6.967901e-06,5.219714e-06
1966-12-01,1.2766614e-06,5.390797e-06,4.782749e-05,-1.8731887e-05,-2.2161687e-05,7.2268085e-07,2.9467556e-06,-7.193048e-07,0.00021880443,2.392775e-06,-1.9413237e-06
1967-01-01,-2.2346867e-06,4.229798e-06,4.8534774e-05,-9.076131e-06,-1.8837018e-05,1.1740085e-06,2.4251967e-06,1.8316823e-06,0.00023679083,1.6873164e-06,3.3987817e-07
1967-02-01,-1.280252e-06,1.1071246e-05,4.9104226e-05,-7.239447e-06,-2.313598e-05,5.0559065e-06,2.2246859e-06,-1.1787044e-05,0.00020167729,1.2298373e-05,-2.2026034e-06
1967-03-01,-3.93502e-06,9.547359e-06,5.2408654e-05,1.0172953e-05,-1.2220149e-05,2.9465264e-06,-1.1679658e-06,-1.1939432e-05,0.00016963558,8.055555e-06,3.6202437e-06
1967-04-01,3.9410625e-06,7.814942e-06,5.3715987e-05,-1.4794714e-05,-1.8877123e-05,3.7405516e-06,6.5156273e-06,-6.4374035e-06,9.6874035e-05,3.780653e-06,-5.170172e-06
1967-05-01,-1.2481687e-06,1.0397525e-05,4.5863966e-05,-1.81633e-05,-1.1674758e-05,4.895497e-06,7.0449787e-06,-1.0880733e-05,8.805956e-05,-3.3254655e-06,1.0028587e-05
1967-06-01,-1.3524368e-06,9.050091e-06,2.7978356e-05,-1.0423566e-05,-8.15378e-06,4.8874754e-06,4.4303088e-06,-3.6783676e-06,7.112839e-05,-1.2532946e-05,1.1127388e-05
