,vws500-200_cluster1,vws500-200_cluster2,vws500-200_cluster3,vws500-200_cluster4,vws500-200_cluster5,vws500-200_cluster6,vws500-200_cluster7,vws500-200_cluster8,vws500-200_cluster9,vws500-200_cluster10,vws500-200_cluster11
1965-01-01,15.762819125407386,9.806534903540198,28.591011639878616,12.094832389133765,8.267960195121956,41.64586275093603,10.036599992168641,19.35704385542686,27.542581006547948,14.03784215129323,22.824269172171828
1965-02-01,13.177822230316497,14.644139598131156,29.859574533300666,13.389635172284793,7.830862226612117,41.55584967693847,9.152227607774568,19.215900250342447,22.738102255001706,14.77217411920885,24.183430381795645
1965-03-01,15.164001751797256,12.846724865373009,26.46847550836292,11.719940484412914,7.090632555657281,41.687071600747295,11.409376532625668,19.87674902075251,19.399218641307655,14.404367594569512,25.64526720649089
1965-04-01,10.88617043654727,7.6180368285357325,29.75257641174746,12.08840034779024,7.02087636321182,36.48374260666924,16.720924731020098,28.24122783708616,18.1406138201893,17.42405219891172,19.84337050089942
1965-05-01,9.34981565453956,14.362451816680398,25.721004151185394,14.056458571899652,7.8002036494226195,28.57431500780729,20.38781281129373,32.58526035480111,12.585700376667965,21.004930637043703,16.255196963036955
1965-06-01,8.398338263635344,34.26924165287771,18.936904969208914,14.875469888291976,8.294348221944697,19.4292233146958,20.81516119130165,36.494501081627085,9.74831489149371,22.795253360052573,9.691571935946783
1965-07-01,8.6427591810672,36.03711764543831,16.7228403999201,16.105155224677972,9.879191623229751,12.733588037050053,20.46613655697034,40.02665842354272,7.891331857593847,22.067124116448348,9.316131951373091
1965-08-01,7.424428130379903,25.835138860731668,11.629269601904152,14.208604775601543,6.905976101388195,10.053733038461475,19.195822175157428,36.724996747090636,10.427730100655909,19.807507017498367,7.529257054813751
1965-09-01,6.945705639735673,20.783980125472436,18.794192826755285,13.039845458998522,7.533147245639769,17.852989927784346,19.107931598845447,33.55564748664419,9.143547551396585,20.604709857165876,7.524897685406462
1965-10-01,8.957217420190654,10.737041670157021,22.878647459641808,12.131214396265342,6.8816253088090935,29.40499639702766,17.296285671017237,28.990718206715655,10.696441395556224,19.979251484027763,12.770335659810907
