,zgv50_cluster1,zgv50_cluster2,zgv50_cluster3,zgv50_cluster4,zgv50_cluster5,zgv50_cluster6,zgv50_cluster7,zgv50_cluster8,zgv50_cluster9,zgv50_cluster10,zgv50_cluster11
1965-01-01,0.06738372660916428,-0.026641590992295287,0.014469871313116554,0.31865514674276674,0.0097732755609534,0.04634653690130743,0.0137577615218398,-0.0029444912114929465,0.07548409782043876,-0.10299664208165403,0.089100795605826
1965-02-01,0.09719225224749796,-0.051925439026033825,-0.0244653573496017,0.07420835911103014,0.047316941686651924,0.10843935792576777,-0.053775798023482896,-0.0004981899378311632,-0.07155766736154687,-0.07053906757543987,0.049305724955740426
1965-03-01,0.12532156860006266,-0.03834573634534697,0.009193150465612981,0.11554221921371963,0.017988518219102512,0.04886693946302754,-0.07300239378287468,-2.2229817307157178e-05,-0.10361791881796432,-0.05578068864136819,0.004980052333502542
1965-04-01,0.008107762912224079,-0.08513990805370394,0.05197852443592664,0.09181450982138795,0.024768264329230242,0.05334729252204503,0.009571804584544381,-0.0019477064824824511,0.01269717228739229,-0.03098444469591987,-0.015944864837423203
1965-05-01,-0.02116588361818215,-0.050243040554634126,0.05832794400404638,0.3019781326347927,0.017754450779069553,0.02130263800771065,-0.028490486704272986,-0.0019516966835576917,-0.0834943803205882,-0.058084023311908144,0.13554409619361635
1965-06-01,-0.07048152387142181,-0.11158571873284592,-0.010323465398665684,0.11868454375356997,0.0977516242048957,0.023839935303142625,-0.03785410734974307,-0.0005434971632006724,0.03291334293476523,-0.008000015255774042,0.0030657917719393497
1965-07-01,-0.039480806424699984,-0.09444366496072036,-0.01796757308905249,0.00631582905661385,0.07429138638756493,0.005902348673098708,0.07701580079249393,-0.0002096745915788881,-0.07768177414593631,0.005129915716467201,0.017160969594168286
1965-08-01,-0.025300873636171735,-0.10804015875868656,-0.021845609846232985,0.050274493559351506,0.09636487744071266,-0.009449407911208803,0.016546121763962286,0.00018009478730684326,-0.0333353775004818,0.0025248020916365465,-0.013352052441665105
1965-09-01,-0.02499361217407317,-0.06832718880619178,0.037082298589286515,0.17769412612015345,0.03128715638409962,-0.048749261752587474,0.020925801845244417,0.0015475740379082832,0.02881383446797933,-0.034246975483539506,-0.036896599663628474
1965-10-01,-0.008266990811660373,-0.061018177099871736,0.06252154151895152,0.21820327021041006,0.01607477461749857,0.0048505639887019385,0.10073697309435149,-0.0019327636481202561,-0.16599280172831393,-0.09151738615351429,0.29206273574677727
1965-11-01,0.06176106760214115,-0.0546752353383519,0.004808258598864968,0.13770934826922865,0.0271810113706372,0.04489477660047681,0.03476296034124162,-0.0009893949107914665,-0.13567303141502485,-0.03862145722840083,0.0737256414833523
1965-12-01,0.11006187262206242,-0.022029948228270695,-0.028432989771019164,0.6367568137510767,0.02897627888755365,0.08025035478991188,-0.008030605996832436,-0.0016120201112817946,-0.21143114730103377,-0.10183050880636223,0.08953624064960176
1966-01-01,0.1659233097372384,0.001551559266638215,-0.06677462483075128,0.40072840902040585,0.010780342261899601,0.0683624756662813,-0.0008485694617078995,-0.001538619575179365,-0.3398647047068975,-0.056841130212587146,0.2881348133087158
1966-02-01,0.12671947736164618,0.015237498419351467,-0.05323342125821136,0.3041859224157513,0.01801414516839114,0.0020652326870046252,0.025256801350617114,0.0006664760562616501,-0.03458877438551759,-0.1321193135202163,0.21615662272014316
1966-03-01,0.08526529217588491,-0.031634579294259,-0.0008992857730655528,0.34979989506163683,0.06803209808739749,0.11485710944214912,-0.031524963308999565,-0.0034178036937434595,-0.022284849865795816,-0.13615850228743795,-0.03513315662978187
1966-04-01,0.060766576949892376,-0.019091674036303147,0.011525679824512396,0.1980213483549514,0.010595855049111626,0.07592342181565011,0.009029233299287748,-0.0019467539777935333,-0.05019841435020917,-0.07828839761041946,0.037777530295508246
1966-05-01,0.01420460352352981,0.04611881803485411,0.07385272956661769,0.2061421016477189,-0.030732612718235363,0.03563434217278272,-0.2117617262734307,-0.0010176540840027078,-0.042840139302488874,-0.04796566448902806,-0.013485760797583868
1966-06-01,-0.047942924730736636,-0.16306069078324714,0.037022893544661796,0.18770836715428332,0.0963492826981978,-0.003945652701675076,0.19063640523839878,-0.004038623811967361,-0.125088583524913,-0.027023618932132128,0.09201224597673567
1966-07-01,-0.07345813358652181,-0.029679239660752976,-0.0389070886142948,0.014149573332858534,0.059418290853500366,0.030644162085978952,0.04546367275862046,0.0009122190703714671,-0.14808562724557642,0.0004412787549690514,0.026018361723612226
1966-08-01,-0.04088187686585147,-0.05280145833009406,0.012031137081446932,0.026270891276170622,0.0415309335697781,-0.012617595876528793,0.00595266378864094,0.0008814059123878923,-0.06399808374986257,-0.007691321186069037,-0.0004967283328167266
1966-09-01,0.013348009308864331,0.02518100310352784,0.028950504440842056,0.18462424851813405,-0.009835562732240016,-0.009101824611680557,0.03609718685900723,-0.001768293491102278,-0.0761823448008054,-0.05526609486874903,0.055750169687800936
1966-10-01,0.02697437487799546,-0.00835296045595835,0.07651104494484502,0.032414573262322624,0.0003312626345591112,-0.07001544183043584,0.0006230047869461554,-0.0020642368218237884,0.018566820056062857,-0.039899439627036515,-0.06216024122540913
1966-11-01,0.11116399333394807,-0.06216803196236051,0.08958204190677671,0.3303664754021842,0.02656777918508107,-0.025396633331906306,-0.020292215049266815,-0.00546038192085449,-0.10339972907549715,-0.040209092605670606,-0.17078812160189188
