,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1010.02167,1014.14575,1023.81287,1010.56305,1006.71185,1018.94586,1015.3067,1014.2729,1015.6658,1018.77466,1011.0493
1965-02-01,1009.1032,1013.8493,1021.2994,1010.77203,1020.0032,1016.0044,1014.4434,1013.6559,1013.3569,1017.4934,1008.8459
1965-03-01,1011.4846,1015.068,1020.38837,1011.7997,1012.7944,1015.69806,1015.7396,1015.66205,1013.52313,1019.47424,1010.0266
1965-04-01,1012.712,1015.2459,1014.45825,1011.34076,1019.68695,1016.5204,1014.55444,1016.4906,1011.3606,1020.5719,1009.4666
1965-05-01,1015.84186,1017.2156,1009.5081,1011.5733,1021.3967,1015.9219,1015.272,1016.2332,1007.37915,1021.6969,1009.0691
1965-06-01,1018.54956,1019.992,1006.57416,1014.1104,1020.1682,1016.0316,1014.0329,1016.57806,1003.39954,1021.76447,1010.65424
1965-07-01,1018.73804,1019.9796,1003.8206,1013.93304,1023.9084,1018.5669,1012.49304,1014.72437,1001.72943,1020.358,1010.5804
1965-08-01,1017.4574,1019.1573,1006.69257,1013.4065,1020.975,1017.90643,1011.0213,1013.83875,1004.9797,1020.12726,1010.1953
1965-09-01,1016.5185,1018.9651,1012.4112,1012.8825,1014.2351,1016.2239,1011.56525,1013.6527,1008.1252,1022.3437,1010.6312
1965-10-01,1014.8069,1018.2171,1017.8308,1011.81213,1021.65405,1018.35547,1012.99414,1013.9455,1011.56714,1020.7703,1010.18164
1965-11-01,1013.2986,1017.3036,1022.2414,1011.1101,1021.2125,1018.89,1016.0174,1013.9101,1014.19104,1020.8615,1010.3162
1965-12-01,1011.3246,1016.062,1026.4194,1011.12427,1020.2829,1018.05096,1016.47943,1015.0543,1014.59906,1020.01685,1009.1621
1966-01-01,1012.12787,1015.0809,1024.1531,1011.0082,1012.0547,1017.06555,1016.71063,1014.59454,1016.1079,1019.20166,1011.08954
1966-02-01,1010.3109,1015.19977,1020.6825,1011.4813,1023.05896,1017.16125,1016.61993,1014.7347,1014.1001,1019.2974,1009.83026
1966-03-01,1011.8669,1014.84174,1014.99194,1010.9093,1015.9183,1017.6545,1016.44586,1015.58844,1012.4634,1019.7068,1009.0817
1966-04-01,1013.3033,1015.27545,1013.1168,1011.2129,1019.3882,1016.2193,1014.9581,1014.7704,1010.37164,1020.34705,1008.85205
1966-05-01,1015.8256,1016.573,1011.022,1011.7567,1020.2932,1016.4246,1014.46436,1015.90454,1007.9332,1022.66156,1009.9079
1966-06-01,1017.8873,1018.62146,1006.3116,1012.4765,1018.65533,1017.05743,1014.7272,1016.086,1002.426,1020.98486,1010.85736
1966-07-01,1017.3741,1020.64935,1005.1743,1013.1856,1021.74097,1017.71204,1012.57416,1014.7097,1000.9458,1021.3854,1009.7483
1966-08-01,1016.61365,1019.6873,1005.2025,1013.416,1023.3563,1018.0275,1010.0975,1013.8141,1003.59515,1022.2698,1009.97485
1966-09-01,1015.7618,1019.46704,1012.40454,1013.0955,1017.03424,1016.8897,1011.0157,1013.88916,1007.70416,1021.7271,1010.3116
1966-10-01,1014.2572,1017.5043,1018.0069,1011.5746,1019.02075,1017.4467,1010.4468,1014.27783,1011.11835,1021.54065,1010.04553
1966-11-01,1011.5064,1015.7925,1021.8848,1009.99994,1017.1726,1019.8013,1011.1897,1013.7064,1012.3727,1019.3638,1009.09106
1966-12-01,1009.476,1013.7977,1024.6776,1009.4422,1013.1062,1018.06006,1013.2163,1015.1278,1013.7815,1018.31854,1008.3225
1967-01-01,1009.68945,1014.2346,1029.5002,1010.4347,1016.31775,1018.6142,1016.5572,1015.1256,1016.45056,1018.1571,1009.4595
1967-02-01,1009.7852,1013.6367,1026.0791,1010.8932,1016.0304,1017.9946,1016.10297,1015.8882,1014.26794,1018.9306,1009.2933
1967-03-01,1009.289,1013.961,1018.33344,1010.95276,1015.0284,1017.8691,1015.65533,1015.21124,1011.1639,1019.4501,1009.5988
1967-04-01,1011.6428,1016.0667,1015.532,1011.56586,1024.8608,1016.76904,1013.3044,1015.2047,1011.02673,1020.21704,1009.6322
1967-05-01,1014.41455,1017.4221,1007.5642,1012.1021,1019.9747,1016.8794,1014.61914,1016.02313,1007.00555,1019.70557,1009.0183
1967-06-01,1016.1102,1019.7621,1003.49146,1012.84656,1015.4934,1015.75903,1014.0227,1014.9202,1001.4991,1022.8814,1008.99365
1967-07-01,1016.9265,1019.8318,1002.467,1013.6715,1022.9279,1018.9995,1013.1847,1014.4218,999.6502,1020.9992,1009.5146
1967-08-01,1017.76385,1020.1038,1004.241,1014.1649,1022.54834,1018.0664,1011.75085,1014.03143,1001.5977,1022.11597,1009.9761
1967-09-01,1016.116,1018.8848,1011.7937,1013.5235,1018.56274,1016.2053,1011.6014,1013.6476,1006.8299,1022.04626,1010.3077
1967-10-01,1014.1482,1018.72815,1019.20776,1012.6383,1017.96704,1018.2006,1012.5454,1013.7092,1011.81696,1020.46155,1010.18945
1967-11-01,1011.478,1015.0182,1024.3566,1010.48834,1020.3992,1018.85803,1014.6692,1014.2556,1013.76587,1020.37305,1009.55164
1967-12-01,1011.2335,1015.48987,1028.6034,1011.50635,1011.59784,1017.9423,1015.7511,1013.8261,1014.4152,1019.7621,1010.67847
1968-01-01,1009.6646,1014.7568,1023.8019,1011.3906,1006.43085,1019.13336,1016.9344,1012.7216,1014.9579,1018.3434,1009.78705
1968-02-01,1010.2393,1014.3883,1027.3269,1010.9942,994.8669,1017.79803,1016.15076,1013.87665,1015.42084,1017.8904,1011.10443
1968-03-01,1010.28577,1014.47205,1016.8728,1011.8816,1021.4369,1018.0228,1015.25055,1016.20807,1011.8794,1019.78033,1008.914
1968-04-01,1012.5878,1015.39935,1016.5945,1011.4866,1023.78186,1016.9265,1013.44086,1015.1397,1010.7659,1020.7556,1009.76697
1968-05-01,1014.497,1016.80347,1008.6342,1012.70166,1018.88794,1015.949,1012.2709,1015.383,1007.9172,1022.1317,1008.91187
1968-06-01,1016.9236,1018.6074,1006.6627,1013.8122,1018.37274,1016.5351,1012.22217,1016.7075,1002.45,1022.0237,1009.5952
1968-07-01,1018.4779,1020.8143,1003.08185,1014.6216,1023.30963,1019.54193,1009.33545,1015.4009,1000.7283,1022.05804,1009.7441
1968-08-01,1017.92474,1019.7258,1005.3811,1013.9811,1019.69006,1019.11615,1009.9065,1014.5536,1003.89264,1021.9378,1010.14484
1968-09-01,1016.02625,1018.11646,1011.9324,1012.8462,1017.60486,1016.885,1012.06116,1013.7571,1007.34607,1020.92236,1010.4203
1968-10-01,1013.7349,1017.78235,1019.15845,1011.8035,1018.4278,1017.3387,1014.7862,1013.65765,1011.279,1020.2547,1010.464
1968-11-01,1013.3106,1015.58044,1021.9807,1010.693,1013.7528,1017.78595,1016.19446,1015.45166,1014.8155,1020.0494,1011.21533
1968-12-01,1010.91406,1015.5325,1020.8086,1010.9012,1016.8363,1018.5273,1017.07104,1013.81866,1014.86273,1018.43854,1009.284
1969-01-01,1008.7993,1013.27057,1022.7729,1009.62915,1019.4253,1016.0709,1017.0031,1011.23584,1014.28577,1016.8571,1009.3845
1969-02-01,1010.2668,1012.98914,1024.4882,1009.74585,1021.4632,1015.3446,1015.62415,1014.84045,1014.87164,1017.31696,1010.2556
1969-03-01,1011.68884,1013.95386,1019.8047,1010.8352,1021.55365,1015.7864,1012.1,1016.5389,1012.5761,1018.8738,1010.17505
1969-04-01,1012.39764,1015.236,1014.4137,1010.5863,1024.9749,1015.1998,1011.70135,1016.92505,1010.2088,1020.05365,1010.19385
1969-05-01,1014.4817,1017.24335,1007.75037,1011.3794,1017.86664,1015.2978,1010.96686,1015.78204,1007.0884,1019.5145,1009.0108
1969-06-01,1016.6418,1018.9392,1006.3371,1012.4869,1015.8744,1014.4879,1009.60046,1015.4682,1002.66205,1020.12415,1009.9268
1969-07-01,1017.9659,1020.35187,1004.5845,1013.87213,1024.0258,1017.823,1010.7017,1015.0433,1000.97546,1022.4153,1010.80347
1969-08-01,1016.864,1019.4865,1006.0027,1012.69653,1023.5298,1015.01514,1009.1637,1014.07733,1004.4727,1021.0838,1010.5488
1969-09-01,1015.1294,1018.4794,1011.12164,1012.21545,1020.31195,1015.837,1010.323,1013.7379,1007.6468,1020.83795,1010.0734
1969-10-01,1012.60547,1017.4043,1017.9372,1011.14417,1014.5079,1015.7545,1012.0845,1013.75665,1011.5647,1020.53534,1010.1171
1969-11-01,1011.9434,1016.5845,1025.2482,1010.57697,1015.2042,1018.3321,1017.12915,1014.68445,1013.2082,1019.85834,1010.16327
1969-12-01,1010.55945,1015.80194,1026.9371,1010.4241,1012.5593,1017.67444,1016.8621,1015.392,1015.1306,1020.0368,1010.6917
1970-01-01,1010.50354,1015.41095,1027.0898,1011.1749,1005.5563,1018.0064,1017.7539,1015.06635,1015.1026,1018.86615,1011.0187
1970-02-01,1010.3692,1014.3931,1022.51154,1010.65564,1009.188,1018.72955,1017.46454,1015.79834,1014.4495,1019.1841,1011.09174
1970-03-01,1010.8505,1014.4246,1021.6316,1010.677,1014.0693,1014.83936,1014.897,1016.73834,1012.3128,1019.31836,1009.31213
1970-04-01,1013.21484,1015.361,1016.8186,1011.08875,1026.5385,1015.22144,1012.43524,1017.07117,1010.4613,1020.1449,1009.56226
1970-05-01,1014.1786,1016.94635,1009.2735,1011.54865,1021.4789,1017.1038,1010.77856,1017.0224,1005.59485,1020.22095,1008.6615
1970-06-01,1016.99744,1019.3748,1008.03406,1012.9789,1019.49133,1017.69745,1011.23615,1016.4549,1001.2739,1022.37494,1009.7477
1970-07-01,1017.37476,1019.8027,1003.3072,1013.5387,1027.169,1018.275,1008.55994,1015.815,1000.98627,1021.7498,1010.551
1970-08-01,1016.1038,1019.8948,1005.391,1012.29614,1023.47,1016.6451,1008.48627,1014.5149,1001.6197,1022.076,1009.5011
1970-09-01,1014.714,1018.4265,1010.19507,1011.8624,1018.35516,1016.1739,1010.7548,1014.4139,1004.66376,1020.79736,1009.0965
1970-10-01,1013.2731,1015.9707,1018.85315,1010.5118,1022.6429,1016.433,1014.4507,1014.4507,1010.51654,1020.2204,1009.09174
1970-11-01,1010.6509,1015.54175,1023.1943,1009.6146,1023.18304,1018.8953,1017.4496,1015.09186,1013.7455,1020.2584,1009.08813
1970-12-01,1010.87427,1015.03186,1024.1659,1009.8755,1020.568,1017.9018,1019.8918,1014.85065,1015.50665,1018.4271,1008.8106
1971-01-01,1008.81555,1013.4341,1025.9094,1010.00586,1008.747,1017.59827,1017.6418,1014.40936,1014.56165,1018.0916,1009.56555
1971-02-01,1008.5474,1012.279,1022.4165,1009.88873,1006.895,1016.12634,1015.6502,1017.0364,1013.0648,1019.25,1008.5352
1971-03-01,1011.08795,1013.65936,1021.42584,1010.0282,1021.2805,1016.53467,1012.72314,1017.1132,1013.2594,1019.4445,1009.74097
1971-04-01,1011.8451,1014.7152,1014.33514,1010.569,1025.1964,1015.96643,1011.98267,1016.8937,1008.62354,1020.79865,1008.8501
1971-05-01,1014.1707,1016.20953,1010.65796,1011.52826,1019.59814,1015.4768,1008.6555,1016.8022,1006.15326,1022.41583,1008.3868
1971-06-01,1017.3474,1018.6523,1004.4747,1012.4377,1022.01904,1017.2873,1010.1076,1016.5865,1000.28625,1022.47986,1009.5553
1971-07-01,1016.8815,1019.2225,1003.28375,1012.8127,1019.5975,1017.89526,1008.78094,1014.8778,1000.8353,1021.8777,1009.3851
1971-08-01,1015.8851,1019.8176,1006.2576,1012.84595,1022.4177,1017.39154,1008.2261,1014.4062,1003.01117,1022.15344,1009.659
1971-09-01,1015.2957,1018.55945,1010.6804,1012.423,1020.3942,1015.3642,1011.99927,1014.842,1006.5731,1021.6191,1009.4568
1971-10-01,1014.69226,1018.3739,1020.6898,1011.55646,1018.7572,1016.68756,1014.9738,1014.8836,1011.02655,1021.78485,1010.0161
1971-11-01,1011.3869,1016.9609,1024.3383,1010.5332,1020.4819,1018.157,1017.5042,1015.64825,1015.1421,1020.7469,1010.0494
1971-12-01,1010.63556,1015.5696,1025.357,1010.3207,1018.6932,1017.9797,1020.5593,1015.0455,1014.26794,1017.08954,1009.16943
1972-01-01,1009.6775,1012.87103,1024.5839,1009.96625,1016.82007,1017.4,1016.61884,1014.32275,1015.39264,1017.6475,1010.38245
1972-02-01,1008.67755,1013.5847,1022.8552,1010.8024,1012.786,1017.7488,1016.88885,1015.4352,1014.649,1018.67615,1008.9051
1972-03-01,1010.94305,1013.59656,1018.3343,1010.43677,1009.6406,1016.15454,1013.4241,1015.0996,1013.2516,1018.6693,1010.1393
1972-04-01,1012.35913,1014.7796,1015.4183,1010.8505,1023.60455,1015.747,1009.85815,1016.2957,1011.08057,1020.5054,1009.97186
1972-05-01,1014.30273,1015.7339,1008.7126,1011.2361,1020.976,1015.3814,1010.36865,1016.03516,1007.5002,1020.17487,1009.83374
1972-06-01,1015.8933,1018.56055,1004.33417,1012.57416,1022.4684,1015.11084,1010.0756,1014.8334,1001.9793,1019.5555,1009.1856
1972-07-01,1017.59814,1018.9105,1001.0769,1013.0916,1021.8753,1018.2019,1009.4169,1013.7584,1000.7982,1020.10046,1009.8206
1972-08-01,1016.01953,1018.22437,1004.18414,1012.1591,1019.65424,1018.1044,1009.14185,1012.50665,1004.2266,1020.45917,1010.0681
1972-09-01,1015.2964,1017.9412,1013.1648,1012.4673,1014.4465,1017.39124,1011.33484,1013.22345,1008.50256,1018.9562,1010.0525
1972-10-01,1013.28217,1016.82886,1017.92,1011.38983,1017.2251,1017.55,1012.8298,1013.59595,1011.7036,1021.13354,1010.4587
1972-11-01,1012.2004,1015.79706,1022.2372,1010.49805,1020.128,1016.7032,1018.3268,1015.3145,1013.2428,1020.308,1009.52313
1972-12-01,1011.40985,1014.7865,1024.4126,1010.4849,1013.3759,1018.61743,1019.59485,1014.634,1015.4164,1020.9773,1010.44617
1973-01-01,1010.76764,1015.5148,1025.2688,1012.04865,1015.0389,1017.1752,1018.86,1015.92377,1016.5398,1020.00977,1010.3734
1973-02-01,1010.57153,1014.21515,1021.0901,1011.3837,1017.6813,1017.55646,1014.78876,1017.18866,1014.7977,1019.93256,1010.81976
1973-03-01,1011.0005,1014.37585,1019.5082,1011.1593,1022.10425,1014.22095,1015.30835,1018.0857,1013.1972,1019.188,1009.4532
1973-04-01,1012.82806,1014.2659,1011.758,1011.01587,1021.9872,1015.0582,1011.522,1016.92694,1008.8603,1019.2992,1008.5105
1973-05-01,1014.4331,1016.6967,1010.01917,1011.7393,1024.733,1016.11346,1011.7618,1016.6434,1006.1833,1021.2978,1008.7407
1973-06-01,1016.83307,1016.952,1004.90936,1011.81714,1019.4709,1016.4896,1009.99084,1016.46967,1000.6407,1021.4779,1008.7433
