,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11
1965-01-01,-0.04192078,0.03755933,0.33315384,0.3778056,-0.10758507,0.024531543,0.004937291,0.035090327,-0.03078407,0.0068284273,-0.19993538
1965-02-01,-0.057365,0.024216354,0.39067578,0.77342,-0.2545156,0.017965078,0.004517019,0.022692919,-0.07154852,0.037296653,-0.122451484
1965-03-01,-0.062880814,0.02206254,0.088147104,0.29580396,-0.1987797,0.02038157,0.06534845,0.027525842,-0.09261364,0.026895463,-0.008248091
1965-04-01,-0.012030363,0.031360626,0.014497995,1.5855038,-0.13122422,0.023323298,0.24033076,0.01938343,-0.039346695,-0.121138215,-0.0350917
1965-05-01,-0.020908177,0.03414476,-0.08757061,2.3857155,-0.17188358,0.030362546,0.5599321,0.008982241,-0.08058393,-0.23465866,0.03220111
1965-06-01,0.01901573,0.027315676,-0.114729345,1.7150464,-0.029523313,0.029942274,0.37712267,-0.00015825033,-0.050378323,-0.14440966,0.040448546
1965-07-01,0.052478254,0.02342838,-0.06739855,1.8532567,-0.08867377,0.02778846,0.7395897,-0.0047810078,-0.033358157,-0.53592664,0.014497995
1965-08-01,0.0028885603,0.0257923,-0.08231747,1.6763306,-0.06440425,-0.029365718,0.95318264,0.012029052,-0.046806216,-0.75261885,0.050849795
1965-09-01,-0.0077753067,0.0291543,-0.047121406,1.0820423,-0.11662048,-0.0759086,0.76554024,0.01838535,-0.06650549,-0.396298,0.036035895
1965-10-01,-0.039399266,0.03346187,0.08016235,1.5583451,-0.04554546,-0.058835924,0.5441727,0.02411127,-0.04864478,-0.3719234,0.013552427
1965-11-01,-0.07527822,0.031991005,0.23297635,1.4667827,-0.10821545,0.0020480752,0.36677396,0.018805623,-0.057154894,-0.09912753,0.0011550188
1965-12-01,-0.015497446,0.027683437,0.34029812,1.8349757,-0.2022993,0.028208733,0.10784644,0.021327138,-0.06204033,0.022010028,0.0042018294
1966-01-01,-0.013235211,0.027797282,0.3314836,0.38418758,-0.13177365,0.021688044,0.15226263,0.027295828,-0.060513794,0.024195552,0.010654807
1966-02-01,0.0001231432,0.029393017,0.2567132,0.6614763,-0.20212162,0.0058677197,0.13416272,0.022919,-0.057641506,0.012022555,-0.04013431
1966-03-01,-0.020347536,0.023602843,0.2628225,0.80545485,-0.26640588,0.027979672,0.159147,0.022052765,-0.08878064,-0.06630397,0.0012629628
1966-04-01,-0.023812473,0.036277354,0.13698941,1.5265787,-0.21060169,0.032675624,0.38300222,0.027797282,-0.07391775,-0.14294362,0.025836885
1966-05-01,-0.015423596,0.026064813,0.019180477,1.7239908,-0.17677265,0.021824777,0.46196705,0.013116777,-0.057869494,-0.08485979,0.012752056
1966-06-01,0.0107916,0.028891504,-0.100999236,2.124833,-0.038128257,0.05510676,0.72772104,0.00094377995,-0.025453806,-0.56877005,0.01740241
1966-07-01,0.033222735,0.025289774,-0.10970724,2.127842,-0.16706163,0.042158723,0.6213556,0.0045455694,-0.08955574,-0.42232955,0.044575036
1966-08-01,0.011977017,0.036596477,-0.12160671,1.7625613,-0.036213458,-0.03466332,0.82410187,0.0131623745,-0.07824898,-0.41539955,0.01722002
1966-09-01,-0.00890398,0.03180939,-0.03124392,1.0809199,-0.1028685,-0.076790035,0.7123566,0.021596849,-0.023083031,-0.34473246,0.024058819
1966-10-01,-0.04542297,0.039104044,0.111047745,1.2143668,-0.1721679,-0.049571812,0.5827394,0.020548224,-0.08280814,-0.20804852,-0.030423284
1966-11-01,-0.05285442,0.030760765,0.23847654,1.0930017,-0.21812427,0.017949522,0.3414682,0.023602843,-0.07674444,-0.12739682,-0.0020652413
1966-12-01,-0.09242797,0.028663576,0.48161703,1.7653425,-0.23927885,0.0005790591,0.20232233,0.022736609,-0.10432744,-0.06320369,-0.029693842
