,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,-2.387605873830528e-06,1.2257480424087705e-05,0.0003699791984847532,-8.309294147675777e-06,-2.440883985695404e-05,7.353778574743417e-06,7.478455849960648e-07,-1.3912072200411846e-05,0.0063921727511721356,1.744782692817946e-06,4.518124114838429e-06
1965-02-01,-9.204879566246639e-07,1.221417841145261e-05,0.0004447385435923934,-6.310639154568381e-06,-2.4077736590107952e-05,7.27710944746071e-06,2.3318121252073483e-06,-1.3734331824346782e-05,0.007175644956684361,2.8619192581009374e-06,2.6812106282922686e-06
1965-03-01,-1.2517886223289603e-06,1.1362354000132031e-05,0.00038229532387609093,-5.562831209407437e-06,-2.1609826158178414e-05,6.849110463361062e-06,2.420016406131652e-06,-1.4781915570933128e-05,0.005458394298329949,2.010451359400695e-06,3.2979118848640906e-06
1965-04-01,-3.0077813950756957e-06,8.521136013562352e-06,0.00032965863983218483,-9.182307221517977e-06,-1.8061480266230836e-05,2.4602974134170708e-06,3.411856894708244e-06,-1.0826841119538805e-05,0.005224869528319687,-1.9689756576870265e-06,1.1976812921077486e-05
1965-05-01,-2.225524140481286e-06,7.285854224966707e-06,0.0003327653338111794,-1.1807551610456482e-05,-1.4461167321880222e-05,-4.507656669696477e-07,5.655744155058061e-06,-3.7546926953493144e-06,0.003927655052393675,-6.841678935850961e-06,1.3910513432716138e-05
1965-06-01,-1.4546847446207294e-06,3.443363902439504e-06,0.0002596620806098844,-1.623747351778668e-05,-9.617397154215723e-06,5.890687158015755e-07,7.110980355701289e-06,-5.853030666477973e-07,0.0018677757907425985,-1.0892082548747092e-05,1.536396359344354e-05
1965-07-01,-4.05918550996913e-06,5.5292125131966034e-06,0.00018622294401911157,-1.2345722289279354e-05,-5.659293664565838e-06,-3.297350637430267e-06,6.585653976152215e-06,1.659010551621913e-06,-1.5036443793784809e-05,-1.6149256027900897e-05,2.1840420282695078e-05
1965-08-01,-4.695068777096905e-06,6.4324923993188265e-06,0.0002446968350201272,-1.0256688161862375e-05,-5.466289793902605e-06,-3.635743403392831e-06,6.805990272907867e-06,-1.2241954312857247e-07,0.00035615230444818735,-1.2685291632964358e-05,1.860662886313766e-05
1965-09-01,-2.3830921555314294e-06,6.399384241654694e-06,0.0002428093116927462,-1.4985954944868677e-05,-6.763282947980081e-06,-1.3191657725359137e-06,4.98269675790752e-06,1.3520721998051361e-06,0.0017441252566641197,-8.59447304126503e-06,1.6554292837816988e-05
1965-10-01,-6.411288838700826e-07,6.166480948222835e-06,0.00035748288120465493,-1.3463160592548755e-05,-1.2942970430673527e-05,5.364327499208924e-07,4.2193038628005895e-06,-4.701078591320711e-06,0.002723009917341794,-4.952533193209488e-06,1.170293332289078e-05
1965-11-01,-1.4763310817679645e-06,6.919656019382389e-06,0.00038454443431244447,-9.766665072945885e-06,-1.7625756103174155e-05,4.1203494493875413e-07,2.9954616304250525e-06,-7.029627937856757e-06,0.00500127935083583,-4.806773858945235e-06,9.71623104677247e-06
1965-12-01,-3.1247902482225942e-06,1.197326570874365e-05,0.00041092106794866803,-1.101225706639219e-05,-2.4559832692486107e-05,4.43169512334639e-06,3.4994073883733383e-06,-1.1471958689214966e-05,0.006558518604530643,2.362740943958077e-07,7.383194084903947e-06
1966-01-01,-3.2100988064451117e-06,1.2273705297175952e-05,0.00036138413773957064,-7.82661947793557e-06,-2.628181981570968e-05,7.395803784359542e-06,2.8285247371032185e-06,-1.515130336223394e-05,0.0057710392866283655,3.3027947418541656e-06,1.3956630145168073e-06
1966-02-01,-4.0199525056480815e-06,1.0051027428903627e-05,0.00038139761062876246,-5.896262760888401e-06,-1.8266057579878817e-05,4.570199913749613e-06,2.093677918974716e-06,-1.0794028302161953e-05,0.00696431816322729,7.219971820404681e-07,3.329444898810553e-06
1966-03-01,-3.965223715126706e-06,1.1314965391735842e-05,0.0003553966122965973,-9.66683846354352e-06,-2.0937500143977435e-05,5.482108633714233e-06,2.724305597274162e-06,-1.1573531838281679e-05,0.005487679542663197,2.3186864602255652e-06,5.520004519830379e-06
