,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11
1965-01-01,-0.4618225,-9.758484,-5.1256104,-4.998871,2.3213806,2.0030518,-8.19873,-1.915802,-14.7291565,-1.9137878,0.24719238
1965-02-01,0.63552856,-9.30481,-6.947693,-4.408478,2.2985535,2.0386047,-9.248413,-2.8312683,-16.92694,-1.4201965,-0.28656006
1965-03-01,0.9873657,-9.767761,-7.3338013,-5.2286987,2.3016357,2.4598083,-9.480347,-2.8556213,-18.231659,-1.8771667,-0.04498291
1965-04-01,0.06808472,-11.571716,-6.865509,-6.59906,2.6567078,1.8743286,-8.99057,-2.6313171,-17.954437,-2.6861877,0.016174316
1965-05-01,-0.4907837,-12.68689,-5.088196,-7.2846375,2.7474976,1.6313171,-7.5211487,-1.8873596,-15.808899,-4.020935,0.8334656
1965-06-01,-1.7566833,-13.042694,-2.8778381,-7.866974,3.0178833,0.76608276,-5.8756104,-0.10110474,-12.960876,-4.568817,1.4327087
1965-07-01,-3.090454,-13.454895,-0.4369812,-8.881409,2.7199402,0.18121338,-3.6577759,0.96710205,-9.363922,-5.383209,1.8208313
1965-08-01,-3.7356262,-12.71994,1.1647034,-9.387848,2.9195557,-0.12612915,-1.9897461,1.6911011,-5.9555054,-5.958496,2.4849548
1965-09-01,-3.234436,-13.531006,0.5392151,-9.767334,3.0754395,0.0068359375,-2.4580383,2.0381165,-5.2821655,-6.4951477,2.8868408
1965-10-01,-2.6598206,-13.564117,-0.9857788,-9.683197,3.1226501,0.12539673,-4.796356,1.0464783,-8.254181,-5.571747,2.5942688
1965-11-01,-2.3798828,-12.522308,-3.092926,-9.180756,3.0612793,0.8104553,-6.967865,0.071502686,-11.150665,-5.2244873,2.11026
1965-12-01,-1.0316772,-10.539398,-4.2464905,-7.5980225,2.9575195,1.4576416,-8.260132,-0.82958984,-12.6979065,-4.2544556,1.4546509
