,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6,r200_cluster7,r200_cluster8,r200_cluster9,r200_cluster10
1965-01-01,67.57514,88.59595,59.494747,70.78895,75.35741,43.36181,35.50747,31.625341,18.42775,50.898376
1965-02-01,71.32622,84.64339,66.76595,62.254826,71.65219,44.629646,31.047117,21.988823,14.84211,49.455276
1965-03-01,62.862534,86.34366,52.583908,76.387726,68.084564,40.28887,44.506794,42.976875,44.256172,39.30278
1965-04-01,52.636326,87.01034,65.121376,50.914757,80.15847,26.349255,57.011497,65.453896,46.37906,30.285435
1965-05-01,60.328503,78.354996,46.804947,45.848335,80.369774,33.954617,55.78625,54.064686,43.024376,35.468155
1965-06-01,49.781242,78.13223,36.503387,47.289803,67.86671,26.48521,41.730335,45.432278,36.057846,26.13631
1965-07-01,20.797977,72.564575,33.133965,27.646572,64.22537,14.996082,31.015995,41.520668,23.795568,8.221199
1965-08-01,32.611435,75.40983,42.99981,31.517231,75.31482,16.062439,32.05123,42.3577,31.597496,14.963322
1965-09-01,42.421585,77.48848,50.07281,42.1595,76.64981,11.530018,25.28126,39.02595,40.483795,20.486752
1965-10-01,56.25309,74.877464,60.6168,50.10066,85.105316,23.597366,41.024345,28.467224,42.090702,39.387955
1965-11-01,38.96862,71.79634,51.597816,62.12542,81.17404,32.118385,41.35031,65.76184,35.749893,54.197365
1965-12-01,74.89221,88.659836,61.755226,71.65219,75.088776,62.131973,34.624573,47.94174,31.505766,55.486492
1966-01-01,58.77739,89.84789,62.781246,81.08997,85.500946,50.41017,57.442772,40.84459,37.24785,44.90426
1966-02-01,65.75418,94.086494,73.07077,69.111244,78.82621,59.04497,36.405712,36.008446,24.312069,36.940872
1966-03-01,65.62613,93.55133,56.577652,65.261696,61.42857,49.57624,44.7007,44.891125,40.667297,38.54307
1966-04-01,45.54284,86.43829,63.610252,52.77407,69.34599,31.169018,39.31298,54.05944,45.85146,40.778927
1966-05-01,53.847675,79.87519,46.913574,47.169662,60.180958,19.191929,34.59503,58.243874,39.812027,40.386585
1966-06-01,37.551544,71.860916,52.394863,29.338638,81.74989,22.397968,31.298704,44.44297,42.412315,26.776106
1966-07-01,32.165466,73.26941,36.750446,29.545479,75.8976,19.206703,30.361353,41.8197,32.316494,11.916374
1966-08-01,39.19971,79.41226,43.633663,31.544945,72.734245,12.078892,24.691278,36.12336,39.62324,10.849335
1966-09-01,35.30256,71.00893,43.00329,51.652863,58.861115,13.216518,30.669973,35.461792,42.581398,10.081066
1966-10-01,58.933342,87.449524,46.539288,67.09208,65.461975,17.9082,29.6292,55.8652,33.306377,32.26396
1966-11-01,73.54027,87.0621,52.642746,76.07818,76.32442,43.123123,37.22815,31.54166,29.643976,44.950222
1966-12-01,51.84329,84.049774,76.124146,74.51373,62.428303,48.405785,37.686157,25.866661,26.134241,57.423073
1967-01-01,77.898994,90.42688,65.97579,76.814606,75.079926,57.238197,33.101273,32.48645,30.113297,53.947872
1967-02-01,75.15256,92.088936,53.596542,70.087006,76.33659,65.48934,52.83477,17.833702,19.293064,22.54454
1967-03-01,78.94284,92.54161,59.783634,70.733925,81.62848,42.35742,48.409386,23.404282,37.768196,24.245441
1967-04-01,66.97573,86.48964,45.86226,61.340965,79.598206,30.239977,49.43297,30.897028,28.523874,43.644497
1967-05-01,55.56094,77.14229,63.107742,59.44751,70.992355,38.139793,45.16298,55.853153,40.332214,33.358017
1967-06-01,63.69047,64.90154,63.80533,35.596043,71.18322,33.942436,28.544144,47.698284,54.270485,23.157673
1967-07-01,40.426804,80.57449,60.390015,36.746307,68.960396,24.434618,30.305851,46.657814,45.845367,12.229343
1967-08-01,30.917297,76.28593,52.221634,42.76618,73.233765,29.92243,33.96946,57.937473,31.130121,9.232918
1967-09-01,39.928528,83.50336,49.076572,40.54673,65.93356,12.703972,34.506588,33.442467,51.38723,14.181915
1967-10-01,55.613304,85.707596,48.427967,67.303406,72.54462,36.161884,34.072495,54.33636,37.073986,34.634956
1967-11-01,56.145363,84.5016,40.541664,77.00547,76.1812,50.769028,45.50924,45.733887,34.658607,50.220078
1967-12-01,57.619926,86.707535,69.15126,83.31418,84.52018,69.2847,54.327915,42.4841,33.655293,61.48116
1968-01-01,72.99699,91.268936,69.90498,75.70591,74.761086,54.00234,36.27443,43.4773,25.747782,51.70386
1968-02-01,62.645782,92.27975,64.397,72.263016,81.798164,47.243713,27.777462,26.119595,24.64683,31.527782
1968-03-01,68.54811,83.1647,73.61024,78.46473,64.1942,59.801655,42.651585,29.171358,44.15976,48.384907
1968-04-01,61.00079,89.565994,68.0427,71.02203,74.23154,28.173418,42.989597,62.159687,51.58314,52.508648
1968-05-01,73.520096,71.82521,54.638123,53.321487,67.09305,32.707603,46.45663,72.4948,43.063637,33.848793
1968-06-01,50.145786,61.256714,66.505554,40.56557,57.715637,32.327744,40.114887,47.33868,46.501698,24.614637
1968-07-01,52.89173,76.666824,60.302235,32.400173,70.85464,16.83876,31.935005,46.493652,50.081406,13.724224
1968-08-01,25.343777,77.29617,38.337914,37.919422,65.66052,8.710384,26.851954,33.343388,45.904545,9.058052
