,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10
1965-01-01,95.39445241292317,84.63383565975141,94.30052212306431,85.13626486568128,78.9803678339178,150.35609755405162,84.36822744516226,102.36488476134184,129.7620278817636,64.75827077801308
1965-02-01,94.0765136327499,84.43047125128251,113.33543913705007,88.85446322166314,79.20849973505193,164.05668036882267,84.34613741361177,118.13713207579497,144.2503469961661,56.39160670591204
1965-03-01,95.92944903251453,85.10308326045168,140.08034297398157,87.45106195999405,81.00949200716886,177.46654776639716,95.53826552170973,113.84437962582238,147.3885006374783,62.64038943172841
1965-04-01,95.74008354773888,85.77186125743238,139.87983976091655,94.08487222962461,81.79557106711648,192.3799381699673,87.2573735163762,114.83226575349508,131.98185673466435,70.89754597524579
1965-05-01,95.17787542098607,86.91460452502287,134.48193413870675,84.36230158401749,83.37945504622026,189.1667920489644,88.54222811185396,98.05315251935993,128.92157943160444,75.5387209774403
1965-06-01,95.76355860783504,86.4085450957093,120.20211900983537,89.53445563882084,82.96388712796298,185.1260872774346,90.68040701059195,89.01090120014392,100.4222657945421,66.22070998288272
1965-07-01,95.55988311767578,82.05847076222867,118.56831141880579,73.81254293150822,80.67221641540527,180.26956957440044,78.66950988769531,75.65943400065105,97.09801144070094,73.05721325820751
1965-08-01,88.18104572785207,84.99224095404902,106.29079001290457,90.90147503351761,81.22186660766602,184.55159386923148,77.51345707820012,97.95875549316408,100.55675506591797,73.50979065627195
1965-09-01,90.19391475579677,84.58739896363849,102.58527483258928,71.53557599601099,79.41553375937723,179.0729788846748,68.33970876840445,75.67404362193325,88.55630380135995,62.08107766140713
1965-10-01,88.213622264373,84.49183717558655,109.28807258605956,82.63699159783833,71.84566367756237,182.91549682617188,72.54797715407152,93.3295534368147,94.78416442871094,61.473160647274405
1965-11-01,86.29708901429787,84.78362892247453,96.97633470807756,75.39943759724245,79.21455123207785,185.84165351335392,62.09428053635817,81.61410950777824,86.10767788357204,63.61659617906206
1965-12-01,89.52698829846504,85.17783925503115,107.70459856305803,75.83620750297935,74.84240098433061,181.2905422476835,101.00799560546875,81.54576619466147,109.71000812671802,63.99680148349719
1966-01-01,91.64584722274388,83.79668706580053,117.09262302943637,69.06506813178629,72.31969616629861,189.88306799600292,103.73156034029446,92.92096589740954,137.1545297128183,58.15246667754784
1966-02-01,92.06547370323767,83.47291946411133,117.87761960710797,82.42822420799126,77.77848677201705,191.26205444335938,90.71051377516527,105.54452193410773,136.17848996762876,67.95968473627326
1966-03-01,93.04764576447316,86.41718973087359,138.06454794747486,85.17166396318856,80.87223659862171,193.28467790470566,83.10680095966045,123.75521743506717,145.13503180609808,65.2646054042859
1966-04-01,96.82492965306992,87.79488454891157,135.00917979649134,90.99546529478947,83.55109474875711,192.37300074377725,78.14297602726863,104.51031735068874,125.07815890842014,68.84055834137992
1966-05-01,93.37017352764423,84.15461552293995,108.62153598240442,81.76098193152477,84.13916067643599,184.2194313226744,84.79373051570012,91.80121840092174,87.12753719753688,70.02343595697639
1966-06-01,95.2730472271259,89.7461335870284,109.06352315630231,95.12945272154728,79.8913305455988,178.59899831372638,85.91660132774939,109.6980981659471,90.41535412823711,72.42346774326282
1966-07-01,95.32580253405449,82.58945972104615,114.88189697265624,70.37652225817665,85.09028608148748,181.72545322152072,77.797117966872,71.23720269454154,97.31681965015552,76.80663205264659
1966-08-01,95.73331490541115,82.35041099258616,110.4133469717843,71.08092227224577,83.45388932661577,174.93541628815407,97.08913362943208,73.3392548142818,91.08370321768301,73.21025548356303
1966-09-01,88.38466253036107,82.20673693886286,94.39220428466795,71.57092336880959,80.14868822964755,171.06589383857195,68.4453876201923,79.90938153183252,85.71846573441117,75.21157425441099
1966-10-01,88.9403318747496,85.58767656736735,93.83840560913085,68.15290935968949,72.82198342410001,166.56142833621004,72.1318875826322,75.24268836305853,67.40952244511357,68.00429097722086
1966-11-01,87.0546634380634,84.75960357279716,96.32679394313266,77.87599078679489,74.9168569391424,162.65645581622456,76.33888244628906,85.84604765239516,98.46051534016927,62.426736381616486
1966-12-01,88.22608849941156,86.20193698738194,101.52204377310616,89.09894652285818,71.54354182156649,170.1062934343205,82.22946166992188,91.76958987587378,101.93889759205005,64.11907753247893
1967-01-01,94.28075154622395,85.04466527624975,122.7919851030622,81.13628969354146,76.97143121199174,164.1367890114008,87.87165128267728,121.91341467070998,146.2090386284722,58.95001700754916
1967-02-01,95.42449070857121,84.72320701502547,122.27042061941962,95.4311112226066,74.3958061391657,167.92540439339572,105.85029015174278,122.84397326017682,153.06922064887152,62.36982452735472
1967-03-01,97.9890627738757,85.82642108579225,137.0810236249651,95.89043310133079,83.21459076621316,173.1522138728652,107.33681311974158,132.640918932463,132.52831918221932,70.93793890449439
1967-04-01,96.1247810950646,82.37054317812375,125.4889896937779,80.03516762943592,79.13056720386852,179.73517484443133,90.11285048264723,110.05928307248836,131.4374429208261,65.50703155860472
1967-05-01,93.42286036564754,86.80355096165138,122.2334997994559,90.74255733166711,79.58683534102006,182.78679071470748,93.92459575946513,94.81127554910226,117.64182338008173,67.09228258454398
