,zgv200_cluster1,zgv200_cluster2,zgv200_cluster3,zgv200_cluster4,zgv200_cluster5,zgv200_cluster6,zgv200_cluster7,zgv200_cluster8,zgv200_cluster9,zgv200_cluster10
1965-01-01,-0.66287386,-0.5242354,0.4285721,0.24357376,-0.5533761,0.16145039,-0.27271423,0.46610156,-0.40517122,-0.827562
1965-02-01,-0.2850771,-0.2501966,0.097723864,0.53527355,-0.06446241,-0.24651723,0.62225366,-0.14599708,0.55175704,-0.6980485
1965-03-01,-0.6937805,-0.318044,0.061518956,0.2722728,-0.45624083,-0.014275933,0.57633525,0.17763957,0.33614647,-0.11479609
1965-04-01,-0.79120994,0.34100324,-0.7795832,0.55278736,0.43254584,-0.013392854,-0.05195265,0.008830452,-0.50892943,-0.28831482
1965-05-01,-0.07064376,-0.23842263,-0.06225481,0.26888782,-0.35689813,-0.15777104,-0.02384224,-0.1299551,0.5435153,0.06313787
1965-06-01,-0.18735313,-0.5608819,0.22812042,0.34012014,0.2760992,0.038854025,-0.3043568,-0.09639931,-0.31318718,-0.14746885
1965-07-01,-0.12980787,-0.46698475,-0.16895628,0.5720671,0.6224009,0.19485903,-0.38544998,0.3009717,-0.43372315,-0.11361861
1965-08-01,-0.639326,-0.07520618,0.1851455,0.09787102,0.42857212,0.23047523,-0.28640157,0.05533762,0.076825045,0.073440075
1965-09-01,-0.008094597,0.2744804,0.0518054,0.093897246,0.3733816,0.6109213,0.30509263,-0.30730027,-0.17778683,0.056073476
1965-10-01,-0.84007186,0.071232416,0.25004944,-0.015306282,0.37838557,0.12966076,-0.86847657,-0.7120301,0.49185714,-0.40458265
1965-11-01,-0.22502975,-0.41046962,0.3677891,-0.09566345,0.44844064,0.20545554,-0.48979664,0.10611276,-0.72130203,-0.50201213
1965-12-01,0.085655525,0.06637569,0.056073476,0.044005156,-0.78090775,0.100225784,-1.2938108,0.37809125,0.39825422,-0.2290035
1966-01-01,-0.57374877,-1.2092702,0.4324092,0.3042345,-0.46134266,-0.09027214,-0.3542892,0.6508562,-0.4000039,0.07840939
1966-02-01,-0.07826479,-0.20774174,0.07320137,0.29005706,0.67082024,-0.08086872,-0.29757977,-0.48940793,0.12846418,-0.47826868
1966-03-01,0.44094467,0.26662102,-0.5773655,0.4847787,-0.5747614,-0.250129,0.26184696,0.5166054,0.40738192,0.15450421
1966-04-01,-0.17533621,-0.25851965,-0.07045279,0.32289657,0.61743814,-0.06828277,0.070597455,0.44268066,-0.5644901,-0.3639818
1966-05-01,-0.3926258,-0.0217,0.32361978,0.14669219,-0.52354926,0.057288073,0.13323817,-0.120507434,0.35038313,-0.03269472
1966-06-01,-0.44846725,-0.24492112,0.38597116,-0.09244213,0.85975516,0.14900689,-0.493748,-0.06336407,0.015913391,-0.37627855
1966-07-01,-0.16926022,-0.5035854,-0.22076158,0.17432365,0.47248197,0.12918751,-0.2352283,0.2055716,-0.23392633,-0.03732414
1966-08-01,-0.16463089,0.3526978,-0.259243,-0.077252105,-0.09345479,0.32144976,0.115733504,-0.10531747,0.36817703,0.20181029
1966-09-01,-0.15103221,-0.12643883,0.13757817,-0.030090714,-0.37193853,0.112984754,-0.046004057,0.018228006,-0.04947605,-0.19385357
1966-10-01,-0.28441507,-0.0018806935,0.073780105,0.113708116,-0.2685017,0.3149398,0.25143102,-0.39826792,0.49606267,-0.5044534
1966-11-01,-0.34242654,0.13280416,0.18054429,0.2407256,-0.6106388,0.1751916,-0.18473959,-0.3567485,0.9296293,-0.22119562
1966-12-01,-0.57548475,0.048608065,0.21150294,0.35862908,0.53570145,-0.21859169,-1.0028307,0.49678597,-0.93845385,-0.08911495
1967-01-01,-1.3293939,0.07127404,-0.29059154,0.6304754,-0.7500426,0.313739,0.49775252,-0.7455463,-0.4802671,-0.32556245
1967-02-01,-0.86078376,-0.36736098,0.12339735,1.3690275,-0.43397227,-0.054954242,0.51490486,0.8924241,-0.70841056,-0.08426323
1967-03-01,-0.024646163,-0.8141559,0.3134059,0.7826821,-0.18418008,0.11040811,0.15736905,-0.17618676,1.102083,-0.49009213
1967-04-01,-0.67826897,-0.6502922,0.23630342,0.6351382,-0.2825981,0.10974202,0.71190757,0.14271459,0.9820162,-0.9343891
1967-05-01,-0.66627896,-0.47127447,-0.2731061,0.13555375,0.15820178,0.2269778,-0.72739476,-0.16353054,0.03630314,-0.28243166
1967-06-01,0.5796843,0.7825155,-0.8519578,0.73805255,0.35037518,0.11656966,-0.3288929,-0.35104123,-0.052456282,0.00882597
1967-07-01,0.4113244,-0.20582871,-0.100582935,0.17019174,0.6919243,0.08243141,-0.5237309,-0.38451338,-0.27876797,0.08726072
1967-08-01,0.051790237,-0.60782754,-0.4844303,0.23630342,0.9177364,0.10857632,0.13705273,1.0697765,-0.71873534,0.0729393
1967-09-01,0.3621986,-0.25661978,-0.05861788,0.31623685,0.31656992,0.10424662,-0.75770295,-0.053455494,-0.2442967,-0.28259826
