,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1011.5131,1015.57086,1019.02954,1012.1041,1015.9554,1020.9105,1012.622,1006.9357,1016.37213,1011.41205
1965-02-01,1010.00806,1014.1433,1018.8454,1014.75903,1015.5393,1018.3895,1013.2279,1006.4842,1019.6621,1012.6983
1965-03-01,1010.8756,1016.8844,1016.02423,1015.182,1015.9294,1018.14703,1012.85706,1008.8992,1019.4947,1013.7383
1965-04-01,1010.9029,1014.6357,1017.6478,1020.3772,1017.41345,1015.40155,1019.5182,1010.21454,1016.3957,1014.18787
1965-05-01,1010.65173,1014.76154,1016.3995,1019.59576,1016.11163,1016.5092,1017.3731,1010.2282,1014.5079,1016.0118
1965-06-01,1012.06946,1011.9479,1009.5695,1025.8992,1016.96814,1015.2683,1017.4946,1012.68964,1009.5268,1016.64935
1965-07-01,1011.6055,1005.0603,1009.89453,1022.348,1016.44165,1017.3055,1013.9671,1012.4657,1002.4817,1012.707
1965-08-01,1012.2425,1015.16656,1013.8053,1020.44104,1017.6385,1018.4261,1016.4422,1012.1526,1015.9461,1015.8977
1965-09-01,1012.28156,1016.02234,1020.18744,1018.7201,1019.2566,1025.1351,1021.0736,1012.1674,1015.89526,1017.5703
1965-10-01,1012.0906,1015.9157,1024.0269,1018.9867,1019.4668,1022.7022,1018.0144,1012.19165,1020.4969,1017.9256
1965-11-01,1011.4512,1016.7765,1015.636,1014.3826,1014.214,1019.92505,1015.2099,1011.1348,1014.0211,1014.63385
1965-12-01,1010.2809,1020.9316,1016.302,1014.5842,1014.58795,1021.0867,1017.35944,1008.1382,1016.5842,1017.0344
1966-01-01,1009.6181,1018.4506,1020.2932,1015.8832,1015.45953,1021.1757,1015.76556,1009.3471,1016.71063,1015.19165
1966-02-01,1010.0212,1019.8513,1024.0674,1011.2686,1014.86615,1023.7425,1018.48126,1007.9914,1019.1128,1014.60016
1966-03-01,1009.3095,1015.60406,1020.33203,1015.86945,1015.2692,1021.83167,1014.4906,1008.6968,1017.79596,1013.3446
1966-04-01,1010.4981,1013.0893,1018.3843,1018.58325,1015.6053,1017.9643,1017.39417,1009.8597,1012.4746,1014.0957
1966-05-01,1012.1967,1008.3106,1010.9444,1021.7472,1014.0043,1019.79565,1009.8309,1011.7768,1010.2872,1012.57416
1966-06-01,1012.56104,1017.18634,1022.4225,1022.9839,1018.29474,1021.09125,1019.2086,1012.84143,1017.04736,1019.79376
1966-07-01,1011.7668,1010.89056,1014.3179,1019.872,1016.4059,1019.26056,1013.9267,1011.6072,1008.92334,1015.88696
1966-08-01,1013.12994,1012.15735,1017.3935,1023.26117,1019.1259,1022.9927,1020.74133,1012.2324,1014.8987,1016.3539
1966-09-01,1013.2145,1018.4869,1022.298,1017.9893,1020.0379,1025.9844,1019.9596,1012.3445,1017.6908,1017.4817
1966-10-01,1012.9059,1017.488,1022.1671,1018.3943,1020.13794,1025.731,1019.21796,1011.0758,1020.4009,1016.9554
1966-11-01,1011.68475,1015.2611,1021.8811,1014.72095,1017.90857,1022.86127,1015.4201,1009.354,1019.3225,1014.6214
1966-12-01,1011.144,1018.77856,1020.78516,1014.6365,1017.0874,1019.58344,1016.0372,1008.0002,1016.17365,1015.8563
1967-01-01,1011.16174,1016.12396,1020.83307,1011.08844,1017.33936,1021.32935,1014.0881,1006.5346,1018.21155,1014.1047
1967-02-01,1011.3518,1020.6154,1020.46954,1015.5965,1019.1933,1021.2322,1016.40845,1007.81165,1019.4929,1016.957
1967-03-01,1010.5036,1021.3766,1021.2053,1017.91406,1017.7399,1022.6478,1019.28467,1007.19275,1019.7447,1014.54517
1967-04-01,1011.06305,1017.7805,1018.5678,1021.88666,1018.2006,1020.7902,1018.61206,1009.8658,1021.10297,1013.76587
1967-05-01,1010.97595,1014.157,1019.424,1022.0332,1018.39655,1018.72815,1019.7897,1010.1756,1015.5697,1016.2307
1967-06-01,1011.7349,1014.4726,1021.78,1023.525,1022.53094,1023.9959,1023.274,1010.6001,1018.1216,1018.1527
1967-07-01,1011.88654,1018.7978,1019.01917,1021.31195,1020.4558,1023.12085,1020.80695,1010.923,1015.62915,1018.2979
1967-08-01,1012.6223,1024.5685,1020.25476,1018.5997,1020.0865,1025.3499,1017.84656,1011.3228,1021.6211,1023.92847
1967-09-01,1013.37476,1013.10486,1021.1385,1017.4562,1020.6161,1024.646,1014.90356,1011.70593,1016.68494,1018.51263
1967-10-01,1012.68396,1020.81274,1018.04175,1018.77094,1019.8455,1021.0718,1022.51935,1010.4992,1016.65076,1020.3295
1967-11-01,1011.72546,1017.4243,1016.4621,1013.3755,1017.50336,1021.3504,1012.7784,1008.9153,1020.28094,1015.61896
1967-12-01,1011.5826,1016.54346,1017.04474,1012.2885,1016.6813,1021.1436,1013.25214,1008.7861,1015.2976,1013.5721
1968-01-01,1010.28436,1014.8406,1018.38556,1012.7796,1015.8416,1025.0872,1014.6566,1005.9407,1019.2321,1011.2067
1968-02-01,1011.62036,1014.9393,1018.53796,1015.1969,1016.2946,1019.8569,1018.33405,1008.15326,1014.1593,1012.2143
1968-03-01,1011.5366,1022.20825,1024.4652,1016.193,1018.5659,1025.769,1018.2704,1008.50037,1020.71844,1016.6295
1968-04-01,1011.4093,1013.6691,1015.3622,1015.46313,1014.3396,1020.7628,1008.21704,1009.83923,1018.0643,1010.79456
1968-05-01,1011.91595,1012.97284,1011.46576,1015.78296,1015.8817,1019.698,1013.1596,1010.40173,1013.51526,1014.4705
1968-06-01,1012.6838,1012.5921,1022.4451,1020.94885,1016.8162,1019.0189,1008.02094,1012.0798,1012.215,1018.5137
1968-07-01,1012.5828,1015.4917,1019.13916,1021.88416,1019.8769,1020.9817,1013.70776,1011.7205,1021.1893,1016.4893
1968-08-01,1013.4201,1009.6489,1015.9361,1015.8438,1019.6114,1017.4174,1012.6537,1012.0547,1010.31226,1014.3926
1968-09-01,1012.8097,1011.8887,1011.2289,1018.8486,1015.60974,1017.57764,1014.85986,1011.8265,1015.0888,1015.725
1968-10-01,1012.1649,1016.41486,1022.49884,1016.9723,1018.0822,1023.1464,1014.71893,1011.2096,1018.62604,1018.39276
1968-11-01,1011.9495,1009.777,1017.1484,1011.8393,1017.4696,1020.31195,1012.91205,1010.43463,1014.05194,1014.7683
1968-12-01,1010.8024,1011.50586,1016.07495,1012.8247,1016.7626,1020.11237,1013.5725,1008.02026,1013.66125,1013.0387
1969-01-01,1008.5809,1014.7743,1018.7321,1012.78455,1010.91455,1019.32794,1012.79205,1007.55695,1016.18195,1009.17303
1969-02-01,1009.1219,1015.59546,1022.8259,1013.5095,1016.5158,1020.29706,1014.08923,1007.04407,1018.58295,1011.3719
1969-03-01,1010.9963,1017.9023,1020.10986,1018.1188,1017.86975,1019.03845,1020.87476,1009.4226,1016.1277,1014.1828
1969-04-01,1010.5876,1010.2051,1020.28516,1019.15393,1014.85236,1019.60876,1013.34485,1008.969,1016.49146,1013.37476
1969-05-01,1011.1541,1009.78955,1013.00665,1020.1997,1016.5807,1013.2344,1018.5144,1010.60315,1008.9821,1014.9309
1969-06-01,1011.87665,1008.48914,1019.0503,1021.5031,1019.3155,1018.62787,1013.27057,1011.2196,1016.15326,1015.37463
1969-07-01,1012.1219,1014.73065,1004.517,1025.9033,1017.23584,1016.22314,1023.9921,1011.6146,1010.2007,1015.7184
1969-08-01,1012.5224,1019.78595,1018.3477,1023.64264,1021.04517,1019.6262,1023.6052,1012.4875,1019.9563,1019.83026
1969-09-01,1011.84045,1021.7683,1014.30194,1016.3317,1016.71545,1021.9467,1015.4357,1010.91956,1018.002,1016.6555
1969-10-01,1011.86163,1015.47186,1019.72675,1020.47546,1017.31195,1020.72815,1021.0133,1011.27704,1014.9871,1017.2908
1969-11-01,1011.4118,1016.8209,1022.59686,1013.94696,1020.53906,1024.0245,1020.3781,1009.6997,1018.2953,1015.97296
1969-12-01,1011.1909,1017.42053,1017.2046,1009.81445,1016.91077,1021.4432,1014.1554,1008.27454,1015.4682,1014.0368
1970-01-01,1011.67346,1017.44727,1021.8301,1013.4888,1017.556,1021.98865,1016.8323,1009.2925,1018.66,1013.4026
1970-02-01,1010.7768,1016.8917,1019.38196,1015.9778,1016.28204,1020.67554,1015.77045,1007.65076,1017.1828,1010.5457
1970-03-01,1010.6093,1019.1841,1016.4734,1014.2766,1014.9457,1018.18286,1013.51666,1008.1071,1021.1307,1015.04193
1970-04-01,1011.0811,1013.49225,1012.4026,1019.49365,1016.36224,1019.0159,1016.08,1009.8666,1012.53986,1013.9052
1970-05-01,1011.4138,1016.0973,1018.16986,1020.29767,1017.7325,1020.9114,1012.90344,1010.42865,1017.97375,1015.5387
1970-06-01,1012.5725,1017.56726,1018.11273,1019.3814,1021.00116,1022.24896,1017.0147,1011.13635,1014.935,1018.8947
1970-07-01,1013.2861,1015.46625,1019.1336,1022.93524,1020.39984,1022.0374,1017.63385,1012.07635,1014.73474,1018.2399
1970-08-01,1012.9302,1018.7801,1021.2062,1018.7937,1022.0315,1021.2935,1020.1948,1010.7275,1017.82874,1017.59406
1970-09-01,1012.8137,1021.86273,1021.164,1015.9927,1021.2062,1022.64233,1016.7865,1010.21893,1023.12897,1019.3814
1970-10-01,1012.45667,1016.1103,1022.5656,1015.85065,1020.60657,1023.3482,1017.97546,1008.6918,1019.6945,1018.46216
1970-11-01,1012.9183,1019.52454,1024.0696,1016.06696,1021.8217,1024.3868,1020.35046,1008.7019,1019.5531,1015.76807
1970-12-01,1011.03827,1015.3218,1018.08844,1011.21533,1017.8881,1021.6108,1017.16205,1005.8682,1015.4645,1013.8144
1971-01-01,1011.5443,1016.72406,1022.762,1010.46344,1019.33185,1021.40924,1016.89307,1007.2304,1015.1568,1013.2459
1971-02-01,1011.5251,1018.841,1023.1512,1012.97906,1018.96906,1021.159,1017.3641,1006.776,1019.36255,1013.6113
1971-03-01,1011.6831,1013.1481,1020.62585,1019.4132,1018.2568,1022.1119,1014.9194,1007.1344,1016.24536,1015.073
1971-04-01,1011.1513,1017.8063,1018.08844,1019.03625,1017.03,1021.7752,1016.0598,1008.0111,1017.89136,1014.65125
1971-05-01,1012.1356,1015.4032,1011.34717,1015.6995,1016.41943,1016.9897,1013.7617,1009.6155,1013.8046,1014.1284
1971-06-01,1012.9375,1016.71515,1022.0485,1021.6178,1020.5773,1023.9997,1016.22876,1010.6548,1014.89,1019.0164
1971-07-01,1012.5375,1013.1563,1007.47485,1020.58875,1016.13275,1018.59595,1015.62396,1010.91266,1010.59784,1014.7587
1971-08-01,1013.44885,1020.4,1019.41125,1016.98517,1020.9599,1026.3074,1016.534,1011.3139,1019.8873,1021.1065
1971-09-01,1013.4443,1019.1316,1021.093,1016.29333,1021.813,1022.6744,1014.7216,1010.67584,1023.73413,1020.3443
1971-10-01,1013.47375,1013.27856,1015.4,1011.87134,1019.5712,1022.3864,1011.8636,1010.2215,1014.3985,1019.1828
1971-11-01,1012.4358,1014.4817,1019.8067,1009.538,1017.3705,1023.6119,1010.4468,1008.5666,1014.16174,1014.5207
1971-12-01,1010.4378,1014.1956,1023.6605,1010.66693,1016.3005,1021.1692,1016.943,1006.40546,1014.0069,1013.5231
1972-01-01,1010.7637,1011.42737,1013.3772,1012.15607,1012.92224,1018.6537,1013.77783,1006.88275,1012.18726,1010.0513
1972-02-01,1010.8362,1014.7015,1020.08984,1016.5926,1016.7826,1019.7461,1018.4649,1007.3089,1018.14,1013.76654
1972-03-01,1010.6531,1018.9668,1020.82416,1015.5183,1017.5006,1019.9442,1017.8819,1008.5382,1016.6932,1015.4295
1972-04-01,1010.24927,1009.34564,1015.54706,1020.69037,1016.0408,1021.0079,1013.2753,1009.64813,1012.0005,1014.0097
1972-05-01,1010.5824,1010.67993,1013.77783,1026.0225,1014.45776,1013.71655,1017.395,1009.85,1010.61365,1012.9785
1972-06-01,1011.1692,1004.8004,1011.093,1023.59576,1013.6828,1017.3806,1014.5909,1011.3092,1005.7597,1012.79913
1972-07-01,1010.2518,1010.44806,1019.4255,1020.3829,1015.637,1020.99164,1013.0454,1011.9405,1010.0619,1014.08966
1972-08-01,1011.0881,1010.7156,1008.9582,1016.4707,1016.45197,1018.57806,1014.1834,1012.9691,1008.9557,1016.7032
1972-09-01,1010.88617,1015.6864,1021.24725,1021.4384,1017.18634,1022.07153,1020.43854,1012.30975,1014.48773,1019.2899
1972-10-01,1011.12866,1018.22626,1019.11865,1017.2651,1017.20135,1023.9214,1019.01117,1011.9998,1019.0362,1018.75745
1972-11-01,1010.51306,1020.8566,1017.6269,1016.5357,1017.26447,1021.45654,1018.4868,1010.33057,1021.27167,1019.2893
1972-12-01,1010.24994,1005.76904,1020.0986,1013.9991,1017.2701,1021.5547,1010.3574,1009.8975,1014.23773,1011.90485
1973-01-01,1009.66486,1017.36615,1021.17883,1013.97656,1017.4916,1022.92474,1018.2761,1009.0963,1019.71655,1015.3585
1973-02-01,1010.2648,1015.5327,1025.0038,1015.4099,1017.29156,1024.3286,1019.1777,1008.74133,1016.0987,1011.0114
1973-03-01,1010.3143,1015.1655,1021.7004,1016.68964,1016.0209,1022.04956,1019.1956,1008.86163,1019.90173,1013.4267
1973-04-01,1010.6403,1012.4255,1017.89667,1019.7558,1013.94696,1021.5531,1017.40344,1009.47186,1015.95917,1014.2132
1973-05-01,1012.1329,1009.122,1016.16296,1020.8432,1016.7572,1021.02576,1015.952,1010.7368,1009.6146,1015.9829
1973-06-01,1012.657,1020.78076,1017.0022,1019.69336,1018.67413,1022.09845,1016.2581,1010.70337,1020.5519,1019.5795
1973-07-01,1013.039,1018.54614,1016.125,1023.8926,1018.77765,1021.3139,1021.0773,1011.24744,1013.7135,1018.36224
1973-08-01,1013.58813,1022.74084,1022.15955,1019.1834,1021.0695,1027.0044,1014.9334,1011.3181,1022.0656,1019.813
1973-09-01,1014.10455,1020.18085,1026.6584,1018.8831,1021.1705,1028.1221,1015.18164,1011.37213,1023.90155,1020.2567
1973-10-01,1012.93994,1022.0097,1026.445,1017.8015,1021.28625,1025.279,1021.5351,1009.9027,1024.0463,1019.5552
1973-11-01,1012.67755,1015.1277,1022.0798,1011.35736,1019.66125,1026.5002,1015.28906,1007.8938,1015.52893,1015.8613
1973-12-01,1012.91486,1016.8498,1022.6277,1013.61774,1020.2888,1024.8398,1016.14624,1007.4302,1019.4265,1014.8826
1974-01-01,1011.91956,1016.3306,1022.0778,1013.37787,1019.712,1020.95703,1016.70825,1007.0153,1021.86597,1015.10596
1974-02-01,1011.26276,1019.3914,1025.8478,1014.2127,1019.52856,1022.1872,1016.78845,1006.31226,1019.57886,1014.8336
1974-03-01,1012.0037,1019.0552,1021.2953,1016.5589,1019.1788,1021.61597,1018.2672,1008.09875,1020.2812,1013.31274
1974-04-01,1010.6765,1015.77026,1016.51,1016.5365,1016.70764,1022.2776,1016.6601,1008.68896,1018.9811,1012.2436
1974-05-01,1012.0941,1015.71594,1013.70935,1019.34717,1017.3971,1017.90717,1017.89703,1009.83826,1013.48456,1017.41205
1974-06-01,1012.3312,1013.6062,1020.1535,1018.97974,1020.40894,1022.0901,1015.4075,1010.3987,1013.884,1016.7226
1974-07-01,1013.0559,1010.84705,1021.79663,1015.5067,1021.19415,1023.2645,1008.34937,1011.16693,1016.8007,1016.1058
