,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10
1965-01-01,23.605682,28.883698,28.932617,26.305084,21.88977,17.440521,21.502075,21.885773,27.184753,24.65451
1965-02-01,25.610016,29.24945,28.660675,26.962708,22.807343,18.364075,22.223053,22.684113,27.350403,25.84851
1965-03-01,26.856415,29.063324,28.528442,27.160278,23.154114,17.396606,21.959106,21.874786,26.715729,26.788055
1965-04-01,26.892365,29.381683,28.924622,28.55539,23.169586,17.133636,21.256561,20.694244,26.613922,27.778015
1965-05-01,26.531586,29.439056,28.833313,29.042389,22.485016,16.348297,19.587555,18.529755,25.665405,27.372345
1965-06-01,25.542664,29.150146,28.956543,28.643219,21.462646,14.341461,17.770325,17.676514,24.840607,26.568024
1965-07-01,24.147064,28.888214,28.726044,28.340332,20.642853,12.8550415,15.998505,16.87918,23.390137,25.215332
1965-08-01,22.456085,28.675629,28.737,28.565369,19.833038,12.957825,15.309448,16.608246,22.762451,24.722351
1965-09-01,22.114288,29.00595,28.867249,28.180664,19.127014,13.421875,15.589874,16.685577,23.130676,24.4599
1965-10-01,22.352295,29.539856,28.898163,28.75946,19.758698,13.470276,16.417633,17.170563,23.741913,24.30423
1965-11-01,22.381226,30.094177,29.470001,28.980011,19.476776,14.56897,18.014801,17.854645,24.95337,24.5607
1965-12-01,23.494904,29.97992,29.280884,28.652191,20.084503,15.620789,19.414917,19.227295,25.784668,24.950897
1966-01-01,24.98236,30.14685,29.458984,28.50586,21.346924,17.62323,21.343903,21.040314,26.842194,25.32428
1966-02-01,25.7146,29.560333,29.088318,28.600159,22.136139,18.342346,21.74179,21.778107,27.39038,26.081726
1966-03-01,25.534058,29.727264,29.077728,29.035889,22.026215,18.092224,22.012604,21.108887,26.903717,26.510376
1966-04-01,24.813446,30.180634,29.502869,29.307709,22.374664,16.339783,21.009552,20.178467,26.562317,27.104431
1966-05-01,23.754913,30.120117,29.420654,28.829132,21.689331,15.512756,19.791687,19.22232,25.487183,26.624847
1966-06-01,22.955627,29.69397,29.51648,28.754486,20.210754,14.794647,18.211731,17.258606,24.581451,25.70755
1966-07-01,22.161346,29.50235,29.332397,29.033356,19.032227,14.588898,16.844086,15.104767,23.782166,25.117523
1966-08-01,21.222351,29.033875,28.786774,27.679321,19.049347,13.659973,16.705902,16.080597,23.746857,24.375702
1966-09-01,20.287415,28.921417,28.430237,27.604706,18.79721,13.467346,16.272736,15.624207,23.476044,23.698456
1966-10-01,20.391296,29.365173,28.723724,27.22345,19.132568,13.440094,16.570251,16.41391,24.092804,23.702972
1966-11-01,20.962158,29.598175,28.846252,27.175049,19.437164,14.639832,17.914703,17.038239,24.795288,23.903687
1966-12-01,21.778107,29.628418,29.182129,27.57898,20.433136,15.917694,18.945984,18.86026,25.575928,24.40091
1967-01-01,23.418,29.11438,29.502045,26.831146,21.644592,17.56839,21.046112,21.071655,26.92279,24.952545
1967-02-01,25.384247,29.381317,29.240112,26.901245,22.572113,18.251495,21.821869,23.181122,27.390045,25.5896
1967-03-01,26.085419,29.556122,29.459473,27.034454,22.377289,17.824799,21.865448,23.334381,27.215271,26.325806
1967-04-01,25.763367,29.693848,29.312225,28.01059,21.985138,17.401093,21.105194,22.041748,26.234161,26.885223
1967-05-01,24.511322,29.502533,29.577667,28.589539,21.383667,16.140533,19.605225,19.621765,25.195953,26.880707
1967-06-01,22.844055,29.117401,29.390839,28.178864,19.995361,15.72583,17.697601,17.619446,24.489288,25.700256
1967-07-01,21.112701,28.649628,28.793365,28.2034,18.822449,14.719177,16.281769,16.566711,23.44104,24.692596
1967-08-01,19.681366,28.35263,28.894531,27.188232,18.590546,13.540741,15.68927,16.161072,23.548737,23.511658
1967-09-01,18.68573,28.503876,29.070312,27.01593,19.168,13.204193,15.940704,16.578247,23.69345,23.154572
1967-10-01,19.3508,28.403717,28.860962,26.453522,18.976196,13.949402,15.819,16.765045,24.596954,23.062927
1967-11-01,20.39151,29.08133,29.317719,27.061523,19.44046,14.669098,17.918945,17.894928,25.45337,23.237701
1967-12-01,21.391663,29.010712,29.40036,26.94934,20.643951,16.276733,20.106567,19.322266,26.41043,23.628845
1968-01-01,22.578522,29.028229,29.060883,26.217865,22.138794,17.823334,21.427063,21.377106,26.716919,24.66922
1968-02-01,24.657349,29.293335,28.69043,26.366241,22.946503,18.63498,21.970642,22.397491,27.011719,25.290955
1968-03-01,25.205383,28.596924,28.48764,26.156525,22.826813,18.049347,22.235748,21.987946,27.239716,25.85086
1968-04-01,25.073334,29.244385,29.235474,27.302032,22.377197,16.969116,21.82721,20.599579,26.696655,26.540344
1968-05-01,23.05481,29.719696,29.262695,27.7482,21.735687,15.635651,20.477905,18.658234,25.811798,26.442413
1968-06-01,21.86972,29.412537,29.367035,27.740753,21.14215,14.054382,18.877838,17.794647,24.830475,26.276215
1968-07-01,21.030884,29.085114,29.254272,27.75708,20.294403,13.053284,17.3208,16.91919,24.370483,25.09607
1968-08-01,21.086273,28.804169,29.45459,27.811981,19.491638,11.8029175,16.819763,16.975067,23.976776,24.56189
1968-09-01,20.671295,29.049988,29.380402,27.514221,19.649933,11.744568,16.122345,16.298431,23.525696,24.2211
1968-10-01,20.913666,29.528778,29.913605,27.828796,20.276093,12.867828,16.766327,16.671387,23.849182,24.081635
1968-11-01,21.638763,29.953156,30.139618,28.2052,19.753296,14.454041,18.623108,16.90335,25.445282,24.102905
1968-12-01,22.381165,30.017944,29.891815,28.534119,20.775665,15.40271,20.137115,19.735504,26.37909,24.552002
1969-01-01,23.766327,30.251068,30.093658,28.632843,21.590729,17.475403,20.923645,21.387665,27.000763,25.291748
1969-02-01,24.710815,30.051605,29.700897,28.399017,22.688019,18.434235,21.969635,23.015137,27.106903,25.885529
1969-03-01,26.374695,29.686035,29.558868,28.513885,22.835175,18.472168,21.550201,22.671082,26.94281,26.757202
1969-04-01,26.715149,29.874207,30.164429,28.750244,22.272675,16.618591,21.0354,21.545074,26.41571,27.63501
1969-05-01,25.403015,29.757812,29.947021,29.166107,21.927612,14.849609,19.287964,19.428467,25.71991,27.549896
1969-06-01,24.452393,29.282501,29.598846,28.7005,21.09488,14.6701355,17.881989,18.266571,24.982574,26.460297
1969-07-01,22.32138,28.753845,29.126099,28.053436,19.605347,13.355438,16.579102,18.355255,24.007812,25.551727
1969-08-01,21.447662,28.37442,29.085083,27.442749,18.940826,12.954468,15.799713,16.648834,23.532501,24.509796
1969-09-01,20.735443,28.779999,28.925598,26.826935,19.006989,12.491974,16.337097,16.408875,23.595581,24.20523
1969-10-01,21.273834,29.045074,29.162506,26.931,19.389984,13.356995,16.617554,17.5318,24.296509,24.30777
1969-11-01,22.532654,29.347107,29.434784,27.479645,19.535095,15.461304,17.104675,18.11734,25.589142,24.434937
1969-12-01,23.244354,29.095337,29.741394,27.34018,20.779541,16.399628,19.239777,20.310913,27.181244,24.75235
1970-01-01,24.483551,29.166199,29.876984,26.856659,21.414154,17.61847,21.226654,21.848572,27.76477,25.469147
1970-02-01,25.46762,29.26538,29.60321,26.741974,22.573822,18.22696,21.59134,23.256744,27.721375,26.121582
1970-03-01,25.749664,29.273132,29.419312,27.192932,22.547485,17.640167,21.601166,22.00821,27.901642,26.830292
1970-04-01,25.70575,29.7406,29.438934,27.890808,22.569702,16.18396,20.962158,20.871246,26.53949,27.407806
1970-05-01,23.519653,29.630066,29.891968,28.262726,21.944672,14.978851,19.550934,19.614471,25.556976,27.195496
1970-06-01,21.228699,28.96524,29.519012,27.925415,21.012268,13.944672,18.186157,18.485779,24.323425,25.6391
1970-07-01,19.930603,28.484344,29.283447,26.762634,20.238464,12.943573,16.976898,17.695435,23.794983,24.381805
1970-08-01,19.236847,28.422333,28.899658,26.375214,19.274048,13.514893,16.858093,15.731995,23.834259,23.703552
1970-09-01,19.542664,28.225525,29.125885,26.1474,19.237366,12.828918,16.641663,15.839935,24.08789,23.203003
1970-10-01,19.859833,28.358795,29.254517,26.097809,18.966187,13.416229,17.023895,17.06781,24.836365,23.308899
1970-11-01,20.379486,28.532898,29.174469,25.609161,19.095306,14.807343,17.923767,17.638092,25.922699,23.227295
1970-12-01,21.344421,28.651184,29.263306,25.611206,19.82315,16.94693,19.565887,19.33551,26.725433,23.681335
1971-01-01,22.865509,28.545074,29.549164,25.479462,21.256104,18.271545,21.168152,21.467102,27.239563,24.321228
1971-02-01,24.383972,28.389923,29.12024,25.383118,22.130219,19.256836,21.805084,22.723694,27.608704,25.02536
1971-03-01,25.45279,28.481323,29.131622,25.498749,22.455872,19.22522,22.086731,22.410889,27.429321,25.95877
1971-04-01,26.067474,28.71457,29.319397,26.680695,21.731476,17.9375,21.262543,20.79953,26.432648,26.478607
1971-05-01,24.22287,29.003143,29.481964,27.184723,20.508972,15.717346,19.337372,18.447449,25.317871,26.112946
1971-06-01,22.903046,28.356323,29.511597,26.993011,20.31131,13.549591,17.721558,17.393951,24.279724,25.501709
1971-07-01,21.864868,28.230316,29.317902,27.404114,19.122925,13.236816,16.846466,16.312286,23.375458,24.338501
1971-08-01,20.386932,27.834503,29.20523,27.110596,18.597168,13.65979,16.385925,15.034454,23.543457,23.48465
1971-09-01,19.770233,27.927399,28.584106,26.277496,18.771606,14.100555,16.872162,15.209869,24.222382,23.419922
1971-10-01,20.152222,28.370636,28.926544,26.220184,19.018158,13.931061,17.728973,16.469421,24.807434,23.133331
1971-11-01,20.841522,28.783752,29.546692,25.911835,19.549377,14.641144,18.225098,18.356018,26.318024,23.140228
1971-12-01,21.69046,28.819305,29.392517,25.780396,20.798523,16.267334,19.612122,19.963959,26.629822,23.45401
1972-01-01,23.976593,29.012451,29.347717,26.116241,22.182709,17.6026,21.030151,22.21762,27.138702,24.724548
1972-02-01,25.86612,29.200897,29.116241,26.588745,23.342926,18.468689,21.563385,22.838837,27.024414,25.962708
1972-03-01,26.762817,29.051666,29.209991,27.117188,23.106659,18.53421,21.149689,22.877106,27.275482,26.601654
1972-04-01,26.464874,29.513672,29.709747,28.409882,22.749908,18.036835,20.666687,21.856537,26.408905,27.182709
1972-05-01,25.766174,29.365417,29.66336,28.968933,22.219055,16.000488,19.052124,19.813019,25.35965,26.898651
1972-06-01,24.895752,28.989502,29.092804,28.968933,21.336212,14.745087,17.157349,18.965088,24.06363,26.142548
1972-07-01,24.289368,28.660492,28.963196,29.075104,19.776672,14.203247,16.409363,18.098999,24.036377,25.448608
1972-08-01,23.566254,28.652832,28.453888,29.371613,19.504547,13.144409,15.855103,17.111908,23.589691,25.145416
