,vws_u850-250_cluster1,vws_u850-250_cluster2,vws_u850-250_cluster3,vws_u850-250_cluster4,vws_u850-250_cluster5,vws_u850-250_cluster6,vws_u850-250_cluster7,vws_u850-250_cluster8,vws_u850-250_cluster9,vws_u850-250_cluster10
1965-01-01,21.50884678121582,1.2904542348171653,19.170074048153943,11.491395007086055,8.594641428603701,37.52387710395481,32.16088157521301,2.6245048481048388,6.227300745179244,47.74494836228259
1965-02-01,19.269939909453225,8.248224543123827,25.331093613431246,-0.1550335619319428,16.67877550563036,26.012565394760898,36.06414575550799,2.139023095600897,15.697614331013911,40.47167591554479
1965-03-01,32.87380948427602,3.9917363117034133,22.332385817861176,3.6727218251005205,14.798210132023653,18.607543804352474,39.87277704722572,1.7023179014612395,14.302433846381202,42.56694091067377
1965-04-01,43.61872243504987,0.7786788760162591,23.485625747097544,6.501223946744437,15.696838386278099,19.215172581142117,55.61810134852499,6.328938908532569,19.35389482391716,72.30523700459372
1965-05-01,59.51445538309922,5.10157314112644,29.850372872135146,6.323052763944604,24.020077877122848,12.390043925398178,53.73461193984544,15.163856452244648,28.246984217586352,74.72550245305906
1965-06-01,69.52447900412174,2.9701044133955414,29.142135434138698,9.363563190811835,21.82142136219201,3.181606002001674,49.32587610911817,15.874853354512743,28.402799799845965,76.49561140725716
1965-07-01,67.26838335505417,-0.6630549662556058,36.421650471107846,11.445208039820553,20.555959760180247,9.466464695595954,52.073542634205346,8.512937411374752,27.80510421797449,89.46726508418118
1965-08-01,66.65266352800319,1.286892088583322,31.807035403671943,4.790579967819877,24.976210016073527,-1.2386178351291297,45.776267040609206,14.248016009467383,32.52209434874454,73.81681027190288
1965-09-01,66.18022233408146,1.1515319737972949,25.09094580257775,5.495953655363641,24.987251722982766,4.511949171638985,39.84582768335802,14.988951670753295,27.13901777084448,70.55429224408238
1965-10-01,50.397734500437124,1.4434844235644897,28.48390469862572,3.9511078481092397,30.324685685098668,17.758699305469076,40.71224934271857,14.437623663311761,24.019914839016185,62.28766216466902
1965-11-01,57.46601609196344,-1.1817002307940163,25.308890737692682,6.181934067801117,16.56330481267715,11.349431516889611,38.96779018734014,12.329982288613559,21.981677210124996,54.82638010974473
1965-12-01,45.13137420480011,8.042556331605953,20.165954844804464,8.1609684326349,15.921910476441035,15.419004811694743,42.56197040794554,11.260710107202518,20.5626068697917,42.13136629521174
1966-01-01,26.101608783276998,2.3873726641596273,21.574915485454717,6.7770038536573445,19.5715285351181,22.6542919666337,27.067407159948996,3.0417253890179126,17.695329108944307,32.6651810013759
1966-02-01,33.20991380986288,5.725064894413704,18.144524264403234,3.673259904604011,17.2163045059216,14.655523152866438,28.879778445961072,5.491738777691544,16.97580182832612,39.25863711258522
1966-03-01,34.78375267088895,5.026265450916829,21.419705145398,3.8889910970316794,17.95840264936702,15.766628188800336,27.520333550040156,6.941169714631491,23.571598677411345,37.48565903626652
1966-04-01,48.260540054249084,2.6186164959933165,23.581818145528196,10.556760216538121,17.383160095482058,16.605133333824288,46.36636721335192,9.902349982539674,19.18705249333518,65.32498884136841
1966-05-01,61.655451583803064,5.246639079738165,24.32800294761343,7.758053203207677,21.353160824301778,9.075369309819406,42.580308348236244,17.415334245111772,24.250417664374673,77.27019428332628
1966-06-01,61.56820124554542,2.2658900219034486,30.925367655340015,3.683595076965341,27.186691884276325,5.082247817137507,50.274204028034106,14.86196083172756,30.568232941893612,76.20149812663001
1966-07-01,72.13341516262214,5.283890738813882,35.12072486305716,8.598372805968678,25.360735112746276,10.412869093136207,51.6754520799538,13.278788529435849,33.151068993802916,84.8462168146174
1966-08-01,58.057493351410834,6.9422121413658875,30.448071007638195,6.531675438568858,29.970006178946736,10.565433152566447,45.09311627603194,18.031666979106365,29.92486046124258,84.91610501591609
1966-09-01,61.04673118315051,2.9665825372226036,26.689443572704235,4.889400855796384,29.80744607347442,6.084843570481316,42.669674429188134,13.777330430475368,34.2392733460075,77.21320325087142
1966-10-01,45.636805228036245,7.595117193465757,22.495171312957627,5.327858130000606,24.743204574124015,14.782119494344176,38.56955553248226,15.469069944400047,27.021194901783062,66.1378798313089
1966-11-01,43.29695622950944,8.110075211677096,20.65431364364939,8.708235206300094,22.57285565711197,25.255823547884415,33.334402307916406,17.21866887251973,24.393900494127784,57.90618971539605
1966-12-01,31.91806951684677,6.469553761526409,22.734482489991343,4.940377195002429,16.619628145639805,19.789366901044943,37.84327602689165,11.84203054384512,15.754488049337546,41.53464776818956
1967-01-01,13.922529274072774,13.759028763191779,26.73911592055068,0.6880117462224425,12.517732392319376,35.65378266241887,26.677380667748142,3.01634460937885,13.813412736027567,33.62795603091366
1967-02-01,14.314444390465894,12.029088227721479,20.75401605237238,-0.2839192674206993,14.578412066092515,24.862347323753063,25.435232205533335,1.2694868842813192,18.31787442325492,23.576005804646563
1967-03-01,22.76623304447496,11.611385959189654,28.629780710926685,-0.8850888760641885,14.930676220299318,26.356228912624864,25.686476500739154,-1.2846945231437505,17.63712016441383,46.5815786610573
1967-04-01,26.46638713873466,4.8652601713032855,25.769389896163474,6.413925234456152,16.415820279388736,22.9862750314523,41.91524245942762,6.318865843738877,14.803081022987453,58.59643490240222
1967-05-01,39.08942425417473,10.75171279802962,25.037468286709075,12.536564412338873,25.47008504233139,21.60040318823681,44.74779767644687,16.982813569962463,19.357541000140213,61.750246232831714
1967-06-01,49.69938675025002,10.443009259788552,31.309600326984746,4.784751837173189,30.209072303402525,11.354509696719775,42.006189612156604,14.981529245837569,25.835282713584224,73.13888715144499
1967-07-01,51.73993675619932,9.030579880264577,34.47545885294335,13.610493188371168,28.55408725642372,17.23596076571509,39.18618045201005,16.089673708374235,20.496685481082917,79.50981786979519
1967-08-01,61.575412543931655,10.884349535458977,35.117054688889,12.675657030119579,24.343021904804523,16.831494055863168,45.55396076516402,11.160227026689569,28.104247108967876,67.92045419570002
1967-09-01,52.03143191807803,4.765756711839919,34.204518677097695,5.371932231607486,27.859188538803743,7.1176725622076695,39.5678758587954,10.21435175591472,27.569029947790515,73.84945180191845
1967-10-01,60.99214930064871,9.778707455401316,23.635815798286938,7.663112908092341,21.27520213940165,18.3993565503606,50.81926966261401,17.21525697091908,25.89828382599684,57.39652341293035
1967-11-01,51.40659636666905,8.153098306953877,25.12371413158605,10.017009346564006,21.061230685407494,22.626204913034062,28.793777449708173,14.743443406815306,23.201233111967145,44.505335291323405
1967-12-01,32.17866767711695,6.068064855921156,27.59878834462386,17.016357046777152,15.840629972325326,31.457691803771013,31.532771520514768,9.821046820716642,15.199106141168759,41.45577499182938
1968-01-01,18.31323285143905,10.0438417504168,21.214859540104797,9.95295284184939,14.364922027621413,38.53518721868935,28.475535467645464,3.168653350726302,11.613410683292333,37.34404738014314
1968-02-01,13.823593481426817,-0.24918709234374403,22.262634598391976,4.107177650308814,11.34772374242062,32.90909752316286,30.477336023360397,-3.839608148935206,11.53861130596963,31.33311043800735
1968-03-01,18.27972163552769,6.121522444193179,23.09558351154066,4.585045465510794,17.149580096907176,28.779746253524035,26.023701639422725,5.125649234397554,13.956176236687988,29.964042659270063
1968-04-01,39.540571402335075,6.630989327068705,29.06768153823767,13.077549016789712,19.024876776582992,23.18648710470594,29.826169540912982,10.288379500527128,16.306551537288918,43.778071704577705
1968-05-01,45.04053169174222,12.04957689237857,29.019008992404878,9.755837904532449,22.05673027791364,15.103918866932753,29.20909478671683,13.721795375604579,19.571799752262113,59.81640457308669
1968-06-01,49.33815435305555,6.279243998042272,35.52970986385862,7.051708033722288,28.411723972895974,9.344781541430454,33.182848472342485,13.344543505605122,25.573977350845034,65.78236372965978
1968-07-01,41.330344735996796,10.517947743701143,40.45619974598438,11.687344499847082,31.958088879956787,18.050452870919464,43.71953363665983,15.74592966026743,27.25945567324809,69.8198537717023
1968-08-01,59.201199215513945,7.803104941750208,38.84913023261157,9.740451381101966,26.234531779754526,15.233403736239266,50.18975383918833,11.823390960483904,30.412010725432594,80.99994092747369
1968-09-01,74.22797019571411,7.578174310084656,30.077956611769185,6.172961461798343,21.092875854079256,7.620266156736319,51.26115641978117,13.354985206528864,30.31082851828459,83.93537237977898
1968-10-01,48.91192325878864,6.000841805373241,29.446668527112507,3.4095807351204415,29.53646347620181,11.04385412925791,39.0727919677466,15.679611991739428,31.250198757658264,59.66875507588537
1968-11-01,41.93874476720522,8.14182638863627,32.09569433745853,9.147500452706014,17.70713087533608,19.677207431938086,40.98296572720659,11.372738426798943,19.64714204197026,58.46695024774097
1968-12-01,33.183312245565354,10.430527793893363,23.707170489842365,11.129853395257827,16.401208378577525,30.721697338889317,45.81343242602507,9.215310935204998,13.465687857237775,60.272242754779704
1969-01-01,33.98781339737886,2.722459053175814,22.837116797784827,12.003588912875715,10.823763465925087,25.120613008447247,32.44226224862276,3.005314814329995,12.002331641455728,54.84363399993138
1969-02-01,15.680432917545865,3.5957969433290913,25.42643047420132,6.806603235594598,17.017962134784828,28.826800742652818,29.81270653656121,-0.2638782265323529,18.699201133082415,35.37193597309465
1969-03-01,27.621274482040896,8.377469675503043,24.06819206719841,5.239545168021778,18.31639164755285,18.10450758809073,39.894902009745245,4.295526424545264,17.943252445213417,57.31365356074282
1969-04-01,40.14156520341106,5.452836298643945,31.375835236063853,7.290696161366366,24.565484137683928,16.129815500112215,36.810736451655,6.539453505002262,20.073969476576952,57.42096318102775
1969-05-01,63.99088746372953,4.296298080821487,28.56450437874851,5.825036009889032,20.697496802727876,6.494860656869763,54.83201839320305,15.798293227144034,29.04245418419301,65.09940463542354
1969-06-01,66.72603265025303,7.035854920659149,29.191521988022107,8.73202637017763,31.19042069747698,13.473713448431708,40.334450430808744,16.068755244396367,30.841715272265205,76.63854194592469
1969-07-01,79.30310542832275,7.19359855138319,30.30995470691838,8.98811770692741,21.469307477357304,7.239113624376324,57.49063074678833,15.370225229676542,34.2094555330187,87.5892854420803
1969-08-01,78.37962826029829,3.991868175901611,31.166580967951163,1.8566399577477644,22.58298340854192,-1.115892163226633,60.798953074387434,14.401478175487826,37.34124896122436,79.79091705804994
1969-09-01,74.53310914670625,6.1863741138722,22.55567168926003,7.316767691939094,22.376403799309465,9.286452617623093,55.76173308137346,14.066662821113905,30.70041954039439,77.0919141608024
1969-10-01,73.97983831886049,3.138239350293555,17.959771261348024,-0.6541693666999376,23.336838072718063,2.1433051039560844,45.9131918816616,17.541947862588454,34.10612755688711,66.17533272244896
1969-11-01,45.624717684879066,3.153506443425997,16.420302823377384,1.8344206629430433,20.41340828739006,11.75600235858904,31.480623663932388,13.59466662442724,19.972279730947815,57.23237967609686
1969-12-01,31.076434218536285,10.386478386816576,24.90547326601042,8.656354532869345,15.316850063046145,25.49293880826822,38.1686747132574,6.459114663039805,15.663904549177996,46.126105989235135
1970-01-01,23.649861237866148,6.830745312062437,24.07710790368014,7.313856392549161,15.729854979176146,23.830101732926614,30.007299657780358,2.372527456806279,15.26059613727703,42.95037341166214
1970-02-01,13.618645128104513,2.662714238517195,21.269105645184023,7.944599149158518,18.36507400077696,29.69114730885552,26.137229818440844,0.23382487032662566,10.049213660838525,39.72660245197276
1970-03-01,39.5138999651298,9.204876906722632,20.907601782885493,5.3127368413920095,12.023583045973275,16.33389113358627,42.8928337735248,3.759525455385114,14.994201145487656,51.55984334863753
1970-04-01,41.31118471280606,8.429676329623842,28.596050656001243,7.514585577377646,20.219696484534957,12.458468195217598,43.07552459682695,9.295991147465696,18.2316804087789,54.42048667189213
1970-05-01,45.87990967542078,7.660678860402444,31.08147280603597,4.664328374475024,27.684381053693755,13.782322124986377,37.65837157780246,13.162852892197998,24.329789774632147,73.49422085205308
1970-06-01,44.836083614018335,9.818198868357793,38.632107025657476,7.503964929829321,27.45413068298715,14.574772840324291,41.74545357319188,12.564009635613683,23.85395477715556,73.06588708264103
1970-07-01,57.8312893662108,4.894584661140492,36.60086485573201,8.540310578142993,24.167852176410168,10.635312171141496,47.805092475245935,10.653741286498686,25.253993692322283,82.84393095566354
1970-08-01,53.71027902767783,12.343713807229967,32.53981371886418,3.0147265740702,29.806514384639865,10.365398637738263,51.334443315748686,16.235131361647017,31.71437858131707,71.11613749925338
1970-09-01,47.14832254447939,10.641242290355365,31.212418351453834,0.15995026628742112,27.136948722480863,7.446606489041255,40.205657227603055,17.881384914968653,32.88238516473748,59.370043342629124
1970-10-01,39.006968898570335,14.801776602876176,31.0973762868047,3.055943113281242,28.389011098438726,19.41965576725613,38.25541241106134,17.282864389601585,25.673023220015327,54.11878272643219
1970-11-01,27.83281239823056,13.840184379672447,24.413551648322752,4.7866580883233425,26.571789365816795,28.337095430593386,26.888966303544283,12.005329720542013,21.283485311244583,60.43172594999794
1970-12-01,16.644312170176654,12.23483593008052,27.418065238706337,8.660709977022574,18.297924332342006,35.55295212217962,34.351127822092536,6.0240559016385875,15.468692088473043,47.208618185244205
1971-01-01,-2.1442814933327026,7.598678186214174,24.76274377206171,6.486867923769984,17.037767359722334,37.87531320867232,29.969857367149377,1.349686306985881,12.635937391229923,39.757103870089445
1971-02-01,11.856170928401914,6.92725051363368,18.76314756981203,-5.448833938471905,12.823700512242985,27.670698123080548,21.47906441917021,-2.3817081225045533,16.42807275355426,32.78338420508332
1971-03-01,7.80724454433596,17.921620777887725,28.899607683956337,-0.32541999661457566,16.104772351451363,26.959278942344216,26.887484516619228,-1.678554143831051,17.88098590284029,34.24959386313891
