,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10
1965-01-01,0.1333536265732406,-0.14424361417897874,-0.11318138962195924,-0.0629192797948193,-0.0685425424897993,-0.5810367919149854,-0.08534849931796393,0.5676738545298576,0.3860593669944339,0.1238138174887785
1965-02-01,0.10069194552186247,-0.023747227775553863,0.15990409907723263,-0.12172073964646321,-0.11773383295213855,-0.8193766786938622,0.09619023030002913,0.34425437450408936,-0.12175683622007016,0.047433560656518055
1965-03-01,0.03853030381845189,-0.14741610632174545,-0.19035908924646613,-0.03649161894195127,-0.05473160763850083,-0.7393129524730501,0.16876618067423504,0.7147329300642014,0.1379912926091088,-0.04722270538511965
1965-04-01,0.04652557386593385,-0.02997780490356187,0.11204152006255694,-0.07100879331890321,-0.03962927070018408,-0.13087173657757895,-0.04795682616531849,0.28667330741882324,-0.05839473947330757,0.22069796458962038
1965-05-01,0.060727644421450504,-0.01791496243741777,-0.036575946926085415,-0.11991510624127673,-0.051141892736022536,-0.03687673957929725,-0.10766235490640005,0.5947805196046829,0.008492260584952654,0.05027651402753653
1965-06-01,-0.0198905598130319,-0.016587625658656988,-0.1190581490778295,-0.11200611757126865,0.046760714738755614,0.24093983783608391,0.042990281557043396,1.4781130850315094,0.2056827147801717,0.056686982051613405
1965-07-01,0.0020774272603115863,-0.050858831026643105,-0.24171041801941298,-0.0030623267817970934,-0.014458939030363754,0.2025555819272995,-0.10949819038311641,1.8101288378238678,0.27885621896496526,0.13962212911586172
1965-08-01,0.04682928964785941,-0.08393389168001401,-0.04483288354124905,-0.11621670711119443,-0.10781352584426468,0.41852997882025583,0.16377614190181097,0.9993219375610352,0.1599374054758637,0.06851578496166111
1965-09-01,0.05151479408241712,-0.08592045245071253,-0.16540531530853145,-0.1510566926949861,0.010131028279460766,0.34300695572580614,-0.10148573045929274,1.896650344133377,0.20750457489932023,0.13733014617998576
1965-10-01,0.06244225282367174,0.01832309127267864,0.050132470744207874,-0.09557889583243044,-0.11657251900917776,0.4863127711273375,-0.043049370869994164,0.4169108718633652,-0.12750933291735472,0.0831718604589246
1965-11-01,0.020098592178871878,-0.1393315459912022,-0.004400904020987266,-0.02818942464740071,0.12958044739993843,0.28759239330178216,0.1987105856339137,-0.347677543759346,0.05594702368533169,0.014754794730046362
1965-12-01,0.08335201819608738,-0.011039292439818382,-0.015463487029629798,-0.07085070408732685,0.12429300192240123,-0.5062646809078398,0.20401500165462494,0.2666824124753475,0.14675248552251743,-0.10457790082262963
1966-01-01,0.12043578453458749,-0.0037876607368363896,-0.09103126762327084,-0.17043582336446703,0.05394395038082793,0.05820989165277708,0.02817815480132898,-0.15858251601457596,0.061172433197498315,-0.02467056217881822
1966-02-01,0.19649917187241764,0.1241217056910197,-0.20557361816571765,-0.07053721720809178,-0.005309649969677668,-0.733428058170137,0.023190124581257503,0.20035315304994583,0.06765265845590167,-0.013704921512566892
1966-03-01,0.15443807358962375,-0.0190515540048687,-0.03396677746137312,-0.09517542006361564,-0.14362338225583773,-0.4829333296843938,-0.14176366229852042,0.3826184570789337,0.048906628594354344,0.06495574393223241
1966-04-01,-0.0037353304396202038,-0.025367670847723883,-0.12008541009642862,-0.08653043121691571,-0.12186392134911306,0.25483057612464544,-0.08782532686988513,0.9396038949489594,0.10380815300676557,0.17669701699129087
1966-05-01,0.04657925433152682,-0.20309827911357087,0.10962800299825748,-0.05181641225388508,-0.08884157884765316,0.0436025494266124,0.0701971414188544,0.3320983424782753,3.1951798586373183e-05,0.03767345753527179
1966-06-01,0.013397921495859257,0.11124942555195756,-0.02989786838697008,-0.01867316071166108,-0.07181984145899077,0.26188028000649954,0.09247353921333949,1.0897693037986755,-0.13957650021270468,-0.03136085711189152
1966-07-01,0.04482056912300842,0.025621806788775656,-0.055547820573503326,-0.06491892064446644,-0.06628116542423093,0.2546263060399464,-0.08294519037008286,1.5615540742874146,0.02802855645616849,0.017375710237886487
1966-08-01,0.10257055741045382,-0.06896966757873695,-0.18125985525856333,-0.04405724254763679,-0.06260690656868187,0.13782791793346405,-0.0011404120596125722,2.3100417852401733,0.0628512214731287,0.09467196218746225
1966-09-01,0.08698886913525594,-0.043718387476272054,-0.2530351096440938,-0.07345575271852758,-0.030946522649075534,0.2454431638831184,-0.09645440926154455,0.6069851294159889,0.17224707537227205,0.0504513107931491
1966-10-01,0.11124146207199467,-0.11360866483300924,0.030437832282594415,-0.06907793465039588,-0.10552702320588601,0.05253980468426432,-0.0058221355235824985,0.9000734239816666,0.0024301008562798852,0.08096711076412004
1966-11-01,0.05742023009564969,-0.06391557399183512,-0.0042729359697396595,-0.009410936903479872,-0.10584429711908908,0.006958633284306242,-0.041685334096352264,-0.5142828449606895,-0.09374748225565309,0.06772606950445274
1966-12-01,0.02094015067854485,0.020140104202760592,0.005685947527570173,-0.10636392857459996,0.011694240006240638,-0.1811451322975613,0.04425828345119953,-0.25706546381115913,0.19824691116809845,-0.01371228184128545
1967-01-01,0.11782394843055057,0.019765709940758016,0.047093345244869224,-0.07365533452949777,-0.15488954613337647,-1.3856734548296248,-0.122013029952844,-0.21048001945018768,0.07039083650818577,0.016255402150227853
1967-02-01,0.13698632405562833,0.022910768166184425,-0.08750139650973407,-0.05140973344469899,-0.11212307255010347,-0.780213801633744,0.013938810055454573,0.20408876240253448,0.21025272155249558,-0.12947720350678435
1967-03-01,0.2103824144253483,-0.022707118963201843,-0.17090950253581214,-0.11993489222021292,-0.2137207904377499,-0.9187374796186175,-0.08948332940538725,0.16855474561452866,0.3702318226849591,0.03349925055331791
1967-04-01,0.15561921497831097,-0.14848557507826224,0.051373557364645085,-0.17616898808258258,-0.1490518350053478,0.11911958101249877,-0.08325830101966858,-0.25430943816900253,0.19234777600676925,0.06784105423799495
1967-05-01,-0.014671992945980716,0.05438484432589677,0.1472818465087532,-0.11515074613078541,0.10969573380173864,0.0544829826269831,-0.11592208097378413,0.8989887684583664,-0.12398725030598816,0.030593708464779806
1967-06-01,0.12495969603588054,-0.01622903801035136,0.03103480812870274,-0.09613659800283167,-0.05167174480251364,-0.012599269948190167,-0.2876816441615423,1.2107916921377182,0.06462448724993952,0.056679020683789993
1967-07-01,0.07845823102715341,0.031457900897496276,-0.2868697416683859,-0.11676801553625145,0.026538673586942053,-0.07182309581410318,0.034995852038264275,2.339897006750107,0.27914422529715077,-0.022064447018903557
1967-08-01,0.05096370118440358,-0.032319881979169116,-0.02964129979329661,-0.06044590413965137,0.004113945367469176,-0.08451783408721289,0.14004990458488464,2.4402737617492676,0.08448336135458062,-0.15229034362380037
1967-09-01,0.08887426395501409,0.0010181826332377063,-0.15211356572868412,-0.048907726559023194,-0.2107562849650512,0.14280468402873903,-0.03303019950787227,1.7713281512260437,-0.0907331567119669,0.03108831756200987
1967-10-01,0.07974359799515117,-0.07803710694942209,-0.06628566352296467,-0.1590779334898816,-0.036341140701158625,-0.0788938608907518,0.008794091021021208,1.0893785953521729,0.21665897910241727,0.10355528943317453
1967-11-01,0.04902579035464819,-0.1615924450258414,0.056815621527758514,-0.0029540614576529195,0.022629577968571638,0.011745395715392772,0.04823898275693258,-0.08685641922056675,0.0983106110382963,-0.005558265622743626
1967-12-01,0.044542681667711824,-0.0659604998064525,-0.1812648305223008,-0.04785593771776616,0.22788317622365178,-0.14981957418578012,-0.03411705295244853,0.15739645808935165,0.27035306449289676,-0.026072461887733225
1968-01-01,0.09131065460962134,-0.16392932480408087,-0.037576886247997446,-0.09712506739410344,-0.2043934689985739,-0.9177920364198231,0.45855646332105005,-0.18357224762439728,-0.04674118633071581,0.09583795500784806
1968-02-01,0.061723888948463,-0.006595811444438166,0.06167925278509944,-0.1699133227203066,-0.09035151955243703,-0.5829289910339174,-0.17875549693902335,0.10106885805726051,0.1775393745413533,0.03795694828647928
1968-03-01,0.17231205937924324,0.058238892557306424,-0.27176231638459136,-0.18255948921702556,-0.0024118929522464402,-0.3000304457687196,0.0048624405947824325,0.4768526181578636,0.158578019451212,-0.005628196426580862
1968-04-01,0.09204171047630635,-0.2581033855676651,-0.055907854487088106,-0.18427436122831128,-0.09041626912516516,-0.11751179006837664,0.151986467341582,-0.32237131148576736,0.09331884621470062,0.031876396963891294
1968-05-01,0.12704729066266643,-0.17147794779804018,-0.14242316126700275,0.015132331647077538,-0.1480640289751259,-0.09748668720324835,0.05330640201767286,0.16764936968684196,0.14247687326537237,-0.0035855974329961943
1968-06-01,0.0030816677812632027,0.11594282049271797,-0.19365839721742742,0.11048872295199641,0.01653922042129813,0.28995358872981297,-0.0029656710103154182,0.44487711042165756,-0.20819935533735487,-0.23054764750077553
1968-07-01,0.07425076630595442,-0.0749729095130331,0.02069012685255571,-0.06922035915962119,-0.12831365739977038,0.19859126990749723,-0.11247533063093822,1.3327857851982117,0.05907412894346095,-0.09205149313838212
1968-08-01,0.005515928848120444,-0.057956897459613785,-0.04945398608515086,-0.1275902749686841,0.007092002527536573,0.11516121171769642,-0.25141497453053796,2.437692880630493,0.1803036089296694,-0.010103705463950167
1968-09-01,0.022471091383463378,-0.17835785013933977,-0.1243733454588031,-0.08153692874687397,-0.09373758692999144,0.23002374385084426,0.3081538528203964,1.2397456914186478,-0.08062020772033267,0.07048733916479288
1968-10-01,-0.018957514896408303,-0.02888067780683438,-0.015822764147411694,-0.06561174445989117,0.030664679267116496,0.14052817686682656,0.04294917297859987,0.7303734123706818,-0.1978981136171906,0.01447329336066836
1968-11-01,0.02248104564942323,-0.06511180609878567,-0.1554398866724377,-0.06467193821506785,-0.07422419415937888,0.04628522410279229,0.058290480325619384,0.5271492525935173,-0.11572463230954276,0.08436612708052409
1968-12-01,0.1077714485007447,-0.014595589083102016,-0.09663214306693432,-0.08598831759778079,-0.1596889181717022,-0.29534403057325453,0.08018011227250099,-0.16720037907361984,0.09810005625089009,0.06800134157397084
1969-01-01,0.1104628558379489,-0.09457180664564173,-0.03464167075585728,-0.16209583063394029,-0.023170178000991408,-0.2278675458260945,0.008283468584219616,-0.037003562320023775,0.10212684671084085,0.0868922579534275
1969-02-01,0.10736568818812246,0.027327035139832232,0.005898224420783933,-0.22422252901342532,-0.23005673208752195,-0.3751468445573534,-0.06241694713632266,0.1807667501270771,0.035797266496552356,0.09420600134072844
1969-03-01,0.08198363137999912,-0.045341888390895396,0.01879189748409366,-0.16756996216363465,-0.13857879550070376,-0.31003026025635855,-0.2594449122746786,0.3593360632658005,0.2874733397254237,0.12459020639203258
1969-04-01,0.030474380481165724,-0.08199692820198834,0.068049771665049,-0.10883802461703092,-0.18787130310728745,-0.3693822239126478,0.1008829971154531,0.3326939791440964,-0.23748033024646617,0.21733700000133713
1969-05-01,-0.001869916117617062,0.008847869887378896,-0.02946099343378682,-0.08561657556634865,0.14340360019658063,0.2497429649035136,-0.20602161685625714,0.697825700044632,0.09510001098668133,0.0784019757177412
1969-06-01,0.017397793904914485,0.10987162758182321,0.12193740276265735,-0.0379619805376656,-0.10891766161532015,0.06334942632487842,-0.20201819638411206,1.8874818086624146,-0.3461169147932971,-0.005389388516238055
1969-07-01,0.02757922818811683,-0.2814500282208125,0.0010236913015034574,-0.16976775515158446,-0.017766673369584856,0.18037321666876477,0.08922441552082698,2.011795938014984,0.4842539628346761,0.17224898965088364
1969-08-01,0.04260854602053568,-0.13994438987639216,0.12952700749901702,-0.1427958787277045,0.02659314337211686,0.3694974240802583,0.03709663636982441,0.2474338561296463,0.1342857187544858,0.03715977072715759
1969-09-01,0.06889992744311109,-0.21997749184568724,-0.17048350789330222,0.04498011475761995,-0.08010469074990298,0.01309842447794619,0.30127753814061486,1.185331642627716,0.3641438704949838,-0.055786763730737356
1969-10-01,0.07234208993371818,-0.0518324021767411,0.08692087043723291,-0.053732489414562455,0.017399055178503733,0.12408897635482607,0.04885012283921242,-0.17595114186406136,-0.10085975130399068,0.09626244607659959
