,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1965-01-01,-0.0631996760925939,-0.061235993878165286,-0.10570090364765476,0.023769352507467072,-0.0032825799854962453,0.01906056344005221,-0.1471746950707537
1965-02-01,-0.10495720611464593,-0.039343977235813635,-0.1404476528232162,0.010149735802163681,0.03604286068462228,0.004633707061841868,-0.11275359132188432
1965-03-01,-0.003988340857528871,-0.05825480529621466,-0.16793651959380587,0.02080165237809221,0.02693091845956811,0.019786918112909162,-0.11205089060550041
1965-04-01,-0.02977248401411118,-0.0017609329087965523,-0.09039170234589963,0.01813499645019571,0.034692586734564164,0.004168963684039056,-0.018945332378783125
1965-05-01,-0.04726675969939078,0.03228495314494887,-0.11746373933714789,0.03750351024791598,0.03734706459861053,-0.005458913077622796,-0.04726709362040175
1965-06-01,0.0018111189767237633,0.05054556861964624,-0.039942597819341195,0.020409515127539635,0.04474198641745668,-0.005406514949003316,-0.016042591132065083
1965-07-01,-0.01717640026923149,0.03942962346681908,0.006094965076929814,0.050790534199525915,0.05168885548125234,0.00048754826763977756,0.04747712469481408
1965-08-01,-0.051032331201338,0.041657155240649606,-0.10869464761502035,0.06779543279359738,0.08642863678304773,-0.008320518215929253,0.024943297451480908
1965-09-01,-0.0107855430894321,0.039789175142103166,-0.04793528366733242,0.049047362214575216,0.05484821699690401,0.011815714811825235,0.048848828102679966
1965-10-01,-0.06852472621587015,0.0323370099067688,-0.11597189146119195,0.04275498601297538,0.03766059189250595,-0.013165205609107365,0.0392078679609806
1965-11-01,-0.09874780211717851,0.015270547010004519,-0.14536205578494715,0.046440648535887405,0.025952224243889776,0.008955948360732213,0.017881084312783912
1965-12-01,-0.06594849570143607,-0.02888626655313506,-0.29982996953500285,0.02627877596144875,0.03346783321416169,0.0001444762509658141,-0.10165812328774879
1966-01-01,-0.04552612381596719,-0.030985006840148967,-0.14322726307688532,0.027133475911493104,-0.0035669564743313876,0.00891083590945725,-0.09404159289725283
1966-02-01,-0.07201266144552539,-0.043962951471556475,-0.1748840551118593,0.026567412229875725,0.016304125127039458,-0.0013573274043375168,-0.142310971909381
1966-03-01,-0.07316956236477822,-0.01473807583827136,-0.1560586127074989,0.01538774910538147,0.04184783371002005,0.005145810526494243,-0.12301331029293386
1966-04-01,-0.08144396086854319,0.007313807015376749,-0.1626403448549477,0.034966777699689075,0.015443233413654462,0.018339998264243637,-0.06722967992437646
1966-05-01,0.01654526849667872,0.031153628352417872,-0.10524636788948162,0.02108562233236929,0.04756327783852293,-0.0005424897757849256,-0.008579177108216793
1966-06-01,0.002430188995335371,0.03501157512638106,-0.06401447730289923,0.024439134479810797,0.07021119981481319,0.014476785391281194,-0.025151180539359438
1966-07-01,-0.037571502428862355,0.04266047461041764,-0.10266851734470676,0.045155477710068226,0.059379616000673235,0.0006069758218591628,-0.0010506257395002437
1966-08-01,-0.015592349753264458,0.03330999318121084,-0.14395042247063405,0.04063778712103765,0.07777637556979532,0.00610495332610492,0.01226089934402324
1966-09-01,-0.038763628371300235,0.03785275395459203,-0.09729998135888898,0.047625383983055755,0.05331725829787422,0.00652672761178391,0.021488449357925578
1966-10-01,-0.05774461934643407,0.03414923019373595,-0.14729361880469966,0.034747536604603134,0.036215334681369234,0.00080964550519911,-0.022189384524492508
1966-11-01,-0.0418052377720033,0.008775482524130771,-0.1458067849681184,0.02064809280758103,0.031186697449077642,-0.0021983528563725777,-0.06697762044186288
1966-12-01,-0.03291972642464022,-0.01602198080674036,-0.2545649538169036,0.019333523232489824,-0.002807884052265109,0.012720720774993517,-0.1530477024139242
1967-01-01,-0.061693907745422855,-0.041053082738349685,-0.21120781028592908,0.0309440481942147,0.009894092299714032,0.016907706703756745,-0.1620957667523242
1967-02-01,-0.06821139325057307,-0.058054634884222224,-0.1737359810519863,0.026523865138490997,-0.0014607770074354977,0.015902808520960925,-0.13334326287533374
1967-03-01,0.019771788990305315,-0.03723534824910448,-0.06078987105472668,0.022180603506664436,-0.010159565135836603,0.02020402223204717,-0.09783991473786374
1967-04-01,-0.0040332411205576315,0.018833048203821055,-0.12064020375947694,0.008020351136413714,0.03978027839605746,-0.0033775080447557616,-0.05777710057953571
1967-05-01,-0.011379178613424301,0.027347435312929436,-0.11677093602515556,0.01802815628858904,0.06126119640835545,-0.004151927890449511,-0.04045668830896946
1967-06-01,-0.013014279125678924,0.04575322729660504,-0.035592437897985045,0.03449370075638096,0.08051235947692605,-0.019177656782710037,0.012870178498486255
1967-07-01,-0.0005641983138517507,0.03295927238998128,-0.0655191472253284,0.04243555401141445,0.05428640073851536,0.007055274656285411,0.018609150689333043
1967-08-01,-0.008058182204202298,0.04552536185330419,-0.051658127356219934,0.060232821851968765,0.08490986860634989,0.023251699940593923,0.033075267330129096
1967-09-01,-0.034521309839140986,0.03556584272144445,-0.08241542287774989,0.03584932225445907,0.06462535575816507,0.008979756700027968,0.03484925849640623
1967-10-01,-0.04230004645163013,0.033172360385086995,-0.09838247017280476,0.03940220146129529,0.05140067159868124,0.00997483842794734,0.035228548531836656
1967-11-01,-0.04003413261905793,0.007065476974778211,-0.18787619632643623,0.03335959821318587,0.018469394560445822,0.009302560795112042,0.0009980130113383875
1967-12-01,-0.11859137204385573,-0.03074759186537408,-0.16473453189875628,0.03016346599906683,-0.019087879142413538,0.013474436422836954,-0.13894283391059714
1968-01-01,-0.07613089776808216,-0.059506972667886245,-0.1703769975417369,0.02683781203813851,0.026348560207049575,0.0009485979194433433,-0.13737735596108944
1968-02-01,-0.016586309779555566,-0.06857977262628612,-0.06961614094875955,0.024305899084235232,-0.009756825104551881,0.013944790541117896,-0.054073401112505734
1968-03-01,-0.07941143647316963,-0.04315048928803472,-0.19938744403220512,0.04198026144877076,-0.00799775385020072,0.004646093314648539,-0.11666661247294001
1968-04-01,-0.011891128885890207,0.012773857256501858,-0.1483154860702721,0.023940991377457976,0.015939955125775254,-0.007777068885448187,-0.06759992622314616
1968-05-01,0.010792576077003633,0.0017772135046769434,-0.16232802457100637,0.04109336296096444,0.009201323254066602,0.01144051857760563,-0.10272723404650994
1968-06-01,-0.005185703611782481,0.029299233053157576,-0.14011053418790972,0.07163732467840116,0.026486717622008243,-0.009037754475926432,-0.061059949245858704
1968-07-01,0.02487676458493356,0.03177657334217385,-0.1383563151230683,0.05224237684160471,0.08353708932797115,-0.007469748070346561,-0.06805301663723398
1968-08-01,0.014450647417576082,0.0431561022440889,-0.10618984296515181,0.0687554245814681,0.062192058223381384,0.007916553674832636,-0.010071164789669058
1968-09-01,-0.0010782634020752965,0.04489945053164639,-0.11727907569021792,0.052783863308529064,0.032196986374624995,0.009049646160452838,0.01429102601523095
1968-10-01,-0.07269483420156664,0.039062016546281414,-0.17312942324457942,0.04540095881869396,0.01941801246925535,0.0020665706558252016,-0.0014698733526103676
