,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7
1965-01-01,0.8294983,-8.574951,2.2445374,-1.422821,-11.200989,2.5159912,-6.31015
1965-02-01,1.0341797,-8.239532,2.110962,-1.3109436,-11.524689,2.4547424,-5.2746887
1965-03-01,0.81622314,-8.393616,2.3190918,-1.0379028,-11.925751,2.7686768,-4.891388
1965-04-01,0.5864868,-9.582336,1.9361877,-2.0904236,-13.260193,3.0229492,-6.1724243
1965-05-01,-0.18789673,-10.432098,1.1203918,-3.1881714,-13.659882,2.6237488,-7.4672546
1965-06-01,-0.541687,-10.977997,0.2930603,-4.0748596,-13.476288,2.4610596,-8.401855
1965-07-01,-0.9683838,-11.163666,-0.28878784,-4.5299683,-13.673462,2.3666687,-8.807068
1965-08-01,-2.091034,-11.139221,-0.41052246,-5.3771973,-12.984863,2.2409668,-8.773651
1965-09-01,-2.6356812,-11.213837,0.03427124,-6.05954,-13.67569,2.1593628,-8.926575
1965-10-01,-2.0600586,-11.905579,0.33847046,-5.089264,-14.319061,2.5882874,-8.954712
1965-11-01,-1.5097046,-11.195557,1.4022522,-4.5354004,-13.819611,3.2000122,-7.8340454
1965-12-01,-0.029754639,-9.528992,2.3782349,-3.2026672,-12.143066,2.9674988,-5.9244995
1966-01-01,0.8345337,-8.162567,2.2914429,-2.007141,-11.321442,2.9076843,-5.3370056
1966-02-01,1.6334534,-6.916321,2.5154724,-1.7246399,-10.360657,3.2890625,-4.650543
1966-03-01,1.071991,-7.641693,2.8778687,-1.881134,-11.304871,3.284851,-4.0606995
1966-04-01,0.49072266,-8.631439,2.2395935,-2.441742,-12.467621,3.0631104,-5.8033752
1966-05-01,-0.40652466,-10.45105,1.3015137,-3.0681763,-12.460144,2.6515198,-7.1630554
1966-06-01,-1.0502014,-11.312561,0.5993347,-3.4980469,-13.33429,2.2831726,-8.574249
1966-07-01,-1.2819214,-11.611359,0.15731812,-4.7312927,-13.207947,2.3928528,-8.686462
1966-08-01,-2.279663,-11.586395,-0.13995361,-5.367462,-13.075592,2.4838867,-9.070496
1966-09-01,-2.4215393,-11.919373,-0.23287964,-5.4568787,-13.297607,2.3400269,-9.599121
1966-10-01,-1.9945068,-11.67392,0.28588867,-4.960266,-13.674957,2.6707153,-9.418213
1966-11-01,-1.1237488,-11.29837,1.4592285,-3.769287,-13.538971,2.758789,-8.083527
1966-12-01,0.36114502,-10.043457,2.1276855,-2.0100403,-11.550262,2.7045898,-7.112488
1967-01-01,1.4711609,-8.296448,2.147766,-1.456665,-10.462494,2.1547852,-5.557434
1967-02-01,1.6109009,-7.469055,2.3110657,-1.166687,-9.897064,2.479828,-4.938904
1967-03-01,1.4242859,-7.584564,3.1546326,-1.5866699,-10.563965,2.9417725,-5.169586
1967-04-01,0.2359314,-8.319153,2.6273804,-2.9272766,-11.607056,3.5513916,-6.151062
1967-05-01,-1.3105164,-9.350739,1.7675476,-3.8466797,-12.941681,3.242981,-6.584198
1967-06-01,-1.937561,-10.341888,1.0568848,-4.4512024,-13.071411,2.71109,-7.7676697
1967-07-01,-2.4151306,-11.334808,0.09500122,-5.3063965,-13.198395,2.6201782,-8.938385
1967-08-01,-2.5834656,-11.400482,-0.12539673,-5.470703,-13.078247,2.5515137,-9.218872
1967-09-01,-2.6749573,-11.918701,-0.14230347,-5.7204895,-13.841858,2.601715,-9.490204
1967-10-01,-2.0848694,-11.407227,0.73428345,-4.8679504,-14.094635,2.6809998,-9.213593
1967-11-01,-0.82424927,-11.328033,1.7550049,-3.8667603,-13.746033,2.9179077,-8.021088
1967-12-01,0.18017578,-9.789734,2.277649,-2.7581482,-12.538757,2.9562683,-6.9866333
1968-01-01,0.822052,-8.30304,2.3162842,-2.297943,-11.529358,2.6328125,-4.9718323
1968-02-01,1.0675964,-6.9297485,2.4460754,-2.1691284,-11.061249,2.7527466,-3.5273438
1968-03-01,0.8052063,-6.882019,3.1002197,-2.3899841,-10.96405,3.0418396,-4.388214
1968-04-01,-0.00018310547,-8.451111,2.7068176,-3.109314,-11.989563,3.463562,-6.215973
1968-05-01,-0.9781494,-9.586853,1.8050232,-4.4508057,-12.517426,2.7591248,-7.629669
1968-06-01,-1.2621765,-10.8897705,0.7078552,-5.3783264,-13.391022,1.9829712,-8.96228
1968-07-01,-1.9334106,-10.754791,-0.1171875,-5.472351,-12.968658,2.0724487,-8.905945
1968-08-01,-2.7833862,-10.832184,-0.60562134,-5.632843,-12.771545,1.8397522,-8.930908
1968-09-01,-3.0259705,-11.628723,-0.30856323,-5.896179,-13.849518,2.1358032,-9.351532
1968-10-01,-2.488922,-11.485901,0.21710205,-5.567871,-13.364899,2.2845764,-8.714569
1968-11-01,-1.2534485,-11.010651,1.2082214,-4.1493835,-12.871857,2.747467,-8.51828
1968-12-01,-0.34664917,-9.492004,2.0838623,-2.45813,-12.032318,2.5898438,-6.5762634
1969-01-01,0.22262573,-7.657837,2.5628357,-1.9421997,-11.219391,3.078125,-4.905884
1969-02-01,0.63775635,-7.531372,2.3565063,-2.4013062,-10.69043,2.9118042,-4.12619
1969-03-01,0.47198486,-8.48526,3.0618896,-2.4491577,-10.838776,3.341339,-4.9508667
1969-04-01,-0.08416748,-9.229553,2.812378,-3.4913635,-12.026611,3.2087402,-6.0889587
1969-05-01,-0.8963623,-10.132538,1.7561035,-4.4615173,-12.824982,3.0159302,-7.120117
1969-06-01,-1.4118042,-11.033051,0.7709961,-5.317932,-12.616913,2.695343,-8.359039
1969-07-01,-2.240631,-11.520905,0.118011475,-5.532501,-12.627411,2.8981323,-8.758209
1969-08-01,-2.5255737,-12.027344,-0.13769531,-5.2041626,-13.002075,2.7947388,-9.571259
1969-09-01,-2.6463318,-12.087067,0.04510498,-5.7858887,-13.15155,2.840088,-10.05658
1969-10-01,-2.4146729,-12.081543,0.995636,-5.1081543,-13.637238,2.7953796,-9.229126
1969-11-01,-1.5874329,-11.110748,2.2192078,-4.1773376,-13.10022,2.9944763,-8.149628
1969-12-01,-0.61968994,-9.828705,3.0567322,-2.7194214,-11.29361,2.723938,-7.4121094
1970-01-01,0.64331055,-8.272034,2.7555237,-1.9958191,-10.5433655,2.8918762,-5.821991
1970-02-01,1.0220642,-7.549225,3.1704407,-1.6273804,-10.276154,2.926117,-4.7809753
1970-03-01,1.0481567,-8.015442,3.4046936,-1.2329712,-11.116852,3.3793945,-5.316925
1970-04-01,0.5500183,-9.332855,2.7366028,-2.4165955,-11.84848,3.4076233,-6.658081
1970-05-01,-0.1517334,-10.456085,1.6443481,-3.13797,-12.731537,3.1217346,-7.96521
1970-06-01,-1.0378418,-11.38147,1.0862427,-4.2426147,-13.397095,2.256256,-8.210297
1970-07-01,-1.8357239,-11.669495,0.3751526,-5.0533752,-13.543579,2.5317993,-8.39502
1970-08-01,-2.222931,-11.404266,-0.07711792,-5.5056763,-13.745331,2.789795,-8.502228
1970-09-01,-2.8092957,-11.139374,0.33862305,-5.9096985,-13.6137085,2.2834778,-8.263153
1970-10-01,-3.093811,-11.303009,0.7380371,-5.5810547,-13.31192,2.5563354,-9.057007
1970-11-01,-2.299347,-10.159882,1.8858337,-4.8026123,-12.577881,3.1302185,-7.9588013
1970-12-01,-1.1062927,-8.439392,2.8815613,-3.6307373,-11.6250305,3.2607117,-6.691345
1971-01-01,-0.17675781,-6.9928284,2.97583,-3.0165405,-10.4236145,2.7939758,-5.4061584
1971-02-01,0.4744873,-6.886627,2.7228088,-2.3993835,-10.075256,2.7316895,-4.7470093
1971-03-01,0.38912964,-7.2907104,3.2521362,-2.2653809,-11.160767,3.243744,-4.358032
1971-04-01,-0.3651123,-8.097321,2.932251,-3.137207,-12.1996155,3.4446716,-5.2664185
1971-05-01,-0.6333008,-9.546478,2.0854187,-3.354004,-12.79541,2.9155884,-6.68396
