,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7
1965-01-01,-5.1555468e-05,-4.6223184e-05,-8.2246785e-05,-1.16834035e-05,-5.9720653e-05,3.3782185e-06,-6.539063e-05
1965-02-01,-4.9572318e-05,-3.9367413e-05,-9.029603e-05,-7.1427985e-06,-6.472788e-05,-1.8533478e-06,-7.6490884e-05
1965-03-01,-4.2249918e-05,-4.2561987e-05,-7.7571574e-05,-1.3828079e-05,-5.3376374e-05,-3.1365648e-06,-6.838779e-05
1965-04-01,-4.5058634e-05,-2.6418616e-05,-8.448119e-05,-1.3702445e-05,-6.7725035e-05,-8.395045e-06,-8.040334e-05
1965-05-01,-3.9055343e-05,-2.2290798e-05,-9.557246e-05,-1.8332785e-05,-5.5799224e-05,-8.637335e-06,-7.589863e-05
1965-06-01,-3.458653e-05,-2.1815198e-05,-9.471998e-05,-1.3998577e-05,-6.159612e-05,-9.283425e-06,-8.896408e-05
1965-07-01,-3.9934752e-05,-2.3277884e-05,-8.724503e-05,-2.4452731e-05,-5.5987664e-05,-8.152763e-06,-7.7845885e-05
1965-08-01,-4.765198e-05,-1.0705975e-05,-9.530326e-05,-1.6538082e-05,-6.723149e-05,-5.2632836e-06,-7.534227e-05
1965-09-01,-4.6871286e-05,-2.0864005e-05,-8.516318e-05,-1.602659e-05,-6.558934e-05,-9.803889e-06,-7.493846e-05
1965-10-01,-4.318317e-05,-2.51354e-05,-8.2022445e-05,-1.1046284e-05,-6.455738e-05,-6.555472e-06,-6.155894e-05
1965-11-01,-5.5683286e-05,-3.6783036e-05,-8.254291e-05,-1.3038405e-05,-6.1757644e-05,-5.6850417e-06,-7.460644e-05
1965-12-01,-4.9303115e-05,-1.919493e-05,-9.138183e-05,-2.0289013e-05,-5.1249648e-05,-2.5605686e-07,-6.7230205e-05
1966-01-01,-4.7976933e-05,-3.9802067e-05,-7.4878786e-05,-1.7922475e-05,-5.290451e-05,4.2432134e-06,-7.266863e-05
1966-02-01,-5.010325e-05,-3.29669e-05,-7.218219e-05,-1.9201523e-05,-5.653798e-05,2.9071366e-06,-6.8619665e-05
1966-03-01,-4.8302805e-05,-3.1907814e-05,-8.698493e-05,-1.7906184e-05,-6.0538063e-05,2.100604e-06,-6.7707224e-05
1966-04-01,-3.8062273e-05,-2.9162344e-05,-7.373823e-05,-1.9160789e-05,-6.38864e-05,-7.0808433e-06,-7.1910974e-05
1966-05-01,-4.7797705e-05,-1.7993076e-05,-8.1347345e-05,-8.561799e-06,-5.5055265e-05,-6.3476305e-06,-8.2338884e-05
1966-06-01,-4.0709987e-05,-1.6657e-05,-8.233311e-05,-2.1995877e-05,-6.712883e-05,-7.3659808e-06,-8.529617e-05
1966-07-01,-4.6795645e-05,-1.2999086e-05,-7.998683e-05,-3.502262e-05,-6.504325e-05,-1.2025952e-05,-7.472977e-05
1966-08-01,-4.713781e-05,-2.3182589e-05,-8.3188526e-05,-2.1564096e-05,-5.651354e-05,-6.2172817e-06,-7.6929406e-05
1966-09-01,-4.5549186e-05,-1.7944196e-05,-9.1742666e-05,-1.959257e-05,-6.406563e-05,-8.066605e-06,-7.459942e-05
1966-10-01,-5.0184717e-05,-2.1927981e-05,-8.186059e-05,-1.4346029e-05,-5.3735483e-05,-7.691853e-06,-7.649763e-05
1966-11-01,-4.6209076e-05,-1.8522618e-05,-8.705011e-05,-1.6007978e-05,-4.9401384e-05,-8.938316e-06,-7.851803e-05
1966-12-01,-4.7993228e-05,-3.344756e-05,-8.5632564e-05,-1.5437703e-05,-6.1279425e-05,-4.4412786e-06,-7.87217e-05
1967-01-01,-5.258879e-05,-3.3949993e-05,-7.1736504e-05,-1.4092582e-05,-5.3515778e-05,8.6791124e-07,-6.517221e-05
1967-02-01,-4.086289e-05,-4.2154912e-05,-8.091191e-05,-1.563251e-05,-5.8231803e-05,2.512103e-06,-6.456266e-05
1967-03-01,-4.3597865e-05,-3.8625916e-05,-7.938e-05,-1.6209984e-05,-5.3483695e-05,9.64154e-07,-7.187731e-05
1967-04-01,-5.648673e-05,-1.814168e-05,-8.566001e-05,-2.0613212e-05,-8.393735e-05,-7.0402543e-06,-7.544641e-05
1967-05-01,-4.496134e-05,-1.6994756e-05,-8.594875e-05,-2.1078396e-05,-6.7278874e-05,-8.828816e-06,-7.5526616e-05
1967-06-01,-4.8001093e-05,-1.4492374e-05,-8.888423e-05,-2.2161157e-05,-6.0445447e-05,-1.4852178e-05,-8.071585e-05
1967-07-01,-2.984279e-05,-1.8999868e-05,-9.324736e-05,-2.0717476e-05,-6.613997e-05,-1.0055946e-05,-7.5494536e-05
1967-08-01,-5.2516607e-05,-2.3234668e-05,-9.0464266e-05,-2.3139653e-05,-6.9789276e-05,-8.443834e-06,-6.4594744e-05
1967-09-01,-3.5465127e-05,-2.2897808e-05,-8.568408e-05,-2.18644e-05,-6.137582e-05,-4.658182e-06,-6.992834e-05
1967-10-01,-3.945129e-05,-2.4638248e-05,-8.993491e-05,-2.0236248e-05,-6.083845e-05,-9.94366e-06,-6.880547e-05
1967-11-01,-4.5715264e-05,-2.9755294e-05,-8.148937e-05,-1.4533709e-05,-6.210568e-05,-7.545544e-06,-7.138004e-05
1967-12-01,-4.227449e-05,-2.9410414e-05,-8.40078e-05,-1.1116996e-05,-5.4774988e-05,9.320743e-07,-6.166728e-05
1968-01-01,-5.3193315e-05,-3.6527257e-05,-8.677258e-05,-1.7388715e-05,-6.3021645e-05,2.246567e-06,-6.7277455e-05
1968-02-01,-6.0619208e-05,-3.850936e-05,-8.270602e-05,-1.8793862e-05,-5.9950784e-05,2.6280964e-06,-7.147429e-05
