,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7
1965-01-01,-5.704075382984525e-05,-4.809583461952998e-05,-0.00015641686261306037,-1.7968825484912974e-05,-7.58887836127542e-05,1.9872064754108797e-06,-0.00012653952715616603
1965-02-01,-5.3196370487946064e-05,-5.1107013455799053e-05,-0.00015722511554344838,-1.4939614841349012e-05,-7.117497518312377e-05,2.1691411654819057e-06,-0.00013326850118270764
1965-03-01,-5.473859430843055e-05,-5.095116767478388e-05,-0.0001653750993320447,-1.745871634548801e-05,-7.77622867295017e-05,2.312352201015638e-06,-0.00013515009076972665
1965-04-01,-5.494089554156025e-05,-3.937110068958277e-05,-0.00016305302337571545,-1.7517437976663175e-05,-7.815203086162606e-05,-4.348293073399621e-06,-0.00014289412825342474
1965-05-01,-5.3942156143399865e-05,-3.539336795060366e-05,-0.00017942081276752344,-2.160413503081018e-05,-7.46816695960334e-05,-1.0509833680179689e-05,-0.00013969989527982694
1965-06-01,-5.009699867345219e-05,-3.038578761096289e-05,-0.00017830643981460085,-1.84914359462794e-05,-8.882361259729338e-05,-1.242961482066347e-05,-0.00015377682521594343
1965-07-01,-5.002172635380872e-05,-3.3064632327676284e-05,-0.00016732321932315101,-2.249947968710669e-05,-8.278501552875894e-05,-1.128559211705228e-05,-0.0001408662514963739
1965-08-01,-5.79421688345001e-05,-2.8548444247670665e-05,-0.00016810651501251872,-1.9998075257781026e-05,-8.638652126627186e-05,-9.012915526624736e-06,-0.00013721331655418636
1965-09-01,-5.278799044601836e-05,-3.058271283044912e-05,-0.00018252141618857034,-1.8366378309681667e-05,-8.044454518359345e-05,-9.68496362518811e-06,-0.00014034903196497234
1965-10-01,-5.5247467169592285e-05,-3.6331892772151604e-05,-0.000175102129273424,-1.829138729886455e-05,-7.679499014137455e-05,-6.171928570361764e-06,-0.0001309007967830877
1965-11-01,-5.530578058570364e-05,-3.65412596413817e-05,-0.000175990975796453,-1.7935057850229707e-05,-7.793005818548874e-05,-3.925759367383904e-06,-0.00013347516532694162
1965-12-01,-5.7400609156777435e-05,-3.9782652392103853e-05,-0.00016051068369669894,-2.190931492043811e-05,-7.871699964221662e-05,-1.4689798186430063e-06,-0.00012217335299485258
1966-01-01,-5.121585905557325e-05,-4.9592166213817844e-05,-0.00015964132685042484,-2.0865633793386393e-05,-7.025614766648803e-05,2.8905710596189745e-07,-0.00011872468382568546
1966-02-01,-5.677878974427924e-05,-4.760990765027921e-05,-0.0001620347071913731,-2.0245995053068497e-05,-7.370441987101609e-05,2.934312892264928e-06,-0.00013111169849893214
1966-03-01,-5.366772986531561e-05,-4.689847117250335e-05,-0.00016479142625065683,-2.2246959540711414e-05,-7.416472213569646e-05,2.0173362268489808e-06,-0.00012697161124648388
1966-04-01,-5.315307430993376e-05,-3.837493173717186e-05,-0.0001642664129285196,-2.0784807210750227e-05,-7.780578389662341e-05,-2.4856010797126386e-06,-0.00013756487330990945
