,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7
1965-01-01,-1.43721045e-05,1.176777e-05,2.1584805e-05,1.6730133e-05,8.469942e-07,9.084688e-06,-1.9393337e-07
1965-02-01,-1.6166807e-05,1.0942211e-05,2.457299e-05,7.1553804e-06,2.785273e-06,4.05054e-06,-4.438414e-06
1965-03-01,-9.149509e-06,1.7196755e-05,4.8402144e-06,2.9467992e-06,8.277071e-06,6.5721033e-06,5.6837234e-06
1965-04-01,-1.0419899e-07,7.595081e-06,1.0771713e-05,1.6272483e-05,-2.491157e-06,1.1220385e-05,-4.3666223e-06
1965-05-01,3.413421e-06,1.2911187e-07,1.2916382e-05,1.1337041e-05,-4.590962e-06,1.443291e-05,-4.115369e-06
1965-06-01,9.55131e-06,1.968685e-06,1.02190825e-07,5.934984e-06,-7.031762e-06,1.2010059e-05,-5.6767603e-06
1965-07-01,1.3943791e-06,4.041569e-06,1.35086375e-05,1.7708247e-05,-7.5522257e-06,1.07537635e-05,-8.341893e-06
1965-08-01,9.4705465e-06,-4.196125e-06,8.573195e-06,1.2117736e-05,-7.951603e-07,4.122332e-06,2.9288494e-06
1965-09-01,6.9400194e-06,-1.9706931e-06,8.447569e-06,5.172231e-06,-4.6806963e-06,1.0996046e-05,-4.4519402e-07
1965-10-01,-3.935893e-06,-4.3666223e-06,1.7510829e-05,1.1085787e-05,1.2687451e-06,4.4992194e-06,1.8161372e-06
1965-11-01,2.457673e-07,-9.522773e-08,1.706215e-05,1.6703212e-05,-2.76036e-06,3.3775286e-06,-2.9667572e-06
1965-12-01,4.571004e-06,1.3239427e-05,1.176777e-05,1.9628576e-05,-5.640868e-06,-4.1333114e-06,-1.295429e-05
1966-01-01,1.6869672e-07,1.1997854e-05,9.187206e-06,1.5085492e-05,3.5822086e-06,-7.880342e-06,-7.2367475e-06
1966-02-01,4.2339525e-06,4.375397e-07,1.1655688e-05,1.5378777e-05,1.1671982e-05,1.6269732e-06,-1.6969207e-06
1966-03-01,-4.564594e-06,1.0335905e-05,1.0050768e-05,2.1423704e-05,3.5984995e-06,-2.446428e-06,-1.1220534e-05
1966-04-01,1.45589e-06,1.16801275e-05,2.2776074e-05,1.0800275e-05,-5.1022835e-06,9.651576e-06,-5.9495505e-06
1966-05-01,1.5373589e-06,9.847099e-06,-4.6460627e-06,5.4559714e-06,-6.3324514e-06,2.96305e-06,3.337802e-06
1966-06-01,7.1830946e-06,-5.697002e-06,9.472344e-06,2.384626e-06,-7.4811505e-06,8.511022e-06,-2.715271e-06
1966-07-01,7.842984e-06,-5.88956e-07,2.5964437e-06,1.3399103e-05,-6.3324514e-06,7.932598e-06,-1.3547542e-06
1966-08-01,6.1077153e-06,3.8103171e-06,-1.0096275e-05,5.3500626e-06,-2.087967e-06,2.2461318e-06,2.4498004e-06
1966-09-01,1.23155805e-05,-3.9535844e-06,2.3683351e-06,5.6759345e-06,3.5607445e-07,8.144416e-06,-1.6724807e-06
1966-10-01,9.83895e-06,-9.13495e-06,1.7146633e-05,-3.88841e-06,-4.026908e-06,7.0038623e-06,-2.8619143e-06
1966-11-01,5.423386e-06,8.910214e-06,3.1422787e-06,6.376562e-06,-4.35278e-06,7.908158e-06,-3.5218036e-06
1966-12-01,2.091343e-06,1.2242257e-05,1.4857382e-05,7.8103985e-06,-4.7030917e-06,1.3336903e-06,-1.543243e-05
1967-01-01,-7.0710194e-06,1.5634881e-05,1.3549565e-05,8.248044e-06,1.7354396e-06,-3.838777e-06,-6.806342e-06
1967-02-01,-8.795414e-06,2.0487256e-05,-7.929208e-06,2.3823763e-05,4.1255335e-06,6.3632397e-06,-2.908404e-06
1967-03-01,-1.0439606e-05,9.170399e-06,3.852838e-06,1.3220724e-05,4.269903e-06,7.5743264e-06,1.9359504e-06
1967-04-01,3.4437944e-06,-8.8724846e-07,1.2867826e-05,1.7118666e-05,-7.832961e-06,-1.2244211e-05,-5.1942334e-06
1967-05-01,-3.7394057e-07,-8.811454e-06,9.114254e-06,2.890385e-06,-2.4592591e-06,1.9519903e-06,-4.78519e-06
1967-06-01,7.1733048e-06,4.534577e-06,8.079616e-06,3.9571023e-06,-8.410432e-06,4.1175117e-06,-9.902236e-06
1967-07-01,6.3712614e-06,5.48099e-06,9.964424e-06,1.1584554e-05,-6.5496897e-06,1.1897351e-05,-3.999183e-06
1967-08-01,8.207942e-06,-3.2051612e-06,7.149243e-06,1.1801105e-05,-7.5843272e-06,-2.6276866e-06,-3.5019148e-06
1967-09-01,9.491214e-06,8.993946e-06,2.3770735e-06,9.499236e-06,-4.592697e-06,7.726718e-06,-4.5606175e-06
1967-10-01,-6.1887695e-06,-1.4005564e-06,2.3887927e-05,5.657439e-06,-6.541668e-06,1.1740085e-06,-1.3604549e-06
1967-11-01,-1.0396361e-06,3.4437944e-06,1.5787271e-05,5.144131e-06,-1.1305816e-05,7.5582866e-06,-4.7018693e-07
1967-12-01,-3.7264908e-06,2.144483e-06,1.0670221e-05,1.0461692e-05,4.4543704e-06,-2.7399728e-06,-1.0768446e-05
1968-01-01,-2.2007436e-05,1.3112029e-05,1.1772016e-05,1.7243729e-05,1.2136297e-07,-9.487849e-07,-1.4032506e-05
1968-02-01,-2.3003136e-05,1.3847173e-05,7.724069e-06,1.7234423e-05,8.319628e-06,-9.026073e-06,8.378993e-07
1968-03-01,6.797054e-07,1.2287346e-06,1.8937357e-05,1.8155682e-05,4.749745e-07,9.6988515e-09,-3.014633e-06
1968-04-01,-3.0704687e-06,3.633104e-07,1.3605226e-05,5.8443256e-06,-4.1313106e-06,6.411974e-06,-7.6209253e-06
1968-05-01,7.993927e-06,1.2739802e-05,1.0692565e-05,2.512912e-06,2.3454122e-06,8.1335165e-06,-3.945199e-06
1968-06-01,4.2809843e-06,-8.188566e-06,2.1300984e-05,2.0941588e-06,1.2101227e-06,6.979615e-06,2.4234032e-07
1968-07-01,8.496434e-06,4.327514e-06,-4.7361755e-06,7.900875e-06,-2.279492e-06,1.4461344e-05,-8.849267e-06
