,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7
1965-01-01,0.09742947,-0.15894842,-0.22915062,0.22738457,-0.086832955,0.15350297,0.09036513
1965-02-01,-0.17616788,-0.21811256,-0.38044602,0.019279862,0.17499042,0.17204694,0.712766
1965-03-01,0.02060442,-0.03296708,-0.5888451,0.091836855,-0.2746276,0.10890911,0.035174716
1965-04-01,-0.23371306,0.10846758,-0.16645436,-0.025902724,-0.08580265,0.04886191,0.04915638
1965-05-01,-0.67229307,-0.14805754,0.09154253,0.032084037,-0.05460174,0.08830466,0.1470273
1965-06-01,-0.9430939,-0.03723512,-0.027374458,-0.07491181,-0.092131235,0.14732166,0.533949
1965-07-01,-0.122302055,-0.021045947,-0.01574769,0.034438826,-0.0813875,0.07756094,0.2697708
1965-08-01,0.087568805,0.03605776,-0.32172337,0.06137178,0.19927421,0.10037303,-0.12657003
1965-09-01,-0.12244914,0.07152679,0.048861932,-0.11347153,-0.050480843,-0.11980002,0.11950569
1965-10-01,-0.053718686,0.09404447,0.15423885,-0.19456467,0.23032808,-0.12642285,0.08433094
1965-11-01,-0.03988428,0.025608372,0.16233346,0.21325581,-0.15806536,-0.013392878,0.13201551
1965-12-01,-0.028257465,-0.1683676,-0.10861478,0.015453314,0.0019132614,0.115679145,0.22032018
1966-01-01,-0.04296608,-0.0031826734,0.30944246,0.06321943,0.20108692,-0.23030965,0.49519467
1966-02-01,0.044123363,-0.09186347,-0.16607757,0.15783155,-0.01736002,-0.022568036,0.246223
1966-03-01,-0.22568035,-0.060615398,-0.18112293,0.24738033,0.117180154,0.19732562,0.05511806
1966-04-01,-0.18213558,-0.0947568,0.049042083,0.0925868,0.22625896,0.02068739,0.30307707
1966-05-01,-0.22249766,-0.04079604,-0.15638487,-0.2044143,0.10965748,0.25316697,0.007088661
1966-06-01,-0.5280341,-0.022423362,-0.14944085,0.029512024,0.36817718,0.11949482,0.26401702
1966-07-01,-0.28542772,-0.073056795,0.020687366,0.049331427,0.16911557,0.0807241,0.009114003
1966-08-01,-0.19298558,0.08607678,-0.121086165,-0.22712699,0.10141146,-0.09938612,0.1733109
1966-09-01,-0.13511887,0.34416246,-0.06929543,0.011573362,0.04238739,-0.02285738,-0.28615105
1966-10-01,-0.030814027,-0.056130745,0.14770487,0.3785932,-0.055552054,0.09099545,-0.041808702
1966-11-01,0.19804895,0.013164687,-0.15696354,0.102424145,0.32231775,0.21844693,-0.10589614
1966-12-01,0.058590125,0.017938709,0.090706155,0.1764936,-0.3296958,0.034864686,-0.042242717
1967-01-01,-0.0794339,-0.12256467,0.1345547,0.060449697,0.15903434,-0.012489605,-0.0069941757
1967-02-01,-0.15587029,0.051457178,0.24512938,0.12189857,-0.06228151,0.12239814,-0.2987514
1967-03-01,0.07876779,-0.060782768,-0.01265614,0.032972563,-0.2865949,0.16086617,0.26411358
1967-04-01,0.0787678,-0.26677802,-0.04762707,-0.06494595,-0.16752724,0.17302269,0.3958373
1967-05-01,-0.07377195,0.10824327,-0.18401356,-0.3547049,0.22764392,0.20516261,0.36769405
1967-06-01,-0.21332245,0.0752707,-0.30158243,-0.20549564,0.1575356,0.05745219,0.60016733
1967-07-01,-0.033139087,0.11007508,0.17468801,-0.012156546,-0.032306455,0.26244828,-0.071440555
1967-08-01,0.07393849,-0.0059950054,-0.124396466,0.23214018,0.16719423,0.04196508,0.122564696
1967-09-01,-0.27943414,-0.10974202,-0.08692767,-0.15253976,0.017152393,0.15087445,-0.121565536
1967-10-01,0.19150731,-0.07360543,-0.20133248,0.32922608,0.3087431,-0.19350566,0.3653627
1967-11-01,0.066611245,-0.21948405,0.017318916,0.34238178,0.13422164,0.10291438,0.04196508
1967-12-01,0.17085782,0.022647822,0.2557872,0.31623688,0.0752707,0.046461344,0.19050819
1968-01-01,0.04968915,-0.22353038,-0.28043932,-0.18743142,-0.014439583,0.43262118,0.29318017
1968-02-01,0.020668412,-0.04473438,-0.13448636,-0.24165066,-0.62684774,0.031852018,0.32573998
1968-03-01,-0.20059693,-0.057899892,-0.018828083,0.08791158,-0.20399447,0.1337785,0.21064803
1968-04-01,-0.032842994,-0.029162312,0.1826183,0.072905734,-0.6111342,0.17879601,0.07262258
1968-05-01,0.08239055,0.058890842,0.18573272,-0.029162288,-0.12769122,0.01953591,-0.6019324
1968-06-01,-0.15246506,0.08352307,0.0842309,0.40515774,0.22437981,0.11636603,-0.038930226
1968-07-01,-0.12471833,0.22579543,-0.22098227,0.07771893,-0.000990963,0.19082896,-0.040062763
1968-08-01,-0.3070535,0.023075009,0.18247667,0.32715565,-0.32446593,0.1669046,-0.18488327
1968-09-01,-0.15586254,0.12641713,0.19153681,0.022650313,-0.022508811,-0.001274085,0.06186371
1968-10-01,0.025764752,-0.081399605,0.1577029,0.074462935,-0.08847783,0.10093548,0.19606689
1968-11-01,-0.041619968,-0.06880035,0.0116082905,0.2987012,-0.10220958,0.022791862,-0.045866907
1968-12-01,-0.061722137,-0.019960593,0.04784881,0.20257883,-0.1344863,0.2968608,0.44592828
1969-01-01,0.056326248,-0.10205346,0.049815416,0.15080899,-0.0030282973,-0.032705568,0.017109822
1969-02-01,0.10856428,0.08024974,-0.12370576,-0.07161913,-0.16489056,-0.08554928,-0.4244152
1969-03-01,0.04027629,-0.034522556,-0.09735961,0.06238284,-0.023317909,-0.06435122,0.18063764
1969-04-01,-0.17019005,-0.008024966,0.14762926,0.027406061,-0.2742119,0.26891237,0.29450145
1969-05-01,-0.043607425,0.22712198,0.28435668,-0.06465404,-0.15398872,0.13127652,-0.024074936
1969-06-01,-0.3403802,0.0629885,-0.37126875,0.12582557,0.15338299,0.06768236,0.30752316
1969-07-01,-0.22061117,-0.035733856,-0.050572492,-0.19820176,-0.2169772,0.3063118,0.28571945
1969-08-01,-0.42865485,0.04451592,-0.095845416,-0.049815416,0.009539127,-0.06374557,0.11022987
1969-09-01,-0.14596371,0.17670089,0.3514334,0.36203244,0.038459398,-0.13415338,-0.2973784
1969-10-01,-0.03755083,0.03770225,0.2522568,0.12476568,0.18336312,0.08842616,0.22999886
1969-11-01,-0.30661467,0.035733856,0.22515357,0.24483748,-0.123857185,-0.018624019,0.32750982
1969-12-01,-0.19063103,-0.2233366,0.19411352,0.34689096,0.009236288,0.14823496,-0.2957128
1970-01-01,0.036015294,-0.1716946,0.17824285,0.065875195,-0.020954346,0.28838408,0.03313408
1970-02-01,-0.10712905,-0.16278902,0.12572603,-0.24346319,-0.31156483,0.22656879,0.24529679
1970-03-01,-0.028157378,-0.2409749,-0.3449608,0.18374336,0.16265805,0.13017884,0.09625902
1970-04-01,-0.21582969,-0.12900014,0.1927799,0.13829863,-0.39302483,-0.02187109,0.32322067
1970-05-01,-0.2705729,0.10922446,-0.094294526,0.22133021,0.04465892,-0.19566114,-0.1753616
1970-06-01,-0.21582966,0.06600616,-0.19173212,0.09717574,-0.0145370485,0.14877579,0.31379122
1970-07-01,-0.16357481,-0.12638088,0.18361244,-0.18282661,-0.2062693,0.14157274,0.16933723
1970-08-01,-0.042432524,0.24988051,-0.069018364,-0.04675436,-0.27960947,0.40808573,-0.10189047
1970-09-01,-0.28733638,0.1584672,0.11813011,0.12454736,0.16815856,0.19736369,-0.028026437
1970-10-01,-0.08041227,0.106605195,0.09809248,-0.14864483,-0.17143266,0.26048863,0.3054095
1970-11-01,-0.44960156,-0.11537983,0.065351345,-0.05893407,0.064434625,0.43689793,-0.020430481
1970-12-01,-0.046492457,-0.19461343,0.016894436,0.19657788,-0.14209661,-0.039944194,0.28471708
1971-01-01,0.035557676,-0.016699146,-0.19304797,0.21363401,-0.1626728,0.47203904,0.0067660334
1971-02-01,-0.27553606,-0.053696416,-0.20586029,0.05110519,-0.20658004,0.07370663,0.49823934
1971-03-01,-0.107536815,-0.1703026,-0.13992742,-0.1072489,0.070251584,0.1213568,0.58979684
1971-04-01,-0.30994207,-0.01137271,0.14971654,-0.23753107,-0.104369715,0.27164918,0.14726928
1971-05-01,-0.16396843,-0.047506213,0.23249254,0.12294035,-0.09832348,-0.006766057,-0.08882222
1971-06-01,-0.23090902,0.10033889,-0.3394535,0.22054401,-0.044627048,0.24919172,0.28849226
1971-07-01,-0.042755604,0.17346966,-0.19967012,-0.17865217,-0.07399452,0.30533543,0.21161862
1971-08-01,-0.24645647,-0.0558558,0.19434357,-0.08507931,-0.34765917,0.21392198,-0.19549525
1971-09-01,-0.075865984,-0.026632274,0.17562902,0.10393785,0.067228414,0.09889932,0.09702785
1971-10-01,-0.21464172,-0.08651888,-0.08378363,0.3419008,-0.13935156,0.26272374,-0.2477521
1971-11-01,-0.24228172,0.1671355,-0.03699727,0.4372011,0.05470419,0.08119245,-0.23278049
1971-12-01,-0.18268299,-0.1574903,0.30173644,0.10177846,-0.1646882,0.12481178,-0.040308334
1972-01-01,-0.07930918,-0.12323835,-0.09482904,0.12258072,0.0044718264,-0.009732818,-0.1461236
1972-02-01,-0.24016352,-0.21385863,-0.19939093,0.02959299,-0.004997921,0.2271426,-0.13218203
1972-03-01,-0.24581906,0.016440535,-0.31039754,0.011837197,-0.12179156,-0.07089166,0.26975656
1972-04-01,0.015651394,-0.07930918,0.102062896,-0.09456606,-0.042482376,0.15125303,0.12784171
1972-05-01,-0.095223665,0.0878583,0.19886485,0.030776715,-0.047611855,-0.01565137,0.36340186
1972-06-01,-0.16927187,0.12863083,-0.20359974,0.05155754,0.06484151,0.24568756,0.26988798
1972-07-01,-0.19084187,0.1217916,0.09114637,0.1769003,-0.020517826,-0.02393744,0.045770478
1972-08-01,-0.0937769,0.07049708,-0.022096157,0.054188035,0.019991731,0.52728117,-0.040114928
1972-09-01,-0.09496059,0.0021043778,-0.16427402,-0.1603282,-0.038799666,0.022885252,0.16480003
1972-10-01,-0.084044054,0.19426152,0.26068133,-0.12060785,-0.21925116,0.07707329,-0.24595061
1972-11-01,-0.08798981,0.010785008,-0.24529295,0.23832217,0.348145,0.11995022,-0.20149536
1972-12-01,-0.13231353,0.03893123,-0.048664045,0.21425322,0.067340516,0.095486715,0.036300756
1973-01-01,-0.14557967,0.014821148,-0.009834593,-0.079784855,-0.24503371,-0.11261301,0.30071685
1973-02-01,-0.25694603,0.005956161,0.009834585,0.07382871,-0.35556903,0.14391749,0.4839728
1973-03-01,-0.121616505,0.052220304,-0.013713026,0.15860012,-0.3476736,0.044324923,0.18962756
1973-04-01,-0.14724186,-0.19544521,-0.037676193,0.023547614,-0.012189353,0.43881673,0.15804604
1973-05-01,0.010111624,0.078953765,-0.037122108,0.19198231,-0.11926174,0.098622955,0.3955999
1973-06-01,-0.04044652,0.116768464,0.067872524,0.17065097,-0.088234305,0.28243285,-0.3133218
1973-07-01,-0.097376324,0.047926325,-0.0609468,0.14793444,-0.1861647,0.097376324,0.47760105
1973-08-01,-0.17577603,0.123694226,-0.16926579,-0.03490589,-0.038230278,0.036013983,0.16704953
1973-09-01,-0.18796538,-0.09058906,-0.044740476,-0.069811754,0.29780808,0.08241667,0.35626155
1973-10-01,0.048203353,0.17729971,0.27135167,0.080754474,-0.05305139,0.115660354,-0.0022162437
1973-11-01,-0.3361768,-0.30819672,0.234091,0.36429545,0.044186402,-0.057899427,0.148627
1973-12-01,-0.17023543,-0.045017503,0.027564561,-0.017868495,-0.17231314,0.08172408,0.089757964
1974-01-01,0.0009822368,0.14817934,-0.09106855,-0.11646672,-0.081245996,-0.07647514,0.13049884
1974-02-01,-0.13681336,-0.17231461,0.025257874,-0.006454778,-0.4965972,0.23756404,-0.060618818
1974-03-01,0.15996633,-0.047989905,-0.0064547537,0.11604575,-0.27797657,0.024977202,0.12642959
1974-04-01,-0.5416404,-0.09345402,0.124184415,0.021469165,0.18662736,0.011506354,-0.21679647
1974-05-01,-0.049814083,0.10004914,-0.46769103,0.03957062,0.19813374,0.13400689,0.4905634
1974-06-01,-0.18031292,-0.13400689,-0.3293342,-0.26296222,0.18325968,0.13976005,-0.105661966
1974-07-01,0.03171263,0.08292993,-0.044060897,0.12530696,-0.07647514,0.088402435,0.04756894
1974-08-01,-0.0697397,0.3491195,-0.21160462,0.2720831,0.056128524,0.17610328,-0.00785799
1974-09-01,-0.34336632,0.0081386445,0.24079141,0.023714304,0.061039794,-0.0042096614,-0.39977553
1974-10-01,-0.29593772,0.10888936,-0.14916162,0.37592092,0.021609496,-0.11801026,-0.13372624
1974-11-01,-0.05865432,0.109871626,0.25917354,0.29257002,0.14270678,0.26787347,0.1734372
1974-12-01,-0.19813374,-0.13162144,0.09597981,-0.04672699,-0.06931877,0.13442786,-0.37325484
1975-01-01,-0.028455162,0.07341969,0.2989135,0.2959606,-0.14657095,-0.080399275,0.16844921
1975-02-01,0.10630419,0.026576066,0.15905364,-0.15314786,0.029126287,0.039327193,-0.01597247
1975-03-01,-0.2190511,-0.05006497,-0.12415578,0.050467633,-0.4088416,-0.23019156,0.107109524
1975-04-01,-0.15006073,-0.08442597,0.03986411,0.31931528,0.12979317,0.13824917,0.23314448
1975-05-01,-0.18844838,0.0014764309,-0.060937025,0.2452245,0.036240052,-0.05449431,0.28468588
1975-06-01,-0.033958293,0.13690694,-0.22441998,-0.018254256,0.2393187,0.4544773,0.23408401
1975-07-01,0.05046766,0.035568953,-0.17234167,0.17865014,-0.3591794,-0.06617169,0.17771056
1975-08-01,0.10174067,0.13784651,0.00563736,0.25515693,-0.119055346,0.04107208,-0.32911354
1975-09-01,-0.11851847,0.15059766,-0.3453545,0.095432185,0.05073614,-0.06469524,-0.0315423
1975-10-01,-0.32012066,0.018925358,0.03771653,0.3347509,0.1369069,0.29770547,-0.38011807
1975-11-01,-0.14683941,-0.11811576,0.21824579,0.21878266,-0.09744549,-0.038656093,0.24415068
1975-12-01,-0.17180479,0.00550313,0.1547585,-0.044293452,0.024831176,0.043353867,0.3586425
1976-01-01,0.14187591,0.14455791,0.09641664,0.026015043,-0.037815712,0.15139692,0.41194978
1976-02-01,0.011532402,-0.08206812,-0.29568657,-0.073217645,0.06530585,0.13128218,0.53961134
1976-03-01,-0.12699103,-0.036072414,0.22796702,-0.02158981,-0.27208534,0.17714377,0.461298
1976-04-01,-0.07509501,-0.03231767,0.05752814,-0.17164576,0.12779562,0.20651129,0.4969681
1976-05-01,0.10808317,0.10392614,0.05725994,0.096550725,-0.085822895,0.27718106,0.44118324
1976-06-01,-0.27624238,0.10070777,0.07120617,0.16561134,0.34329152,0.07616779,-0.16882968
1976-07-01,-0.18063033,0.21214339,0.20262244,0.20691362,0.17687558,0.026283264,-0.07952025
1976-08-01,-0.11787236,-0.12457727,-0.30346432,0.21656863,0.007643604,0.002547884,-0.03540194
1976-09-01,-0.101780556,0.118274644,-0.0021455705,-0.031915374,0.04250915,-0.2344037,-0.038620282
1976-10-01,-0.05578487,0.17741199,0.46035925,0.35844463,0.02641735,-0.008179998,-0.48007172
1976-11-01,-0.26417354,0.10043957,0.20744996,0.27691287,-0.2334651,0.024808168,-0.2046339
1976-12-01,-0.074290425,-0.30856007,0.22743063,0.30842596,-0.056857657,0.21750736,0.088907145
1977-01-01,0.15463893,-0.19596845,0.08432331,0.058110964,-0.030234348,-0.1284266,0.08376856
1977-02-01,0.020803452,-0.06865136,-0.32827836,-0.11733141,0.25380206,0.26323292,0.5539264
1977-03-01,0.073366806,0.03231468,-0.03356289,0.039249163,-0.5145386,0.19943568,0.2962411
1977-04-01,-0.29249647,-0.12773316,0.29374465,0.021080827,0.0059636594,0.01775229,0.082936384
1977-05-01,-0.061994266,0.00332855,0.05561457,0.15616453,-0.23910093,0.16934003,0.020803452
1977-06-01,-0.13716404,0.15103301,0.14520808,0.11955047,-0.0047154548,0.38444766,-0.20664755
1977-07-01,-0.1579675,0.18098997,0.083491184,-0.1486753,0.20872788,0.07503109,0.22051653
1977-08-01,0.15810618,-0.03675276,0.09930179,0.11386418,-0.16878529,-0.06338116,0.42383552
1977-09-01,-0.14354376,0.13827358,-0.08293643,-0.03425634,0.17558113,-0.074615024,0.09417027
1977-10-01,-0.10484934,0.10595888,0.13203254,-0.08987087,-0.16268298,0.18140605,0.5274367
1977-11-01,-0.09250597,-0.0016642809,0.056446683,0.2594883,0.01927786,0.3697466,0.089177445
1977-12-01,-0.0009708166,0.10942612,-0.06365854,0.043132477,0.17391679,-0.008044004,0.07530852
