,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5,r400_cluster6,r400_cluster7,r400_cluster8,r400_cluster9,r400_cluster10,r400_cluster11
1965-01-01,59.21956,24.45897,33.093014,35.74826,20.08052,33.5189,23.880747,37.28309,24.504835,22.662054,31.823544
1965-02-01,51.56014,15.8101845,35.35677,16.308144,22.393417,36.81134,24.84882,27.106024,10.516075,8.378452,28.698185
1965-03-01,48.837738,10.861702,29.780922,7.6953926,33.62046,43.370003,34.752335,20.550636,7.636425,11.236809,28.529469
1965-04-01,46.098957,13.163132,20.17389,13.227013,78.39923,36.18561,58.369423,20.259068,18.362228,13.480907,57.26867
1965-05-01,42.73936,37.34861,23.277952,38.6836,81.46234,27.18301,45.43719,18.12799,37.04885,23.207516,55.358727
1965-06-01,40.092308,43.68778,27.982368,17.734867,58.27114,37.830193,22.052708,43.23896,44.02521,74.402435,60.135216
1965-07-01,35.233917,43.004723,20.56374,18.771736,57.82232,24.137917,11.218792,55.633915,29.81696,65.43096,65.35561
1965-08-01,32.069244,31.71052,31.844837,16.924042,55.976265,35.12417,18.714405,60.36454,28.393513,69.61612,67.788086
1965-09-01,27.91357,27.610535,25.898796,28.983202,59.570095,34.811306,14.657013,54.778866,28.7031,67.085365,52.285786
1965-10-01,33.807198,31.225662,32.1921,40.72131,61.656944,47.62396,17.130432,49.280006,32.891537,65.52269,28.576971
1965-11-01,48.066227,25.946299,35.720413,39.99075,68.64641,33.507435,19.721794,47.653442,32.483665,31.679396,14.765121
1965-12-01,45.30779,23.16329,21.395859,37.822,38.71964,36.665554,17.430191,57.645412,18.58664,18.80122,11.626659
1966-01-01,57.523212,17.7818,35.38464,12.0575485,38.56441,48.63725,32.593925,13.820625,7.2164803,20.915607,29.162987
1966-02-01,56.74017,15.250454,27.925224,12.474514,26.808937,42.32367,27.706892,20.85815,16.343758,18.884953,25.55804
1966-03-01,50.39704,25.612213,21.879223,17.913124,46.197838,41.230366,30.881739,26.086636,8.70541,30.399109,25.185398
1966-04-01,50.43808,19.231327,19.858418,12.548389,52.015656,38.24758,40.736244,20.25076,17.312302,28.485008,56.346188
1966-05-01,41.607933,50.39704,37.809277,25.466112,78.32388,45.75132,42.9524,26.380482,30.126604,34.690243,38.400253
1966-06-01,27.943281,32.227848,34.127174,16.465237,70.179924,38.835274,38.319813,39.176727,50.214825,71.36844,47.174587
1966-07-01,32.566017,40.137062,12.548389,15.467148,56.654808,42.039673,21.09454,56.262466,51.557648,48.172676,59.668777
1966-08-01,44.8468,24.011658,15.724876,36.77507,52.642746,33.13237,18.257862,67.93586,29.763811,56.246048,59.614605
1966-09-01,39.10121,29.56682,21.365402,13.423359,45.866234,44.439686,26.068577,58.516376,26.633287,55.83729,59.340458
1966-10-01,37.6484,33.386818,28.115648,27.135616,54.985302,42.471413,16.699986,45.982788,29.277899,56.663013,36.914604
1966-11-01,51.21784,23.41904,36.35154,36.318707,55.405552,33.910484,22.627792,33.98764,30.221817,20.913963,21.893997
1966-12-01,52.69856,16.018723,25.078695,42.093845,42.83092,33.836613,25.081978,48.29744,19.710674,19.510399,19.065525
1967-01-01,47.36216,15.762894,28.653933,9.329197,29.052555,27.04593,22.25064,36.0048,24.899113,15.864239,21.595276
1967-02-01,48.978607,8.827538,23.53265,12.252991,26.77061,34.893387,45.024475,44.62416,11.477703,11.619583,35.212624
1967-03-01,48.0361,13.671814,26.816217,12.068878,41.75104,36.26323,28.096539,18.507645,15.938557,14.327175,18.593788
1967-04-01,45.536266,12.653301,22.17632,10.881458,67.12775,29.272137,45.061634,15.538246,28.461378,24.99708,46.429787
1967-05-01,52.61519,19.828503,28.821152,19.519402,74.01918,35.133236,51.522358,16.820255,30.783861,24.113693,43.41816
1967-06-01,32.106407,36.457474,20.45684,14.810253,75.118774,55.60317,31.555769,42.164864,51.2369,64.9235,58.971188
1967-07-01,40.497746,22.080044,25.507181,17.914776,55.645393,34.844402,16.522976,59.748165,43.257698,70.30152,63.899918
1967-08-01,41.36931,26.106804,29.535631,18.904575,48.531,41.53315,20.676418,70.17822,24.951475,53.92929,74.612045
1967-09-01,32.22802,29.65049,35.3241,25.498735,46.017654,30.52543,26.382124,59.3411,23.318138,59.33603,69.35057
1967-10-01,35.17884,28.179302,27.072956,23.811348,60.813972,40.352486,17.480686,57.391903,35.866295,58.851265,33.471184
1967-11-01,46.00414,21.797966,31.39024,30.478138,60.09105,37.46923,13.193806,56.682487,35.607864,21.948296,24.973433
1967-12-01,54.53567,15.198742,33.66543,14.771404,24.968367,39.264717,37.427002,45.91462,19.326847,17.386097,29.638666
1968-01-01,52.790325,24.138203,22.955162,15.942223,34.194855,39.810677,21.913763,51.58314,11.813652,14.252167,30.31416
1968-02-01,50.509552,14.6593895,33.621845,9.820995,38.3025,42.698265,39.30044,14.53384,15.015106,13.143166,42.110767
1968-03-01,46.83166,12.267555,22.300062,11.675228,54.559254,29.605944,37.00196,15.514076,27.20284,16.969135,41.930492
1968-04-01,51.154995,11.33239,24.355495,14.884731,71.21035,30.909702,44.837395,14.351959,38.19788,21.12185,47.853745
1968-05-01,46.994232,30.104914,21.23613,20.325108,68.31633,36.663948,73.22394,29.184235,29.527075,47.41916,59.8097
1968-06-01,27.93842,36.649464,17.29427,16.370373,79.33551,61.80558,56.59537,33.13253,57.124924,64.90724,62.0438
1968-07-01,34.106327,28.043043,32.596542,20.122303,62.558865,29.395088,41.37519,46.221634,43.940857,58.713577,67.69664
1968-08-01,32.623905,36.181076,19.773022,28.292526,56.645267,25.652817,17.60331,60.31511,33.227497,66.15466,63.25903
1968-09-01,36.538403,36.842613,39.329414,32.541817,59.783947,37.206375,24.11084,54.84093,32.052505,66.21422,64.70282
1968-10-01,44.029385,31.370043,31.767609,29.31783,62.552425,39.61109,34.283382,48.494358,39.25054,57.702763,61.04264
1968-11-01,53.400356,26.71031,37.51059,24.15108,47.892376,32.2537,33.821434,48.397785,49.511612,32.322914,47.087585
1968-12-01,48.077477,15.46096,21.207157,11.932762,20.070797,28.844612,37.68442,31.811068,19.766586,14.731819,44.320717
1969-01-01,59.71126,18.166473,25.52789,13.831509,33.88698,42.89782,29.160969,33.75997,21.929901,13.280029,34.620613
