,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5,mgv500_cluster6,mgv500_cluster7,mgv500_cluster8,mgv500_cluster9,mgv500_cluster10,mgv500_cluster11
1965-01-01,-0.51143134,0.42062464,-0.19441745,-0.7601561,0.06019435,0.45035392,0.42886654,0.6047399,-0.44593874,-0.047095846,-0.33585224
1965-02-01,-0.89334905,0.013687229,-0.064315274,0.114943266,-0.39118975,0.6693495,0.5766295,0.1638052,-0.1470273,0.049744964,-0.7430839
1965-03-01,-0.2727143,0.115973495,-0.12171328,-0.24887204,-0.60253227,0.61710256,0.7070261,0.16012584,-0.08609705,0.20324795,-0.0953691
1965-04-01,-0.20589705,0.1549747,0.16056733,-0.54425114,-0.04135604,0.8082822,0.2771295,0.28684306,-0.28993368,0.25137398,-0.3736759
1965-05-01,0.07167399,-0.01457026,0.06946635,-0.03752947,0.15232559,0.3680833,0.34453544,-0.55146277,-0.42342097,0.025019646,-0.33747107
1965-06-01,0.018691158,0.23665658,0.25726098,0.1320155,-0.013687229,0.03326144,-0.23915848,0.3009718,-0.1440838,0.097429514,-0.24430966
1965-07-01,-0.30906639,-0.1117054,0.2781597,0.6291709,0.06284352,0.108320475,-0.41459045,0.3624907,-0.19956858,-0.26947647,-0.42136055
1965-08-01,-0.3592529,0.076972246,-0.010890913,0.1505595,-0.014570236,-0.05077524,-0.25166836,0.19633074,0.014570284,-0.22532412,-0.36013597
1965-09-01,0.3823592,-0.11715088,-0.038412523,-0.42798337,0.16115606,0.12259634,-0.19427033,-0.21884842,-0.2397472,-0.08889337,-0.48111328
1965-10-01,-0.36808333,-0.115973495,-0.047831703,-0.33261433,0.056073476,0.16189198,-0.45668238,0.4881777,-0.7424953,-0.008536125,-0.12833615
1965-11-01,-0.1816133,0.15909562,-0.14378946,-0.20074601,-0.039148428,0.13907988,-0.10007858,0.634322,-0.5140804,0.20280643,-0.4803775
1965-12-01,-0.22473545,0.14055161,-0.058428265,-0.543221,-0.18794183,0.5738333,0.18779464,0.23812827,-0.06093024,0.12289069,-0.19103241
1966-01-01,-0.45382,0.10965748,-0.07580547,-0.250997,-0.0031826496,0.37049183,0.54698545,-0.10604081,0.4157726,-0.049042035,0.34792382
