,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6,vo1000_cluster7,vo1000_cluster8,vo1000_cluster9,vo1000_cluster10,vo1000_cluster11
1965-01-01,-5.228081e-06,3.1339026e-05,6.889323e-05,-8.84665e-05,1.43521465e-05,-0.00016304545,-4.573012e-06,4.3318683e-05,-7.270001e-05,3.5031553e-06,1.9197847e-05
1965-02-01,-5.8652004e-06,4.750932e-05,6.7062625e-05,-9.251355e-05,1.2745884e-05,-0.00016353899,-4.5819907e-06,-1.728411e-06,-6.465076e-05,4.041569e-06,1.2925353e-05
1965-03-01,-4.851194e-06,4.5831268e-05,5.5199627e-05,-7.683681e-05,1.970934e-05,-0.00017491743,-4.7435096e-06,2.4622277e-06,-5.5829783e-05,4.642796e-06,6.528587e-05
1965-04-01,-3.9179504e-06,2.4752462e-05,6.957522e-05,-7.475494e-05,9.389791e-06,-0.00015482571,-3.7653954e-06,0.000111014946,-5.0957162e-05,2.444278e-06,0.00010563083
1965-05-01,-2.544999e-06,3.412082e-05,9.4234456e-05,-9.4299285e-05,6.9400194e-06,-5.17558e-05,-3.774374e-06,7.952685e-05,-2.0850988e-05,1.8610008e-06,8.220994e-05
1965-06-01,-6.695336e-07,2.5272926e-05,6.946753e-05,-8.506553e-05,1.340537e-06,-3.7784026e-05,-8.404713e-06,9.524847e-05,-2.0142077e-05,1.8071587e-06,0.00011612986
1965-07-01,-4.5416527e-07,4.662094e-05,7.20878e-05,-0.000100275654,8.7391527e-07,-5.2545474e-05,-1.1150609e-05,0.00010667177,-4.451417e-05,2.1391825e-06,0.00013669717
1965-08-01,-1.3425451e-06,4.038434e-05,8.040626e-05,-9.134699e-05,9.13853e-06,-4.4361623e-05,-8.557261e-06,0.00010501166,-2.3040528e-05,1.1072261e-06,0.00013724455
1965-09-01,-1.8091669e-06,1.4935424e-05,6.194772e-05,-7.26013e-05,2.1661035e-06,-2.5400564e-05,-7.426599e-06,5.593546e-05,2.2239874e-05,2.255838e-06,8.6956934e-05
1965-10-01,-7.6823926e-07,1.7591592e-05,4.2717456e-05,-6.689414e-05,1.7981874e-06,-3.858267e-05,-5.174239e-06,3.7010297e-05,3.12134e-05,3.3775286e-06,1.5644335e-05
1965-11-01,-2.8231807e-06,3.119545e-05,6.9090645e-05,-7.4010146e-05,1.1669064e-05,-4.5052577e-05,-3.200068e-06,1.26382e-05,-1.823072e-05,3.7723585e-06,3.7109003e-05
