,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,23.831207,20.335999,26.709229,16.182617,21.651764,25.168945,6.0013123,26.13092,24.240356,15.822388,22.633698
1965-02-01,23.288849,19.078613,26.986145,15.921661,20.51062,24.602112,4.063324,25.84253,25.697845,15.286987,22.029968
1965-03-01,23.540833,18.444427,27.951141,16.367249,20.015656,24.583649,3.319397,26.048615,26.371918,15.600342,21.813416
1965-04-01,24.575684,19.03769,28.057434,17.215485,20.821991,24.994812,3.9500732,26.448761,26.58548,15.925659,22.084839
1965-05-01,25.701324,20.704712,27.50708,18.780731,22.716034,25.367523,8.174286,26.891846,26.238708,17.4505,22.76593
1965-06-01,27.411774,22.317871,26.713715,20.537567,25.234802,26.048615,12.604065,27.309967,25.424408,19.45282,23.931519
1965-07-01,28.682129,24.250336,26.010193,21.822906,27.352905,26.345978,19.358032,27.39978,25.730774,20.711212,24.840118
1965-08-01,29.365204,25.951294,25.638458,22.439606,27.42276,27.020569,22.938568,27.90625,24.629059,22.034943,25.150482
1965-09-01,28.506989,25.471802,26.136414,22.153198,27.264587,27.558472,19.869965,28.70108,23.842682,21.002106,25.778168
1965-10-01,27.575928,24.310211,26.698761,21.288513,25.461823,27.153809,15.111847,28.672638,24.090668,19.70581,25.946808
1965-11-01,26.30606,22.168182,26.219238,19.831543,23.81076,26.8255,12.171478,28.178162,24.516785,18.053223,24.867554
1965-12-01,25.184418,20.966675,26.489685,17.857147,22.170685,26.355957,8.515076,27.85434,24.360107,16.956512,23.787811
1966-01-01,23.686829,19.60559,27.306671,17.493103,20.753876,25.645508,5.7450867,27.11554,25.796295,16.369537,22.77356
1966-02-01,22.858276,18.6792,27.54065,17.098236,19.867828,25.340424,4.1520386,26.617798,26.744873,15.850128,22.697937
1966-03-01,22.91275,18.629791,27.792786,16.920746,19.34842,25.01062,3.7496033,26.437256,25.640472,15.77298,22.178497
1966-04-01,23.433685,19.280334,28.027283,17.642395,19.733185,25.45993,4.7057495,27.069122,24.514374,16.314575,23.03125
1966-05-01,25.056488,20.277313,28.146301,18.391754,21.98233,25.75293,7.2862244,27.305664,22.650513,17.18045,23.076141
1966-06-01,26.42566,21.718597,27.897186,20.533997,24.273834,26.165436,14.066956,27.821045,22.123535,18.871857,23.901154
1966-07-01,27.947601,23.628845,26.471039,21.985352,26.946594,26.544159,21.089233,27.762024,22.747345,19.644928,24.55069
