,vws_v500-200_cluster1,vws_v500-200_cluster2,vws_v500-200_cluster3,vws_v500-200_cluster4,vws_v500-200_cluster5,vws_v500-200_cluster6,vws_v500-200_cluster7,vws_v500-200_cluster8,vws_v500-200_cluster9,vws_v500-200_cluster10,vws_v500-200_cluster11
1965-01-01,-0.5032005095780383,3.257401732362262,3.696321712728356,-8.157837285781458,-2.120500369282932,15.348858577903687,5.269330516279636,15.293424334040248,-0.734884087565246,12.09848925532186,-5.30346266584093
1965-02-01,10.362541194143382,-2.9868270666331846,2.226631160883294,-7.415563588614661,-6.94397730056221,-1.283643398390678,15.409087689155422,11.879253628576677,-1.6199129965440955,21.425995969068918,-1.2826940840245942
1965-03-01,0.19393121008170844,-3.195168867534303,4.423138579446237,-8.289322033398001,-3.718485912532437,2.9396030242261952,7.970008705729062,9.424267536927829,0.020291367484064897,2.6933424802072716,-4.938972459353404
1965-04-01,-0.4544041887762415,-7.2473809569317345,11.612169685215704,-2.727139058977503,-2.1089221136579526,9.382957437621837,3.580531363549562,10.15970734212986,-0.4017519524725176,5.093240433101292,-3.964756493287247
1965-05-01,-1.8384317053145836,-7.7864383894359595,4.689085160757754,-0.9946712854923785,-0.21980958611009452,-0.38722231876753704,-1.5365662701410039,-1.6398949310745656,0.35962816458952496,0.06825667639144381,-2.199466070451333
1965-06-01,4.4506764707705955,-7.763428999573508,-0.4105510111260125,-1.6541751669194156,-2.5825884441628633,-10.334880333384792,-1.8383299881798099,-1.8913940681382464,1.0769591305956814,-9.663207933682337,1.0452876474825166
1965-07-01,5.0590499315218675,-5.954540903700382,1.9964536879127288,1.4827935071608263,-3.137607818631946,-6.172135236203757,-5.523912293218755,-0.7613055467081851,0.8660365488321414,-7.907533179818942,4.5855662804128645
1965-08-01,4.4415842421568605,-3.819434737978381,-1.0024134490696914,-0.15579138119755828,-2.2709336674915424,-6.838526438398286,-0.2792410714838757,-0.9319913336979446,-0.1995271208489621,-9.93121767121173,1.7150581021865212
1965-09-01,4.496130777677715,-6.479256751183513,0.7388820698530255,-1.768465644583373,-4.248531559116727,-7.959664754547618,0.7602093955005993,-0.7161493037486419,-1.1309842917400337,-7.143984920070395,-3.181335277087233
1965-10-01,-0.2933092897029449,3.1840592824053724,3.192475774242411,-4.639560820983132,-3.3388333790731317,-4.809970589611329,9.697552491483153,3.644395699470294,-1.0064723542280398,3.2980618810250037,-6.886299076547081
1965-11-01,-4.147271855876388,-4.992469079943164,3.8447589880077597,-3.590176361080917,-0.9397241618744286,4.63392104881664,-5.026604359578999,4.085461912962043,-2.009312808554312,5.724592494394821,-5.124280740969412
1965-12-01,-3.749438715103193,-7.50537325220942,9.499864295837552,-9.275752277171437,-2.4794470831068205,8.71316359134891,-2.1936551825888486,6.422546083286685,-1.3421236368256042,-3.718441081453884,-5.827963233469231
1966-01-01,-5.539179638470148,4.804762958147638,4.480658763261831,-15.405071592427909,-3.8773314687207936,8.965763666560047,11.013808176974592,1.95425023006781,-0.819370709927365,0.6365758362901167,-6.959997859469469
1966-02-01,-5.4707497791832065,3.577935338476106,5.561229995277496,-10.055103480639929,-3.517155171144039,5.7503170346208154,17.392006443722654,3.5501303684514283,-1.1249187065168063,6.206261753749433,-6.980228634688552
