,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5
1970-01-01,1.3591305,-0.69687045,-0.0119808195,-0.8166763,-0.22596665
1970-02-01,1.213034,-1.1973927,0.28354034,-0.79837227,-0.017637635
1970-03-01,1.0742584,-0.7754097,0.37639007,-0.6692486,-0.3344574
1970-04-01,1.2602905,-0.6659206,0.3657402,-1.020346,-0.5241505
1970-05-01,0.68156207,-0.51416665,0.36540756,-0.89887697,-0.63530385
1970-06-01,-0.5168289,-0.21798,0.3657402,-0.5517723,-0.8765789
1970-07-01,-0.5045158,-1.0735931,0.5284767,-0.6812294,-1.2223523
1970-08-01,-0.58538437,-1.1411502,0.6120079,-0.44428024,-1.3424908
1970-09-01,-0.6639236,-0.61633456,0.8492905,-0.33112946,-1.3175316
1970-10-01,-0.7594353,-0.8143467,0.8063599,0.29152757,-0.9231701
1970-11-01,-0.4612526,-0.54811174,1.178756,0.63330686,-0.951458
1970-12-01,-0.31082916,-0.73680574,1.0862392,0.9750862,-1.0126915
1971-01-01,-0.37300187,-0.785199,1.1121471,0.8041428,-0.8217804
1971-02-01,-0.10647812,-1.1118206,0.56766856,0.9762726,-0.7943443
1971-03-01,0.16657715,-1.524997,0.30898398,0.7518837,-0.9047424
1971-04-01,0.19107361,-0.4089306,0.55656356,0.15939179,-0.84986955
1971-05-01,0.9824783,-0.20217857,0.55264395,-0.81622773,-0.53892595
1971-06-01,0.47458115,-1.1281515,0.65879667,-1.8294086,0.09831314
1971-07-01,0.37594146,-1.1990284,0.4311409,-1.5233635,-0.29983863
1971-08-01,0.2590111,-1.0997356,0.33282775,-1.5142189,-0.057812117
1971-09-01,0.48829955,-1.0422503,0.45531082,-1.6321285,-0.1495926
1971-10-01,1.0435566,-0.47131538,0.4791538,-1.137297,-0.066957854
1971-11-01,1.134684,-0.11921692,0.63037986,-1.4110062,0.19466706
1971-12-01,1.5138919,-0.4827469,0.49221915,-1.1108408,-0.11889038
