,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,27.879502754420386,16.659819818761225,26.076767039187427,20.068495212005953,26.346431058995865
1965-02-01,28.074141935974232,15.680810482832635,27.02103166981904,20.812097246796444,25.583853441126205
1965-03-01,28.22144474115447,15.478602639079963,27.09120246065946,20.347474861848838,25.39520123425652
1965-04-01,28.82377266956406,16.169916626310695,26.604921992595035,19.4224862594886,26.125656857210046
1965-05-01,28.80386531316719,17.8982720757923,25.430311241685505,18.04540201306783,27.686896043665268
1965-06-01,28.43712744593838,20.30661088706803,24.114037155175172,16.788685893660542,29.824318137823365
1965-07-01,28.050411523875855,23.177882702681266,23.087680953527205,15.882565438527463,31.7612185197718
1965-08-01,28.002336354641674,25.05810243369889,22.393334042077502,15.539110190754007,32.82387677360983
1965-09-01,28.189611638092952,24.391788287754476,22.277263992476204,15.442383333325827,32.78572138618021
1965-10-01,28.47710363906981,22.610916360451355,22.737411403804785,15.730453681241983,31.86696276945226
1965-11-01,28.675304907382586,20.344525358102615,23.539710379613915,16.75069270538668,30.50430896235447
1965-12-01,28.511244599150217,18.120033375538178,24.97344232758568,18.41691780794151,28.55081043991388
1966-01-01,28.441067171474092,16.458978096063987,26.317946364094798,19.984868883646723,26.742834203383502
1966-02-01,28.535181650357934,15.535326769752222,27.0772442988784,20.844705166412016,26.11684004465739
1966-03-01,28.70001116687034,15.50754909097713,26.963222045422345,20.504212467432904,26.004519649580413
1966-04-01,29.068262839709124,16.204246465307083,26.36051892118409,19.52079371772569,26.711387727774824
1966-05-01,28.982961402749115,17.85701591603077,25.170464002397985,18.153550088185668,28.095222454445036
1966-06-01,28.776728141910045,20.165754582760105,23.92055880446888,16.79692268371582,29.975428768232756
1966-07-01,28.47086116444825,23.003333154385977,22.85410037464731,15.925488524771264,31.958668372210333
1966-08-01,28.11551120175288,25.0004295014987,22.237361425914557,15.448474708078532,32.86310130474614
1966-09-01,28.12821242552448,24.786889988140466,21.922647711267338,15.27997400487921,32.93934616388059
1966-10-01,28.421197544128084,22.968576250285125,22.281844009661263,15.769927704026339,32.27973638796339
1966-11-01,28.546003851307216,20.53936241316969,23.338782954699536,16.86659492689745,30.607108976326735
1966-12-01,28.421529211507508,18.212908027815992,24.75518302500899,18.499296441729218,28.510647661545697
1967-01-01,28.179446619164995,16.562822787431035,26.066066843113177,20.03194362035097,26.927329044716032
1967-02-01,28.174748713841037,15.804995933588403,27.032402264718517,21.04044347671565,25.997572786667767
1967-03-01,28.456430673163908,15.785441433426236,27.042691532795587,20.777221271472662,25.698186369503244
1967-04-01,28.869992033853375,16.214720872196835,26.378277199874617,19.801874442294075,26.285976054621678
1967-05-01,29.0079144682742,18.00771803751479,25.204852218746954,18.394471446526445,27.639114155488855
1967-06-01,28.643366511246814,20.478957934971273,23.782420344360162,17.01875419194408,29.88462307873894
1967-07-01,28.19384356061642,23.50625295708649,22.550195167291555,16.00744750666882,31.88340991151099
1967-08-01,27.92562065658523,25.86913839743955,21.951426061192837,15.559000810573902,32.879879427891154
1967-09-01,27.986867211609443,25.298177760882968,21.94314769203317,15.37586806884991,32.959759001638375
1967-10-01,28.056430758605696,23.310632079187098,22.368867014202053,15.96734180661585,32.128262052349015
1967-11-01,28.193720505865915,20.844627992950215,23.321831654088918,17.077499826016023,30.36331288954791
1967-12-01,28.1378762865676,18.49365234375,24.632397084823822,18.56508853250764,28.155181922164616
1968-01-01,27.948087900060745,16.691662099239597,26.060358484896035,20.023361255321994,26.361251812355192
1968-02-01,28.02142214644485,15.76418807036685,26.87998844569261,20.7997355513907,25.487475769192564
1968-03-01,28.113338937138323,15.452223450598055,26.77795035232806,20.695542761320556,25.257040005104216
1968-04-01,28.684850008982533,16.336705214785834,26.282328934453766,19.666065940997697,26.171422004699707
1968-05-01,28.79326960261247,17.963676034969133,24.989784228820323,18.319566311431547,27.694563304676727
1968-06-01,28.67569984347807,20.369769882981792,23.694513591700893,16.901262923800196,29.72260456459195
1968-07-01,28.328882218568122,23.159910466549167,22.83333050851331,16.06577911940008,31.757996596542057
1968-08-01,28.07667163981219,25.201159150060946,22.278904133765447,15.531262788385483,32.88453233008291
1968-09-01,28.16146553397106,24.71718266062493,22.064799340020475,15.202001276051426,32.95585968915154
1968-10-01,28.49241559707168,22.820642568769244,22.62643703990347,15.763042949662438,32.168545909956386
1968-11-01,28.60010719415406,20.40596286745837,23.511389079220393,16.811201581215947,30.64599551406561
1968-12-01,28.578075750238344,18.030323947433136,25.037306072931393,18.64461898803711,28.41499599755979
1969-01-01,28.57050788308235,16.66038784667523,26.381971088474884,20.336246666433187,26.857803382125553
1969-02-01,28.64270898095733,15.859527309445568,27.248319783560383,21.109076355656136,26.040143125197467
1969-03-01,28.87308767345426,15.364645519395813,27.295932978066194,20.780380713543767,25.978884509965486
1969-04-01,29.342243545170028,16.08052636585096,26.72991135191062,19.71261422132654,26.63450428083831
1969-05-01,29.326874703368397,17.773060903061914,25.476373264830496,18.349873975634136,28.21535409665575
1969-06-01,28.894490028980368,19.851796644447493,24.107231401988013,17.197974581560086,30.071951361263498
1969-07-01,28.427036375950113,22.84978602054345,22.837740917473614,16.244241672248418,31.92599707958745
1969-08-01,28.163762362498158,24.717012113028197,22.099580035752698,15.50949983491229,32.86274227441526
1969-09-01,28.32214810539148,24.398686067901387,22.0031574624191,15.31594213084541,32.952123529770795
1969-10-01,28.478587725796643,22.161535276983773,22.610117455540507,15.838134948617858,31.96688680087819
1969-11-01,28.606299634249705,19.99407441076571,23.62296123772441,17.13514908653344,30.298609359591616
1969-12-01,28.487286651852795,17.633261993853715,25.004479442483362,18.85818344200669,28.29283218757779
1970-01-01,28.46782937401036,15.965319723978528,26.327768763216348,20.309528653472114,26.575014170478372
1970-02-01,28.43728463096874,15.216731329033843,27.126847265663088,21.084781942332363,25.663981250688142
