,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5
1965-01-01,0.017492294,0.009770215,0.3778056,0.0071436167,0.33315384
1965-02-01,0.0388726,-0.03482902,0.77342,0.0012075305,0.39067578
1965-03-01,0.032043517,-0.08993453,0.29580396,0.022640407,0.088147104
1965-04-01,0.034407437,-0.06519222,1.5855038,0.024268866,0.014497995
1965-05-01,0.024531543,-0.020172715,2.3857155,0.024899244,-0.08757061
1965-06-01,0.02747327,-0.0017867088,1.7150464,-0.051849186,-0.114729345
1965-07-01,0.026842892,-0.0005259514,1.8532567,-0.025163233,-0.06739855
1965-08-01,0.02374357,0.023008108,1.6763306,-0.019122124,-0.08231747
1965-09-01,0.015391052,0.0074062943,1.0820423,-0.03987205,-0.047121406
1965-10-01,0.011818886,-0.005306363,1.5583451,0.014235377,0.08016235
1965-11-01,0.009244859,-0.049065053,1.4667827,0.008194268,0.23297635
1965-12-01,0.019068241,-0.021538556,1.8349757,0.013237238,0.34029812
1966-01-01,0.021642447,-0.033797085,0.38418758,-0.0011534095,0.3314836
1966-02-01,0.014803648,-0.054039776,0.6614763,0.0042263865,0.2567132
1966-03-01,0.022736609,-0.050073326,0.80545485,0.036095023,0.2628225
1966-04-01,0.025335371,-0.042368293,1.5265787,0.012524068,0.13698941
1966-05-01,0.030532837,-0.017839968,1.7239908,-0.0018373132,0.019180477
1966-06-01,0.024377942,0.005913317,2.124833,-0.0005607009,-0.100999236
1966-07-01,0.026019216,0.013116777,2.127842,-0.022900641,-0.10970724
1966-08-01,0.025700092,0.008831143,1.7625613,-0.046881914,-0.12160671
1966-09-01,0.018952549,-0.005256653,1.0809199,-0.04510379,-0.03124392
1966-10-01,0.026475132,-0.016244292,1.2143668,0.010153294,0.111047745
1966-11-01,0.021460056,-0.046653926,1.0930017,0.017858326,0.23847654
1966-12-01,0.03103429,-0.0699057,1.7653425,0.01608026,0.48161703
1967-01-01,0.027428329,-0.041260004,0.7301105,0.0022653341,0.34126025
1967-02-01,0.033444464,-0.05041492,0.1345675,0.013251245,0.3462301
1967-03-01,0.017384052,-0.12590408,0.5000334,0.008490682,0.20184332
1967-04-01,0.025702,-0.038016558,0.7309998,-0.022269964,0.13461983
1967-05-01,0.030357897,-0.021799207,2.727356,-0.012644172,-0.024937987
1967-06-01,0.025597334,0.0022130013,1.6245236,-0.078716874,-0.07672894
1967-07-01,0.023243189,0.0031546354,1.6034935,-0.026245832,-0.079606175
1967-08-01,0.017959476,0.011263251,2.1840746,-0.037964225,-0.07992005
1967-09-01,0.014716029,-0.015259862,1.2623535,-0.037650347,-0.04486966
1967-10-01,0.0286839,-0.048950195,1.6684675,0.012518883,0.085183024
1967-11-01,0.019058108,-0.09796846,0.85838455,0.014820635,0.3261938
1967-12-01,0.016390085,-0.048897862,0.51305956,-0.004849434,0.3804958
1968-01-01,0.026402444,-0.06729323,0.20323023,0.005944878,0.38913375
1968-02-01,0.008474171,-0.08172512,0.6039382,-0.0073711574,0.27910924
1968-03-01,0.020562738,-0.078377545,0.7044035,0.012305319,0.115337074
1968-04-01,0.024877429,-0.006515652,0.7258282,-0.018641412,0.11027849
1968-05-01,0.012640059,-0.00547418,1.0100024,-0.026675671,-0.03154829
1968-06-01,0.027704269,0.025770098,1.53234,-0.03775996,-0.103521764
1968-07-01,0.023240805,0.010147959,1.6727905,-0.034747094,-0.11895788
1968-08-01,0.024468273,-0.010383993,1.5056708,-0.028386652,-0.086077034
1968-09-01,0.009664416,-0.03039521,1.4469762,-0.03232938,-0.093776464
1968-10-01,0.01717794,-0.03891301,1.2219429,0.009329677,0.0899325
1968-11-01,0.015057772,-0.053456485,0.84641623,0.02465424,0.19047216
1968-12-01,0.016210854,-0.08425444,1.0870717,0.015392542,0.4821971
1969-01-01,0.03160578,-0.08257276,0.12729782,0.012660921,0.5187745
1969-02-01,0.023355603,-0.083896875,0.52783954,0.0073645115,0.49529713
1969-03-01,0.015258193,-0.04677105,0.67878747,0.01678598,0.13962221
1969-04-01,0.0329808,-0.025941849,1.4918387,0.021318495,0.04112917
1969-05-01,0.025800109,-0.008117318,2.1660118,-0.025992751,-0.06245655
1969-06-01,0.016073048,-0.0082191825,1.630055,-0.026043713,-0.08354038
1969-07-01,0.028855741,0.0011513829,2.565484,-0.07075769,-0.08746177
1969-08-01,0.01612395,0.0056329966,1.6171196,-0.013821185,-0.09041554
1969-09-01,0.01632768,-0.0030246377,2.014402,-0.030525267,-0.03633094
1969-10-01,0.021827817,-0.03587264,1.4554768,0.0058366656,0.07606518
1969-11-01,0.022387981,-0.0107655525,1.1039779,0.014799833,0.17170626
1969-12-01,0.017906427,-0.037145793,0.26439363,0.014647067,0.27075952
1970-01-01,0.026912391,-0.05279553,0.7329223,0.008500993,0.3527044
1970-02-01,0.018021047,-0.06914127,0.29154262,0.020625591,0.23285067
1970-03-01,0.03715092,-0.045341134,0.5843737,0.019907057,0.28152862
1970-04-01,0.028888226,-0.033396184,0.89476305,0.0011813045,0.09229535
1970-05-01,0.0262388,1.3768673e-05,1.4899902,-0.05786985,0.0041002035
1970-06-01,0.016359508,0.008545876,2.153205,-0.056881964,-0.036494672
1970-07-01,0.027541101,0.0062556863,1.6685808,-0.013413072,-0.08764243
1970-08-01,0.018110812,-0.011302471,1.450563,-0.033441067,-0.06370765
1970-09-01,0.020984828,-0.011347413,1.1680152,-0.06671631,-0.017634213
1970-10-01,0.018021047,-0.04192829,0.85785043,0.0029326677,0.08394283
1970-11-01,0.019862175,-0.052436292,0.68177456,0.010027766,0.084032655
1970-12-01,0.026328623,-0.08009827,1.3941611,0.017616868,0.2835494
1971-01-01,0.021957338,-0.108529866,0.6795396,0.00759393,0.3183489
1971-02-01,0.027852416,-0.10824913,0.50619614,0.02017945,0.3150271
1971-03-01,0.027899206,-0.059170246,0.48008937,-0.009623468,0.16250354
1971-04-01,0.02303338,-0.06885499,0.6669073,-0.0015762448,0.0008099079
1971-05-01,0.03725648,-0.012009561,1.5561289,-0.035215616,-0.025998712
1971-06-01,0.032156765,-0.008828104,1.6941954,-0.03587061,-0.08920705
1971-07-01,0.023314118,0.008155346,2.1302443,-0.04040891,-0.06703037
1971-08-01,0.015828311,-0.0014358759,1.3576611,-0.010512412,-0.11348921
1971-09-01,0.02439022,-0.006769538,1.0158868,-0.025951922,-0.036338508
1971-10-01,0.022518754,-0.02057147,0.89171576,0.007734239,0.02738452
1971-11-01,0.029536724,-0.059310615,0.60271645,0.02013266,0.21672893
1971-12-01,0.025185585,-0.05860877,1.9143721,0.010728598,0.2646382
1972-01-01,0.023114622,-0.12340605,0.34708357,0.013507545,0.4248135
1972-02-01,0.026248455,-0.099157214,0.15874386,0.022035778,0.451888
1972-03-01,0.030974925,-0.07989168,0.6441835,0.010168195,0.21576983
1972-04-01,0.0365234,-0.054409802,0.2842009,-0.026256502,0.051113844
1972-05-01,0.029741943,-0.015776038,2.420002,-0.048758626,-0.015056789
1972-06-01,0.018850505,0.0039518476,1.9596331,-0.020245612,-0.07917243
1972-07-01,0.024912715,-0.0055010915,1.915194,-0.022557497,-0.09191334
1972-08-01,0.025683343,-0.010844052,1.4986992,-0.058211565,-0.06196189
1972-09-01,0.021367908,0.00086939335,1.6784593,-0.01500541,-0.06324625
1972-10-01,0.020289004,0.0032325983,1.7022457,0.005030751,0.12165135
1972-11-01,0.024398983,-0.027951837,0.97477984,0.013199329,0.2533761
1972-12-01,0.032464802,-0.04372388,0.76707184,-0.00560385,0.5402011
1973-01-01,0.029512823,-0.045605242,1.0249022,0.011454642,0.50638837
1973-02-01,0.036427677,-0.07396108,0.61792135,0.018021286,0.46310842
1973-03-01,0.02622956,-0.065454364,0.5893665,0.032398164,0.36530566
1973-04-01,0.029015362,-0.066300035,0.9489384,-0.005011618,0.13890666
