,r400_cluster1,r400_cluster2,r400_cluster3,r400_cluster4,r400_cluster5
1965-01-01,55.524166,48.881966,17.784008,56.65277,8.08852
1965-02-01,65.609505,27.63183,6.8059425,45.252094,5.7952805
1965-03-01,48.552723,29.893946,15.7872505,52.6052,13.837997
1965-04-01,63.09677,48.913086,24.455694,55.67323,13.29417
1965-05-01,57.081932,18.241016,52.35786,48.87869,11.186031
1965-06-01,61.367012,10.250717,86.80886,38.926033,42.619785
1965-07-01,61.041046,14.529243,87.277336,27.82184,57.93698
1965-08-01,55.450455,8.486561,80.37469,26.309942,54.038475
1965-09-01,56.656044,11.757702,62.733128,36.654087,32.513153
1965-10-01,42.711514,21.893818,36.734352,50.80337,9.110649
1965-11-01,58.3039,18.59483,31.980793,43.31922,23.62849
1965-12-01,50.82958,14.553814,33.002922,45.981018,10.868252
1966-01-01,57.959877,26.239304,21.110954,47.739296,16.767292
1966-02-01,46.380054,29.264767,11.005287,59.61132,9.273403
1966-03-01,55.909523,19.471,14.25893,57.590515,5.5748863
1966-04-01,56.574368,34.590107,26.47241,61.489307,10.770538
1966-05-01,55.46301,20.01765,31.604042,50.685963,28.814968
1966-06-01,64.47209,16.104088,74.70416,22.900295,63.954987
1966-07-01,59.171375,19.119698,79.88504,24.41549,57.267124
1966-08-01,59.965908,8.336052,75.90417,24.90961,50.919067
1966-09-01,61.009964,10.665478,76.49679,35.392845,35.66535
1966-10-01,47.46515,21.636269,56.756584,56.54154,40.61641
1966-11-01,48.69306,25.93725,42.865395,41.100677,12.456459
1966-12-01,56.424984,21.32108,20.2524,61.535275,10.384762
1967-01-01,52.08313,21.254086,10.415272,50.657547,5.853073
1967-02-01,53.831326,35.670364,5.67741,61.93721,7.981312
1967-03-01,54.034016,34.496452,12.798561,58.008415,16.5196
1967-04-01,65.0012,40.99096,24.568054,62.457447,20.732159
1967-05-01,61.12983,28.990059,40.149796,42.463833,19.00592
1967-06-01,62.810463,6.700989,63.14321,25.936207,40.671722
1967-07-01,58.636753,20.826748,81.37005,16.935112,53.871864
1967-08-01,65.19544,26.735142,84.6249,15.175095,50.338314
1967-09-01,59.933964,10.878078,60.161987,31.42571,32.111473
1967-10-01,54.70627,25.279156,56.9595,51.745316,24.220104
1967-11-01,52.110157,40.077164,21.997276,59.97788,23.432995
1967-12-01,56.37001,30.466314,24.736961,54.251907,6.1875114
1968-01-01,63.923786,26.510723,9.222229,59.112755,5.5491714
1968-02-01,63.725807,40.45612,8.034359,58.607346,15.638012
1968-03-01,60.6998,30.214365,11.132801,54.556034,6.4811172
1968-04-01,55.391407,35.955734,34.080574,58.459267,23.11773
1968-05-01,60.604836,29.903715,38.57291,56.78691,10.577496
1968-06-01,65.40782,9.557022,72.02963,34.927216,40.86817
1968-07-01,56.87544,18.578716,85.98951,14.252167,65.998535
1968-08-01,57.85889,13.761246,75.30995,22.135885,40.63317
1968-09-01,53.257103,5.4719086,75.789604,21.58219,35.287758
1968-10-01,50.303524,13.677547,44.232193,46.013996,21.216816
1968-11-01,53.95566,28.611223,29.143995,57.931324,15.159969
1968-12-01,59.53768,32.433975,13.305733,60.218536,10.107498
1969-01-01,60.683872,36.38535,10.450775,62.46866,10.793358
1969-02-01,53.325798,27.959412,17.601624,58.568195,19.239353
1969-03-01,55.693817,31.498907,19.550186,64.76816,19.06054
1969-04-01,50.371204,42.140793,45.695328,61.21028,11.269638
1969-05-01,54.686115,21.512115,55.411392,45.011826,33.5093
1969-06-01,59.930183,5.70805,56.00131,24.515171,33.20348
1969-07-01,57.97995,13.70116,75.757645,14.618622,41.328613
1969-08-01,53.832157,20.215302,62.93157,21.807907,33.502617
1969-09-01,53.048386,7.1201706,45.712036,40.665165,23.514153
1969-10-01,47.25785,15.480934,54.442127,58.7821,6.6388817
1969-11-01,48.67666,23.90353,35.4846,42.037178,17.563187
1969-12-01,48.731808,30.374224,39.766087,54.47722,10.51762
1970-01-01,56.506634,36.801235,14.931171,58.24598,9.155422
1970-02-01,56.352726,32.993214,8.514961,49.27619,8.22369
1970-03-01,61.367203,32.77476,11.517025,58.24929,9.2596855
1970-04-01,60.471878,27.257183,35.983696,58.09869,21.120655
1970-05-01,51.18765,23.902615,66.57861,48.12435,30.846754
1970-06-01,62.805347,11.310158,68.70356,17.440063,31.560034
1970-07-01,63.518627,11.382977,75.80657,32.27497,45.315914
1970-08-01,54.29067,20.529842,67.490486,11.646111,48.76316
