,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5
1965-01-01,0.025161922,0.33315384,-0.12087554,0.01969862,0.36661637
1965-02-01,0.026737869,0.39067578,-0.22163087,0.023953676,0.18659106
1965-03-01,0.03115052,0.088147104,-0.10075599,0.022850513,0.1061129
1965-04-01,0.026265085,0.014497995,-0.07049787,-0.013081014,0.066976964
1965-05-01,0.023796082,-0.08757061,-0.09303385,-0.10537875,-0.14992547
1965-06-01,0.013079643,-0.114729345,-0.056524515,-0.105011046,-0.19410437
1965-07-01,0.0004721284,-0.06739855,-0.0476467,-0.01628542,-0.36976963
1965-08-01,0.00456959,-0.08231747,-0.06808144,-0.14020711,-0.36215252
1965-09-01,0.005410075,-0.047121406,-0.04990554,-0.059256136,-0.21196508
1965-10-01,0.018070161,0.08016235,-0.024270177,-0.025478423,-0.0721789
1965-11-01,0.031675816,0.23297635,-0.035669506,-0.025478423,0.057258606
1965-12-01,0.026160002,0.34029812,-0.18675,-0.039924562,-0.0132911205
1966-01-01,0.030168056,0.3314836,-0.21019137,0.018815756,0.12832701
1966-02-01,0.030897558,0.2567132,-0.29471833,0.03144467,0.1337524
1966-03-01,0.033268332,0.2628225,-0.26266736,-0.012004256,0.2233401
1966-04-01,0.03614056,0.13698941,-0.18835294,-0.007445097,-0.00060629845
1966-05-01,0.023694038,0.019180477,-0.10683495,-0.053082347,-0.06019467
1966-06-01,0.0016732812,-0.100999236,-0.055225194,-0.11627245,-0.19514608
1966-07-01,-0.009359896,-0.10970724,-0.0933398,-0.0490247,-0.46678138
1966-08-01,0.0021291971,-0.12160671,-0.036258996,-0.051988184,-0.5780251
1966-09-01,0.012979984,-0.03124392,-0.032474935,-0.07519436,-0.23558593
1966-10-01,0.021232128,0.111047745,-0.0758782,-0.07227647,-0.083993554
1966-11-01,0.024514735,0.23847654,-0.15210754,-0.0025667548,-0.18566298
1966-12-01,0.036596477,0.48161703,-0.20567775,0.004955888,0.15609235
1967-01-01,0.028003812,0.34126025,-0.18836713,0.019110382,0.030253291
1967-02-01,0.034856915,0.3462301,-0.22645175,0.023138583,0.2843426
1967-03-01,0.024603367,0.20184332,-0.15138102,0.006293416,-0.0619241
1967-04-01,0.00932765,0.13461983,-0.1266365,-0.005581856,0.01612848
1967-05-01,0.012048006,-0.024937987,-0.20610154,-0.07782745,-0.12313151
1967-06-01,-0.004221678,-0.07672894,-0.07589185,-0.14552188,-0.28237545
1967-07-01,0.0024222136,-0.079606175,-0.04010904,-0.06616151,-0.38632345
1967-08-01,-0.0015536547,-0.07992005,-0.060406923,-0.06992805,-0.1911397
1967-09-01,0.0045148134,-0.04486966,-0.04638672,-0.028756976,-0.22394061
1967-10-01,0.02135992,0.085183024,-0.10424614,-0.1057632,-0.1078558
1967-11-01,0.0085430145,0.3261938,-0.04293406,0.000957489,-0.005110979
1967-12-01,0.036374032,0.3804958,-0.08321583,-0.010813236,0.26618963
1968-01-01,0.02908051,0.38913375,-0.21004987,0.02171579,0.14144838
1968-02-01,-0.02031523,0.27910924,-0.25018394,0.027964652,0.2179225
1968-03-01,0.029712856,0.115337074,-0.1995607,0.013160795,-0.03188303
1968-04-01,0.025621325,0.11027849,-0.13022816,-0.0096028745,0.058948576
1968-05-01,0.019521266,-0.03154829,-0.071235955,0.0099619925,-0.13584471
1968-06-01,0.002522856,-0.103521764,-0.032961726,-0.14830524,-0.2645042
1968-07-01,-0.0012338758,-0.11895788,-0.05022049,-0.06212306,-0.4533834
1968-08-01,0.015504122,-0.086077034,-0.028684229,-0.013620019,-0.2666244
1968-09-01,0.0090321,-0.093776464,-0.12918669,-0.07357931,-0.25375468
1968-10-01,0.025844514,0.0899325,-0.09645456,-0.0013082623,-0.18062818
1968-11-01,0.033134848,0.19047216,-0.105902255,-0.0061808825,0.025584131
1968-12-01,0.033469588,0.4821971,-0.22306836,-0.0016802251,0.23480928
1969-01-01,0.030587256,0.5187745,-0.26392418,0.033082664,0.20883214
1969-02-01,0.029415905,0.49529713,-0.3322175,0.014748931,0.27177805
1969-03-01,0.034712374,0.13962221,-0.09739256,0.021624088,0.13610822
1969-04-01,0.040263414,0.04112917,-0.14022225,-0.034344792,-0.04213667
1969-05-01,0.0138831735,-0.06245655,-0.0788551,-0.15830141,-0.13976389
1969-06-01,0.009452522,-0.08354038,-0.07391518,-0.063780665,-0.25638705
1969-07-01,0.007262647,-0.08746177,-0.033988297,-0.015450835,-0.3418427
1969-08-01,0.017346203,-0.09041554,-0.028640985,-0.0012421608,-0.23397905
1969-09-01,0.0024755,-0.03633094,-0.08084124,0.014799833,-0.21742779
1969-10-01,0.023457468,0.07606518,-0.047382176,-0.0026681423,-0.0007328987
1969-11-01,0.030281663,0.17170626,-0.11358744,-0.03500688,0.1499604
1969-12-01,0.039856017,0.27075952,-0.1205135,-0.072998464,0.21336466
1970-01-01,0.04258454,0.3527044,-0.16681147,0.018245578,0.22827026
1970-02-01,0.03989017,0.23285067,-0.17435569,0.008815348,0.07559037
1970-03-01,0.03818375,0.28152862,-0.26151794,0.02457726,0.100198746
1970-04-01,0.014697969,0.09229535,0.025026321,-0.040895462,0.02354443
1970-05-01,0.01388967,0.0041002035,-0.06438124,-0.091908514,-0.1760621
1970-06-01,0.012587428,-0.036494672,-0.08714849,-0.0412547,-0.32384723
1970-07-01,0.015730858,-0.08764243,-0.07920015,-0.10946673,-0.39897484
1970-08-01,-0.006228149,-0.06370765,-0.013233423,-0.04291624,-0.2590481
1970-09-01,0.012273073,-0.017634213,-0.079334855,-0.056028724,-0.22640157
1970-10-01,0.024622202,0.08394283,-0.09765649,-0.049966455,-0.0903368
1970-11-01,0.02206254,0.084032655,-0.058408737,0.0044145584,0.0727613
1970-12-01,0.016045153,0.2835494,-0.22720987,0.01388967,0.34367833
1971-01-01,0.03313923,0.3183489,-0.1206007,0.023969114,0.016670465
1971-02-01,0.028367043,0.3150271,-0.20177507,0.025653422,0.19511363
1971-03-01,0.044601917,0.16250354,-0.10960591,0.014752209,0.044929445
1971-04-01,0.02598095,0.0008099079,-0.12551332,0.022518754,-0.10764092
1971-05-01,0.018261194,-0.025998712,-0.03750813,-0.02052468,-0.1861952
1971-06-01,0.0118047,-0.08920705,-0.030958056,-0.054725528,-0.28645837
1971-07-01,0.009886444,-0.06703037,-0.030770898,-0.065065324,-0.21740168
