,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5
1965-01-01,0.36425686,0.65065837,-0.9987259,-0.08904056,0.64903945
1965-02-01,-0.0859499,-1.3900629,-0.46875077,0.36675882,0.5888451
1965-03-01,0.10729022,-0.6633156,-0.7943006,-0.114796065,0.7516201
1965-04-01,0.4962724,0.68068194,-0.25637794,-0.021929074,0.23739243
1965-05-01,0.7029053,-0.8768654,0.27919006,0.21693519,0.37132126
1965-06-01,0.76339394,0.07888551,0.059899997,0.42592296,-0.39943153
1965-07-01,0.8459589,0.13363437,0.2506381,0.03605771,-0.35733962
1965-08-01,0.40208068,0.030317927,0.37588358,-0.20486689,-0.45344454
1965-09-01,0.2590271,-0.08359508,0.11509047,-0.064315274,-0.49244577
1965-10-01,0.7644242,-0.39001232,-0.67773837,-0.40340525,0.77649254
1965-11-01,0.6725874,-0.3102438,-0.49259296,-0.17793398,-0.006475687
1965-12-01,0.91704404,-0.62107635,-1.2868935,-0.043563653,-0.4019335
1966-01-01,0.30061778,0.15464897,-1.4618587,-0.3485025,0.45975128
1966-02-01,-0.2738544,0.37569985,-0.9634813,0.22857365,0.13714418
1966-03-01,0.1777956,-0.0370347,-0.88521653,-0.28644037,0.23262434
1966-04-01,0.36586252,-0.083762124,-0.5194987,-0.16072488,0.42589927
1966-05-01,0.5485767,-0.58922803,-0.14350948,0.043110706,0.21034555
1966-06-01,0.7518338,0.04513607,-0.721309,0.0069439886,0.16159287
1966-07-01,0.48231944,0.09692681,0.59530413,0.11992884,-0.69006085
1966-08-01,0.4056459,0.39190254,0.54452604,-0.05381608,-0.914584
1966-09-01,0.51024,-0.56130743,0.21844701,0.29830307,-0.07450342
1966-10-01,0.42040187,-0.54741937,-0.18821163,0.20947762,-0.71393096
1966-11-01,0.37989515,-0.24159355,-0.25692844,-0.14437751,-1.8572333
1966-12-01,0.9422153,-1.0019627,-0.8198271,-0.18271427,0.09331007
1967-01-01,0.24529591,-0.604497,-0.6889268,0.18051653,0.58934295
1967-02-01,-0.090091705,0.27493793,-0.8191517,-0.117402315,0.12589522
1967-03-01,-0.22664471,0.08426323,-0.5696927,-0.06378026,0.5602006
1967-04-01,0.35220695,0.41182405,-0.35770237,0.07094096,0.6386353
1967-05-01,0.6721074,-0.031140756,0.18051653,-0.051623724,-0.33671984
1967-06-01,0.8697761,0.023813535,-0.4198173,0.14737736,0.025645351
1967-07-01,0.93555486,0.2481269,-0.2614491,0.07610335,-0.09875115
1967-08-01,0.9605341,0.18967551,0.74388105,0.13855138,-0.29608697
1967-09-01,0.36702794,-0.041798543,-0.058451343,0.21532086,0.21315594
