,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5
1965-01-01,-0.5533493,-0.18836021,-0.27765274,-0.49729767,-0.09189911
1965-02-01,-0.46959764,0.40442124,0.107867435,0.07397556,0.5729027
1965-03-01,-0.45134887,0.25386277,-0.3128479,0.06648026,0.52890813
1965-04-01,0.030307006,-0.26657256,-0.04692688,0.050511934,0.329142
1965-05-01,-0.63807946,-0.012709427,-0.13067932,-0.19194527,0.35977516
1965-06-01,0.2532112,0.1528389,-0.46927184,-0.2264885,0.24082756
1965-07-01,0.14860268,-0.038780212,-0.25255966,0.029655457,0.056703568
1965-08-01,0.48132935,-0.0423645,0.23268051,-0.029655457,0.25581855
1965-09-01,-0.1072155,0.27080917,-0.13230896,-0.19487801,0.37606925
1965-10-01,-0.5742062,0.5269531,0.08831444,-0.031936266,0.6882656
1965-11-01,-0.13133088,0.13002738,0.0736496,-0.034869384,0.37965393
1965-12-01,0.2844963,-0.077560045,0.061591722,-0.002607155,0.4402687
1966-01-01,-0.5494572,-0.29278105,-0.33840522,-0.1473751,0.51630557
1966-02-01,-0.23304291,-0.15656547,0.12997933,-0.60098875,0.17133598
1966-03-01,-0.55044097,-0.17330551,0.15000077,0.13588715,0.067286685
1966-04-01,-0.33315355,-0.15229873,-0.04201355,-0.20776978,0.15984765
1966-05-01,-0.3863266,-0.15000114,-0.031510163,0.32954293,0.10962906
1966-06-01,-0.13654366,-0.05776901,-0.6367661,-0.22057037,0.038731
1966-07-01,0.3052536,0.2806366,-0.4933296,0.014441681,-0.45459825
1966-08-01,0.51269495,0.019365693,-0.16247407,-0.10700302,-0.125712
1966-09-01,-0.038074683,0.11488037,0.057440184,-0.042998504,0.34825173
1966-10-01,0.47068137,0.092560574,0.042341612,-0.1473755,0.5675095
1966-11-01,1.340491,-0.19398384,0.047921754,-0.244203,0.26717836
1966-12-01,-0.21006699,-0.13063583,-0.11520843,0.53468645,0.47790223
1967-01-01,-0.17306824,-0.05485916,-0.23707084,-0.08228912,0.96134645
1967-02-01,0.02546997,0.13029099,0.07575836,-0.37519914,0.30695152
1967-03-01,-0.34678954,-0.29291,0.2073555,-0.3232788,0.30989036
1967-04-01,-0.27201158,0.016653825,0.0013061523,-0.48034668,0.29356307
1967-05-01,0.054532625,0.0829422,0.20278397,-0.44312018,0.50777626
1967-06-01,-0.3379732,-0.42026216,0.02546997,0.06988068,-0.12963791
1967-07-01,-0.08326874,0.37095413,-0.32393187,-0.0855545,-0.02579689
1967-08-01,0.119514845,0.40818024,-0.6984779,-0.0071838377,-0.5107149
1967-09-01,-0.2540514,0.20213088,-0.19919205,-0.07314606,0.05910454
1967-10-01,-0.083595276,0.15249595,0.042450715,0.18808937,1.265358
1967-11-01,0.26841888,-0.050940704,0.102861404,0.028409194,0.42222136
1967-12-01,-0.44279402,0.3353607,0.114616774,0.47120285,0.118536375
1968-01-01,-0.46095198,-0.011669922,0.105027005,0.006929016,0.48173827
1968-02-01,0.4908554,-0.19765472,-0.048866272,-0.4128151,0.665171
1968-03-01,-0.32966843,-0.14404754,0.12909622,0.16629295,0.21005401
1968-04-01,0.17322159,-0.12654305,-0.1378479,-0.5247704,-0.00875206
1968-05-01,0.06454773,-0.074394226,0.018598938,-0.17978592,0.70273286
1968-06-01,-0.22099419,0.11961365,-0.23995742,-0.1703041,-0.11633186
1968-07-01,-0.18416175,0.10903855,-0.7964546,0.0929924,-0.28153077
1968-08-01,0.07621765,0.2698616,-0.811042,-0.09481583,0.028809357
1968-09-01,0.16848068,0.28371888,-0.38218156,-0.08934555,0.23740463
1968-10-01,0.2775196,0.36795884,0.009117126,0.7089321,0.5564972
1968-11-01,-0.18707962,0.38509902,-0.29028243,-0.1305542,0.10101547
1968-12-01,-0.26986083,-0.2250061,-0.09226303,0.11779098,0.19874954
1969-01-01,0.0278656,-0.040470887,0.30718002,-0.17050782,-0.04478302
1969-02-01,0.04445114,0.2604065,-0.225243,0.07231674,0.0729805
1969-03-01,-0.7457241,-0.3629101,-0.2650501,-0.03449936,0.6073936
1969-04-01,-0.75401723,-0.08326378,-0.18344574,-0.2438198,0.46508256
1969-05-01,0.019572068,0.07762375,0.061701585,-0.2700264,0.25211295
1969-06-01,-0.14164773,0.1708397,-0.11776352,-0.06568222,0.31348267
1969-07-01,0.09089317,0.2517807,-0.33570862,0.040802766,-0.12871018
1969-08-01,-0.098854825,0.13202819,-0.12671967,-0.048101045,0.32111245
1969-09-01,-0.30419463,0.06236496,-0.17581558,-0.06667785,-0.38944817
1969-10-01,-0.15856591,0.16951294,0.29789123,0.06999473,0.3576023
1969-11-01,0.76595914,-0.16785431,0.25808412,-0.24846439,0.0208992
1969-12-01,-0.43323594,0.2680359,-0.16453704,0.09454231,0.43190917
1970-01-01,-0.16639633,0.064229205,0.019301604,-0.2675663,-0.13078842
1970-02-01,-0.18769607,0.37472573,0.048254777,0.03494339,0.17172165
1970-03-01,0.093847655,-0.087524794,-0.11614533,-0.23661652,0.5973648
1970-04-01,-0.24892959,0.17172165,-0.3530945,-0.17072353,0.24060974
1970-05-01,-0.34211197,0.2762192,0.15774421,-0.28354073,0.3025097
1970-06-01,-0.022962952,0.015974427,-0.24127579,0.072216794,0.017971039
1970-07-01,0.27788275,0.04725647,-0.3151558,0.11281662,0.052581407
1970-08-01,-0.12246819,-0.13777618,-0.121802524,0.059236906,-0.2742222
1970-09-01,0.14642945,-0.07354736,-0.30151138,-0.08918838,0.12945671
1970-10-01,-0.27921373,0.39569244,-0.023628235,0.117808916,0.46091995
1970-11-01,0.07354736,-0.079870604,0.13677827,0.24227372,0.9314903
1970-12-01,0.35941696,-0.101502225,0.17205429,-0.19435158,0.25758284
1971-01-01,0.28710023,-0.11431809,0.031355284,-0.120196536,0.09668045
1971-02-01,-0.038541414,-0.25574493,0.1731102,-0.34262618,0.21589737
1971-03-01,-0.3289078,-0.039521407,-0.32694855,0.099293135,0.7074623
1971-04-01,-0.23582077,0.07120323,0.18029518,-0.26391047,0.2668499
1971-05-01,-0.4128498,0.044420242,0.010451889,-0.30212516,0.54676473
1971-06-01,-0.32956123,0.109744266,-0.82210696,0.048339844,0.17539558
1971-07-01,0.04311409,0.14436722,-0.07577591,-0.030049134,-0.29591942
1971-08-01,-0.044747163,0.16951676,-0.29330596,0.0035926818,-0.2550915
1971-09-01,0.22765541,0.21459046,0.022210693,0.014698029,0.08622818
1971-10-01,-0.14567336,0.00783844,0.18160172,0.04931984,0.2629303
1971-11-01,0.3102909,0.08818779,-0.13162842,-0.077736095,0.36614305
1971-12-01,-0.09210739,0.405011,0.48274764,-0.23059502,-0.1296688
1972-01-01,-0.21346664,-0.09066582,0.0051647187,-0.19481659,-0.119644545
1972-02-01,0.4209076,0.046767425,0.22150001,-0.31302643,-0.42808
1972-03-01,-0.36610642,0.0992733,0.06599083,-0.2269516,0.19825974
1972-04-01,0.18764381,-0.1345642,-0.102429196,-0.12911263,0.28433496
1972-05-01,-0.6986435,-0.016640853,-0.117348865,-0.23211594,0.034143068
1972-06-01,-0.30900955,-0.0011474609,0.18075791,0.35003892,0.13542481
1972-07-01,0.25994682,0.062260438,-0.10128174,0.017788697,-0.08320618
1972-08-01,0.24273185,0.039021302,-0.05193176,-0.20055541,0.09410896
1972-09-01,0.20485878,-0.018649291,0.14231071,-0.02955246,0.37041014
1972-10-01,0.14661483,-0.10845451,-0.12193985,-0.021231841,0.2522003
1972-11-01,-0.085214235,-0.07115517,0.1962513,-0.16727257,0.5316574
1972-12-01,0.2332634,-0.045046233,0.016641235,-0.27142373,-0.18850479
1973-01-01,0.10767212,0.1758419,0.023254395,-0.18922119,-0.019750213
1973-02-01,-0.37907943,0.26248854,0.20801583,0.15800285,0.17138214
1973-03-01,-0.74063873,-0.05383568,-0.017201995,-0.05383568,0.5718048
