,zgv500_cluster1,zgv500_cluster2,zgv500_cluster3,zgv500_cluster4,zgv500_cluster5
1965-01-01,-0.07653073,-0.008830476,-0.5471947,0.08874621,0.03826537
1965-02-01,0.023989439,0.019132685,-0.34998092,0.54336816,-0.41709238
1965-03-01,0.03311429,0.015306139,-0.39001232,0.3664644,-0.29434887
1965-04-01,0.12701158,-0.2624121,-0.21722952,0.12318504,0.0075058937
1965-05-01,0.064756766,-0.06740592,-0.29464325,0.291847,-0.4435839
1965-06-01,0.28434104,-0.10920346,-0.24445681,0.48567575,-0.26358944
1965-07-01,0.27477473,0.17101674,-0.2950848,0.24386811,-0.6246084
1965-08-01,0.38074034,-0.0045624017,-0.26314798,0.4231266,-0.6578699
1965-09-01,0.07137962,0.06873047,-0.19736095,0.2566723,-0.4210662
1965-10-01,0.036646437,-0.023547912,-0.21973148,0.28816763,-0.71291316
1965-11-01,0.022076178,-0.016042018,-0.36690602,0.15438604,-0.1211246
1965-12-01,0.060635876,0.0073587177,-0.52732605,0.5717729,0.044741012
1966-01-01,0.043978713,0.002025342,-0.42126995,0.5208007,-0.43993196
1966-02-01,0.042387366,-0.0031826973,-0.3489365,0.48955268,-0.0510674
1966-03-01,0.004050684,0.04238739,-0.36629647,0.4254652,0.07580547
1966-04-01,-0.0052080154,0.121809505,-0.2222083,0.2751564,0.21439624
1966-05-01,-0.0075226785,0.037468694,-0.23002033,0.30365577,-0.08723412
1966-06-01,0.32767043,-0.1358422,-0.18097821,0.21931496,-0.42734593
1966-07-01,0.30539173,0.39002186,-0.117035486,0.45381993,-1.1758522
1966-08-01,0.25128636,-0.07638409,-0.20123163,0.4366046,-1.1149474
1966-09-01,0.07566075,0.058590077,-0.4177979,0.24159367,-0.3869838
1966-10-01,-0.052514054,0.00593133,-0.2862957,0.46828666,-0.04455738
1966-11-01,0.097071484,0.046004057,-0.46380192,0.59241086,-0.37873784
1966-12-01,-0.019819403,0.09012747,-0.40390986,0.58098215,-0.06741476
1967-01-01,0.041298974,0.01931727,-0.41365582,0.6444638,-0.5097425
1967-02-01,0.060782768,0.00033307076,-0.27543753,0.14571209,-0.075936794
1967-03-01,0.026144922,-0.086261556,-0.27560398,0.4729398,-0.16885953
1967-04-01,-0.12955888,0.17768548,0.014821005,0.43696976,0.050791074
1967-05-01,-0.022647822,-0.086927675,-0.059950136,0.46078318,-0.37169075
1967-06-01,0.40083313,0.12506261,-0.054454707,0.34654492,-0.27227345
1967-07-01,0.4158207,-0.24013352,-0.15720253,0.3235641,-0.9931736
1967-08-01,0.084929325,0.1705248,-0.1515406,0.58484674,-0.55620384
1967-09-01,0.109408975,0.001998329,-0.3190678,0.27593708,-0.46378073
1967-10-01,0.09492101,0.01265614,-0.21415512,0.5197342,-0.6436311
1967-11-01,-0.017152393,0.03130728,-0.3567032,0.5636977,-0.6028317
1967-12-01,0.04079939,-0.08026655,-0.73338985,0.25978383,0.29042506
1968-01-01,0.016704608,-0.11834796,-0.5927307,0.70357573,-0.36410397
1968-02-01,0.063420914,-0.12542617,-0.36566123,0.49915653,0.16449799
1968-03-01,-0.034966446,0.013165498,-0.2914814,0.47778034,-0.5430416
1968-04-01,-0.057333637,0.040345885,-0.13845015,0.10022767,0.06200533
1968-05-01,0.019394327,0.108013734,-0.18828078,0.25170174,-0.20130476
1968-06-01,0.28808385,-0.09612234,-0.17044368,0.4211545,-0.14949214
1968-07-01,0.39708853,-0.35702577,-0.26656598,0.25736433,-0.7811531
1968-08-01,0.3321104,-0.009060132,-0.015005851,0.21178055,-1.0501257
1968-09-01,0.06483655,-0.0015572071,-0.21531966,0.3173877,-0.23004237
1968-10-01,0.05860772,0.033126105,-0.35447758,0.5246381,-0.42936516
1968-11-01,0.015713667,0.06200527,-0.45343122,0.40685645,-0.11282692
1968-12-01,-0.053652965,-0.044592835,-0.32857126,0.58933324,-0.18799765
1969-01-01,-0.07888703,-0.013930154,-0.38731873,0.5173839,-0.46226892
1969-02-01,0.016352784,-0.16685894,-0.21425179,0.4068512,0.16504192
1969-03-01,-0.122645855,-0.1271883,-0.22984743,0.05087533,-0.09523982
1969-04-01,0.23454127,-0.028920209,-0.28087413,0.2528624,-0.5073905
1969-05-01,0.04057913,0.11643785,-0.41623887,0.423961,-0.055417776
1969-06-01,0.26966947,-0.045121573,-0.20970929,0.37959656,-0.24165773
1969-07-01,0.16155942,0.066622436,-0.08827476,0.3838361,-0.6354872
1969-08-01,0.049209762,0.031645656,-0.24211204,0.2088008,-0.57461864
1969-09-01,0.24892566,0.10326479,-0.020289565,0.33417216,-0.102204874
1969-10-01,0.022409368,-0.034371115,-0.43319732,0.33250657,-0.33447495
1969-11-01,-0.10826149,0.13854441,-0.32917547,0.2422634,0.4880094
1969-12-01,-0.03391688,0.062080003,-0.53025407,0.21773425,0.0961483
1970-01-01,-0.2187109,0.21137688,-0.47985435,0.436767,0.12480928
1970-02-01,-0.024490392,-0.057231523,-0.21988964,0.5335499,-0.199983
1970-03-01,-0.040075183,-0.039420344,-0.2048287,0.4953081,0.19081545
1970-04-01,0.11786816,0.054874204,0.011393929,0.15637176,0.15204993
1970-05-01,-0.080543235,0.04059901,-0.28340745,0.28275263,0.07281633
1970-06-01,0.44475585,-0.13829863,-0.08944885,0.3394603,-0.9007746
1970-07-01,0.1327981,0.0061553,-0.27554956,0.49753457,-0.8456386
1970-08-01,0.27594247,0.08290057,-0.144323,0.3179821,-1.0232265
1970-09-01,-0.05801735,-0.02671678,-0.12742856,0.35308057,-0.42812333
1970-10-01,0.09822346,-0.07386403,-0.16187225,0.34784195,-0.15126415
1970-11-01,0.011655855,0.07949553,-0.37351105,0.48587865,-0.6904454
1970-12-01,-0.15218087,-0.030645704,-0.43729082,0.2865506,-0.048718832
1971-01-01,0.017706871,0.09673991,-0.42150968,0.45577174,0.065644935
1971-02-01,-0.09069369,0.003455019,-0.42222953,0.28143832,-0.19002485
1971-03-01,-0.02735207,-0.15245177,-0.39833242,0.40610617,0.1544672
1971-04-01,0.040308308,-0.045922685,-0.13503282,0.44353527,-0.38148928
1971-05-01,0.008637476,0.04635458,-0.10840054,0.3122454,-0.4397924
1971-06-01,0.15417925,-0.021449756,-0.05052929,0.32117078,-0.812932
