,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1012.1054,1016.3045,1016.9483,1024.188,1025.8068
1965-02-01,1010.6306,1013.3606,1015.4872,1021.3117,1021.97406
1965-03-01,1012.0279,1012.9879,1016.5706,1015.02576,1021.07056
1965-04-01,1009.8455,1011.0257,1013.1268,1007.08325,1019.4271
1965-05-01,1008.92334,1005.93414,1013.4394,1008.6629,1019.8246
1965-06-01,1010.2679,1001.0479,1009.3196,1004.10834,1015.7644
1965-07-01,1010.09674,999.3443,1006.4191,1002.32666,1014.1507
1965-08-01,1009.8685,1003.19116,1011.4611,1004.14,1016.93524
1965-09-01,1010.8378,1006.75775,1014.8198,1010.2753,1019.64966
1965-10-01,1010.54944,1010.85956,1017.3204,1015.7092,1023.24536
1965-11-01,1011.3011,1014.60095,1019.54614,1021.24603,1027.3236
1965-12-01,1010.137,1015.31165,1018.7443,1027.537,1028.6843
1966-01-01,1012.56915,1016.8571,1019.85443,1022.2766,1029.0331
1966-02-01,1011.3925,1014.2065,1016.0835,1019.5616,1023.10596
1966-03-01,1010.4217,1012.2568,1014.70844,1011.1121,1018.2046
1966-04-01,1009.45917,1009.6306,1014.14825,1009.1994,1017.89044
1966-05-01,1010.0556,1006.3528,1014.2296,1010.26587,1020.5856
1966-06-01,1009.09357,1000.30865,1008.23615,1003.94885,1017.2815
1966-07-01,1007.9045,999.02936,1006.4705,1002.64197,1013.7033
1966-08-01,1009.1387,1001.5861,1008.7876,1004.4151,1013.886
1966-09-01,1009.7883,1006.65826,1013.533,1012.0284,1020.0441
1966-10-01,1009.7971,1011.0545,1018.3755,1018.6321,1023.7656
1966-11-01,1009.56616,1013.03735,1023.77374,1025.3885,1030.8888
1966-12-01,1010.0725,1014.3699,1017.90857,1022.0087,1025.3785
1967-01-01,1011.6979,1017.3742,1019.4407,1032.4469,1029.7607
1967-02-01,1010.9578,1014.3267,1015.2243,1022.65576,1021.70306
1967-03-01,1010.19525,1010.76776,1012.2573,1012.90894,1019.54584
1967-04-01,1009.51025,1010.4833,1013.2456,1008.15564,1018.6266
1967-05-01,1007.92413,1005.817,1013.40674,1008.33704,1017.66156
1967-06-01,1007.451,1000.3287,1008.6323,1004.92096,1015.2134
1967-07-01,1007.59906,997.42413,1004.47034,1001.404,1011.3315
1967-08-01,1009.1409,999.5886,1007.1811,1003.7999,1012.03094
1967-09-01,1010.22284,1005.67114,1011.48096,1009.1838,1016.5528
1967-10-01,1010.7241,1011.4904,1019.4458,1018.5416,1023.7746
1967-11-01,1010.8954,1013.76587,1018.2319,1024.4008,1025.4769
1967-12-01,1011.28,1014.96594,1017.5411,1027.531,1026.2147
1968-01-01,1011.14667,1015.41296,1015.1232,1021.8992,1023.7604
1968-02-01,1012.2179,1015.7472,1017.84033,1023.62085,1022.6834
1968-03-01,1009.5065,1011.6218,1014.97577,1011.8816,1017.1283
1968-04-01,1009.90295,1010.0153,1015.1146,1013.66693,1020.707
1968-05-01,1009.2045,1006.38794,1014.5679,1008.22205,1017.8582
1968-06-01,1008.68713,1000.7011,1008.20624,1005.25085,1015.8602
1968-07-01,1009.1495,998.5157,1007.228,1003.2458,1013.8194
1968-08-01,1010.786,1001.3508,1008.3738,1003.8025,1013.8251
1968-09-01,1010.484,1006.4187,1013.7127,1012.18713,1019.11975
1968-10-01,1010.4611,1010.7824,1018.6761,1016.666,1022.82367
