,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,25.392975,11.975891,20.580475,27.792969,25.531189
1965-02-01,25.32013,9.825836,19.941803,28.271973,25.877472
1965-03-01,25.895416,10.958984,21.14331,28.95108,26.490173
1965-04-01,27.316956,12.992767,22.93808,30.094177,28.455597
1965-05-01,28.703583,18.714355,26.762115,29.534363,29.746399
1965-06-01,29.247955,23.874634,29.789825,28.718536,27.649261
1965-07-01,28.51297,26.921295,31.726807,28.228058,26.035645
1965-08-01,27.439209,26.451263,33.19223,28.005524,25.350555
1965-09-01,27.51355,25.061646,33.810455,28.726532,26.018677
1965-10-01,28.74002,22.746979,32.721222,29.236969,28.559387
1965-11-01,28.562866,18.470856,28.936096,29.180084,28.322876
1965-12-01,26.691254,14.962677,24.47638,28.502502,26.79953
1966-01-01,25.511871,13.225769,21.808868,28.329376,26.203278
1966-02-01,25.694946,11.432526,21.36206,28.93805,26.248657
1966-03-01,25.994995,13.265106,22.645966,29.578003,26.887604
1966-04-01,27.725739,14.643341,24.363098,29.914856,28.889648
1966-05-01,28.729279,20.0625,27.766571,29.673798,29.660187
1966-06-01,29.005615,24.670715,30.535645,28.907806,28.09436
1966-07-01,28.802887,27.849792,32.455994,28.780212,26.220917
1966-08-01,27.733307,28.336426,34.123688,28.466522,25.204773
1966-09-01,28.447876,26.478119,34.065704,28.5578,26.431213
1966-10-01,29.231537,23.496216,31.87204,28.39038,27.733307
1966-11-01,27.488708,21.200684,28.370728,28.46048,27.402985
1966-12-01,26.098358,16.978241,24.105896,28.62085,25.790741
1967-01-01,24.959045,13.420044,21.194336,27.98053,25.444336
1967-02-01,25.18692,10.685028,20.170654,27.894379,25.617645
1967-03-01,26.983887,11.181854,20.81073,28.887024,27.210266
1967-04-01,27.575867,13.9313965,23.063934,30.106018,28.575012
1967-05-01,29.103363,19.454987,26.921783,29.73993,29.82306
1967-06-01,29.514038,24.819305,29.55661,29.037262,28.42978
1967-07-01,28.74527,26.817596,32.222015,28.631104,25.671234
1967-08-01,27.463684,27.43161,34.018463,27.944458,24.527344
1967-09-01,27.836273,25.963196,34.00296,28.55597,25.402283
1967-10-01,28.557983,22.324707,32.15741,28.342133,27.503235
1967-11-01,27.486725,19.55014,29.286163,28.173859,27.265839
1967-12-01,26.37439,16.20514,24.429688,28.215912,26.022797
1968-01-01,25.089142,13.276367,20.873108,27.834259,25.424011
1968-02-01,24.85373,11.847931,19.275513,28.259125,25.474945
1968-03-01,25.895874,11.614471,21.027893,28.668152,26.488892
1968-04-01,27.683899,13.691345,23.80365,29.575287,28.579132
1968-05-01,28.769562,20.78061,27.738281,28.97879,29.692505
1968-06-01,29.483276,24.016357,29.723175,28.548462,28.446075
1968-07-01,29.032684,25.924072,31.319763,28.101837,26.414215
1968-08-01,27.53946,27.54242,31.841095,28.086487,25.486816
1968-09-01,27.678925,25.87857,32.60971,27.98758,25.496704
1968-10-01,28.415924,22.82779,31.472107,28.337769,27.301544
1968-11-01,27.75708,19.372437,28.58902,28.286316,27.307983
1968-12-01,26.607605,15.558014,24.747375,28.261108,26.74411
1969-01-01,25.178436,13.979462,22.066559,28.298523,26.208038
1969-02-01,24.6698,11.589539,20.199646,28.577972,25.832703
1969-03-01,26.442871,10.829651,22.17218,29.268127,27.08075
1969-04-01,28.742554,11.832581,24.218048,30.225952,30.005463
1969-05-01,29.694214,18.90802,27.868317,30.078278,30.90738
1969-06-01,29.282501,23.816559,30.282349,29.173279,28.406189
1969-07-01,28.539001,25.299957,31.883667,28.865112,26.16394
1969-08-01,27.113556,26.194702,33.649567,28.466187,24.87796
1969-09-01,27.872925,24.59082,33.11786,28.389801,26.052673
1969-10-01,28.419525,20.638031,31.640106,29.01587,27.94165
1969-11-01,28.421051,17.81842,28.222626,28.939453,27.744232
1969-12-01,26.800262,14.625519,24.568787,28.39029,26.587463
1970-01-01,25.953186,12.191467,22.022675,28.217773,26.778656
1970-02-01,25.737762,10.360779,21.532959,28.646027,26.546722
1970-03-01,26.373657,10.718231,21.768005,29.285522,27.772003
1970-04-01,28.290619,13.312927,24.830688,30.035553,29.780884
1970-05-01,29.083038,18.466156,27.519897,29.854767,30.071198
1970-06-01,29.376434,22.770142,29.577362,28.759125,27.924377
1970-07-01,28.543213,26.284302,32.03827,28.638794,26.070435
1970-08-01,28.16043,27.945557,33.85965,28.555084,25.16748
1970-09-01,27.888733,24.661255,34.289948,28.300964,25.669586
1970-10-01,28.26892,21.427063,31.299072,28.161469,27.277649
1970-11-01,27.58963,19.671783,28.579895,28.20279,27.501831
1970-12-01,26.536896,17.427338,25.572998,28.09433,26.392242
1971-01-01,25.118256,13.9982605,22.248322,28.170013,25.967163
1971-02-01,25.39743,10.9296875,21.25116,28.045013,25.6875
1971-03-01,26.06009,10.925232,22.3768,28.90976,26.674286
1971-04-01,27.793976,13.151306,24.914185,29.790771,28.596466
1971-05-01,29.171143,19.014221,28.603882,29.454285,29.606964
1971-06-01,29.067871,23.712433,30.490967,29.0318,27.355194
