,zgu50_cluster1,zgu50_cluster2,zgu50_cluster3,zgu50_cluster4,zgu50_cluster5
1965-01-01,-0.030432657804340124,-0.0912827380160068,0.09870799068285495,-0.03126036245257232,0.1273170498938396
1965-02-01,-0.015348086599260569,-0.5051555151635029,0.17780503448174925,0.01427699117713673,-0.09451202149021215
1965-03-01,0.05360554903745651,-0.3133975762002012,0.14507448186679764,0.037273540381033705,0.12290506013508501
1965-04-01,-0.07361690979450941,-0.08327918166809894,0.12888249998189966,0.029798474898383876,0.17178415738303088
1965-05-01,-0.04636252298951149,-0.16472574244154262,0.19048406761519762,0.03871464164583546,0.2596862871071388
1965-06-01,-0.03720112144947052,0.008291374654211897,0.05968335483755384,-0.020460068443968037,0.053709183402102574
1965-07-01,0.0206292187795043,-0.10297833446492541,0.00352448313401974,0.009091030569023387,0.14925119948798213
1965-08-01,0.013529590796679258,0.013769751890225614,0.046437648029959935,-0.003487735713838012,0.09799266298269405
1965-09-01,0.000469378283014521,0.012581064266727327,0.014581939927777466,0.005347600242324695,0.12490024854396953
1965-10-01,0.00261186680290848,-0.33947765193086993,0.012039567096805086,0.016989446227337904,0.08988873069656307
1965-11-01,0.05137148778885603,-0.05160899079860525,0.10412390134772476,0.012315086617021803,0.297900520522019
1965-12-01,0.08884936571121216,0.19871915908569987,0.354712471670034,0.026565930171377337,0.5765468395989517
1966-01-01,0.1343974843621254,-0.10276690442511377,0.28082348254262185,0.06498457614783268,0.4326218161089667
1966-02-01,-0.07902312092483044,0.12220086410958717,0.3187240386495785,0.040830430948430564,0.21843090653419497
1966-03-01,-0.0180408195592463,-0.14472562581934828,0.24156508092977563,0.026986034954809078,0.17658396270768398
1966-04-01,0.013326513580977917,-0.0014348874522491974,0.18235218464111796,0.03230627032981557,0.2981431525329064
1966-05-01,-0.044989120215177536,0.09056879009338135,0.16118832388702703,0.04611271344552374,0.03701133396604966
1966-06-01,0.011947461171075702,-0.12660011490608783,0.20157764760815367,0.06066109083450524,0.23055903870483926
1966-07-01,0.01592207350768149,0.07167506883753107,0.024310309363871206,0.025811584393499763,0.0909580238934221
1966-08-01,-0.018047660123556852,-0.03890540609334378,0.09878171341759819,-0.015222261808842277,0.06158428973165052
1966-09-01,-0.023052231408655643,-0.09776693075261218,0.03662722527372594,0.03531812719858376,0.1867928381623893
1966-10-01,0.04157997202128172,0.1887815429809246,-0.1335030307575148,-0.017337742481072237,-0.045827972092505165
1966-11-01,0.16462404280900955,0.4240959565690223,0.1767328959338519,0.0026514770383027136,0.35312535433933656
1966-12-01,0.06677288096398115,-0.11270880857680707,0.1772958709269154,-0.01298342564493228,0.13987655783521719
1967-01-01,-0.06832875311374664,-0.16016733456165233,0.2739042956001905,0.05090565177475571,0.04132146914971286
1967-02-01,-0.13858582824468613,0.15902406674750308,0.16195133936648468,0.06460039194222468,0.020036078861047482
1967-03-01,-0.03312268294394016,-0.06383860761180837,0.22073617699194928,-0.011559473765883475,0.3026634454727173
1967-04-01,-0.06997121963649988,0.06762112074709954,0.21802453058106558,0.005351845175027847,0.23157886903861474
1967-05-01,-0.03556637791916728,-0.03391257784468062,0.053043519051707524,0.020582411011123354,0.08250316283826171
1967-06-01,-0.05950921215116978,-0.19973270753596692,0.1885153961424925,-0.005283529401584795,0.1400982254538043
1967-07-01,0.012480139266699553,-0.12373651595825845,0.07397043613754974,-0.017382991707818523,0.03144373346505494
1967-08-01,0.01877334318123758,-0.014469137494551376,-0.01564968985562422,-0.002495028897170808,0.03057675564597393
1967-09-01,-0.006632457370869815,0.005524998352407141,0.019558330959811503,-0.010807085841609413,0.1381779539174047
1967-10-01,0.015824902802705765,0.12129492106589866,-0.0752604205389412,-0.021395834895432186,0.06560281175991585
1967-11-01,0.07337473798543215,0.14692441897189365,-0.10902718165699317,-0.0013646552529019914,0.27251885882739363
1967-12-01,-0.038154355715960264,-0.1971857027804598,0.2824616067263545,0.000505210463977923,0.056801807006885266
1968-01-01,0.026501123793423176,-0.2559952120831672,-0.024737864352610647,-0.004642419064725945,0.12987398638807496
1968-02-01,-0.023331863339990377,0.07754645924618904,0.15739582631052756,0.03888333797644657,0.05341847266616493
1968-03-01,0.0635251123458147,-0.19138009941324274,0.2132536957458574,0.011861870053467477,0.18428900632364997
1968-04-01,-0.039381938986480236,-0.061390081301648566,0.12165451688425882,0.008602774624896656,0.22136818232207464
1968-05-01,-0.02521007088944316,0.03175293590794218,0.13891666823503923,-0.0046538568700954415,0.18542003014992026
1968-06-01,-0.08060861378908157,-0.10681154721594872,0.08377272407619321,-0.021156168299590706,0.11839867922766456
1968-07-01,-0.01096255611628294,-0.09413463004091953,0.18363829169954574,-0.014298356725436867,0.05216793125045711
1968-08-01,-0.016008897218853235,-0.1338671179527932,0.041174782173974175,-0.018985672100524233,0.12542457673056373
1968-09-01,0.018449689960107207,0.04615088171781378,0.007770610117942703,-0.01602996745781534,0.2246209516607482
1968-10-01,-0.00552202167455107,0.02801145446744371,-0.0218253563709405,-0.019624358292218227,0.0287629342798529
1968-11-01,-0.03662062110379338,0.2730093737866016,0.03232454158821885,-0.011115654662346383,-0.11006827498304433
1968-12-01,-0.11484090238809586,0.20090287670176082,-0.09009374343619055,-0.03138106245144157,0.022433866778838223
1969-01-01,-0.05674334242939949,0.21620468890413327,0.08041864755202313,-0.009257895397437606,-0.017889280771387035
1969-02-01,-0.07408603094518185,0.4338044118373952,0.1656658491309808,-0.03618502004700861,0.022819130842027996
1969-03-01,-0.08742956444621086,-0.2383649190689655,0.4169596397146887,0.03851065115564188,0.23989363990981005
