,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5
1965-01-01,0.09853221476078033,4.039773992870165,-3.8076043128967285,-0.05197697012367363,0.04795236903944133
1965-02-01,0.18838776648044586,4.617053529490595,-4.336936175823212,-0.10775925959655624,-0.10664149382968006
1965-03-01,0.149464949965477,3.33759447802668,-3.254508078098297,-0.05873022991383147,-0.10375406271145667
1965-04-01,0.17740151286125183,3.3205695774244224,-2.6356440782546997,-0.08845509972401008,0.058471462056960584
1965-05-01,0.3745351731777191,1.9865834194680918,-1.9029802083969116,-0.07462284031385434,-0.42292685420424847
1965-06-01,0.3221046030521393,2.6753228643666143,-1.4811912178993225,-0.027342247748803238,-0.5988137221630708
1965-07-01,0.2781147360801697,0.8818932849427927,-1.396157145500183,0.005985953716817731,-0.5417314208584066
1965-08-01,0.1693790704011917,1.0024539802385413,-1.1375507712364197,-0.04838252451248512,-0.3695190688710154
1965-09-01,0.18283672630786896,1.5036782492762026,-1.348298043012619,-0.03915006395228609,-0.313346658223941
1965-10-01,0.2735781967639923,3.2103199025859004,-1.8617288768291473,-0.08579947062751313,-0.11180720211547097
1965-11-01,0.06558328866958618,3.8929864116336987,-2.944556474685669,-0.10138276049833812,0.041709334394078194
1965-12-01,0.014302319847047329,3.4310250178627344,-5.298677086830139,-0.08665409809101128,0.04899598382137439
1966-01-01,0.13625863194465637,2.062727964442709,-5.107561349868774,-0.002463134061433598,-0.17126484049691093
1966-02-01,0.07458857446908951,3.4061012060745903,-4.504759609699249,-0.04975259099099897,0.06913453064582965
1966-03-01,0.09330805391073227,3.901862579843272,-4.033478498458862,-0.04842630894241219,-0.007505883336251165
1966-04-01,0.08850378543138504,2.8576858665632163,-3.4414899349212646,-0.07780107953948176,-0.03791875033466904
1966-05-01,0.198507159948349,3.246399112369703,-2.1070149540901184,-0.18823575116917046,-0.17668886317147148
1966-06-01,0.28542229533195496,1.4539427083471546,-1.3546663522720337,0.02038308424863987,-0.5098617003287798
1966-07-01,0.23814266920089722,1.4359078977418982,-1.598379909992218,-0.01282283735132503,-0.4702594177222546
1966-08-01,0.22380663454532623,1.089807178663171,-0.6058909371495247,-0.057941849181752006,-0.3194976000138271
1966-09-01,0.22343270480632782,1.5153006367061448,-1.4005064964294434,-0.04065851095372332,-0.33502994496145366
1966-10-01,0.010073036886751652,3.223781741183737,-2.7476054430007935,-0.043966439915095974,-0.11584905930507329
1966-11-01,-0.12225819379091263,2.019628882408142,-5.8441162109375,-0.03247576916289187,0.06320349136252462
1966-12-01,0.03784354776144028,4.1312432807424795,-5.622374415397644,-0.06798822544292062,0.03375211891568737
1967-01-01,0.10032474994659424,4.1665831337804375,-5.114507079124451,-0.0953436355123263,-0.0006480910671575938
1967-02-01,0.12193381786346436,6.430250147114629,-4.405643343925476,-0.1040013339705096,0.08492047588030496
1967-03-01,0.14663481712341309,3.674770179002181,-3.5995328426361084,-0.07947887444567538,0.07999730698856305
1967-04-01,0.09817424416542053,3.991114056628683,-2.9232868552207947,-0.1165803901092735,0.11700639202270978
1967-05-01,0.1560416966676712,3.738059945728468,-1.2714524567127228,-0.18993750839176293,-0.09761203402354393
1967-06-01,0.2828996479511261,2.1353295315866885,-1.5895308554172516,-0.00033630671615372164,-0.5409835665314285
1967-07-01,0.2706364095211029,1.2476569932440051,-1.4368097484111786,0.0101645906528313,-0.49405388626051533
1967-08-01,0.21897879242897034,0.739871613357378,-1.4477507770061493,0.03462587706298528,-0.3865910900963677
1967-09-01,0.20934826135635376,1.568559460017992,-1.9691967964172363,-0.0054167103981543445,-0.29866250208866446
1967-10-01,0.07260087132453918,2.9098637725995933,-2.891191840171814,-0.05967538290751909,-0.14757407300266218
1967-11-01,0.039269667118787766,4.105689732924751,-4.7259968519210815,-0.08947813582277583,0.030965231542969925
1967-12-01,0.08790010213851929,3.117588551148124,-4.363887012004852,-0.030289766585041664,-0.05302465532296969
1968-01-01,0.17445747554302216,3.9165825947471284,-4.735538959503174,-0.0710597886386032,-0.055568297336130966
1968-02-01,-0.04893498495221138,4.110959042673525,-5.188213586807251,-0.02923862573629368,0.07610836146790304
1968-03-01,0.22512689232826233,4.099474264227825,-2.9105201363563538,-0.11062636681481036,-0.040946762870859216
1968-04-01,0.002198456786572933,2.7286337769549824,-1.983119547367096,-0.08053027851852829,0.1496812535656823
1968-05-01,0.08107970654964447,2.9306118902952774,-1.6606904566287994,-0.1171468796130426,-0.06318122700408653
1968-06-01,0.34069719910621643,2.3007442121920376,-1.1377577483654022,-0.009244046882241072,-0.4952923383241818
1968-07-01,0.19554223120212555,0.29314549072929047,-1.2465889006853104,0.06418273432882961,-0.45633047451207664
1968-08-01,0.19907376170158386,0.8846028343490931,-1.3262742757797241,-0.04042150218508201,-0.32245266584702476
1968-09-01,0.144658163189888,1.7327102630034736,-1.9680245220661163,-0.029930436682558348,-0.21740352665936505
1968-10-01,0.13101667165756226,2.4363458156585693,-2.816193103790283,-0.03533317166531157,-0.19160488873352238
1968-11-01,0.06765985488891602,2.897305333096048,-3.826594352722168,-0.006444872674827805,-0.09005192989184532
1968-12-01,0.06564917415380478,3.536869132000467,-5.101662278175354,-0.0253460520577288,-0.012316271938659525
1969-01-01,0.09953039139509201,5.583671901537024,-5.392396450042725,-0.08433303673065709,0.026877976402088447
1969-02-01,0.015667518600821495,4.966514525206192,-5.537324547767639,-0.013250942358713665,-0.027806054294845204
1969-03-01,0.2444828301668167,3.5795561645341953,-3.436553478240967,-0.05418293646531191,-0.03304228324581075
1969-04-01,0.21289727091789246,3.4006069535794463,-2.4203386902809143,-0.054193372854929485,-0.06850876925904073
1969-05-01,0.23027744889259338,2.5848611541416333,-1.6694572567939758,-0.12823895601455323,-0.16466723180111542
1969-06-01,0.2695048451423645,1.949312246364096,-1.7398637533187866,-0.02351410134171253,-0.45222809285293386
1969-07-01,0.22797806560993195,1.5172681082849917,-1.3150396943092346,0.006712470092102439,-0.3931530463842698
1969-08-01,0.11731980741024017,0.45259057179741236,-1.167648360133171,0.009258693742181013,-0.25424473447564205
1969-09-01,0.18375052511692047,1.6362222640410713,-2.005024701356888,-0.006048056062779384,-0.3314886564089928
1969-10-01,0.1640923172235489,2.1877231805220894,-1.6006077826023102,-0.029926246288650767,-0.15974193811416626
1969-11-01,-0.08123353123664856,3.507111642671668,-4.412587285041809,-0.0956060309074596,0.12791964374942544
1969-12-01,0.131509929895401,4.022704518359641,-4.9411821365356445,-0.06966310703825808,-0.06588660180568695
1970-01-01,0.06106401979923248,3.7081021329630977,-4.839988946914673,-0.02261490232037927,-0.03738532325735798
1970-02-01,0.13924455642700195,4.265659788380498,-5.339365005493164,-0.06855918696808244,-0.07969285418957839
1970-03-01,0.05800492316484451,3.4928619861602783,-6.011186242103577,-0.023146133178365447,-0.011360426835807753
1970-04-01,0.10574468970298767,2.1853877150494116,-2.78840571641922,-0.03815905085045421,-0.10787812464031171
1970-05-01,0.27242711186408997,2.9239353926285454,-1.9026915729045868,-0.0443139264058924,-0.2736073953134042
1970-06-01,0.312152236700058,1.851382851600647,-1.9717611372470856,0.007257762247930744,-0.48055619369318453
1970-07-01,0.2697804272174835,2.2043933039126187,-1.3108240067958832,-0.018922475997559324,-0.42931838535968164
1970-08-01,0.31609058380126953,0.5340655212816985,-1.0710662603378296,0.008901288944804027,-0.4015346000223984
1970-09-01,0.1704610288143158,1.393334502759187,-2.227209359407425,-0.006887418201226674,-0.24492919077107933
1970-10-01,0.1506679803133011,2.787040627521017,-2.595309019088745,0.004506046454349678,-0.14499148100982476
1970-11-01,0.13882534205913544,3.4721400426781694,-4.025111794471741,-0.07535493235566659,-0.12699904633157047
1970-12-01,-0.0018575065769255161,5.85759567177814,-4.845527410507202,-0.09733653532530734,0.1777721775902642
1971-01-01,-0.0015070108929648995,2.1915490212647812,-4.645114541053772,-0.05207979259733669,-0.06143390028565018
1971-02-01,0.20249436795711517,4.571513507677161,-4.5135509967803955,-0.12262957895587305,0.14725566646199167
1971-03-01,0.19741865992546082,2.3896419483682383,-3.842149078845978,-0.0139292206860588,-0.09481886654724309
1971-04-01,0.2054923176765442,3.149092974870101,-2.2631408274173737,-0.1005790993838967,0.08707001437375575
