,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5
1965-01-01,-0.031707764,-13.4487915,-4.844208,2.3682861,0.10650635
1965-02-01,-0.36239624,-15.856689,-5.7407227,2.589447,0.19494629
1965-03-01,0.11618042,-14.820251,-4.6359253,3.1718445,0.7109375
1965-04-01,1.1722717,-13.1519165,-3.206604,3.9494934,2.310913
1965-05-01,2.660675,-7.3285522,0.71920776,3.491455,3.7034912
1965-06-01,3.5073853,-1.8659363,4.0492554,2.9779663,1.9086914
1965-07-01,3.0422668,1.450592,6.2561035,2.7573547,0.5649414
1965-08-01,2.049347,1.0614014,7.802368,2.6156616,-0.03930664
1965-09-01,2.0430908,-0.40881348,8.339996,3.256073,0.5482178
1965-10-01,3.0757751,-2.9172668,7.0569763,3.5727234,2.8951416
1965-11-01,2.7733765,-7.318634,3.1466064,3.3905945,2.5333862
1965-12-01,0.9147644,-10.813812,-1.3001099,2.7260132,1.0230408
1966-01-01,-0.33139038,-12.617493,-4.0343933,2.4861145,0.36001587
1966-02-01,-0.29797363,-14.560394,-4.6308594,2.9451294,0.2557373
1966-03-01,-0.06921387,-12.799103,-3.4182434,3.513794,0.8233948
1966-04-01,1.448883,-11.633514,-1.9137573,3.6380005,2.612793
1966-05-01,2.6111755,-6.055603,1.648468,3.5556946,3.5420837
1966-06-01,3.0965881,-1.2383118,4.6266174,2.9987793,2.1853333
1966-07-01,3.1397095,2.186615,6.792816,3.117035,0.55773926
1966-08-01,2.3250427,2.9281616,8.715424,3.058258,-0.20349121
1966-09-01,3.074768,1.105011,8.692596,3.1846924,1.0581055
1966-10-01,3.6757507,-2.0595703,6.3162537,2.8345947,2.1775208
1966-11-01,1.8283691,-4.459656,2.7103882,2.8001404,1.7426453
1966-12-01,0.42062378,-8.699493,-1.5718384,2.9431152,0.11300659
1967-01-01,-0.6813965,-12.220398,-4.446106,2.340088,-0.19610596
1967-02-01,-0.5857239,-15.087616,-5.6019897,2.1217346,-0.15499878
1967-03-01,1.0541687,-14.747864,-5.118988,2.957306,1.2805481
1967-04-01,1.4584656,-12.186005,-3.0534668,3.988617,2.457611
1967-05-01,3.0176086,-6.630768,0.83602905,3.6541748,3.7373047
1967-06-01,3.748291,-0.94644165,3.790863,3.271515,2.664032
1967-07-01,3.3328247,1.4051514,6.8095703,3.2186584,0.25878906
1967-08-01,2.2359924,2.2039185,8.7907715,2.7167664,-0.7003479
1967-09-01,2.5471191,0.67404175,8.713806,3.2668152,0.11312866
1967-10-01,3.2354126,-2.9978638,6.834839,3.0195618,2.180664
1967-11-01,2.059021,-5.8775635,3.8584595,2.7461548,1.8381348
1967-12-01,0.9264221,-9.242828,-1.01828,2.7679443,0.5748291
1968-01-01,-0.38085938,-12.193634,-4.5968933,2.3642578,-0.04598999
1968-02-01,-0.7362366,-13.742035,-6.314453,2.669159,-0.11502075
1968-03-01,0.2749939,-14.006409,-4.592987,3.0472717,0.8680115
1968-04-01,1.695343,-12.297211,-2.184906,3.586731,2.5905762
1968-05-01,2.8155212,-5.1734314,1.7842407,3.0247498,3.7384644
