,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6,mgu850_cluster7,mgu850_cluster8,mgu850_cluster9,mgu850_cluster10,mgu850_cluster11
1965-01-01,0.65046275,1.1467831,0.050511934,0.47383422,0.35651627,-0.59538877,0.28286648,0.5562828,0.48198128,0.3108925,0.60027695
1965-02-01,0.07202034,1.0033944,-0.23300667,0.29981232,-0.26070634,-0.7345406,1.4449661,0.8150341,0.12904969,0.5702957,-0.50511897
1965-03-01,0.34576225,1.1757866,-0.35227966,0.30046463,0.05572586,-0.5963661,0.025093079,0.73910296,0.39464456,0.16359329,0.4669903
1965-04-01,0.60223234,0.74953157,-0.045297623,0.4555847,-0.21182403,-0.5624744,0.3278385,0.8411045,0.12285805,0.58984834,0.31089288
1965-05-01,0.1851017,0.39920694,-0.07593079,0.1583786,0.22420768,-0.77886087,0.25255966,0.85251045,0.95548934,0.49077988,0.27211267
1965-06-01,-0.11405869,0.76517373,0.06224365,0.32001725,0.19650765,-0.93463326,1.2057679,-0.6589359,0.95092696,-0.105586246,0.41745645
1965-07-01,0.1189476,0.78472674,0.080818936,0.18770829,-0.10069809,-1.4837463,1.2497623,-0.3262089,0.46047288,-0.5562828,0.08896599
1965-08-01,0.15381698,0.8870541,0.077560425,0.09450607,0.27667505,-1.390218,1.0675933,-1.2373784,0.63319093,-0.25255927,0.31154442
1965-09-01,0.26038057,0.1029789,0.04790459,0.38063127,1.0073051,-1.0894276,0.07593079,-0.66219485,0.20302506,-0.17141457,0.1958557
1965-10-01,0.2708088,0.33109742,0.2708088,0.28873214,0.54813576,-1.3041843,0.5637781,-0.18021317,0.6152676,-0.19161949,0.55791205
1965-11-01,-0.11894722,0.80395395,0.16489716,0.4940384,0.1697853,-0.8642422,0.82350695,0.7068409,0.48361054,-0.2913395,0.4027916
1965-12-01,0.11764374,0.4171303,0.054096602,0.40800554,0.18966408,-0.6009285,0.69869345,0.5487873,0.99557304,0.17271805,0.6400345
1966-01-01,0.33413848,0.60098875,-0.047265243,0.44770584,-0.1779007,-0.5773567,0.7093048,1.0953033,1.3034012,0.17757264,0.74869233
1966-02-01,0.5107254,0.95317996,-0.12341461,0.43260726,-0.18807563,-0.8468334,0.7674015,1.0385196,-0.43785858,0.348909,0.12046051
1966-03-01,0.49759674,0.7683865,-0.07811852,0.43785858,-0.0469368,-0.47429237,0.063020326,1.222985,0.57965434,0.40503615,0.98075104
1966-04-01,0.31149024,0.6475975,-0.16477127,0.40634918,0.045295715,-0.5389534,0.20645675,1.2226566,0.004923248,0.66958886,0.16477165
1966-05-01,0.34825212,0.12407112,0.10142288,0.45295715,0.8284523,-1.1396141,0.15722236,0.06991272,0.20284614,0.36663246,0.44573632
1966-06-01,-0.15295486,0.45689583,0.13588715,0.43523255,0.71586955,-1.0943184,0.8665272,-0.5254963,1.5978234,-0.36630479,0.49890977
1966-07-01,0.035448454,0.5576626,0.08730926,0.4877495,0.71028936,-1.336224,1.5351311,-0.23205872,0.44540787,-0.004923248,0.054486085
1966-08-01,-0.08993492,0.9505539,0.07221069,0.23369904,1.0204666,-1.2476021,1.624738,-0.6633526,0.42243156,0.113895796,-0.096170805
1966-09-01,-0.05842476,0.96072924,0.18413734,0.42604294,0.7303116,-1.2617157,0.65941393,-1.1314087,0.8360016,-0.1979229,0.6656502
1966-10-01,0.24518776,0.29672012,0.23796692,0.4831543,0.6728714,-1.4182816,0.79694253,-0.28588828,0.59015733,-0.20612869,0.35284692
1966-11-01,0.24978295,0.55733454,0.2002205,0.50350416,0.5494572,-0.3810749,0.3833725,0.51761895,0.39847106,0.04201355,0.4933296
1966-12-01,0.6252777,0.5465027,-0.025930405,0.34464186,0.49004745,-0.7404865,0.3265888,0.7381889,1.4734242,0.13884124,1.1202488
1967-01-01,0.3889145,0.83921814,0.08163605,0.55120623,-0.26939887,-0.91366994,-0.07314587,0.7543171,1.2509906,0.20115128,0.4698971
1967-02-01,0.1675171,0.92771184,-0.0897995,0.34483033,0.09796333,-0.7138256,0.80231875,0.8829754,1.1664158,0.25927582,0.7402752
1967-03-01,0.70108986,0.88558733,-0.07053337,0.107759856,0.1632721,-0.68998796,-0.2210701,1.226173,0.15021057,0.23576431,-0.23054008
1967-04-01,0.039185334,0.62174,-0.08588143,0.16914979,0.08424835,-0.60541266,0.87317884,0.84019774,0.041797638,0.39805755,-0.6968449
1967-05-01,0.4940609,0.612923,-0.027103424,0.17437515,0.23543815,-0.94077337,0.55022657,0.56132925,0.5149601,0.2099678,0.5796158
1967-06-01,0.08163605,0.5234501,0.0048980713,0.10841294,0.70533526,-0.9665707,0.0029388429,-0.06302299,0.55871695,0.3732399,0.54467547
1967-07-01,0.08326874,1.2702564,0.14727135,0.2168251,0.8637093,-1.5775341,0.35201454,0.15641479,0.6256584,-0.07967682,0.0045715333
1967-08-01,-0.09502411,0.6547211,0.1312706,0.27299118,0.86958694,-1.4318959,1.5047153,-0.23576507,0.68998754,-0.06498184,0.48230553
1967-09-01,-0.4006695,1.0122868,0.12376022,0.3748726,0.7993797,-0.88722,1.5305121,-0.47675437,1.167395,-0.04996109,0.6289238
1967-10-01,-0.3983837,0.3827099,0.18123206,0.59300387,1.0511456,-1.437447,0.8493412,-0.49046937,1.275481,-0.16719055,0.6988041
1967-11-01,0.03983841,0.90354764,0.2142128,0.46108016,0.816687,-1.113189,1.3479741,0.43299752,1.0831467,-0.3049923,0.45291632
1967-12-01,0.44279402,0.8761177,0.05681839,0.41013947,0.49961242,-0.9717949,0.5969223,0.63643456,0.22270279,0.30989036,0.1312706
1968-01-01,0.7844204,1.2646999,0.06235962,0.5090889,0.07366486,-0.49632567,-0.96785355,1.3930664,-0.27460176,0.7836914,0.27715454
1968-02-01,1.2956978,0.7319069,-0.067100525,0.31508103,0.24251023,-0.20932464,-1.6439644,0.25381547,0.89309424,0.47699815,0.88434184
1968-03-01,0.25928497,0.66079485,-0.11523781,0.3836403,0.28408355,-0.3457138,0.43141288,1.1480038,1.1884826,0.40406188,1.0262016
1968-04-01,0.1852562,1.1181004,-0.097369,0.38801652,0.13894272,-0.40734404,1.2734524,1.0659508,1.1804596,0.62761,-0.26366195
1968-05-01,0.23776932,0.6035404,-0.0029174804,0.21224213,0.9098698,-1.0280247,-0.090804674,0.3260212,1.1075245,0.020422364,0.68595773
1968-06-01,-0.19182053,0.48100892,0.029539108,0.30997545,0.75998724,-1.0367771,-0.5222176,-0.3978626,1.9079907,-0.09116898,0.692157
1968-07-01,0.13565978,0.8496975,0.1626461,0.30268174,0.6874161,-1.4532379,1.042247,-0.022975158,0.71075594,0.09846268,0.4204727
1968-08-01,-0.27897796,0.21588898,0.14222412,0.37051162,0.72826004,-1.2632415,1.3762916,-0.27314377,0.28481293,-0.2983055,0.24433365
1968-09-01,-0.59952927,0.52294695,0.19364396,0.37197036,0.7588932,-0.92627984,0.39494553,-0.5532154,0.636726,0.028809357,0.28845978
1968-10-01,0.1455063,0.14659958,0.26913223,0.4500122,0.9536308,-0.9897335,1.0178139,-0.25490952,0.3482666,-0.29465944,0.89819986
1968-11-01,0.35154876,0.8143238,-0.022974396,0.505442,0.68632203,-1.0035912,0.48720855,0.8314644,1.3544105,0.057618715,1.0984077
1968-12-01,0.40843812,1.2358906,0.08569908,0.58712995,0.24725112,-0.7165901,0.08314667,0.79864275,0.55394477,0.13638917,0.43469542
1969-01-01,0.7500366,0.65250814,-0.03284073,0.6196678,0.045446776,-0.56592715,-0.27898294,0.5062164,-1.2320366,0.6123692,0.22988701
1969-02-01,0.118758395,0.53374976,-0.24581032,0.43522722,0.107479855,-0.19571953,1.189244,1.1700039,1.5252842,-0.26306,0.784536
1969-03-01,0.2998825,0.55697095,-0.4189724,0.2554306,-0.28031006,-0.30419427,0.43423158,0.5636055,1.114605,0.29490584,0.5612831
1969-04-01,0.6355904,0.6641186,-0.28528595,0.29457396,0.2620651,-0.45280838,1.2774833,0.92518884,1.4038715,-0.24116592,0.7619785
