,mgv600_cluster1,mgv600_cluster2,mgv600_cluster3,mgv600_cluster4,mgv600_cluster5,mgv600_cluster6,mgv600_cluster7,mgv600_cluster8,mgv600_cluster9,mgv600_cluster10,mgv600_cluster11
1965-01-01,0.09313601951457952,0.1954593868167312,1.2344414537603206,-0.7036773525938695,3.1303683916727705,-2.65395450592041,-0.12232565258178243,0.7862818795581197,0.6171981042081659,-0.5798355392787767,1.073708083178546
1965-02-01,0.09076785737354505,0.39670232269499034,-1.1340534145181829,-0.8515634707042149,1.2639161944389343,-3.204463243484497,-0.22521006183390238,0.6542276504427887,1.7090861092914233,-0.2983811432900636,-0.1115587112065908
1965-03-01,0.1894822834353698,0.2360970554528413,0.4954557188532569,-0.6026589140600088,-0.33993097643057507,-2.737352132797241,-0.18202275312020005,1.3365017813305522,1.0694956914945082,-0.8876952788104181,-0.20769792231353554
1965-04-01,0.06454799655138661,0.09601518761849513,-0.5391008813272823,-0.05808394706370879,3.843431870142619,-1.518638014793396,-0.055510533596474704,-0.2832808986652729,0.6146416745402596,-0.502135086318721,-0.08488981103574908
1965-05-01,0.037141151628211924,0.1014293454311512,0.4614587534557689,0.29474223146633227,1.943509578704834,-0.007362170610576868,-0.013582434139551562,0.33225372087123783,0.34618343819271435,-0.9297249109848685,-0.32183531973813034
1965-06-01,0.041738152503967285,0.17497245705238093,0.9808302602984689,-0.19211782788743778,2.1925026178359985,0.7654055953025818,-0.022842616244202103,0.7696561342061953,0.5382904274897142,-0.5209605654944544,-0.8004298886737308
1965-07-01,-0.04057881765459713,0.20108179361731918,0.13269576328721913,-0.6359516966099642,1.8083196878433228,-0.10544472932815552,0.01801537532656471,-0.2732089612373086,0.41272575882348145,0.4437530818192855,-0.5654887573139088
1965-08-01,0.02411891167101107,0.21519773536258271,-1.0302436622706326,-0.3791126061458977,2.8820008039474487,-0.42648300528526306,-0.0029353224929490706,-0.4149741211602854,0.7490330799059435,0.4513554598974145,-0.04138845094555133
1965-09-01,0.037057159811650454,0.21358220665543165,-0.854031809351661,0.3229343465396336,-0.6966964403788249,0.8308477997779846,0.00297628983032484,1.4209030672561291,0.6173411553556268,-0.055505598530821175,-0.7222446235450538
1965-10-01,-0.018131929008584274,0.20663930310143364,2.3563948544588955,-0.7475415662843354,3.0730239550272627,-1.746068000793457,-0.04761754163752305,-0.3813773047092349,-0.57523866946047,0.2576289617496988,0.7073147876842601
1965-11-01,0.026374881302839832,0.19367532045752914,-0.15552997250448575,-0.20372134690382043,3.3107612530390425,-1.3463038206100464,0.00821499245389839,-0.6646348293437514,-0.03642374649643898,-0.06813271700040154,-0.40393608647423823
1965-12-01,0.09883864978818517,0.295537566697156,-0.2595400945706801,-0.32537515674318584,4.302476644515991,-2.1680259704589844,-0.10592988663655849,-0.16069840206656347,0.6139109080488031,-0.5056413619414619,-0.25217464646777593
1966-01-01,0.16224413227878118,0.24037072504008256,2.1904807199131358,-0.9892393739856019,2.9112766186396284,-2.366959571838379,-0.2653961898359053,1.0854823644771132,0.9122641249136492,-0.43483165943104285,0.42888473820041967
1966-02-01,0.18566250801086426,0.26335407186437537,-0.5514976991848513,-0.7712125169987581,2.742409110069275,-2.4395878314971924,-0.10457097958384848,-0.5589768637058347,0.8556819097562269,-0.046506463347569756,0.07563247471242338
1966-03-01,0.04101828671991825,0.06716041929192013,1.739590818231756,-0.4153429245462223,4.125707546869914,-2.186284065246582,-0.07017488402822998,-0.09307527784691301,0.03866251050071283,-0.17370975211910578,0.9071863986350395
1966-04-01,0.056788260362258085,0.1485730376508501,-0.56704120202498,-0.3184461167880467,0.41404676934083307,-1.985184907913208,-0.10392614668863684,0.8060328489126162,1.0198477316986432,-0.19508085173109302,0.15294560910882177
1966-05-01,-0.01377245736014294,0.22597226831648085,1.3272479176521301,-0.2791869701171408,0.7614846527576447,-1.0966722965240479,0.002531762137734817,0.021978710279908293,-0.00047622673843182963,-0.5824135049529697,0.2070531853147455
1966-06-01,-0.0628651193294086,0.2406456349072633,1.8803093921054492,0.003917848605814637,3.8823358217875166,0.6646251082420349,0.015457067174402758,0.5350961588149847,0.2922857688231902,-0.4083328596923662,-0.14681846306130694
1966-07-01,-0.025757612954629094,0.32761258107644536,-2.053132111375982,-0.6203093090835883,3.155847191810608,0.5956821441650391,0.03638304141492932,0.21851605107617933,0.7681761952963743,0.4470563453176747,-0.8071566755707199
1966-08-01,-0.010624031021602844,0.3592991277023598,-1.2469843029975891,-0.458515967641558,2.6191111405690513,-0.7532391548156738,0.0386615089523646,0.06813891665186993,0.3901092843575911,0.145193707683812,-0.21172796149511594
1966-09-01,-0.12948992417046898,0.2800253254395944,1.9997160543094983,-0.6465034825461251,2.1927001078923545,-0.9958829283714294,0.024277042523255014,0.4464493587959644,-0.3315945579247041,-0.018729579270533894,0.07320939487702138
