,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9,mgv850_cluster10,mgv850_cluster11
1965-01-01,-0.19559488,0.20148185,-0.0047095777,0.12259634,-0.24327941,0.7402876,0.28537136,-0.5396888,0.25652513,0.2494607,0.66184366
1965-02-01,0.14349508,0.61283445,-0.023253584,-0.07711943,-0.24607572,0.79680264,-0.20707445,-0.9271992,0.48964947,0.4516785,0.8824581
1965-03-01,0.1551219,0.14187618,0.1083204,-0.2599101,-0.16542411,0.26373664,-0.061224602,-0.41238284,0.56014603,0.36028314,0.9975486
1965-04-01,0.09948997,0.8025423,-0.019574214,-0.039442755,-0.10876193,0.10331645,-0.09036513,-0.82667905,0.11406021,0.054454565,0.630054
1965-05-01,-0.09963713,1.4561442,-0.0016189099,-0.12480396,-0.007947421,-0.1377553,0.3354106,-0.41841698,-0.008388949,-0.2164936,0.5137861
1965-06-01,0.0604887,1.5625513,-0.033997297,-0.30097184,0.03296709,-0.36293226,0.16130333,-0.52865064,0.39928436,0.43902144,0.732193
1965-07-01,-0.029287744,0.8028368,-0.10096166,-0.21458039,-0.024578143,-0.26609144,0.08021011,-0.20251207,0.21325581,0.04694865,0.64123917
1965-08-01,0.06961353,0.98871803,-0.21546344,-0.14952925,-0.0997843,-0.02766881,0.027227307,-0.6581643,0.05783956,-0.021634674,0.4172396
1965-09-01,-0.07711945,1.0128547,-0.119947195,-0.2718312,-0.06446244,0.073587224,-0.17940569,-0.63917875,0.12671724,0.45565215,0.34159195
1965-10-01,-0.08212338,0.2019234,0.077708125,-0.0968408,-0.18647008,0.47125268,0.46786767,-0.17337152,0.13010225,-0.25578922,0.1741074
1965-11-01,-0.039148428,0.20015728,0.15659365,-0.020162916,-0.15659365,0.30023593,-0.1298079,-0.3742647,0.23062244,-0.104641035,0.31524768
