,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,30.857693707501443,49.66296226747574,44.29540412370549,30.0441184740388,46.205799667923536,62.465028505067565,59.866131269014794,65.52495275224958,112.50996362595332,33.55998423562121,39.4684072641226
1965-02-01,30.60474160276813,46.44607420890562,43.38104336760765,30.182595199413512,43.03710725572374,61.07016898490287,57.81050095191368,63.52901458740234,118.48686763218471,32.97542742828824,40.43780987079327
1965-03-01,30.53474426269531,46.17841474471554,42.76500524476517,30.30462372169066,43.70354899653682,60.98514763084618,57.29723710280198,61.83774811880929,124.72480592273531,32.47495622777227,41.60299741304838
1965-04-01,30.834859683189862,48.52347527780841,44.006711383198585,31.02724418211519,45.11505409523293,65.55489720524969,57.6657772064209,66.38226509094238,127.94339316231864,33.141412307967,43.12695723313551
1965-05-01,31.484592108078942,52.183268147130164,44.85427945159203,31.442954031269203,48.53206917091652,68.88989628972234,60.26297715994028,71.28360612051827,128.1024932861328,33.871377404056375,43.59161670391376
1965-06-01,32.04483691556954,59.010517981744584,46.41407811364462,31.619579872388517,54.327827029758026,73.3734233959301,63.91012485210712,80.89866638183592,126.22984023321243,35.20030690662896,43.21749173677885
1965-07-01,32.883641749252504,71.16737365722656,48.95432937976926,31.74157946297292,66.22552518491392,76.52750788508234,70.59067212618314,89.78622981480189,123.73538244338263,36.56238726715543,42.50323955829327
1965-08-01,33.713225376458816,75.84553380166331,53.05362523988236,31.92953902683901,72.29957580566406,77.98361907134185,77.4226922255296,92.45756013052804,117.81401861281623,38.060723489789815,41.79185133713942
1965-09-01,34.39013163248698,73.07125214607485,53.173956760140356,32.15994138396188,71.03308218496817,77.39792901116448,77.10233101477989,90.24957929338727,116.5491921561105,38.76777478118441,41.758540226862976
1965-10-01,34.17318132188585,64.63089604531565,52.51222211261128,32.27213313070576,62.987631338614,74.8502473573427,76.22654254619891,84.17577062334333,120.5241430373419,38.4395400090004,42.439586932842545
1965-11-01,33.16975817268277,57.57953274634577,50.709196578624635,31.975014290113126,55.86163556134259,70.56739910228832,71.44900835477388,76.26468113490513,119.36827160063244,36.95254824054775,42.258743873009315
1965-12-01,31.875845826702353,52.11894742904171,47.21417537955351,31.51363308510084,48.79479584870515,66.147366085568,63.883664057804985,70.63854081290108,118.1798117501395,35.130566269604124,41.989672734187195
1966-01-01,30.877160437313126,48.77595901489258,43.83919294490371,31.076078736380243,44.00073863841869,62.96897578883816,57.48011148892916,67.1440805707659,121.13634745279948,33.345008963969214,42.21315237192007
1966-02-01,30.39846302550516,45.62134896555254,42.53551571868187,30.785408448637202,41.605200590910734,59.901917947305215,54.86367299006535,63.035413197108674,124.59608713785808,32.60422037608588,42.342121417705826
1966-03-01,30.654028904290843,44.93995174284904,42.08368700604106,30.902665384699787,40.87848310117368,60.624385524440456,54.86256526066707,61.78067071097237,123.66309393019904,32.664065574532124,42.61199951171875
1966-04-01,31.041856459629386,46.51643691524382,43.88213933900345,31.39211997557222,43.49314018532082,63.259135065851986,58.486898128802956,63.9871733529227,121.62338438488189,33.25247978096577,43.02280132587139
1966-05-01,31.97702243004316,50.921840052450854,44.50539433678915,31.972580813290026,46.81834468135127,68.74691215721337,59.76005700918344,70.38728850228445,116.92570277622768,34.49775923543901,42.48394599327674
1966-06-01,32.77836552372685,56.86448004937941,46.72430615092433,32.023548812008976,52.529486903437856,73.32728102400496,63.854327568641075,79.5135566166469,117.71564483642578,35.862185350104944,42.61768634502704
1966-07-01,33.402318130304785,68.54289885490171,49.33268081310184,32.26627285560865,62.91032720495153,76.61980809392156,69.9222051180326,89.54598563058035,118.22576068696522,37.21282161883454,42.2976332444411
1966-08-01,33.903877823441114,74.7109628492786,51.198018983353016,31.952520434776048,70.97622200294776,78.45204327557538,74.46284660926231,91.38187680925641,110.70105234781902,38.029403117165636,40.655655494103065
1966-09-01,34.111953076021166,73.52086959346649,52.121171285939774,31.84709656104613,70.09627730758102,78.09516288138725,76.67697759775015,91.61774090358189,109.59537142799014,38.4884336101475,40.65438197209285
1966-10-01,33.96023879816502,66.18931678033644,52.014546061671055,31.84815203205923,63.22491257279007,75.47863625191354,75.06095446073091,85.56823049272809,109.82418060302734,38.056151546649076,40.56378878079928
1966-11-01,33.37898725344811,58.78350042527722,49.86601097639217,31.509299760454155,55.98489266854745,69.65203671842008,69.94796899648813,77.60964802333287,109.73270052955264,36.888979442084015,40.23279923659104
1966-12-01,32.07585841049382,52.28954438240297,47.58929762729379,30.79842235265153,48.77087628399884,64.59883097055796,64.70782206608699,71.31545203072683,110.30949183872768,35.37108577899079,39.991331834059494
1967-01-01,31.094722983277872,48.20814440327306,44.744966196459394,30.139369107364267,43.83274714152018,62.00820819751637,59.78085077725924,67.12407384599958,113.90181950160435,34.01168709370627,39.77579850416917
1967-02-01,30.941004811981575,46.26731257284841,43.52069233739099,30.05558828289589,42.04046814529984,60.91431282662057,57.47320468609149,64.70140729631696,119.3241210210891,33.39791369082322,40.451997610238884
1967-03-01,31.084458621931663,47.492676396523755,43.2626812957054,30.526037966267445,42.550712161593964,62.271164559029245,56.9039564866286,64.00181225367955,121.21941702706474,33.18848965772942,41.13746936504657
1967-04-01,31.056455918300298,48.15871946273312,42.252057097678964,31.16580555947979,43.147412052860965,64.87886583482897,54.58467923677885,66.16973195757184,120.92881883893695,33.11461263628148,42.233478839580826
1967-05-01,31.849510287061147,51.78993594261908,43.758152806481654,31.762658879998025,47.6062951264558,68.85137815733214,57.26788594172551,70.80729348318917,118.89395032610213,34.022911982749825,42.53152113694411
1967-06-01,32.75004963815948,59.60469399729083,46.46411274754724,31.78153841683034,54.924378571686916,74.12965619886243,62.64403416560246,80.14300210135323,116.61786578950428,36.040371567455686,41.895429171048676
1967-07-01,33.510281127176164,68.98987677789503,49.28228688794513,31.960316990198713,65.72047339545355,77.36897339691987,70.55766032292293,87.10972240992955,111.10219501313709,37.30195173576696,40.973167419433594
1967-08-01,34.36688788143205,77.35782746345767,52.85036397534748,31.74610888020376,76.195964106807,77.98238187222867,79.45335094745343,91.92596163068498,106.20514097667876,38.589582870255654,39.8037367600661
1967-09-01,34.36425762411989,75.22593467466292,54.40960373989371,31.56454964969935,72.25213933874059,77.00031383617504,81.8736223074106,93.10077939714704,104.09587678455172,39.18869530976708,39.52791360708383
1967-10-01,33.700074089898,67.95544778147051,53.4170949181845,31.162670221221582,63.53344387478298,74.06294023668444,78.3488787137545,89.44685118538992,104.38670203799293,38.685958065203764,39.17431464562049
1967-11-01,32.86480373806423,60.55633791031376,51.397638542707575,31.08755068832569,57.00194747359664,69.18065354630754,73.35384075458234,81.26438004629952,107.54430861700149,37.14101990657066,39.75549551156851
1967-12-01,31.77412527578848,55.43068301293158,46.99049661325854,30.737266111909673,49.924430140742544,66.26895182841533,64.10964085505559,73.87642179216657,106.69732775006976,35.002059367165636,39.36585352971004
1968-01-01,30.898885373716,50.3961440055601,44.74115593488826,30.1398137981972,44.914182027180985,62.81414031982422,59.426318682157074,67.12431226457868,108.68799118768601,33.552189727327715,39.24171741192157
1968-02-01,30.915613527651185,46.50835837087324,44.44506889165834,30.09384883923477,43.07977888319227,60.455265560665644,59.07813218923715,61.50878497532435,116.51730310349238,33.28974140224172,40.28764871450571
1968-03-01,30.733249805591722,44.019206877677675,44.144710274629816,29.901118760698296,42.31204280146846,59.659859940812396,58.22738133943998,59.78661264692033,116.0707019624256,33.04977986349988,40.03495143010066
1968-04-01,31.2405221256209,46.91809377362651,44.33513907499091,30.669205912043537,43.653791922110095,63.674859742860534,57.66293085538424,64.99887875148228,119.08937181745257,33.52373891801976,41.583489638108475
1968-05-01,31.96551711470992,50.31604766845703,45.55351346038109,31.393763724337802,46.954345703125,69.19470606623469,60.802239638108475,70.4996109008789,115.39539155505953,34.73448112829407,41.83226952185998
1968-06-01,32.969816231433256,56.646519322549146,49.28058801695358,31.478886122114204,53.30154630872938,74.29477588550465,68.26775624201848,81.34137562343052,113.7186504545666,36.63247521243878,41.68783628023588
1968-07-01,33.492453304337864,66.19962876842868,51.49579159049101,31.643497809935152,62.980093779387296,76.87508866593645,74.08878619854266,88.45287731715611,112.37918308803013,37.729952228603075,41.3849375798152
1968-08-01,33.779254960425106,76.17229953888923,53.79323293996412,31.726388181193492,72.33152036313658,78.95648028399494,78.41178453885591,93.65713936941964,113.79726954868862,38.678550720214844,41.37652763953576
1968-09-01,34.0569719856168,75.42442813996345,54.07371520996094,31.74586028195499,71.36192321777344,77.98813484810495,79.06568233783429,94.42382540021623,112.30557759602866,39.29554384146164,41.04770366962139
1968-10-01,34.038680276752984,66.37445265246976,52.77348008266715,31.948169965422554,63.898687009458186,75.20650915197425,75.56235240055965,86.34672164916991,114.26169077555339,38.66003805132054,41.25079521766076
1968-11-01,33.43196209566093,57.028936570690526,50.87290919104288,31.707531146788863,54.48172887166341,69.76050299567146,69.90346174973708,77.95895848955426,114.31644984654018,37.74980004154034,41.534661513108475
1968-12-01,32.02523596492814,49.707249672182144,46.750858218170876,31.362073876884544,47.36152225070529,64.57974201924092,63.14827845646785,69.47768756321497,115.66680726550875,35.089524112530604,41.70583284818209
1969-01-01,31.10650144977334,46.53562730358493,44.8875249818314,31.15819330965535,43.66685726024486,61.306535875475085,59.351128798264725,63.556984492710654,119.81697082519531,33.63569174239884,42.0725103525015
1969-02-01,30.93240761462553,45.04157343218404,43.34703489791515,31.1655666051286,41.08095169067383,59.523237073743665,56.45177914546086,62.032542909894666,121.40833536783855,32.893761592124825,42.106971740722656
1969-03-01,30.46230269067081,44.01749641664566,42.086592385935226,31.033090527138015,39.882147753680194,59.34927141344225,53.81431946387658,62.663745880126946,127.17395964122954,32.555044942827365,42.90831345778245
1969-04-01,30.890766190893853,45.93742432132844,43.02006211391715,31.61935270502326,41.24617046780056,63.99410350902661,55.725831251878006,65.87686538696289,127.42787315731957,33.08687352422458,43.71214939997746
1969-05-01,31.46037584469642,49.381729864305065,44.59886329118596,32.08082606283467,44.71254348754883,68.54903762404983,59.403525865994965,72.244507925851,125.59080578031994,34.09012467113893,43.93835214468149
1969-06-01,32.258177392276714,52.117950685562626,47.70595639251,32.150134611665536,50.304653026439524,74.36931197707717,66.83566020085262,75.99473680768693,123.58213152204242,35.65873957391995,43.11627901517428
1969-07-01,33.12535698031201,67.41890445832283,49.03598607972611,32.08028921920262,61.70739067925347,78.41991218360695,69.30387203509991,86.58477238246373,115.2496792021252,36.75341534970411,41.88500037560096
1969-08-01,33.67606739938995,73.27677819036668,50.4995257355446,31.996701272685875,71.88199361165364,78.83826075373469,73.59335239116962,89.04366493225096,111.73573448544457,37.73604151028306,40.95387385441707
1969-09-01,33.916984369725355,74.08652767058342,51.050004293752274,31.92964403816823,71.12853438765914,78.0686971303579,74.82748031616211,91.08074733189173,109.0416499546596,38.10546647256879,40.56070181039663
