,vo600_cluster1,vo600_cluster2,vo600_cluster3,vo600_cluster4,vo600_cluster5,vo600_cluster6,vo600_cluster7,vo600_cluster8,vo600_cluster9,vo600_cluster10,vo600_cluster11
1965-01-01,-3.974653282057261e-06,-1.4896960259735703e-06,-2.2324948645291443e-05,-1.7686019471485466e-05,1.698778784909361e-05,-1.208443011689399e-05,1.970531159002718e-06,-0.0005532071554625873,6.0543375597758725e-05,-4.234955971090434e-06,1.5557916119559516e-05
1965-02-01,-3.4621009490365395e-06,-9.024748271850152e-06,-5.678052872326589e-06,-1.6224648657109778e-05,2.304699641221354e-05,-3.3012159516832293e-06,-1.244219586456833e-06,-0.0007481438387912931,-2.8794777955971025e-05,1.1109517750185205e-07,-4.883517131900355e-05
1965-03-01,-1.0702077588575776e-06,-1.025310962451117e-05,-2.1035300790117617e-05,-2.3518673581260163e-05,4.165926716145682e-05,-6.495827312699168e-06,-7.362577927059457e-07,-0.0023529599275207147,4.827827731126242e-05,-6.008210817753934e-07,1.0914391902089495e-05
1965-04-01,2.3187644728750456e-06,-7.825278168956536e-06,-3.02771326232687e-05,-1.784111468030302e-05,2.0835127420345874e-05,-2.8875517757539938e-06,-4.420472693139915e-06,-0.002808991303027142,-7.453916788852604e-06,-6.934215572111195e-07,6.0966323373225265e-06
1965-05-01,1.7040892998920754e-06,-1.0482497337619293e-05,-4.415160788084904e-05,-8.479605310350198e-06,1.1112584812705078e-05,-3.787385753934973e-06,-3.0979415291917426e-06,-0.0019366470951354131,-2.020717266242917e-06,2.4598911352313735e-06,-7.914873241398094e-06
1965-06-01,4.145099410379771e-06,-2.628342437937278e-06,-5.2535995109792566e-05,-5.132844400076715e-06,1.3998120524578357e-06,-6.303390636004495e-06,-3.780928636842873e-06,-0.0012454537682060618,-1.3027031606973402e-05,-5.3103014578207805e-08,-5.693515460382426e-05
1965-07-01,2.8794722766178893e-06,-2.1513800968286122e-07,-2.8608687330233806e-05,-8.66131905649377e-06,-2.0513388753406126e-05,4.607868091129189e-06,-3.844788157688786e-06,-0.0009843596671998966,-6.869074489011176e-05,-5.969607267767667e-06,-2.6511791093657996e-05
1965-08-01,4.950441507389769e-06,4.249052134505894e-06,-1.4686274596442672e-05,-1.0828258725097472e-05,-1.6031327578349266e-05,-7.640189571909353e-07,-5.054439098275507e-06,-0.001210089885717025,-5.239740361999297e-05,-4.499597139329126e-06,-3.512160190204609e-05
1965-09-01,5.044118552177679e-06,5.105739916531553e-07,-3.402231527616095e-05,-4.832536499146744e-06,-1.090447153114223e-05,2.4591132939479265e-07,-6.5597097980591545e-06,-0.0014685094356536865,3.2059772985865656e-05,-3.5715837990816608e-06,-7.647039520604942e-06
1965-10-01,9.592893093213206e-07,-2.2227068421418966e-06,-1.3834969081472082e-05,-1.0726517243513271e-05,-4.704145032667077e-06,-6.0209706796079194e-06,-3.037835048227142e-06,-0.0020909639715682715,-5.172151263237042e-05,-3.2708716920145284e-06,-4.079110142136473e-05
