,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1456.9593157087054,1189.9513872931986,3067.3173384232955,3166.8886184692383,1637.4835598853326,3721.388979311342,1588.0582809448242,2216.791302224864,1498.5997817095588,1345.3177083333333,1206.73341296968
1965-02-01,1455.3009033203125,1188.2702995749082,3090.6170469341855,3188.542366027832,1637.7081101940523,3765.3245713975693,1589.8811340332031,2217.4361519191575,1495.1708625344668,1344.6319986979167,1206.0825892857142
1965-03-01,1453.433314732143,1189.4762465533088,3080.02226858428,3185.1133346557617,1638.952144499748,3741.6488082320598,1590.336036682129,2218.175340735394,1494.2201502182904,1346.7976888020833,1207.2502499534971
1965-04-01,1452.1529715401787,1189.6373793658088,3088.512258818655,3193.900489807129,1638.3506528792843,3775.32484266493,1590.4972076416016,2219.031292459239,1490.6056123621322,1346.8658854166667,1206.9917951311384
1965-05-01,1452.8819928850448,1188.7281709558824,3092.018636067708,3200.7217407226562,1637.5553254158267,3781.008119936342,1591.1552429199219,2226.1952275815215,1487.9810108857996,1346.107666015625,1205.6580316452753
1965-06-01,1452.655726841518,1189.6475040211396,3096.978389855587,3202.404022216797,1638.5193855531754,3771.503589771412,1591.9492721557617,2222.9063614555025,1488.148857565487,1347.728271484375,1205.8354695638022
1965-07-01,1452.7110944475448,1188.9911247702207,3094.7983250473485,3200.206756591797,1636.858146421371,3790.9509729456017,1589.6160125732422,2219.6399191151495,1492.1025893267463,1346.1002604166667,1204.997326078869
1965-08-01,1452.1622140066966,1189.6648092830883,3090.8456513375945,3193.926429748535,1634.9247101814517,3778.103524667245,1587.4207496643066,2215.0126581606655,1491.1638147690717,1346.7488606770833,1204.158891950335
1965-09-01,1452.6307024274554,1189.6894028607537,3077.0485617897725,3191.6616439819336,1633.9407643964214,3757.120316116898,1585.930347442627,2215.308147927989,1489.7123448988968,1346.848876953125,1203.7964593796503
1965-10-01,1453.6934988839287,1189.8244700712316,3089.031982421875,3173.5267639160156,1635.5441185735888,3778.6924008969904,1588.3838653564453,2214.852772588315,1495.802666159237,1346.4791666666667,1204.932585216704
1965-11-01,1455.494123186384,1189.568301930147,3088.689630681818,3184.558868408203,1636.0232445501513,3788.0640100549767,1587.5514030456543,2209.105649201766,1495.6868788775275,1346.1197916666667,1205.4143269856772
1965-12-01,1456.7512730189733,1188.4645349839154,3094.157825816761,3196.058464050293,1637.2349892893146,3778.8090458622682,1590.4290199279785,2218.016118588655,1496.5717988855697,1344.677490234375,1205.5030459449406
