,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11
1965-01-01,0.14889526,-9.602295,-6.1020813,1.1079102,-12.597565,-1.6139221,-9.414703,-6.163971,-2.0370483,-2.2096863,-0.03970337
1965-02-01,-0.4232788,-11.042175,-7.0345154,1.1639099,-13.351898,-2.741455,-10.461395,-6.656311,-1.2904663,-3.3691406,0.31518555
1965-03-01,-0.5050354,-11.299072,-7.276428,1.3231812,-13.032471,-2.845642,-10.973755,-7.732483,0.19052124,-3.734314,1.2303772
1965-04-01,-0.7816467,-10.581757,-7.3140564,1.5549927,-12.725311,-1.6628113,-11.615631,-6.847046,1.0091248,-3.4241638,1.7680359
1965-05-01,0.05807495,-9.263031,-6.510254,1.8313904,-11.906525,-0.2487793,-10.380188,-5.498352,1.1867371,-2.3843384,2.455597
1965-06-01,0.70321655,-6.1834717,-5.0004272,2.4251404,-9.1293335,1.5170288,-8.674286,-2.5016174,1.1996765,-1.2612,2.7434692
1965-07-01,1.3822327,-1.8041382,-3.8269348,2.1585999,-5.5777893,2.509369,-6.349182,0.48110962,0.84036255,-0.7692871,2.2778625
1965-08-01,1.8951721,-0.7767639,-1.9737854,2.9345093,-5.638153,3.1410828,-4.0823975,0.95462036,-0.5951538,0.1687622,1.8512573
1965-09-01,2.5540466,-1.7021179,-2.1881104,2.749115,-4.8251038,2.2835999,-5.1159973,0.8156433,-0.72265625,0.6769409,1.7442322
1965-10-01,2.1801147,-5.271881,-2.894806,2.7883606,-7.1704407,1.4710999,-5.5572815,-1.0446777,-0.1550293,0.7570801,2.1217346
1965-11-01,0.9551697,-7.180908,-3.9675903,2.4999695,-10.739502,0.4716797,-6.9902954,-3.6777039,-0.21688843,-1.0791016,1.8338318
1965-12-01,-0.021759033,-8.884338,-6.2033997,2.1138,-12.850098,-0.99276733,-9.220154,-4.5338745,-0.61953735,-2.686737,1.7515259
1966-01-01,-0.8926697,-9.810089,-7.542267,1.8572388,-13.638184,-2.060089,-10.923065,-5.8312073,-0.3197937,-3.888153,1.4447327
1966-02-01,-1.4230652,-11.093903,-7.915344,1.014679,-14.160004,-3.3182068,-11.618347,-7.3202515,0.10848999,-4.34848,1.2421265
1966-03-01,-1.1973267,-11.742096,-8.172211,1.4855347,-14.942352,-2.9991455,-11.884796,-7.737488,0.38967896,-4.5090027,1.5495605
1966-04-01,-1.1431885,-11.226044,-7.3646545,1.7211914,-14.190277,-2.500763,-11.082825,-7.4145813,0.061065674,-3.879486,1.4917297
1966-05-01,0.038269043,-9.814606,-7.062683,2.2334595,-12.932678,-0.55578613,-10.6936035,-5.505951,-0.98846436,-3.1095276,1.6066284
1966-06-01,0.643219,-7.2333374,-5.8026733,2.6744995,-11.232391,0.57110596,-8.989288,-2.5888062,-0.45059204,-2.100647,2.198944
1966-07-01,1.3106384,-2.3278198,-4.1150513,2.561798,-7.657196,2.1064148,-6.8457947,0.10839844,-0.105407715,-0.7841797,1.9959717
1966-08-01,2.0532227,-0.8550415,-3.520752,2.7077942,-4.792572,3.244873,-6.1254272,0.59832764,-2.318512,-0.20046997,0.9694824
1966-09-01,2.1145935,-1.1159058,-3.1159363,2.7066345,-5.672699,3.2774963,-5.1805115,1.222992,-2.0428162,0.44387817,0.6838989
1966-10-01,1.9742737,-4.062622,-3.3535767,2.624817,-7.7247925,2.2944946,-5.877075,-0.7297363,-2.2668457,-0.17098999,0.5057678
1966-11-01,1.7128906,-6.899933,-4.4546204,2.2060852,-9.974609,0.034606934,-7.3805237,-3.1318665,-2.8414001,-1.0486145,0.14755249
1966-12-01,0.60723877,-8.926941,-5.7130737,1.6909485,-12.874542,-1.9096985,-8.538635,-4.3918457,-2.6333618,-2.0821838,0.26834106
1967-01-01,-0.11895752,-10.057343,-6.4694214,1.1125488,-14.01236,-2.1412964,-9.551514,-5.387146,-2.048645,-2.9811707,-0.057373047
1967-02-01,-0.19857788,-10.766998,-7.165558,1.1917114,-14.761078,-3.0883484,-10.488037,-6.4108276,-1.1491394,-3.0407715,0.21911621
1967-03-01,-0.4362793,-10.410706,-7.5565186,1.0822144,-14.995758,-2.8738098,-11.157959,-6.950012,-0.48986816,-3.5924988,0.60491943
1967-04-01,-0.7341614,-10.413605,-8.07373,1.6167297,-14.785797,-1.8765259,-11.965149,-6.68396,-0.6374817,-3.7395935,1.4809875
1967-05-01,0.23153687,-9.315704,-7.406555,2.2528687,-12.996246,-0.58432007,-11.470734,-5.774353,-0.505188,-2.8665771,1.4420166
1967-06-01,1.2431641,-6.379883,-5.330139,2.3339844,-9.839081,1.7014465,-9.393341,-2.540039,-0.7265625,-0.6739807,1.9698792
