,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,25.573578,15.822388,19.322601,26.532593,12.827118,23.81076,16.00998,19.260712,23.387634,23.214996,25.38498
1965-02-01,25.259247,14.64035,18.64801,26.846436,12.330627,22.94107,15.22113,19.026215,24.39206,22.313385,25.997711
1965-03-01,25.2742,14.480164,18.502808,27.102417,12.746765,22.933594,14.805481,18.046753,25.969757,22.044922,27.009613
1965-04-01,25.363037,15.562927,18.830627,27.699677,13.419373,24.481873,14.529053,19.297638,27.153809,22.72052,27.91272
1965-05-01,26.100983,16.779877,19.532654,27.874298,14.136383,25.794128,15.66272,20.544556,27.229645,23.65857,28.498505
1965-06-01,26.443787,19.557098,20.740143,28.16571,16.611237,27.257599,17.066284,23.238953,26.940247,24.47937,28.48404
1965-07-01,26.852936,23.666565,21.643768,27.629303,19.892914,27.980072,19.121521,25.951813,26.311066,24.701416,27.748566
1965-08-01,27.285034,24.613098,23.416077,28.324371,19.751709,28.530945,21.307465,26.344482,24.794708,25.558624,27.24112
1965-09-01,28.024506,23.768341,23.282349,28.219574,20.645355,27.754059,20.354462,26.286102,24.747803,26.1474,27.214691
1965-10-01,27.84436,20.392365,22.76944,28.452606,18.493805,27.135345,20.106964,24.619568,25.509216,26.421326,27.78598
1965-11-01,26.74466,18.608582,21.8219,28.28946,15.049988,26.26117,18.799194,22.111786,25.572601,24.710388,27.623322
1965-12-01,25.75473,16.89215,19.57309,27.89029,12.926392,24.783722,16.556335,21.242615,25.156952,23.089752,27.528015
1966-01-01,24.950592,16.033173,18.300995,27.7005,12.205078,23.783173,14.920197,20.012054,25.523468,21.955109,27.287994
1966-02-01,24.569855,14.899017,18.077576,27.007599,11.832916,22.674713,14.374573,18.672668,26.10141,21.64444,27.235046
1966-03-01,24.866882,14.322113,17.891998,27.549744,11.121857,23.065063,14.179413,18.326721,26.453888,21.555206,27.61377
1966-04-01,25.133667,15.050812,18.9122,27.998047,12.086578,23.776093,15.194031,18.862274,26.337921,22.39737,27.768585
1966-05-01,26.156372,16.303497,19.05542,28.351562,13.185425,25.562317,15.4244995,20.612152,25.129639,23.008575,27.724731
1966-06-01,26.552246,18.67569,20.106354,28.583527,14.676636,26.480133,16.919739,23.32022,25.458435,23.80838,28.107971
1966-07-01,26.973816,23.335358,21.548126,28.224976,18.005981,27.769592,18.817383,25.771576,25.55777,24.878998,27.65915
1966-08-01,27.461487,24.553223,21.887512,28.116058,20.615692,28.653137,19.282837,26.006592,23.089752,25.207794,26.377747
1966-09-01,27.487701,24.257202,22.257172,28.079742,19.700409,28.650604,20.192596,26.5961,23.330292,25.816986,26.057007
1966-10-01,27.53006,21.493164,22.20221,28.180603,17.830994,27.85028,19.67871,24.82605,23.28894,25.384796,26.061554
1966-11-01,27.37323,18.760406,21.205719,27.866425,15.68573,25.694946,18.279816,22.528473,22.81894,24.611725,25.807892
1966-12-01,26.284973,16.750793,19.96466,27.368683,12.803192,23.768036,17.1391,21.285889,23.044373,23.59555,25.946075
1967-01-01,25.521484,15.583099,19.17102,26.75299,11.628082,23.499146,16.088928,20.253296,23.591797,22.659271,25.583069
1967-02-01,25.574066,15.005646,18.607086,26.964355,11.011566,22.684296,15.284607,19.361816,24.623505,22.731873,25.99176
1967-03-01,25.493439,15.519012,18.3732,27.011932,10.93396,23.055908,14.771759,18.979706,25.43985,22.33722,26.534637
1967-04-01,25.38324,15.703796,18.04367,27.73413,11.331604,24.240875,14.152252,19.433441,25.47992,22.377808,27.598389
1967-05-01,26.317291,16.77005,18.6792,28.338623,13.089508,25.501434,14.615021,20.311401,25.580566,23.219177,27.527771
1967-06-01,27.008911,19.385864,20.435608,28.099731,15.926666,27.467194,16.372406,23.225708,25.039185,25.091766,27.735626
1967-07-01,27.459167,22.606659,21.373657,28.15683,18.71225,28.333618,18.587555,25.27658,23.876251,25.559052,26.824615
1967-08-01,28.012573,24.730164,23.062439,27.810242,20.524231,28.517395,21.670624,26.072388,22.077301,26.002777,25.768372
