,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10,abs_vo500_cluster11,abs_vo500_cluster12
1965-01-01,-4.470933732346561e-05,-7.421623920666033e-05,-5.516244324207403e-05,-1.6088387227363753e-05,-0.00021217711037024856,-0.00018580070974742423,-0.00020170501604872314,-0.0001629245343792718,-9.116470623253421e-05,-0.00018874621177515522,-0.00017349771951558068,-0.00012033507725088081
1965-02-01,-4.2964296753461096e-05,-6.843727717066204e-05,-5.892749339100599e-05,-1.50123601591705e-05,-0.00018434670786265025,-0.00017360584841261866,-0.0002066136451168476,-0.0001446888200007379,-8.188667793133804e-05,-0.0001948653362253963,-0.0001856346170825418,-0.00012554804319127774
1965-03-01,-4.3387354330475615e-05,-6.905812482360039e-05,-5.384642477043028e-05,-1.517464792926838e-05,-0.00019292587408969221,-0.00018820201334239422,-0.000222932986185984,-0.00014619144167227205,-8.493527936727993e-05,-0.0001966038050313452,-0.00019161627278663218,-0.00012589125617523678
1965-04-01,-3.766182243990118e-05,-7.546458097718907e-05,-4.7340186096905075e-05,-1.5082665511165533e-05,-0.00022564856281374082,-0.00018424580790748707,-0.000245719294118891,-0.0001441808035451686,-9.516525096842088e-05,-0.00016750560792967337,-0.00023656464691157453,-0.00010688017937354743
1965-05-01,-3.494902632038561e-05,-7.305795580588197e-05,-4.613506896577692e-05,-1.3340638434362439e-05,-0.00022017577362550033,-0.00019117531114809064,-0.00023616176852221159,-0.00016019197573768906,-9.235274608892558e-05,-0.00019639308888916716,-0.00022074562366469763,-0.0001363224024923208
1965-06-01,-3.2261605634917754e-05,-7.589960966541777e-05,-4.276894762722859e-05,-1.3452851387087901e-05,-0.00023057568902258091,-0.00019732193619830115,-0.00024725666566825425,-0.0001706309376459103,-9.050507452973926e-05,-0.0001933717585140557,-0.0002062711246253457,-0.00011676115718728397
1965-07-01,-2.7745371939388393e-05,-7.455164450220764e-05,-3.271678594243365e-05,-1.5808116558945274e-05,-0.0002504926923456667,-0.00020480326885281472,-0.00024225011752844838,-0.0001646623422857374,-9.997527079328641e-05,-0.00019582062536342576,-0.00021729652871727012,-9.437729507529488e-05
1965-08-01,-3.25523875789902e-05,-7.650519007021624e-05,-4.148944604658841e-05,-1.3463565417794524e-05,-0.00023821710275897625,-0.0002008955153560608,-0.0002528735709156057,-0.0001746288762660697,-9.864816919699396e-05,-0.00019786860899661073,-0.0002242214759462513,-0.00010541431644620995
1965-09-01,-3.063150604796046e-05,-8.213287350208907e-05,-4.883292617637719e-05,-1.4514373698154224e-05,-0.00023224406610351317,-0.00018746632493424171,-0.00023175989075465813,-0.0001806791260605678,-8.711215493597344e-05,-0.00020768405220499543,-0.00019266435629106127,-0.0001177521122978457
1965-10-01,-3.912287515081596e-05,-7.247483276688817e-05,-5.047018224905147e-05,-1.3173100125409261e-05,-0.00019636922949102037,-0.00019087013669730145,-0.00021836921836151496,-0.00018240571080241352,-8.749203433663669e-05,-0.00020925235179619807,-0.00020805031454074197,-0.00011329661144069784
1965-11-01,-3.8592173823098275e-05,-6.788315577170906e-05,-5.38943049153869e-05,-1.4856826989530998e-05,-0.00022477879822470768,-0.00018013677766489587,-0.00024263338816940392,-0.00016386598872486502,-9.065595143262975e-05,-0.0002281103771758463,-0.00020931045582983643,-0.00011354303145102071
1965-12-01,-4.0835883423797675e-05,-7.192042932238723e-05,-5.56301800777385e-05,-1.4256800621193093e-05,-0.0002012595867326613,-0.000166509681195971,-0.00023735948688179058,-0.0001632361818337813,-8.656182796006429e-05,-0.00020552913404323837,-0.0001980945853574667,-0.00012235716440045508
1966-01-01,-4.4675812604142715e-05,-6.955547331507956e-05,-6.198469195827675e-05,-1.2191003902718888e-05,-0.0001860532921814728,-0.00015082690396764296,-0.00020471350963864672,-0.0001682731817709282,-8.624401743873022e-05,-0.00019456797004254025,-0.0001954618164745625,-0.0001402818725182442
1966-02-01,-4.373993085491695e-05,-7.010521687661413e-05,-6.144050598438176e-05,-1.2805430921453031e-05,-0.00019958843463533667,-0.0001607725440705081,-0.0002049806713138854,-0.00017264341295231134,-9.221072435717691e-05,-0.00021240094528448853,-0.00018865312085836194,-0.0001321115784473174
1966-03-01,-4.1231517874014877e-05,-7.067253718968857e-05,-5.4356588855205075e-05,-1.4023469354878821e-05,-0.00018932420738734478,-0.00017909254410722274,-0.00020321701748272108,-0.00016649784811306745,-9.094924693768421e-05,-0.0001935350706899595,-0.00019911967683583498,-0.0001385529382484189
1966-04-01,-3.937813786964058e-05,-7.225543403150409e-05,-5.055825391509778e-05,-1.3271926185943385e-05,-0.00023394186851070372,-0.0001851895738545121,-0.00023105282085261454,-0.00017099804608733393,-8.758949909613214e-05,-0.00018585273981884572,-0.00021214853404671885,-0.00012032182894472498
1966-05-01,-3.2312753276725174e-05,-8.006599467519796e-05,-3.991258653065836e-05,-1.490193327244558e-05,-0.00022338650143315453,-0.00021199922063102833,-0.00023962889635616814,-0.00015241011169564445,-9.175158662732098e-05,-0.00021583184592820928,-0.00018991569959325716,-0.0001237329646149495
1966-06-01,-3.5139901069270674e-05,-7.218865055088582e-05,-4.1103588168269523e-05,-1.3461747725489127e-05,-0.00022267450667852752,-0.00019168180689139633,-0.0002282759899236752,-0.00017280799511354417,-9.917023569207892e-05,-0.00020572293909605253,-0.00022419846573029645,-0.00011873073617607588
1966-07-01,-3.0318506903488907e-05,-6.953677655658109e-05,-3.709050388216152e-05,-1.287932028945523e-05,-0.00024715720724617673,-0.00020441742036586666,-0.0002526882637635265,-0.00016084424714790657,-0.00010389706155613318,-0.00019840411947701463,-0.00022758706109016202,-0.00011464372467647385
1966-08-01,-3.342233362167867e-05,-7.61431989160607e-05,-3.84109055752859e-05,-1.30740410831577e-05,-0.0002383994585617857,-0.00020856893329158883,-0.00023792796893854087,-0.00015980023817974143,-0.00010234726604804482,-0.00018774298951029778,-0.00022078000256442465,-0.00011348229994230982
1966-09-01,-3.28420664283191e-05,-7.808665624620874e-05,-3.986710161465887e-05,-1.3392462007088655e-05,-0.0002388958142377263,-0.00019665888857514578,-0.00022185788685946087,-0.00017350734196952544,-0.00010475024199959907,-0.00020055110023046532,-0.0002095916170219425,-0.00013436680698456865
1966-10-01,-3.780989243229579e-05,-7.535566234427472e-05,-4.684835851128185e-05,-1.4406178621393581e-05,-0.00020440478015929287,-0.00018945837818675352,-0.00022152225459362134,-0.00016032056009862572,-9.561255699902011e-05,-0.00021403258980364734,-0.00019367304048500955,-0.00013653987783375973
1966-11-01,-3.96208219044319e-05,-7.249478033607763e-05,-5.384265647596443e-05,-1.4147085784126781e-05,-0.000206687907975297,-0.00019106237046724679,-0.0002241707031651841,-0.00017519294488010928,-8.998311552039178e-05,-0.00020363299744062576,-0.00020996554667362943,-0.00014533088688040152
1966-12-01,-4.381473918754488e-05,-7.03488551786567e-05,-5.6270780634750094e-05,-1.4398143785062634e-05,-0.000208041591429,-0.00017231250982446483,-0.00020046957759309168,-0.00016761678125476465,-8.73874424459328e-05,-0.00018905495490991706,-0.00021195510271354578,-0.00012241020309981349
1967-01-01,-4.249694838007498e-05,-6.694216598374664e-05,-5.696302012900071e-05,-1.6380917008820883e-05,-0.00019931188056267104,-0.00017637017774585712,-0.00019897090264988182,-0.00015043021448946092,-8.366530230639249e-05,-0.00018784494111032197,-0.00019465902369120158,-0.00012912836003427705
1967-02-01,-4.4293236583117284e-05,-6.600042816193962e-05,-5.6907379415073885e-05,-1.585679291376388e-05,-0.00018260191630593739,-0.00015546072378982696,-0.00020046971162388983,-0.00016344998584827408,-8.373060402597979e-05,-0.00018536829333187956,-0.00018605416698846966,-0.00012584902530458447
1967-03-01,-4.306736962845255e-05,-6.638403463287259e-05,-5.748995149520281e-05,-1.8052986775582147e-05,-0.00019197976270820513,-0.00017031242332079125,-0.00020805070418741946,-0.00016354229956050403,-8.938294823482548e-05,-0.00016941930604816386,-0.0001972443533304613,-0.00012169308168571055
1967-04-01,-4.486445669760132e-05,-7.210279425103846e-05,-5.4671271307108946e-05,-1.5539752827111893e-05,-0.00019611306502050613,-0.00017659049077263595,-0.0002245734848608998,-0.00015140435607463587,-8.451502666999163e-05,-0.00016563816726292399,-0.00019445657017058693,-0.00012650898497668095
1967-05-01,-4.3398303370201166e-05,-7.441718644054419e-05,-4.7040223884622135e-05,-1.294086881739989e-05,-0.00019922923922083925,-0.0001768307755606211,-0.00021596786513998123,-0.00016679641703376547,-9.247520541645248e-05,-0.00019345124283890155,-0.0002145132930309046,-0.00012517504425583564
1967-06-01,-3.798803744656551e-05,-7.562319685317827e-05,-4.2442656222056706e-05,-1.52366197690088e-05,-0.00021069147827125392,-0.00019225972581046576,-0.00020381412468850613,-0.00017220620065927505,-9.576927947240289e-05,-0.00015774034678047013,-0.00020188334019621834,-0.00010540563077180802
1967-07-01,-3.736851624913013e-05,-7.500978457490296e-05,-4.253107675398116e-05,-1.3777700305024686e-05,-0.0002246037691420074,-0.00018288117978360733,-0.0002086909118684401,-0.00017957236195798032,-0.0001023490436967801,-0.00017348616948407707,-0.00020016050257254392,-9.315729130321415e-05
1967-08-01,-4.1113877127747656e-05,-6.16750266897398e-05,-4.3124960504781535e-05,-1.3625938453020695e-05,-0.00021400405256467503,-0.0001801412768795022,-0.00022670151099047966,-0.0001510675974714104,-0.00010883769308830696,-0.00020637859107051608,-0.00019820532543235458,-0.00010330119645611073
1967-09-01,-3.6453927313290776e-05,-7.071634008957261e-05,-3.664689173282527e-05,-1.38984998233623e-05,-0.0002183603206757716,-0.00020389441265344468,-0.00022737560931617687,-0.00018591341358842328,-9.858006458009847e-05,-0.00018594699654248402,-0.00020615871108020656,-0.00010962467058561742
1967-10-01,-3.428300707335502e-05,-7.827278995739945e-05,-5.612297552861899e-05,-1.3874044029670885e-05,-0.0002215878339484334,-0.0001715125554070181,-0.00024585194631455173,-0.00015348163287853822,-8.668287343673661e-05,-0.00020702632768502966,-0.00024146316718542948,-0.00010691568756252916
1967-11-01,-4.078283701234971e-05,-6.791955599786316e-05,-5.977949852544341e-05,-1.5131812712612043e-05,-0.00019524335119396795,-0.0001638381722934392,-0.00023827476405514109,-0.00016676925952197053,-8.857118287282488e-05,-0.000197825460363123,-0.00020209172362228855,-0.00012993476351160402
1967-12-01,-4.4783765902165435e-05,-6.740957268335846e-05,-5.4089064382315516e-05,-1.523297095084843e-05,-0.00020057371774211873,-0.000177643930644025,-0.00020874035008570276,-0.00016165424312930554,-9.363992913594385e-05,-0.00019933530976149169,-0.00020344710719655268,-0.00012304686454929956
1968-01-01,-4.6702184883213185e-05,-7.126732628656489e-05,-6.108486912180252e-05,-1.5533696981056103e-05,-0.00020871069187536662,-0.00017800034862486836,-0.00022393984468898882,-0.00015522664398304187,-7.901353455963545e-05,-0.00021527148695013514,-0.0001668447112024296,-0.00011864149200846441
1968-02-01,-4.370016200237837e-05,-6.883577482900425e-05,-6.013901770868992e-05,-1.6653640173081542e-05,-0.00020397950889715968,-0.00015864934539422393,-0.00020537215612804221,-0.00015057318705657963,-7.917879801508124e-05,-0.0001846320876872844,-0.0001975547093024943,-0.00012559513227946203
1968-03-01,-4.7409129264350566e-05,-6.86168420819168e-05,-6.0627234464601625e-05,-1.3541185455559397e-05,-0.00018813668650055173,-0.00014984579305449614,-0.00018630660059371667,-0.00018479073332855478,-8.65135255232665e-05,-0.00018826114793420965,-0.0001927984703797847,-0.00012481117058390132
1968-04-01,-4.224736175917863e-05,-6.687166277198854e-05,-5.527883005735061e-05,-1.5788442708328037e-05,-0.00018799216567733608,-0.00020134349161169814,-0.0002307342487926546,-0.0001689487362455111,-8.712866639887744e-05,-0.00020366399742973346,-0.00019326291294419207,-0.00012862249908115095
1968-05-01,-4.251483617294634e-05,-6.535844753098705e-05,-4.5861980285749195e-05,-1.4526458837903705e-05,-0.00019825311028398573,-0.00019404563188020672,-0.00022888908508895454,-0.00016695850717951544,-9.966427321408197e-05,-0.0001822146397457938,-0.00018162971173296683,-0.0001285544537192133
1968-06-01,-3.8876124451410743e-05,-6.0142432058261436e-05,-3.935840086613559e-05,-1.3987024483000805e-05,-0.00021897845557717564,-0.00019484716028032102,-0.00022148350054569739,-0.00019326222172821872,-0.00010241668529819104,-0.00022652723904078204,-0.000218722070712829,-0.00011672366326820338
