,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10,abs_vo850_cluster11,abs_vo850_cluster12
1965-01-01,-8.9857735e-05,-1.2444709e-05,-2.287339e-05,-4.6472323e-05,-3.4331133e-05,2.6154653e-06,-4.411037e-05,-6.418448e-05,2.7773567e-06,7.96211e-05,-0.000100060635,-2.2889892e-05
1965-02-01,-7.7752455e-05,-1.9067169e-05,-2.1267128e-05,-4.2156058e-05,-4.9909177e-05,5.8009846e-08,-5.0122624e-05,-7.051979e-05,5.6860787e-05,8.9213805e-05,-7.5948774e-05,-2.658698e-05
1965-03-01,-8.299299e-05,-1.8510813e-05,-2.1958089e-05,-4.8518286e-05,-5.1892326e-05,4.903859e-08,-3.7999394e-05,-7.3328505e-05,-9.5500676e-05,3.652127e-05,-7.907156e-05,-2.3984661e-05
1965-04-01,-7.726788e-05,-2.8211192e-05,-2.3223356e-05,-4.7531194e-05,-6.6420456e-05,-4.823583e-06,-5.264418e-05,-9.260364e-05,5.0606242e-05,-2.3789617e-06,-7.56347e-05,-1.931843e-05
1965-05-01,-7.205427e-05,-2.149002e-05,-2.374382e-05,-4.8661863e-05,-8.4959756e-05,-5.209449e-06,-6.215174e-06,-9.8265926e-05,4.647843e-05,-2.6715155e-05,-8.3710875e-05,-2.2270715e-05
1965-06-01,-8.486846e-05,-2.509738e-05,-2.3115672e-05,-4.901183e-05,-7.0189344e-05,-5.6760705e-06,1.839023e-05,-8.249945e-05,5.9741295e-05,-7.300957e-05,-8.0354774e-05,-2.4729465e-05
1965-07-01,-8.914883e-05,-2.703566e-05,-2.2658021e-05,-4.9415637e-05,-3.9867802e-05,-7.031072e-06,-2.6109476e-05,-8.1494414e-05,1.456857e-05,-9.210522e-05,-0.0001016669,-2.0673431e-05
1965-08-01,-8.24815e-05,-1.7990349e-05,-2.5888496e-05,-4.549421e-05,-6.186191e-05,-6.77084e-06,-3.274988e-05,-8.493127e-05,3.7020327e-05,-8.539303e-05,-8.978595e-05,-1.6321274e-05
1965-09-01,-7.382205e-05,-2.7645858e-05,-2.4973195e-05,-5.0223254e-05,-7.236093e-05,-5.146628e-06,-2.8541297e-05,-6.8904556e-05,3.6975463e-05,-8.463028e-05,-9.306129e-05,-2.105929e-05
1965-10-01,-7.602954e-05,-2.1669495e-05,-2.4336076e-05,-4.8868253e-05,-7.3078816e-05,-6.636235e-06,-3.4338198e-05,-8.0588085e-05,5.0534458e-05,-8.422648e-05,-7.505142e-05,-2.350009e-05
1965-11-01,-8.792843e-05,-2.1364393e-05,-2.3169514e-05,-4.703765e-05,-5.084242e-05,-1.9430822e-06,-2.7195267e-05,-7.484503e-05,2.8827497e-05,-2.3161643e-05,-7.382205e-05,-3.6368125e-05
1965-12-01,-7.784219e-05,-1.6043092e-05,-2.353743e-05,-4.5853147e-05,-5.4054944e-05,-4.1595426e-06,-4.9503455e-05,-7.493477e-05,5.1028e-05,3.2079373e-05,-6.9972404e-05,-2.6344698e-05
1966-01-01,-8.336879e-05,-1.7343717e-05,-2.5132396e-05,-4.7059613e-05,-4.6932902e-05,-8.2409815e-07,-2.6455054e-05,-7.1124145e-05,-5.3539698e-06,7.96388e-05,-7.4301395e-05,-2.582454e-05
1966-02-01,-7.841553e-05,-2.062688e-05,-2.3038667e-05,-4.7857997e-05,-5.8175494e-05,-6.4942737e-06,-6.678172e-05,-7.4301395e-05,-9.997653e-06,7.442485e-05,-7.816298e-05,-2.8333756e-05
1966-03-01,-7.1246344e-05,-2.0203244e-05,-2.4301424e-05,-4.551172e-05,-6.718586e-05,-2.8640852e-07,-2.7856302e-05,-7.060275e-05,-9.793977e-06,8.4249885e-05,-8.458266e-05,-2.1123835e-05
1966-04-01,-8.612241e-05,-2.3502702e-05,-2.3885937e-05,-4.7100344e-05,-9.31823e-05,-3.2844341e-06,-6.161368e-06,-7.509164e-05,-2.3716864e-05,-3.303148e-05,-8.6896354e-05,-2.1115686e-05
1966-05-01,-8.61387e-05,-1.810137e-05,-2.0154699e-05,-4.9658443e-05,-9.502348e-05,-4.0828213e-06,2.6890208e-05,-6.507107e-05,8.0122285e-05,-6.485289e-05,-9.192293e-05,-2.3437527e-05
1966-06-01,-8.9055255e-05,-2.3038332e-05,-2.4529532e-05,-4.729587e-05,-0.00010479149,-3.4473683e-06,-1.0533222e-06,-8.610611e-05,8.0122285e-05,-9.5688534e-05,-8.819169e-05,-2.533573e-05
1966-07-01,-8.668454e-05,-1.9347832e-05,-2.2264723e-05,-4.6383426e-05,-7.0648246e-05,-9.141984e-06,-1.0859112e-06,-8.8028755e-05,2.8862596e-05,-0.00010098396,-8.929966e-05,-1.6129843e-05
1966-08-01,-9.079052e-05,-2.0903872e-05,-2.5116102e-05,-4.741807e-05,-0.0001232603,-6.852731e-06,-3.8721155e-06,-8.255411e-05,3.4361692e-05,-9.855621e-05,-9.826929e-05,-2.47736e-05
1966-09-01,-9.8676624e-05,-2.4423289e-05,-2.6525498e-05,-4.9438477e-05,-8.279513e-05,-5.8017954e-06,-1.11390655e-05,-7.237875e-05,-2.8156872e-05,-7.741526e-05,-9.0122485e-05,-2.4814335e-05
1966-10-01,-8.2651866e-05,-2.2802074e-05,-2.316087e-05,-4.6285666e-05,-7.8241064e-05,-4.913794e-06,-3.4552977e-05,-7.118117e-05,1.7986618e-05,-7.957416e-05,-8.2415616e-05,-1.8899756e-05
