,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9,w_cluster10,w_cluster11,w_cluster12
1965-01-01,-0.071023166,-0.025898695,0.011451185,-0.04901254,0.022692919,-0.082107306,0.3778056,-0.04932773,0.049904227,0.011713862,0.040711224,0.042392194
1965-02-01,-0.057785273,-0.046175838,0.0005772114,-0.021433473,0.018805623,0.03924036,0.77342,0.041341603,0.041709304,-0.028472722,0.040028334,-0.010086715
1965-03-01,-0.04255116,-0.06077957,0.015916348,-0.006304443,0.013762593,-0.023954988,0.29580396,0.04496628,0.013079643,0.022850513,0.025844812,0.0024157763
1965-04-01,0.01901573,-0.10017812,-0.0031000376,-0.10705978,-0.025005639,-0.11320597,1.5855038,0.060357988,0.014235377,0.025529623,0.034722626,-0.046858728
1965-05-01,-0.014551878,-0.019699931,0.009507537,-0.032622695,-0.019174635,-0.20434803,2.3857155,0.05000931,-0.13232738,0.04869598,0.05599785,-0.013343632
1965-06-01,0.018805623,0.02474165,0.013027132,-0.036352456,-0.0032576323,-0.081109226,1.7150464,0.06519085,-0.13710779,0.021642268,0.03792703,-0.08053136
1965-07-01,0.032306194,0.014865756,0.017912567,-0.09770918,0.013027132,-0.582522,1.8532567,-0.033725858,-0.29921985,0.013027132,0.043075144,-0.07385987
1965-08-01,0.024846733,0.013132215,-0.0005785227,-0.049380243,0.027053058,-1.0568285,1.6763306,0.081107914,-0.3852138,-0.0109272,0.02679038,-0.085416794
1965-09-01,0.034722626,-0.04890746,0.025949895,-0.048014402,0.016494215,-0.24731874,1.0820423,0.0692358,-0.24442953,0.041814387,0.016284108,0.0566808
1965-10-01,0.02306062,-0.034251153,-0.008248091,-0.08972442,0.02374357,-0.32937288,1.5583451,0.014130294,-0.06508714,-0.029680908,0.028734028,-0.05332011
1965-11-01,0.020854354,-0.0037304163,-0.048697352,-0.07186371,0.026895463,-0.032675207,1.4667827,0.018858135,-0.049432755,-0.14714128,0.029942274,-0.022116423
1965-12-01,-0.038978994,-0.05972892,0.0037290454,-0.05773276,0.030309975,-0.0012089014,1.8349757,0.030730247,0.056313038,0.0004196167,0.03319919,0.029837191
1966-01-01,-0.071683764,-0.043599308,-0.07350743,-0.14330834,0.021870375,-0.012870491,0.38418758,-0.003660977,0.032447636,-0.02139616,0.035365522,0.064817786
1966-02-01,-0.08499652,-0.06520975,0.010518074,-0.108977795,0.022964597,0.06153518,0.6614763,-0.017292857,0.024514735,0.008375227,0.037553906,0.060668945
1966-03-01,-0.07296032,0.007417798,0.01667291,-0.05796069,-0.0126881,-0.08517891,0.80545485,0.02364844,-0.0071715117,0.0047734976,0.029575408,0.021870375
1966-04-01,0.017584741,-0.0022476315,0.015122831,-0.09083229,-0.011411548,-0.091561735,1.5265787,0.043116093,-0.028234899,0.029985726,0.02592802,-0.036076665
1966-05-01,-0.00037837029,0.015259564,0.0070074797,-0.057823896,0.021414459,0.028754711,1.7239908,0.08711213,-0.09160733,0.00983417,0.03955996,-0.03411621
1966-06-01,0.03253883,-0.030195355,-0.011411548,-0.05399418,0.026931047,-0.8599186,2.124833,0.025836885,-0.19842869,-0.001654923,0.020958543,-0.119190335
1966-07-01,0.028253198,0.022371888,0.013481498,-0.11545181,0.020320296,-0.5408679,2.127842,-0.054267764,-0.14841461,0.0022203922,0.024332345,-0.07674444
1966-08-01,0.019362867,-0.015560389,0.022599876,-0.07683563,0.02082175,-0.5029812,1.7625613,0.026657522,-0.19341362,-0.0027947426,0.041748345,-0.061471224
1966-09-01,0.03144467,-0.005803764,0.011840224,-0.038356245,0.022371888,-0.29517424,1.0809199,0.004499972,-0.282363,0.0009893775,0.04411912,-0.023994863
1966-10-01,0.023238122,0.0036337376,0.018952549,-0.021715283,0.020092309,-0.34992987,1.2143668,0.027934074,-0.046243608,0.017311215,0.018086255,0.05433166
1966-11-01,0.010882795,-0.08677465,0.010563672,-0.07555908,0.01835984,-0.028326094,1.0930017,-0.0096334815,0.0028586388,-0.021168172,0.0323565,0.028298795
1966-12-01,-0.017475247,0.0012629628,0.023511708,-0.032702863,0.020730615,-0.14804989,1.7653425,0.03992468,0.065592825,-0.016700208,0.04069978,-0.010545313
1967-01-01,-0.1781658,-0.029227734,0.026800573,-0.05318761,0.027166784,0.0050902367,0.7301105,0.032555103,0.042023957,0.013094306,0.019162714,0.019528925
1967-02-01,-0.033779144,-0.03179121,0.012309551,-0.040056825,0.023033977,-0.016306162,0.1345675,0.012728095,0.05232984,-0.010656238,0.02988708,0.06258339
1967-03-01,-0.08007705,-0.031425,0.0023698807,-0.08740103,0.027166784,0.0040439367,0.5000334,0.0005912781,0.06676847,-0.004849434,0.02292931,0.05463165
1967-04-01,-0.006837368,-0.022583842,0.003991604,-0.11763847,0.022458494,0.047569215,0.7309998,0.05808437,-0.0036462545,0.019319654,0.040402234,0.07294154
1967-05-01,-0.010080814,-0.04120767,-0.0005596876,-0.05632639,0.03862357,-0.21211767,2.727356,0.011524916,-0.13825023,0.018116415,0.036217093,-0.06731236
1967-06-01,0.023923278,-0.020857573,0.031351864,-0.060459256,0.032607436,-0.35305166,1.6245236,0.062060237,-0.23874545,0.037368,0.025649667,0.055207074
1967-07-01,0.031665802,-0.042986393,0.026695967,-0.086930156,0.03056717,-0.4777161,1.6034935,-0.050362587,-0.32046008,0.00566566,0.02031362,0.007967472
1967-08-01,0.0019514561,0.011838794,0.016233146,-0.113244176,0.03004402,-0.39757097,2.1840746,-0.03477311,-0.23351407,-0.042829394,0.020052075,-0.01034236
1967-09-01,0.029677868,0.0016897917,0.032816708,-0.070712805,0.024551094,-0.5036638,1.2623535,0.02727139,-0.20662463,0.019633532,0.03234583,0.029102385
1967-10-01,0.0054564476,-0.0578959,0.005613327,-0.06312728,0.020575225,-0.21232688,1.6684675,0.012205005,-0.06882954,0.019110382,0.0384143,-0.05130434
1967-11-01,0.02517885,-0.056274176,0.005299449,-0.10550165,0.02083677,-0.03665638,0.85838455,-0.019445062,-0.010604024,-0.046491385,0.039408267,0.009484649
1967-12-01,0.0036777258,-0.009191513,-0.1255902,-0.06699848,0.024708033,-0.066893935,0.51305956,-0.017823339,0.033653736,0.0062412024,0.029468596,0.04490125
1968-01-01,-0.18033063,-0.03006047,-0.005325407,-0.0718683,0.023277998,0.03462267,0.20323023,0.06441632,0.048496604,0.0144254565,0.039904445,0.101649106
1968-02-01,-0.14867717,-0.21466213,0.014723033,-0.056506515,0.031089067,0.11879626,0.6039382,0.03551534,0.0680615,-0.009454101,0.029675633,0.03815624
1968-03-01,0.0040850937,-0.068855464,0.020971894,0.0015558004,0.02636525,-0.13052571,0.7044035,-0.020910352,0.02941528,0.007358283,0.0223853,0.082604975
1968-04-01,0.009738803,-0.024257958,-0.040289253,-0.05814314,0.028485388,-0.048695445,0.7258282,0.06080836,-0.07264942,-0.08436602,0.02852258,0.030903101
1968-05-01,-0.0004155934,-0.0036143959,-0.001271069,-0.04118195,0.027481109,0.0033039749,1.0100024,0.0104827285,-0.17914033,0.021009088,0.027667075,0.0268116
1968-06-01,0.02614206,0.05504304,-0.007073581,0.007135123,0.03711477,-0.32219458,1.53234,-0.033631235,-0.35619134,-0.046984434,0.029898822,0.0036759377
1968-07-01,0.018293798,0.053294837,-0.0075199306,-0.0033540428,0.023129225,-0.06770241,1.6727905,0.016471207,-0.20458215,0.05742356,0.033581197,-0.038466662
1968-08-01,0.029898822,-0.039061785,0.016657203,-0.04207462,0.034250706,-0.36333287,1.5056708,-0.0040979385,-0.15972424,0.02874577,0.029973209,-0.103075385
1968-09-01,0.028262228,-0.026489675,0.010705888,-0.019013375,0.017475486,-0.37865746,1.4469762,0.036408037,-0.12602508,-0.057771146,0.03462267,-0.07279819
1968-10-01,0.01185897,0.005052179,0.01877734,-0.08284098,0.023277998,-0.49783212,1.2219429,0.036408037,-0.06870669,-0.014921844,0.0223853,0.02364996
1968-11-01,0.010259539,-0.019608498,-0.012280971,-0.1936838,0.02885735,-0.14744973,0.84641623,-0.010383993,-0.0075199306,-0.0063668787,0.034362286,-0.02734518
1968-12-01,-0.00569734,0.009069294,-0.01815787,-0.11691213,0.021009088,-0.002349764,1.0870717,-0.004321128,0.04708317,-0.0067016482,0.034585476,0.0006259084
1969-01-01,-0.117661536,-0.031238258,-0.105133474,-0.18233901,0.023406506,0.040518045,0.12729782,0.044846833,0.05498135,-0.1541763,0.05798602,0.045763552
1969-02-01,-0.15208822,0.020198107,-0.026400208,-0.10757798,0.015309095,-0.09942967,0.52783954,0.027582526,0.04550892,0.011082172,0.020249069,0.03644389
1969-03-01,-0.026858509,0.009503424,-0.07472998,-0.19624203,0.01887405,-0.132685,0.67878747,0.04759693,0.02722609,0.032624364,0.037105918,0.027786255
1969-04-01,-0.06464642,-0.03383553,-0.030525267,-0.09138316,0.0008458495,-0.031136394,1.4918387,0.07876432,-0.035312414,-0.04009956,0.035221636,-0.029608607
1969-05-01,0.017448068,0.012049794,-0.037247658,-0.047127485,0.003901422,-0.24299318,2.1660118,0.046680212,-0.10574466,0.016073048,0.0357818,-0.09179062
1969-06-01,0.012660921,0.021776855,0.005429268,-0.08160514,0.010318279,-0.5117864,1.630055,0.049990475,-0.24115974,0.027531624,0.034101248,-0.087359905
1969-07-01,0.027378857,-0.017386079,0.012609959,-0.08150333,0.01566559,-0.34856504,2.565484,0.074028075,-0.15825051,0.0506016,0.046934843,-0.10946232
1969-08-01,0.022438943,-0.005774677,0.017906427,-0.060368538,0.027582526,-0.41696018,1.6171196,0.03649479,-0.16252834,0.024934351,0.03878653,-0.04030329
1969-09-01,0.03089279,-0.03383553,0.019485116,-0.029608607,0.020299971,-0.13828701,2.014402,-0.054970264,-0.09713793,0.008230269,0.026156604,-0.032511413
1969-10-01,0.01566559,-0.020136118,0.01240629,-0.059655607,0.018110096,-0.2936147,1.4554768,0.0565601,-0.033682764,-0.022071362,0.033286393,0.02442509
1969-11-01,0.019485116,-0.0395903,-0.011020184,-0.04147458,0.021369457,-0.2534842,1.1039779,0.03827727,0.009248793,0.011540532,0.027837217,0.019179583
1969-12-01,-0.082980216,-0.11755973,0.008637667,-0.05996114,0.022031486,-0.048095107,0.26439363,-0.020390809,0.037971675,0.027582526,0.03186041,0.041231036
1970-01-01,-0.0060934424,-0.09478247,-0.042242646,-0.048753977,0.029741466,-0.08220887,0.7329223,0.028304458,0.057627976,0.009443998,0.020984828,-0.022214651
1970-02-01,-0.1644764,0.007782519,-0.008159101,-0.10677236,0.029382229,-0.056702316,0.29154262,0.069797516,0.030415058,-0.016017616,0.028753519,0.030415058
1970-03-01,-0.05153817,-0.07780808,0.008950055,-0.068826914,0.021927834,-0.041793585,0.5843737,-0.012245536,0.0033367872,0.014787793,0.025520325,0.019996881
1970-04-01,0.00823158,-0.011212707,-0.0038031936,-0.12433052,0.028708637,0.033468664,0.89476305,0.013844788,-0.014894962,0.011644423,0.025340676,0.021613479
1970-05-01,0.0036062598,0.025475383,-0.0108085275,-0.026301026,0.03360337,-0.39749295,1.4899902,0.042898893,-0.12585735,-0.007440567,0.023499548,-0.005599439
1970-06-01,0.03589356,0.036881506,0.0025734305,-0.031734645,0.029427111,-0.5041444,2.153205,-0.025852025,-0.2849139,0.014787793,0.02857393,-0.073856354
1970-07-01,0.021927834,0.02040106,0.017796516,-0.018487453,0.017527044,-0.59085757,1.6685808,0.035848677,-0.2550515,-0.015523672,0.026014268,-0.07210505
1970-08-01,0.027810514,-0.05279553,0.019053876,-0.024549723,0.035758853,-0.30390906,1.450563,-0.052256644,-0.17067337,0.055068374,0.03971058,-0.01485008
1970-09-01,0.01954782,1.3768673e-05,0.024532378,-0.0058689117,0.031627476,-0.3469289,1.1680152,-0.023786306,-0.11296934,0.038498104,0.031672418,-0.025627494
1970-10-01,0.0057617426,-0.004342079,0.031627476,-0.017095327,0.01680857,-0.4899091,0.85785043,0.028439164,-0.04210794,0.04828757,0.024532378,0.00612098
1970-11-01,0.015865564,-0.04228753,0.023499548,0.0049983263,0.015102148,-0.24589074,0.68177456,0.047793627,-0.028636158,0.035758853,0.032705247,0.054260075
1970-12-01,-0.14750195,-0.03999734,0.024936557,0.007423222,0.013530433,-0.040311694,1.3941611,0.042315125,0.033109426,0.015416503,0.026283681,0.008500993
1971-01-01,-0.07030541,-0.024174035,0.038987577,0.0062838793,0.012600064,0.019805133,0.6795396,0.010307491,0.06256789,0.011477172,0.025419533,0.04142046
1971-02-01,-0.06572032,-0.10216689,0.026823103,0.023781955,0.014471471,-0.029835165,0.50619614,-0.00227803,0.056064546,0.017606199,0.0188694,0.04993558
1971-03-01,-0.12050718,0.013442218,0.019477665,0.01896298,0.016764045,-0.05598879,0.48008937,0.071597636,0.009746075,0.024203062,0.007874608,0.061538577
1971-04-01,-0.03442025,-0.03198737,-0.015050709,-0.0027458668,0.011102855,-0.15643907,0.6669073,0.0050674677,-0.05154407,0.037724316,0.032484233,0.055222392
1971-05-01,-0.030115902,-0.02908659,0.018167615,0.0003888011,0.024904847,-0.06380206,1.5561289,0.032484233,-0.14156103,0.0130211115,0.029910982,-0.07110077
1971-06-01,0.018167615,0.02462411,0.03019172,-0.030911267,0.021395862,-0.50181603,1.6941954,0.002494216,-0.332309,0.031033874,0.029209197,0.032671392
1971-07-01,0.019664764,0.037583947,0.024062693,-0.038584232,0.023548067,0.022191226,2.1302443,-0.060433447,-0.16392487,0.02308017,0.03440249,-0.10497409
1971-08-01,0.029677093,-0.07507759,0.026027739,-0.03451383,0.02439022,-0.28711337,1.3576611,0.0343557,-0.20093292,0.043900132,0.02733773,0.031174242
1971-09-01,0.024109483,0.009746075,0.02439022,-0.030724108,0.02317375,-0.38985622,1.0158868,0.029302776,-0.20514369,0.04993558,0.03416854,-0.01074636
1971-10-01,0.020974815,0.019243717,0.022799492,-0.021273255,0.018729031,-0.07423544,0.89171576,-0.036759555,-0.10333657,0.036648214,0.018401563,0.025466323
1971-11-01,0.012366116,-0.011120617,0.024156272,-0.03301668,0.023641646,0.054941714,0.60271645,0.0049270988,0.019711554,-0.06412959,0.023688436,0.03557217
1971-12-01,-0.032408416,-0.040829957,0.01615578,-0.14338571,0.03440249,0.053210616,1.9143721,0.0012777448,0.031127453,-0.029507697,0.03313923,-0.00096797943
1972-01-01,-0.13732862,-0.040024877,0.012171805,-0.0731616,0.022909105,0.05414498,0.34708357,0.045616746,0.06662899,-0.045316517,0.030307055,0.044383764
1972-02-01,-0.12802976,-0.021427274,0.0002529025,-0.049683332,0.02927959,-0.021992385,0.15874386,0.0755682,0.02655673,0.009346187,0.024398983,0.03929764
1972-03-01,-0.056362033,-0.026770234,0.0026674867,-0.035966277,0.01587081,-0.021273136,0.6441835,-0.02697575,0.04387003,0.036780298,0.024810016,0.0059040785
1972-04-01,-0.050916314,0.011041582,-0.04110378,-0.050042987,0.006982982,-0.12510145,0.2842009,0.030358434,-0.07141483,0.04263699,0.030050218,0.049161613
1972-05-01,0.008729696,-0.092324376,0.004722476,-0.11297697,0.02193302,-0.07608998,2.420002,0.061748385,-0.100492954,0.04926437,0.018028498,-0.13311589
1972-06-01,0.028971314,0.00066387653,0.0036949515,-0.0650444,0.01982665,-0.5777127,1.9596331,0.062519014,-0.1354791,0.014072657,0.033749163,-0.0717231
1972-07-01,0.02393663,0.010990202,0.012942433,-0.09653711,0.027841091,-0.5610159,1.915194,-5.5372715e-05,-0.30814952,0.020237625,0.023166,-0.048039377
1972-08-01,0.023988008,-0.021786869,-0.009251475,-0.06406826,-0.032935202,-0.94673723,1.4986992,-0.0019048452,-0.26889926,0.031796932,0.056919158,-0.06247568
1972-09-01,0.025631964,0.00379771,-0.029904068,-0.068229616,0.013045192,-0.6111062,1.6784593,0.056867838,-0.32119876,-0.07151759,0.028919935,-0.061550915
1972-10-01,0.019621134,-0.01433754,-0.033911288,-0.012179792,0.008267343,-0.44311088,1.7022457,-0.006990969,-0.13809925,-0.081021905,0.029382348,0.0090379715
1972-11-01,0.024398983,-0.019577742,-0.025383115,-0.099105835,0.02393663,-0.26627916,0.97477984,-0.10552764,-0.015878797,-0.012179792,0.02727598,0.02989608
1972-12-01,0.013250649,0.0032325983,-0.054204345,-0.1857236,0.025631964,-0.009302795,0.76707184,0.070533454,0.030204356,0.021984398,0.016795516,0.03729403
1973-01-01,-0.035407126,-0.15937686,-0.100526035,-0.027994812,-0.00894165,-0.0029720068,1.0249022,0.017921746,0.04155165,-0.049833775,0.032447934,0.051053345
1973-02-01,-0.09281522,-0.029934943,-0.066051304,-0.07903528,0.012101352,-0.116693854,0.61792135,0.048963964,0.028866112,-0.04013306,0.029612362,0.05951035
1973-03-01,-0.083363295,-0.011677742,0.012399852,-0.0738616,-0.028044522,-0.038242698,0.5893665,-0.009538591,0.045282662,0.010161221,0.036775887,0.0025499463
1973-04-01,-0.031327844,0.0076738596,-0.011578262,-0.0253582,0.019662917,-0.19121498,0.9489384,0.033094645,-0.005011618,-0.016702175,0.031452954,0.017275035
1973-05-01,0.016479135,-0.018741846,0.0012565255,-0.012821913,0.026925981,-0.30414087,1.5662003,0.046327353,-0.118484735,-0.0039669275,0.028915882,-0.07147372
1973-06-01,0.016230345,0.004937768,0.018270016,-0.031974554,0.019414186,-0.2535978,2.3756847,-0.06102687,-0.12634474,0.014538944,0.027125001,-0.07082701
1973-07-01,0.02488637,-0.022224128,0.020160377,-0.0030217767,0.02503562,-0.8843908,1.3853695,0.013544023,-0.23449492,-0.020035267,0.030657053,-0.0904274
1973-08-01,0.033890605,0.012499332,0.026627481,-0.011578262,0.021702528,-0.21748143,1.2337404,0.0073256493,-0.24474281,0.030358553,0.035382986,0.04403901
1973-09-01,0.028915882,-0.00794673,0.033990085,0.003594637,0.02647829,-0.6854523,1.0914141,0.02433914,-0.12221575,0.031651974,0.030159533,0.030259073
1973-10-01,0.015732884,-0.06998134,0.016081154,0.015981615,0.023244739,-0.43154317,1.3858173,0.012300372,-0.038889408,0.027771711,0.029264092,-0.05858922
1973-11-01,0.006678939,-0.014264584,0.020110667,-0.06072837,0.016180634,-0.07913476,0.7154754,0.021354318,0.027771711,0.032547414,0.033144355,0.068415046
1973-12-01,-0.029934943,-0.00819546,0.036079466,-0.0073000193,0.021354318,0.017175555,0.41982844,0.021354318,0.06448501,0.0268265,0.031651974,0.034338295
1974-01-01,-0.06372434,-0.037779152,0.022876024,0.024310946,0.002243936,-0.0030304193,1.2125158,0.053242385,0.03741926,0.005967021,0.021053255,0.03435552
1974-02-01,-0.13512212,-0.062289417,0.02310872,0.024388492,0.027684987,-0.116623044,0.38339406,-0.03758526,0.07337028,0.019967377,0.022488177,0.044826627
1974-03-01,-0.0997529,-0.07985771,0.020936906,0.0059282184,0.026909351,0.07996321,0.47844887,0.03082633,0.054250717,0.03703147,0.015740097,0.053513825
1974-04-01,-0.015208006,-0.07345861,-0.014316022,-0.032233298,0.022643328,-0.068572104,0.39483476,0.032338798,-0.05910927,0.026909351,0.029585302,0.059292376
1974-05-01,0.0042605996,-0.10079998,0.01395613,-0.029479802,0.034239173,-0.3784408,0.93937373,-0.016371429,-0.10824615,0.040870905,0.021363497,-0.08575255
1974-06-01,0.016593337,0.028189123,0.030477285,-0.014432311,0.025125384,-0.4798947,1.9001217,0.022449374,-0.29676574,0.03392887,0.03392887,-0.08668333
1974-07-01,0.02617246,0.02842182,0.017175019,-0.05600673,0.03420037,-0.60709983,1.7618248,-0.017418563,-0.2151295,0.04292631,0.030554831,-0.04208398
1974-08-01,0.030477285,0.026948094,0.018299699,0.0060833693,0.017989457,-0.39310044,1.2480013,-0.008925259,-0.1638596,-0.011989057,0.04854971,0.043934643
1974-09-01,0.030942678,0.047037244,0.022216737,0.0092635155,0.027142048,-0.57425135,0.84587014,0.0058894753,-0.15420288,0.01861,0.035131156,0.02617246
1974-10-01,0.019036591,0.0020112395,0.021712542,0.012947798,0.025086582,-0.105104804,0.8031711,0.031136572,-0.10937083,0.022022784,0.031718314,0.061386585
1974-11-01,0.018726349,-0.07962501,0.018842697,-0.061242282,0.02182889,-0.15408653,1.2857363,-0.012958646,0.029313803,0.010969937,0.029313803,0.07084942
1974-12-01,0.0027868748,-0.04700929,0.010000348,-0.14613622,0.018260956,-0.11449003,0.59014124,-0.017806351,0.039358377,0.02182889,0.032765448,0.050837874
1975-01-01,-0.07478583,-0.023490548,-0.0033675432,-0.10182381,0.021658123,0.061830938,0.14945737,0.04258603,0.03684181,-0.019795239,0.033256292,0.082868576
1975-02-01,-0.12330049,-0.055065334,0.011706412,-0.029820144,0.035122216,-0.069114804,0.80693007,0.03940296,0.0503425,0.029707313,0.028829217,0.03574419
1975-03-01,-0.07302964,-0.03684485,-0.008343399,-0.016026735,0.015182197,-0.103909254,0.49674344,-0.017490208,0.008523285,0.043061674,0.028353572,0.033475816
1975-04-01,-0.032783687,-0.05265057,-0.022868514,-0.01679504,0.0068036914,-0.13050818,1.0856516,0.031280577,-0.040979207,0.025170505,0.034756362,-0.025173545
1975-05-01,-0.020783067,0.015621245,0.017816484,0.012840629,0.018401861,-0.3446899,1.3871305,0.022389889,-0.12015402,-0.007355571,0.017633557,-0.11159259
1975-06-01,0.02579248,-0.006806731,0.023633838,-0.011636257,0.028024316,-0.20401198,1.7942734,0.003437698,-0.25230712,0.03713453,0.03300017,-0.15337521
1975-07-01,0.02959758,0.0033645034,0.021365404,-0.007465303,0.03204888,-0.43978018,1.6094346,0.018657982,-0.15827793,0.047415555,0.035634458,-0.03845471
1975-08-01,0.029451191,0.023780167,0.028353572,0.008194029,0.026268125,-0.5793604,1.3757153,0.008816004,-0.23086703,0.016389549,0.03139031,-0.017014563
