,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5,zgv850_cluster6,zgv850_cluster7,zgv850_cluster8,zgv850_cluster9,zgv850_cluster10,zgv850_cluster11,zgv850_cluster12
1965-01-01,0.2207617,-0.18028875,0.17440176,0.04106164,0.35483772,-0.3602831,0.0063285353,0.19427033,-0.88481295,0.13054375,-0.16866192,-0.07829676
1965-02-01,0.010743737,-0.08094597,0.22164479,0.07358724,0.42033035,-0.24063027,-0.3848613,0.06711157,-1.448344,0.045624066,0.11082238,0.13760814
1965-03-01,0.019721389,0.124951124,0.021193122,0.08330073,0.62784636,-0.20560274,0.019721365,-0.34865636,-0.9070362,0.23253568,-0.3105381,0.08727447
1965-04-01,0.07034941,-0.17557916,-0.14172903,0.059016965,0.3757364,0.010890913,-0.15762386,-0.13907988,-0.5733918,0.062107634,-0.09419165,0.1292192
1965-05-01,-0.2703595,-0.10758452,-0.023547912,0.054013036,0.4590372,0.21399167,-0.0098607065,0.01162678,-1.1138164,-0.004120874,0.02398945,0.04106164
1965-06-01,-0.040178634,0.005003929,0.11464889,0.10655431,-0.08315358,-0.4870003,-0.16704302,-0.059605647,-0.17484328,-0.1331929,-0.25196275,-0.08050442
1965-07-01,0.26682732,-0.34056172,0.2668273,0.015306187,-0.3926615,-0.3546905,-0.13760814,0.11155824,-0.56647456,0.072851375,-0.08889339,-0.10655427
1965-08-01,0.29714528,-0.024283791,0.124509595,0.023695111,-0.17911136,0.0950747,0.18073025,-0.0899236,-0.75235593,-0.16130319,0.31215706,-0.17572634
1965-09-01,0.13069096,-0.22311649,0.23960009,0.06387372,0.2841939,-0.26520842,-0.009566307,0.0100078825,-1.4090483,0.059458446,0.24489832,0.092425585
1965-10-01,0.24533983,0.03958993,0.10522975,0.002943492,-0.062107634,0.42827767,-0.19162115,-0.02752161,-0.89025843,-0.012509823,0.09698796,0.17086954
1965-11-01,0.30303225,0.21502192,-0.082859255,0.049450614,0.17484327,0.18499832,-0.21075384,0.29685092,-0.4401989,0.08948211,-0.10316932,-0.049744986
1965-12-01,0.21222559,0.26771036,0.110822365,0.035616208,0.24666443,0.18337938,-0.1630693,-0.02943487,-0.9891597,-0.11656217,-0.17322436,-0.24107179
1966-01-01,0.04557004,0.23508365,-0.05280342,0.12803021,0.58691347,0.103436805,-0.18835625,0.21584296,-0.81056845,0.1391695,-0.46249995,-0.228863
1966-02-01,0.2330583,0.24506564,-0.09967546,0.06741474,0.36745387,-0.14813888,0.16159289,0.2025336,-0.6252502,-0.076818086,-0.30148572,0.038626052
1966-03-01,0.21063499,0.05699868,-0.10068812,0.018083382,0.29917103,-0.30683845,0.16680093,0.10358147,-0.9027212,0.044846725,-0.045280695,-0.20094223
1966-04-01,0.118337534,-0.07869878,-0.11009147,0.07985611,-0.12470283,-0.04455743,-0.0049186707,0.26662102,-0.3580505,0.15522751,0.028644037,-0.1142868
1966-05-01,0.17866364,0.207163,-0.07826476,-0.010271335,0.52861273,0.07421408,-0.07537146,-0.30336642,-0.7038043,-0.11963949,-0.07898817,0.06538944
1966-06-01,0.19631295,-0.030380059,-0.06944013,0.11226149,-0.19038157,-0.20007427,-0.040072728,0.07667346,-0.48043862,0.09924145,-0.45439863,-0.0682828
1966-07-01,0.12484746,0.13294883,0.1934196,0.070597455,-0.18604156,-0.26184702,-0.054105423,0.1763489,-0.6614169,-0.06466608,-0.2737097,0.041953374
1966-08-01,0.00014467239,-0.25880903,-0.12991086,0.071610115,0.056130745,-0.39928055,0.13164692,-0.01186266,-1.1424344,-0.06148343,-0.047740053,0.0865108
1966-09-01,0.15783155,-0.13511884,-0.05511806,0.0185174,0.13714418,0.06567874,0.025172044,0.4205466,-0.9574054,0.215409,-0.027342057,-0.23580694
1966-10-01,0.093888804,-0.022423362,0.048897408,0.058011413,0.18748823,0.059024096,-0.0724781,0.024593353,-1.4162885,0.13714418,0.09837346,0.25982165
1966-11-01,0.0526587,0.03472004,-0.14278622,0.075516105,0.20238891,0.28253442,-0.10777674,0.092008136,-0.83111113,0.038915396,0.22813964,0.41447052
1966-12-01,0.26430637,-0.034286045,-0.15175554,0.10039878,0.25041834,0.36224586,0.051356696,0.1452455,-0.7877111,0.06365337,-0.06524477,0.18879023
1967-01-01,-0.0036636232,0.046794377,0.013988351,0.11590356,-0.10874281,-0.05745219,-0.2121568,0.09625324,-1.0847641,0.020482957,-0.08776031,0.09841812
1967-02-01,0.17868468,-0.10541229,0.03646966,0.058784425,0.16852637,-0.27593708,-0.031806875,0.24096613,-0.8661127,0.16436324,-0.025478791,-0.01781851
1967-03-01,0.18168215,-0.53039205,-0.06910918,0.018817674,0.5135727,-0.34987554,0.19433828,0.072439715,-0.88359815,-0.00016653538,-0.6667785,-0.15154059
1967-04-01,-0.2522901,-0.33155742,-0.09691934,0.092423104,0.83763635,-0.037302293,0.1527063,0.11057468,-0.7901758,0.23363896,-0.14554553,0.2351377
1967-05-01,0.09192352,-0.08909253,-0.14637819,0.07893431,-0.13755222,-0.13122413,-0.22681126,0.13821831,-0.56886,-0.02298088,-0.31823522,0.41232362
1967-06-01,-0.13821831,-0.20816013,-0.09592018,0.049625397,0.44179907,-0.18084952,-0.24612856,0.0069942,-1.3990026,0.17685285,-0.4344718,0.19034162
1967-07-01,0.34721112,-0.16669463,0.07577028,0.035137415,0.0029974938,-0.60183257,-0.18051648,0.2679437,-1.2031657,0.10141559,-0.491924,-0.07543726
1967-08-01,0.030474639,0.076269865,-0.17535405,0.012489605,0.25778547,-0.15686947,-0.2234807,0.18084951,-1.3167377,0.01498754,-0.3134059,0.098751165
1967-09-01,0.20033331,0.14487943,-0.07660289,-0.027976703,0.3698589,-0.11690273,0.05378858,-0.09159045,-0.99217445,-0.032972552,-0.24229836,-0.011323929
1967-10-01,-0.08209835,0.025145758,-0.10907588,0.092256546,0.12422997,0.0984181,-0.15903434,0.1751876,-1.1455468,0.18551229,-0.16303101,-0.03613658
1967-11-01,-0.011490417,-0.28010026,-0.081931815,0.06960875,0.4366367,0.45911798,0.090924345,0.33005872,-1.2264794,0.079433896,-0.108742855,0.12156552
1967-12-01,0.21498778,0.31623688,-0.050791062,0.16286448,0.4243136,0.04363036,-0.2839304,0.21015844,-0.9250636,0.20516261,-0.32306454,0.048293136
1968-01-01,0.12528463,-0.16591366,0.09966147,0.06568594,0.85519135,0.10716436,0.3077613,-0.07474609,-1.2385482,0.28907472,0.2509939,-0.25934625
1968-02-01,0.13307066,-0.002689743,0.26982206,0.166763,0.5924476,-0.20710893,-0.17143464,0.19889812,-1.0014275,0.25000298,-0.12797435,0.1618083
1968-03-01,0.1568535,0.029586995,-0.18176886,0.10022769,0.20781669,-0.34527594,-0.42072982,0.35900766,-1.1894252,0.14340489,0.068658784,-0.14906749
1968-04-01,-0.04600849,-0.09187536,0.0038222552,0.015288949,0.70626545,0.07771893,0.31172514,-0.056625795,-0.9346091,0.033126067,0.2303255,-0.07361357
1968-05-01,-0.1541638,0.13618505,-0.082249,0.041478407,0.3645287,-0.61906177,0.046291612,-0.122028634,-0.6026403,-0.09159227,-0.089327216,-0.08805313
1968-06-01,0.45555466,0.11650763,0.12132082,0.051246356,-0.40558243,-0.32191774,-0.056342673,0.40926304,-0.0134486435,-0.014156437,-0.62019426,-0.3812333
1968-07-01,0.06851722,-0.26260224,-0.08352308,0.030436372,-0.3009662,-0.036098957,0.25467452,-0.09994452,-0.78540003,-0.051954173,-0.2546746,0.27930683
1968-08-01,-0.056908954,-0.20781675,0.0058041574,0.0058041336,0.04940605,-0.60971844,-0.11976361,0.13717602,-0.5676738,-0.017695546,0.047424126,-0.07786052
1968-09-01,0.1877146,0.09838734,0.01854496,0.052661993,0.27548462,-0.039496493,0.30705348,0.004388499,-0.8730286,-0.08040862,-0.053228237,-0.1234443
1968-10-01,0.29686084,0.044168137,-0.14765182,0.084797144,0.2290514,-0.10758904,-0.4329043,-0.084797144,-0.8459897,0.007786083,0.12981467,0.059881784
1968-11-01,0.054502357,-0.018969655,-0.17016056,-0.032276727,-0.09102599,0.21078959,0.07078228,-0.19139528,-0.6905519,0.079417706,0.38137487,0.21432869
1968-12-01,0.113676324,-0.06299622,0.16223297,0.038647126,0.15232348,0.37542915,-0.18516643,-0.21121427,-1.2371324,0.17440751,0.03553269,0.026047897
1969-01-01,0.23575258,0.17488392,0.17034146,-0.05874889,0.6012675,0.021349454,-0.14232977,0.0019684075,-0.7758486,-0.022409344,0.048149873,0.12461424
1969-02-01,0.09781387,0.014081573,-0.09796526,0.06904507,0.50345373,-0.056174837,-0.28390244,-0.107201576,-0.6859083,0.14596371,-0.2925331,0.1379387
1969-03-01,0.06813659,-0.17942636,0.10053933,0.082369566,0.57840395,0.028768778,-0.10538459,0.14414676,-0.8939521,0.18048626,0.12779395,0.23166446
1969-04-01,0.05450926,0.074495986,-0.2810256,0.12597698,0.21198049,0.20107865,0.25952467,-0.21152624,-0.8538272,-0.1397557,-0.034825373,-0.104324676
1969-05-01,0.042093277,-0.3962521,-0.12264588,0.04905834,-0.11371241,-0.14581232,-0.010750485,0.06359415,-0.2882935,0.25876763,-0.16897875,0.27739173
1969-06-01,-0.04542439,-0.16125663,-0.15716842,0.015444303,0.0610201,-0.16155942,0.08070402,-0.06192858,-0.7822081,0.27103224,-0.14278403,0.26891237
1969-07-01,-0.06404841,-0.28768784,0.043607425,0.08676062,0.46181473,-0.41639027,-0.045424365,0.04436455,-1.0482435,0.14656937,0.25891906,0.12688549
1969-08-01,-0.0030282973,-0.2242451,-0.12521994,0.06874225,0.36506072,0.21561444,-0.14354107,0.023620654,-1.0480921,0.23620684,-0.047847033,-0.0077221394
1969-09-01,0.23045309,0.09660254,0.012264585,-0.0051481007,0.13793874,-0.113258146,0.19502208,0.055266358,-1.4370763,-0.040427707,-0.4880094,-0.25801057
1969-10-01,-0.051480986,-0.07389035,-0.1467208,0.07934127,0.24635163,0.5060278,-0.06147437,-0.045727253,-1.2911127,0.16049953,0.22076254,-0.07888703
1969-11-01,0.24347475,-0.40685114,-0.06283708,0.09069736,0.21470594,0.56598794,-0.27648315,0.1261284,-0.950884,0.14838636,0.16897878,0.058143236
1969-12-01,0.012567425,-0.11083553,0.039822053,0.05572059,0.8941034,0.25846475,-0.083580874,0.19532488,-1.3059514,0.16595045,-0.19396217,0.104324676
1970-01-01,0.16409865,0.07792395,-0.097437665,0.032348264,0.038372613,-0.027240634,0.03968228,-0.004976654,-0.6705388,0.079102635,-0.06718483,-0.087222435
1970-02-01,0.055267073,0.15466921,-0.046099544,0.07766201,0.34587756,-0.07884071,-0.106998086,-0.41594362,-1.184182,0.3970847,0.14720424,0.112760544
1970-03-01,-0.05186198,0.11642754,0.2968968,0.07425696,0.37364203,-0.14602557,-0.008774614,-0.0027502538,-0.78604966,0.12651181,-0.18505302,-0.23848656
1970-04-01,0.042170595,-0.16187228,-0.14000115,0.08879401,0.8601755,-0.1754926,-0.066922925,-0.024752308,-1.0604205,0.03156247,0.012572574,0.062077235
1970-05-01,0.18112409,0.15820524,-0.17850475,0.030514766,0.10490265,0.028026413,-0.056052875,-0.31012422,-0.7986222,0.25289267,-0.4582452,0.045051824
1970-06-01,0.20692408,0.13319102,-0.22185409,0.04898076,0.30894548,-0.2535475,-0.1540144,0.05971987,-1.0067251,0.10333109,-0.16292,-0.07189958
