experiment,model,n_clusters,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
test1_linreg_nc5_nv8_nd10,linreg,5,0.8665800268729223,0.8591115111437009,0.8472560345950292,0.8479700612145962,0.8490101410938082,0.8438661685076485,0.9990200946388924,0.9983416910198863,0.9947283207852786,0.9991985450870036,0.9948438978687996,0.9991446655710754,0.6006015730912754,0.505600294681761,0.6463772525407983,0.4688934193389562,0.64890550773295,0.563734187384681
test1_linreg_Anc5_nv8_nd10,linreg,5,0.8503553524509709,0.8555592886194434,0.8303914696385559,0.831633320243348,0.833863374221276,0.8279797513485734,0.9975696464681076,0.9981132678252124,0.9980864117754472,0.997300983581076,0.996973313118094,0.9959447453097824,0.6576135281434484,0.5705784084026699,0.4062795470747005,0.3588614831610853,0.4612253956010383,0.407047138820406
test2_linreg_nc5_nv8_nd10,linreg,5,0.8641669357135489,0.857772013308727,0.8413488941098491,0.8479700612145962,0.8439610250598419,0.8438661685076485,0.9986522229724378,0.9987279370743384,0.9963125364505226,0.9991985450870036,0.9977260375689668,0.9991446655710754,0.5268648122182631,0.4908313889599073,0.5605377652048662,0.4688934193389562,0.5772174376129996,0.563734187384681
test2_linreg_Anc5_nv8_nd10,linreg,5,0.8463321158583323,0.837710685525973,0.8062219281918088,0.831633320243348,0.8054149539921454,0.8279797513485734,0.9934706694891596,0.9982296562317858,0.9930699176586342,0.997300983581076,0.9935687308156312,0.9959447453097824,0.6365339334143914,0.3497344736099821,0.1168735234747408,0.3588614831610853,0.205181933421894,0.407047138820406
test3_linreg_nc5_nv8_nd10,linreg,5,0.8579569371871816,0.8566101280710808,0.8399860254444595,0.8479700612145962,0.8384425230745616,0.8438661685076485,0.9982541081645296,0.9983756331386848,0.9954808252711232,0.9991985450870036,0.99381764098416,0.9991446655710754,0.5537314588131032,0.5340501423889102,0.6686794000745272,0.4688934193389562,0.6542246550253543,0.563734187384681
test3_linreg_Anc5_nv8_nd10,linreg,5,0.8568516083502362,0.8513377353580586,0.8266513587288111,0.831633320243348,0.8117061255100505,0.8279797513485734,0.9980576807785396,0.9979871297514866,0.997773988031116,0.997300983581076,0.9958939932994368,0.9959447453097824,0.6738908335803928,0.554088787249744,0.3578649356235299,0.3588614831610853,0.2692510967179737,0.407047138820406
test4_linreg_nc5_nv8_nd10,linreg,5,0.8727100813938868,0.8584667248800495,0.850278953924846,0.8479700612145962,0.8466099738134663,0.8438661685076485,0.999013602120476,0.9986595530372228,0.9974381466351254,0.9991985450870036,0.9971340451717786,0.9991446655710754,0.6096726496915227,0.6175427454981302,0.579438148432616,0.4688934193389562,0.6259524642159301,0.563734187384681
test4_linreg_Anc5_nv8_nd10,linreg,5,0.8474902181307604,0.8434510640588762,0.8264046779405253,0.831633320243348,0.8173661299445345,0.8279797513485734,0.9969340784804308,0.9980274374670522,0.9952191081969802,0.997300983581076,0.9956747902210608,0.9959447453097824,0.5058872505952582,0.3190668341449721,0.3752687614944928,0.3588614831610853,0.3034461173397752,0.407047138820406
test5_linreg_nc5_nv8_nd10,linreg,5,0.8667755868621819,0.8608579619098835,0.8507738289059228,0.8479700612145962,0.8452992824521264,0.8438661685076485,0.9989380276778798,0.9985535280593524,0.9971033693286288,0.9991985450870036,0.9971061357146728,0.9991446655710754,0.6384979908028919,0.5539540476641616,0.5972299454583891,0.4688934193389562,0.6008884585608864,0.563734187384681
test5_linreg_Anc5_nv8_nd10,linreg,5,0.8553661030367267,0.8444732416668428,0.8270900324062218,0.831633320243348,0.8196623021007403,0.8279797513485734,0.996988750070311,0.9979584899627872,0.9973704093062872,0.997300983581076,0.9984044745008418,0.9959447453097824,0.6125731941596866,0.4322970908417852,0.321292577041118,0.3588614831610853,0.2464816031601225,0.407047138820406
